case,dx,k,t3d,qv3d,qc3d,qi3d,u3d,v3d,pcps,p8w,dz8w,rho3d,pi3d,w,qvften,thften,rthcuten,rqvcuten,rqccuten,rqicuten,rucuten,rvcuten
3,1500.0,10,43945145,3C9FB6D6,00000000,00000000,40D9BF9C,00000000,47B0C7B3,47B23C0A,43107F37,3F867D8B,3F78CF9A,3C2D416D,33732A47,386D774A,38EF4088,B43D4CCD,30CC4E49,00000000,37AB8889,00000000
3,1500.0,11,4393D90C,3C9906B1,00000000,00000000,40E2FF0C,00000000,47ADD1BE,47AF535C,4317A4C1,3F84B91B,3F779CF6,3C48A2E5,3370D67E,386B3177,38FFD93E,B44EB334,31007275,00000000,37B38889,00000000
3,1500.0,12,43935AE2,3C91C86A,00000000,00000000,40ECB394,00000000,47AAC205,47AC501F,431EBE84,3F82E421,3F765BF3,3C65327A,336E653E,3868CEDE,3907C7B3,B4508889,311EBEB3,00000000,37BB6667,00000000
3,1500.0,13,4392D6CE,3C8A82D9,00000000,00000000,40F6DC71,00000000,47A79A06,47A933EB,4325DA67,3F80FDF5,3F750CA9,3C81704B,336BD6B6,38664FAE,3910DD00,B4510889,3140D15D,00000000,37C30001,00000000
3,1500.0,14,43924CD1,3C833E3C,00000000,00000000,4100BCE4,00000000,47A45B0A,47A60021,432D04B2,3F7E0E26,3F73AF19,3C90CF09,33692ADF,3863B3DE,391984E2,B4506EF0,3166F56B,00000000,37CA4445,00000000
3,1500.0,15,4391BCDD,3C780359,00000000,00000000,41064642,00000000,47A10632,47A2B5F3,43344782,3F79FFC2,3F72432C,3CA0ADD0,3366617D,3860FB34,39224F5A,B44E8889,3188BA5D,00000000,37D11112,00000000
3,1500.0,16,439126DF,3C69A7ED,00000000,00000000,410C0B1A,00000000,479D9C7B,479F5670,433BADA7,3F75D158,3F70C8B8,3CB10484,33637A2B,385E254E,392B3EB9,B44B6223,31A04CBE,00000000,37D75556,00000000
3,1500.0,17,43908AB9,3C5B7662,00000000,00000000,41120C90,00000000,479A1ECA,479BE286,43434048,3F718377,3F6F3F82,3CC1CA7F,33607456,385B319D,39345579,B4470CCD,31BA577F,00000000,37DCEEF0,00000000
3,1500.0,18,438FE846,3C4D7A26,00000000,00000000,41184C10,00000000,47968DEA,47985B0D,434B092C,3F6D1684,3F6DA73B,3CD2F629,335D4F48,38581F6D,393D9650,B4418889,31D70181,00000000,37E1DDDF,00000000
3,1500.0,19,438F3F59,3C3FBDE3,00000000,00000000,411ECB54,00000000,4792EA95,4794C0C7,4353126D,3F688AD5,3F6BFF85,3CE47CD1,335A0A22,3854EDE6,3947042B,B43B0445,31F672D0,00000000,37E64445,00000000
3,1500.0,20,438E8FBD,3C324B8D,00000000,00000000,41258C6F,00000000,478F3572,47911463,435B6623,3F63E0A3,3F6A47ED,3CF6526B,3356A3D9,38519C02,39500D13,B4338001,320C6A48,00000000,37E9DDDF,00000000
3,1500.0,21,438DD933,3C252C4F,00000000,00000000,412C91C0,00000000,478B6F1C,478D5682,43641050,3F5F1820,3F687FEE,3D04349F,33531B3A,384E2897,39594775,B42B2667,321F29EF,00000000,37ECAAAB,00000000
3,1500.0,22,438D1B73,3C1868CA,00000000,00000000,4133DE0C,00000000,4787981E,478987B5,436D1B53,3F5A3162,3F66A6F0,3D0D58D8,334F6EE2,384A9249,3962B704,B4221DDE,32338EED,00000000,37EEEEF0,00000000
3,1500.0,23,438C562D,3C0C0932,00000000,00000000,413B746D,00000000,4783B0FB,4785A886,437695C1,3F552C69,3F64BC45,3D168CE2,334B9D41,3846D792,396C5FD9,B4187778,3249B258,00000000,37F06667,00000000
3,1500.0,24,438B8904,3C001506,00000000,00000000,41435873,00000000,477F7458,4781B970,4380469A,3F500934,3F62BF27,3D1FC66F,3347A48B,3842F6B0,39764682,B40E6CCD,3261AEF2,00000000,37F13334,00000000
3,1500.0,25,438AB391,3BE926C0,00000000,00000000,414B8E1E,00000000,47776842,477B75D0,438588FB,3F4AC7A4,3F60AEB7,3D28F99B,334382BD,383EEDAC,B9812161,B411EEEF,327BA21D,00000000,37F15556,00000000
3,1500.0,26,4389D55D,3BD11500,00000000,00000000,415419F5,00000000,476F3E84,47735AB4,438B1A1C,3F456971,3F5E89FA,3D3218AB,333F3590,383ABA4F,B8DF52C3,B412A223,328BCC58,00000000,37F02223,00000000
3,1500.0,27,4388EDE6,3BB83D87,00000000,00000000,415D0101,00000000,4766F7E1,476B2254,4391041C,3F3FEDF7,3F5C4FD2,3D3B13B2,333ABA7B,38365A1C,39552FB5,B401EAAB,32939DC6,00000000,37ED3334,00000000
3,1500.0,28,4387FC97,3BA10915,00000000,00000000,416648F3,00000000,475E9510,4762CD6E,439754C8,3F3A52B1,3F59FEFF,3D43D843,33360EA0,3831CA48,39A82A1C,B3E43334,328BEDF2,30FA36F6,37E95556,00000000
3,1500.0,29,438700C7,3B8B7E60,00000000,00000000,416FF85D,00000000,475616BC,475A5CB1,439E19D0,3F349745,3F579615,3D4C5125,33312EB3,382D079B,39AF6D69,B3C6B778,3272C7A0,31A697CB,37E4AAAB,00000000
3,1500.0,30,4385F9B2,3B6F42D2,00000000,00000000,417A16B0,00000000,474D7D88,4751D0C6,43A56396,3F2EBB4D,3F551379,3D5465B0,332C16F2,38280E68,39B6F0CC,B3AA7112,324B80E2,32089F49,37DF5556,00000000
3,1500.0,31,4384E67D,3B4AE822,00000000,00000000,41825636,00000000,4744CA0D,47492A4A,43AD4566,3F28BE48,3F527553,3D5BF93B,3326C318,3822DA86,39BDC1E0,B38FE445,32237CF8,323E0B93,37D95556,00000000
3,1500.0,32,4383C62A,3B29EAC7,00000000,00000000,4187E1A5,00000000,473BFCDA,474069D0,43B5D657,3F229F9F,3F4FB98D,3D62EA60,33212E3E,381D6728,39C13D84,B36E9112,31F874B8,32726829,37D2AAAB,00000000
3,1500.0,33,43829797,3B0C43A2,00000000,00000000,418DB342,00000000,47331678,47378FE4,43BF31B0,3F1C5E99,3F4CDDBC,3D691224,331B52C0,3817AED0,39C59A55,B3417778,31AE8CFC,32924D57,37CAEEF0,00000000
3,1500.0,34,43815971,3AE3CAF4,00000000,00000000,4193D184,00000000,472A1768,472E9D0C,43C97976,3F15FA5D,3F49DF18,3D6E42E0,33152A1A,3811AB1D,39CB3D55,B3189556,315924E6,32A9CAEB,37C1DDDF,00000000
3,1500.0,35,43800A30,3AB57A7D,00000000,00000000,419A43FF,00000000,47210026,472591C4,43D4D60D,3F0F71E4,3F46BA63,3D72470A,330EACAD,380B54A1,39D29398,B2E70445,30D8F589,32BF256F,37B77778,00000000
3,1500.0,36,437D500F,3A8D62AF,00000000,00000000,41A1138C,00000000,4717D12A,471C6E89,43E17BDB,3F08C3FD,3F436BD0,3D74DF9A,3307D18F,3804A2A5,39DADB1B,B2A61112,30008AD2,32D1C4E6,37AAEEF0,00000000
3,1500.0,37,437A61A6,3A5684FC,00000000,00000000,41A84AB7,00000000,470E8AE0,471333CA,43EFAB12,3F01EF36,3F3FEEDC,3D75C227,33008E24,37FB159F,39E3A28D,B254B778,2C2ABE13,32E0D6E0,379AEEEF,00000000
3,1500.0,38,43774408,3A1D95AB,00000000,00000000,41AFF614,00000000,47052DB5,4709E1F6,43FFB79E,3EF5E3A8,3F3C3E26,3D749688,32F1AB83,37EC017E,39EDE660,B1E84445,00000000,32EE2986,3786AAAB,00000000
3,1500.0,39,4373F101,39DE7756,00000000,00000000,41B824EA,00000000,46F7741C,47007974,44090720,3EE7938A,3F385329,3D70F3DB,32E1320C,37DBEAE0,39FA8C8A,B138C445,00000000,32FAD4A7,375C4445,00000000
3,1500.0,40,437060F2,39953AE2,00000000,00000000,41C0E9FA,00000000,46E46098,46EDF550,4413A058,3ED8E900,3F3425E1,3D6A5CDB,32CF8A22,37CAACE5,3A047137,309EEEEF,00000000,33015EA5,371EEEEF,00000000
3,1500.0,41,436C8A58,39441101,00000000,00000000,41CA5CB1,00000000,46D1219A,46DACBE0,44200AEF,3EC9DD95,3F2FAC53,3D603B41,32BC84A0,37B81984,3A0BCC8D,31909778,00000000,32FFEBD7,36BDDDDF,00000000
3,1500.0,42,4368611A,390CFF08,00000000,00000000,41D49AD5,00000000,46BDB7DA,46C77754,442ED32A,3EBA697D,3F2AD9C8,3D51DA10,32A7E58F,37A3F62E,3A1157E0,3117F778,00000000,32E8FFA4,367BBBBD,00000000
3,1500.0,43,4363D578,38C13695,00000000,00000000,41DFCB2A,00000000,46AA2402,46B3F860,4440C4A8,3EAA83EF,3F259DB1,3D3E5E8D,32915EE6,378DF6AC,3A1746E2,300C6EEF,00000000,32CF226F,35E22223,00000000
3,1500.0,44,435ED267,3878D604,00000000,00000000,41EC2179,00000000,469666B6,46A04FA4,445714E3,3E9A2041,3F1FE1DD,3D24BFFA,327110C0,376B6A5B,3A1DC4F9,B03AEEF0,00000000,32B176A9,B5088889,00000000
3,1500.0,45,43593AD2,38139BA0,00000000,00000000,41F9E55F,00000000,46828094,468C7DC8,4473B526,3E892DCF,3F198776,3D03BEF7,3239A3AD,373549D7,3A2568DE,B0ABC667,00000000,32906A23,B6444445,00000000
3,1500.0,46,4352E4B4,379C6C4B,00000000,00000000,4204BF23,00000000,465CE468,467106C0,448CFCD2,3E6F2C11,3F1261A1,3CB3BE74,31F5AC39,36EFEA30,399D65A8,B11ABCCD,00000000,325C20FE,B6BDDDDF,00000000
3,1500.0,47,434B8FE0,370CC0DA,00000000,00000000,420DC514,00000000,46347860,4648C210,44A81509,3E4A71A1,3F0A2AFD,3C15BB9C,3148B017,3643FBF7,3A67F90A,AFB59556,00000000,321B4618,B7144445,00000000
3,1500.0,48,43468000,36AD284C,00000000,00000000,421886F0,00000000,460BBE28,46202EB0,44D5E2F1,3E20C163,3F006E70,00000000,00000000,00000000,BA65C24E,3351DD05,00000000,00000000,BA2AB334,00000000
3,1500.0,49,43468000,36F52142,00000000,00000000,42263741,00000000,45C56DA0,45EE9B40,4519A92F,3DE31D50,3EE89483,00000000,00000000,00000000,00000000,28088889,00000000,00000000,00000000,00000000
4,1500.0,1,43976666,3CD2A317,00000000,00000000,40A00000,00000000,47C4C68E,47C54400,42333D16,3F921BDE,3F8045F2,00000000,B380D959,B87BA882,B8D922F3,B410DDDE,00000000,00000000,37C46667,00000000
4,1500.0,2,4397411E,3CD05ADC,00000000,00000000,40A2DE29,00000000,47C386CA,47C4491D,428B8FCC,3F91586D,3F800A41,3A0A6266,B3807CF8,B87AF415,B83DCEAA,B20C4445,00000000,00000000,37C46667,00000000
4,1500.0,3,4397070F,3CCC8CE1,00000000,00000000,40A75573,00000000,47C1DB71,47C2C476,42A87DAE,3F905C6E,3F7F741B,3AB0EE3F,B37FDA38,B879DB1B,B62B0822,B3255556,00000000,00000000,37C46667,00000000
4,1500.0,4,4396C0F8,3CC7F66C,00000000,00000000,40ACB9BB,00000000,47BFEC14,47C0F26C,42BF31B5,3F8F3A49,3F7EB8F0,3B197A54,B37E7EDC,B87887E3,388FA676,B429AAAB,285BB558,00000000,36BFBBBC,00000000
4,1500.0,5,4396716E,3CC2D2E6,00000000,00000000,40B2D7FE,00000000,47BDC730,47BEE5BD,42D2AF31,3F8DF933,3F7DE7F5,3B6332D8,B37CF4B3,B87706F7,38DFB245,B43A6EF0,2F3DD674,00000000,37D06667,00000000
4,1500.0,6,439619C9,3CBD4445,00000000,00000000,40B995EB,00000000,47BB7530,47BCA8A3,42E43B85,3F8C9D59,3F7D03E5,3B9A2B9C,B37B425B,B8755ECD,38D15FE0,B43D6667,2FFC3418,00000000,37A1DDDE,00000000
4,1500.0,7,4395BAD7,3CB7616D,00000000,00000000,40C0E399,00000000,47B8FBC1,47BA41BE,42F485CA,3F8B298A,3F7C0E76,3BC60BAF,B3796BD6,B873934F,38DF2BD1,B4440001,304D2381,00000000,37A95556,00000000
4,1500.0,8,4395551F,3CB13BA8,00000000,00000000,40C8B6BA,00000000,47B65F04,47B7B5C4,4301FC16,3F899FC2,3F7B08CB,3BF4F10F,B37773BB,B871A705,38EE3886,B449F778,3091427B,00000000,37B15556,00000000
4,1500.0,9,4394E8F9,3CAAE086,00000000,00000000,40D10866,00000000,47B3A227,47B50844,43096D70,3F880187,3F79F3A9,3C135284,B3755BC8,B86F9BA2,38FD746A,B44F2223,30C0D6A0,00000000,37B98889,00000000
4,1500.0,10,439476A2,3CA45B84,00000000,00000000,40D9D402,00000000,47B0C7B3,47B23C0A,4310B03A,3F864FFC,3F78CF9A,3C2D7DFC,B3732526,B86D7247,3906FDA8,B45B2AAB,30F638E0,00000000,37C1BBBC,00000000
4,1500.0,11,4393FE40,3C9D7977,00000000,00000000,40E31695,00000000,47ADD1BE,47AF535C,4317D79A,3F848CAA,3F779CF6,3C48E860,B370D092,B86B2BAF,390F5D0A,B46DD556,3119542E,00000000,37C9DDDF,00000000
4,1500.0,12,43937FEB,3C960813,00000000,00000000,40ECCE5E,00000000,47AAC205,47AC501F,431EF31B,3F82B8D2,3F765BF3,3C65810A,B36E5E80,B868C849,391867FD,B46EDDDF,313BF349,00000000,37D1DDDF,00000000
4,1500.0,13,4392FBAC,3C8E8F3B,00000000,00000000,40F6FA98,00000000,47A79A06,47A933EB,432610AF,3F80D3CC,3F750CA9,3C819C28,B36BCF20,B8664845,39210568,B46EA223,3162A9DB,00000000,37D98889,00000000
4,1500.0,14,43927182,3C87173A,00000000,00000000,4100CDB4,00000000,47A45B0A,47A60021,432D3CA1,3F7DBC21,3F73AF19,3C90FF7F,B3692269,B863AB9A,392A53E5,B46D0889,3186E357,00000000,37E0CCCE,00000000
4,1500.0,15,4391E160,3C7F4EE3,00000000,00000000,410658DC,00000000,47A10632,47A2B5F3,43348110,3F79B00A,3F72432C,3CA0E2D5,B3665820,B860F20F,3933C7E5,B46A2223,319ECC07,00000000,37E7999A,00000000
4,1500.0,16,43914B32,3C708D82,00000000,00000000,410C1F8D,00000000,479D9C7B,479F5670,433BE8D2,3F7583F2,3F70C8B8,3CB13E0A,B3636FE0,B85E1B41,393D63E3,B465E223,31B93820,00000000,37EDDDDF,00000000
4,1500.0,17,4390AEDA,3C61F6E2,00000000,00000000,411222E8,00000000,479A1ECA,479BE286,43437D10,3F71385F,3F6F3F82,3CC20868,B3606917,B85B26A1,39472A8D,B4606667,31D64FF7,00000000,37F3999A,00000000
4,1500.0,18,43900C35,3C5396EF,00000000,00000000,41186459,00000000,47968DEA,47985B0D,434B4795,3F6CCDBA,3F6DA73B,3CD3384E,B35D4310,B858137E,39508BBF,B459B334,31F63EE6,00000000,37F88889,00000000
4,1500.0,19,438F6314,3C45785F,00000000,00000000,411EE59D,00000000,4792EA95,4794C0C7,4353527E,3F684454,3F6BFF85,3CE4C2FC,B359FCE8,B854E0FB,395A1BA3,B451E223,320C98A7,00000000,37FCCCCE,00000000
4,1500.0,20,438EB342,3C37A56C,00000000,00000000,4125A8C4,00000000,478F3572,47911463,435BA7E2,3F639C6E,3F6A47ED,3CF69C5A,B3569596,B8518E15,3963DD8E,B4491112,321FAAE9,00000000,38003334,00000000
4,1500.0,21,438DFC81,3C2A279D,00000000,00000000,412CB030,00000000,478B6F1C,478D5682,436453D2,3F5ED62C,3F687FEE,3D045B4C,B3530BE8,B84E19A1,396DD522,B43F6223,32346F09,00000000,3801AAAB,00000000
4,1500.0,22,438D3E89,3C1D07C7,00000000,00000000,4133FEA4,00000000,4787981E,478987B5,436D60A7,3F59F1A8,3F66A6F0,3D0D810B,B34F5E7A,B84A8244,39780662,B4350001,324AFF98,00000000,3802BBBC,00000000
4,1500.0,23,438C790A,3C104E53,00000000,00000000,413B973E,00000000,4783B0FB,4785A886,4376DCF7,3F54EEE9,3F64BC45,3D16B65E,B34B8BBB,B846C675,39813ADE,B42A1112,32637966,00000000,38037778,00000000
4,1500.0,24,438BABA6,3C0402E1,00000000,00000000,41437D8A,00000000,477F7458,4781B970,43806B36,3F4FCDE5,3F62BF27,3D1FF0EB,B34791DF,B842E474,39869410,B41EA667,327DFC08,00000000,3803CCCD,00000000
4,1500.0,25,438AD5F6,3BF05981,00000000,00000000,414BB58E,00000000,47776842,477B75D0,4385AEA5,3F4A8E83,3F60AEB7,3D2924C4,B3436EE3,B83EDA4A,B977EE2A,B4235556,328D5458,00000000,3803DDDE,00000000
4,1500.0,26,4389F783,3BD777C1,00000000,00000000,415443CE,00000000,476F3E84,47735AB4,438B40C6,3F45329F,3F5E89FA,3D324420,B33F2080,B83AA5BD,B9182783,B4238889,329617BC,00000000,38032223,00000000
4,1500.0,27,43890FCC,3BBDD7CD,00000000,00000000,415D2D53,00000000,4766F7E1,476B2254,43912BDB,3F3FB96B,3F5C4FD2,3D3B3F02,B33AA42B,B8364453,394E5E8E,B410E445,329E92FA,00000000,38018889,00000000
4,1500.0,28,43881E3B,3BA5E888,00000000,00000000,416677D0,00000000,475E9510,4762CD6E,43977DB5,3F3A205B,3F59FEFF,3D4402EC,B335F70A,B831B340,39B822AB,B3FD4889,329A204E,30D2B605,37FECCCE,00000000
4,1500.0,29,43872226,3B8FB0C0,00000000,00000000,417029D8,00000000,475616BC,475A5CB1,439E440A,3F346716,3F579615,3D4C7A92,B33115CB,B82CEF48,39BFE4BC,B3DC2EF0,328629E6,31A58D8A,37F9BBBD,00000000
4,1500.0,30,43861ACB,3B76697D,00000000,00000000,417A4ADF,00000000,474D7D88,4751D0C6,43A58F41,3F2E8D37,3F551379,3D548D3C,B32BFCAE,B827F4C2,39C83DD3,B3BC4223,3261CA7A,320CD989,37F40001,00000000
4,1500.0,31,4385074E,3B50ECB1,00000000,00000000,418271B3,00000000,4744CA0D,47492A4A,43AD72A8,3F289241,3F527553,3D5C1E26,B326A76C,B822BF80,39D0E52F,B39E4667,32363D92,32473C2C,37ED5556,00000000
4,1500.0,32,4383E6B0,3B2EE8F0,00000000,00000000,4187FE96,00000000,473BFCDA,474069D0,43B6055F,3F22759B,3F4FB98D,3D630BD7,B321111C,B81D4AB5,39D5F1D2,B3828445,320B4F7E,32805517,37E5DDDF,00000000
4,1500.0,33,4382B7CE,3B1056CC,00000000,00000000,418DD1B4,00000000,47331678,47378FE4,43BF62B3,3F1C368D,3F4CDDBC,3D692F33,B31B341B,B81790E2,39DA9898,B3523334,31C563DA,329BF6C2,37DD999A,00000000
4,1500.0,34,43817956,3AEA5176,00000000,00000000,4193F188,00000000,472A1768,472E9D0C,43C9ACB4,3F15D441,3F49DF18,3D6E5A78,B31509DF,B8118BA4,39E08B52,B3245556,3178CE6A,32B5EF7B,37D40001,00000000
4,1500.0,35,438029C0,3ABA9612,00000000,00000000,419A65A6,00000000,47210026,472591C4,43D50BCD,3F0F4DB3,3F46BA63,3D7257FC,B30E8ACC,B80B338B,39E837D9,B2F54CCE,30FED4E9,32CDAACF,37C88889,00000000
4,1500.0,36,437D8E7C,3A914663,00000000,00000000,41A136EC,00000000,4717D12A,471C6E89,43E1B476,3F08A1AF,3F436BD0,3D74E890,B307ADF3,B8047FDF,39F16343,B2ABB778,30219A64,32E283C9,37BAAAAB,00000000
4,1500.0,37,437A9F57,3A5C3E7B,00000000,00000000,41A86FE6,00000000,470E8AE0,471333CA,43EFE6EE,3F01CEC9,3F3FEEDC,3D75C1A8,B30068B6,B7FACC84,39FB1C1D,B251599A,2D49BBF7,32F39745,37A95556,00000000
4,1500.0,38,437780F2,3A219DE0,00000000,00000000,41B01D2C,00000000,47052DB5,4709E1F6,43FFF737,3EF5A690,3F3C3E26,3D748AEC,B2F15CCC,B7EBB49F,3A0347B6,B1C4EEF0,00000000,33012AF4,37933334,00000000
4,1500.0,39,43742D17,39E3D200,00000000,00000000,41B84E0C,00000000,46F7741C,47007974,44092918,3EE75A30,3F385329,3D70DB52,B2E0DF3D,B7DB9A01,3A0A3CB4,B0963334,00000000,330999D4,37708889,00000000
4,1500.0,40,43709C27,39987E64,00000000,00000000,41C11548,00000000,46E46098,46EDF550,4413C4D9,3ED8B36A,3F3425E1,3D6A356A,B2CF32F3,B7CA57C1,3A125E5B,3165DDDF,00000000,330F9CD6,372D5556,00000000
4,1500.0,41,436CC49A,39489A51,00000000,00000000,41CA8A54,00000000,46D1219A,46DACBE0,44203274,3EC9ABC8,3F2FAC53,3D6002C7,B2BC28BD,B7B7BFC9,3A1ADB78,31E1C445,00000000,330F9EF5,36D00001,00000000
4,1500.0,42,43689A54,39105561,00000000,00000000,41D4CB00,00000000,46BDB7DA,46C77754,442EFE4E,3EBA3B89,3F2AD9C8,3D518E52,B2A78495,B7A3977A,3A21869C,318B6889,00000000,3303A113,368AAAAB,00000000
4,1500.0,43,43640D92,38C5E7AA,00000000,00000000,41DFFE17,00000000,46AA2402,46B3F860,4440F430,3EAA59EE,3F259DB1,3D3DFD44,B290F85D,B78D928B,3A2896D7,30FC4001,00000000,32EBEE22,36000000,00000000
4,1500.0,44,435F0946,387F0EBB,00000000,00000000,41EC5772,00000000,469666B6,46A04FA4,445749E7,3E99FA4D,3F1FE1DD,3D24470E,B270376D,B76A9621,3A3057D5,2F042223,00000000,32CC61C4,B5088889,00000000
4,1500.0,45,43597050,38176CAC,00000000,00000000,41FA1EBC,00000000,46828094,468C7DC8,4473F133,3E890C0A,3F198776,3D032CCA,B238BCB3,B7346847,3A396B3B,B071CCCE,00000000,32A85E3B,B6511112,00000000
4,1500.0,46,435318A2,37A0A165,00000000,00000000,4204DDBE,00000000,465CE468,467106C0,448D1F8D,3E6EF135,3F1261A1,3CB266A5,B1F3BF52,B6EE08D6,3A458114,B09FD99A,00000000,3281D015,B6CCCCCE,00000000
4,1500.0,47,434BC200,3710B985,00000000,00000000,420DE5E8,00000000,46347860,4648C210,44A83E6D,3E4A3FD2,3F0A2AFD,3C12AC9A,B1448E9F,B63FF348,3A1633A8,B0BE7001,00000000,3238C297,B7200001,00000000
4,1500.0,48,4346CCCC,36B5299E,00000000,00000000,4218AA6A,00000000,460BBE28,46202EB0,44D635B4,3E208347,3F006E70,00000000,80000000,80000000,BA38FA02,337B1909,00000000,00000000,BA389556,00000000
4,1500.0,49,4346CCCC,37003B33,00000000,00000000,42266007,00000000,45C56DA0,45EE9B40,4519E4A5,3DE2C58F,3EE89483,00000000,80000000,80000000,00000000,00000000,00000000,00000000,00000000,00000000
5,1500.0,1,43978000,3CD0BE76,00000000,00000000,40A00000,00000000,47C4C68E,47C54400,42335509,3F92085A,3F8045F2,00000000,32ABCC77,37A7C5AC,369945D9,B3C06667,00000000,00000000,37FBEEF0,00000000
5,1500.0,2,43975AB3,3CCE7C0F,00000000,00000000,40A2DE8B,00000000,47C386CA,47C4491D,428BA283,3F9144F1,3F800A41,3A0A74E3,32AB513A,37A74D53,B6087D9A,B3A2EEEF,00000000,00000000,37FBEEF0,00000000
5,1500.0,3,4397209C,3CCAB7AC,00000000,00000000,40A7566F,00000000,47C1DB71,47C2C476,42A89467,3F9048F9,3F7F741B,3AB105EF,32AA9151,37A691E9,37116083,B399999A,00000000,00000000,37FBEEF0,00000000
5,1500.0,4,4396DA7B,3CC62CB6,00000000,00000000,40ACBB70,00000000,47BFEC14,47C0F26C,42BF4BA7,3F8F26DC,3F7EB8F0,3B198EF0,32A9A99F,37A5AFA5,364DD3C4,B376CCCE,00000000,00000000,37FBEEF0,00000000
5,1500.0,5,43968AE7,3CC1162B,00000000,00000000,40B2DA88,00000000,47BDC730,47BEE5BD,42D2CBFF,3F8DE5CC,3F7DE7F5,3B635170,32A8A2B5,37A4AEE5,386EC0BB,B3E8CCCE,284AECD3,00000000,36DB3334,00000000
5,1500.0,6,43963336,3CBB9572,00000000,00000000,40B99961,00000000,47BB7530,47BCA8A3,42E45AFA,3F8C89FA,3F7D03E5,3B9A406E,32A780FE,37A393F8,38818290,B4264CCD,2FA0D9E4,00000000,361BBBBC,00000000
5,1500.0,7,4395D437,3CB5C151,00000000,00000000,40C0E811,00000000,47B8FBC1,47BA41BE,42F4A7C6,3F8B1635,3F7C0E76,3BC6267F,32A64724,37A26179,38DE1679,B42E9112,301933FA,00000000,3801DDDE,00000000
5,1500.0,8,43956E70,3CAFAACC,00000000,00000000,40C8BC48,00000000,47B65F04,47B7B5C4,43020E4E,3F898C7B,3F7B08CB,3BF5124F,32A4F6E4,37A1191A,38CB698B,B42BD556,30611FFF,00000000,37983334,00000000
5,1500.0,9,4395023B,3CA95F79,00000000,00000000,40D10F1E,00000000,47B3A227,47B50844,430980DE,3F87EE4F,3F79F3A9,3C13668F,32A39165,379FBBFC,38DA7ED7,B4315DDE,3097ABF6,00000000,37A05556,00000000
5,1500.0,10,43948FD4,3CA2EAA3,00000000,00000000,40D9DBFA,00000000,47B0C7B3,47B23C0A,4310C4DE,3F863CD7,3F78CF9A,3C2D95A0,32A2176E,379E4AE1,38E9C3C0,B43D199A,30C40B14,00000000,37A87778,00000000
5,1500.0,11,43941762,3C9C179D,00000000,00000000,40E31FDF,00000000,47ADD1BE,47AF535C,4317ED72,3F84799B,3F779CF6,3C4903CA,32A0897D,379CC644,38FA55A9,B44E999A,30F72975,00000000,37B0999A,00000000
5,1500.0,12,439398FA,3C94B46D,00000000,00000000,40ECD90D,00000000,47AAC205,47AC501F,431F0A24,3F82A5E2,3F765BF3,3C65A05F,329EE7E0,379B2E71,39059032,B450A223,31194644,00000000,37B88889,00000000
5,1500.0,13,439314A8,3C8D4A0E,00000000,00000000,40F706C2,00000000,47A79A06,47A933EB,432628F1,3F80C0FD,3F750CA9,3C81ADD8,329D32B6,37998386,390E13D4,B4516667,313AE07D,00000000,37C04445,00000000
5,1500.0,14,43928A69,3C85E095,00000000,00000000,4100D490,00000000,47A45B0A,47A60021,432D5621,3F7D96CC,3F73AF19,3C911340,329B69F9,3797C57D,39174725,B4510001,3160AB5B,00000000,37C7999A,00000000
5,1500.0,15,4391FA32,3C7CFEF1,00000000,00000000,41066088,00000000,47A10632,47A2B5F3,43349BD9,3F798B04,3F72432C,3CA0F8B2,32998D82,3795F431,39200E41,B44F4889,31857618,00000000,37CE8889,00000000
5,1500.0,16,439163EE,3C6E5B05,00000000,00000000,410C2814,00000000,479D9C7B,479F5670,433C04EC,3F755F3F,3F70C8B8,3CB15608,32979D0E,37940F60,3928FA14,B44C4889,319CF654,00000000,37D4CCCE,00000000
5,1500.0,17,4390C77F,3C5FE1D0,00000000,00000000,41122C55,00000000,479A1ECA,479BE286,43439A85,3F71140B,3F6F3F82,3CC22288,3295983C,379216AA,39320D1A,B4481112,31B6FBCC,00000000,37DA8889,00000000
5,1500.0,18,439024C1,3C519F11,00000000,00000000,41186EB8,00000000,47968DEA,47985B0D,434B6674,3F6CA9CA,3F6DA73B,3CD3548B,32937E90,37900998,393B4A04,B4429DDF,31D3AE05,00000000,37DF999A,00000000
5,1500.0,19,438F7B87,3C439DA3,00000000,00000000,411EF0F8,00000000,4792EA95,4794C0C7,435372D3,3F6820D1,3F6BFF85,3CE4E14C,32914F76,378DE799,3944B3C0,B43C199A,31F33455,00000000,37E3DDDF,00000000
5,1500.0,20,438ECB9A,3C35E777,00000000,00000000,4125B528,00000000,478F3572,47911463,435BC9BE,3F63795D,3F6A47ED,3CF6BCAD,328F0A3C,378BAFFE,394DB850,B4349556,320ADC89,00000000,37E7999A,00000000
5,1500.0,21,438E14BD,3C28861B,00000000,00000000,412CBDA9,00000000,478B6F1C,478D5682,43647745,3F5EB398,3F687FEE,3D046C6B,328CAE16,37896202,39578474,B42C3778,321DB41E,00000000,37EA6667,00000000
5,1500.0,22,438D56A7,3C1B8239,00000000,00000000,41340D41,00000000,4787981E,478987B5,436D85C5,3F59CF9A,3F66A6F0,3D0D930E,328A3A16,3786FCB9,3960F067,B4231DDE,32323809,00000000,37ECAAAB,00000000
