case,dx,k,ptent,ptenq,pcte
13,15000.0,18,374EA5D6,32539B7B,00000000
13,15000.0,19,37562621,325B49DC,00000000
13,15000.0,20,375D4F9B,32629F57,00000000
13,15000.0,21,376428D9,3269A2A9,00000000
13,15000.0,22,376AB79A,327059B5,00000000
13,15000.0,23,377100E4,3276C99E,00000000
13,15000.0,24,37770926,327CF6F0,00000000
13,15000.0,25,377CD418,328172BD,00000000
13,15000.0,26,37813235,32844BFD,00000000
13,15000.0,27,3783DE90,328708C5,00000000
13,15000.0,28,37867072,3289AA71,00000000
13,15000.0,29,3788E90B,328C3239,00000000
13,15000.0,30,378B4964,328EA12B,00000000
13,15000.0,31,378D9269,3290F83B,00000000
13,15000.0,32,378FC4E7,32933838,00000000
13,15000.0,33,3791E18E,329561D9,00000000
13,15000.0,34,3793E8F6,329775B9,00000000
13,15000.0,35,3795DB99,32997453,00000000
13,15000.0,36,3797B9DA,329B5E0F,00000000
13,15000.0,37,37998401,329D3334,00000000
13,15000.0,38,379B3A37,329EF3EF,00000000
13,15000.0,39,379CDC88,32A0A04A,00000000
13,15000.0,40,379E6B03,32A23855,00000000
13,15000.0,41,379FD78F,32A3ADA1,00000000
13,15000.0,42,37A13042,32A50E9A,00000000
13,15000.0,43,37A27461,32A65A80,00000000
13,15000.0,44,37A3A2D2,32A79033,00000000
13,15000.0,45,37A4B9EF,32A8AE03,00000000
13,15000.0,46,37A5B729,32A9B151,00000000
13,15000.0,47,37A69645,32AA95C8,00000000
13,15000.0,48,37A74F09,32AB52FB,00000000
13,15000.0,49,37A7C5AC,32ABCC77,00000000
14,15000.0,1,00000000,00000000,00000000
14,15000.0,2,00000000,00000000,00000000
14,15000.0,3,35163DC4,3019D8DA,00000000
14,15000.0,4,36066E1A,3109A80A,00000000
14,15000.0,5,365A2771,315F63C8,00000000
14,15000.0,6,369205B9,319586E3,00000000
14,15000.0,7,36B322A4,31B76F40,00000000
14,15000.0,8,36D12AA9,31D62FC8,00000000
14,15000.0,9,36ECA8C9,31F256D2,00000000
14,15000.0,10,37030287,32062774,00000000
14,15000.0,11,370EC7CB,32123509,00000000
14,15000.0,12,3719C3A0,321D745A,00000000
14,15000.0,13,37240F38,3227FF34,00000000
14,15000.0,14,372DBF19,3231EA99,00000000
14,15000.0,15,3736E42B,323B47DA,00000000
14,15000.0,16,373F8C93,32442574,00000000
14,15000.0,17,3747C43A,324C8F98,00000000
14,15000.0,18,374F9548,325490AD,00000000
14,15000.0,19,37570872,325C319C,00000000
14,15000.0,20,375E2540,32637A1D,00000000
14,15000.0,21,3764F23A,326A70DF,00000000
14,15000.0,22,376B7513,32711BB9,00000000
14,15000.0,23,3771B2CD,32777FCC,00000000
14,15000.0,24,3777AFCF,327DA199,00000000
14,15000.0,25,377D6FB6,3281C26A,00000000
14,15000.0,26,37817AAB,32849630,00000000
14,15000.0,27,378421D6,32874DA8,00000000
14,15000.0,28,3786AEAF,3289EA2C,00000000
14,15000.0,29,37892267,328C6CF5,00000000
14,15000.0,30,378B7E05,328ED70F,00000000
14,15000.0,31,378DC273,3291296C,00000000
14,15000.0,32,378FF07E,329364DC,00000000
14,15000.0,33,379208D7,32958A14,00000000
14,15000.0,34,37940C14,329799AF,00000000
14,15000.0,35,3795FAB0,32999429,00000000
14,15000.0,36,3797D50D,329B79E9,00000000
14,15000.0,37,37999B73,329D4B37,00000000
14,15000.0,38,379B4E0E,329F083F,00000000
14,15000.0,39,379CECE7,32A0B10D,00000000
14,15000.0,40,379E6C9D,32A239F9,00000000
14,15000.0,41,379FD8F2,32A3AF0C,00000000
14,15000.0,42,37A1316D,32A50FCC,00000000
14,15000.0,43,37A27557,32A65B7C,00000000
14,15000.0,44,37A3A394,32A790FA,00000000
14,15000.0,45,37A4BA7F,32A8AE97,00000000
14,15000.0,46,37A5B78C,32A9B1B6,00000000
14,15000.0,47,37A6967E,32AA9603,00000000
14,15000.0,48,37A74F20,32AB5313,00000000
14,15000.0,49,37A7C5AC,32ABCC77,00000000
15,15000.0,1,00000000,00000000,00000000
15,15000.0,2,00000000,00000000,00000000
15,15000.0,3,00000000,00000000,00000000
15,15000.0,4,00000000,00000000,00000000
15,15000.0,5,00000000,00000000,00000000
15,15000.0,6,00000000,00000000,00000000
15,15000.0,7,00000000,00000000,00000000
15,15000.0,8,00000000,00000000,00000000
15,15000.0,9,00000000,00000000,00000000
15,15000.0,10,00000000,00000000,00000000
15,15000.0,11,00000000,00000000,00000000
15,15000.0,12,00000000,00000000,00000000
15,15000.0,13,00000000,00000000,00000000
15,15000.0,14,00000000,00000000,00000000
15,15000.0,15,00000000,00000000,00000000
15,15000.0,16,00000000,00000000,00000000
15,15000.0,17,00000000,00000000,00000000
15,15000.0,18,00000000,00000000,00000000
15,15000.0,19,00000000,00000000,00000000
15,15000.0,20,00000000,00000000,00000000
15,15000.0,21,00000000,00000000,00000000
15,15000.0,22,00000000,00000000,00000000
15,15000.0,23,00000000,00000000,00000000
15,15000.0,24,00000000,00000000,00000000
15,15000.0,25,00000000,00000000,00000000
15,15000.0,26,00000000,00000000,00000000
15,15000.0,27,00000000,00000000,00000000
15,15000.0,28,00000000,00000000,00000000
15,15000.0,29,00000000,00000000,00000000
15,15000.0,30,00000000,00000000,00000000
15,15000.0,31,00000000,00000000,00000000
15,15000.0,32,00000000,00000000,00000000
15,15000.0,33,00000000,00000000,00000000
15,15000.0,34,00000000,00000000,00000000
15,15000.0,35,00000000,00000000,00000000
15,15000.0,36,00000000,00000000,00000000
15,15000.0,37,00000000,00000000,00000000
15,15000.0,38,00000000,00000000,00000000
15,15000.0,39,00000000,00000000,00000000
15,15000.0,40,00000000,00000000,00000000
15,15000.0,41,00000000,00000000,00000000
15,15000.0,42,00000000,00000000,00000000
15,15000.0,43,00000000,00000000,00000000
15,15000.0,44,00000000,00000000,00000000
15,15000.0,45,00000000,00000000,00000000
15,15000.0,46,00000000,00000000,00000000
15,15000.0,47,00000000,00000000,00000000
15,15000.0,48,00000000,00000000,00000000
15,15000.0,49,00000000,00000000,00000000
16,15000.0,1,00000000,00000000,00000000
16,15000.0,2,00000000,00000000,00000000
16,15000.0,3,00000000,00000000,00000000
16,15000.0,4,00000000,00000000,00000000
16,15000.0,5,00000000,00000000,00000000
16,15000.0,6,00000000,00000000,00000000
16,15000.0,7,00000000,00000000,00000000
16,15000.0,8,00000000,00000000,00000000
16,15000.0,9,00000000,00000000,00000000
16,15000.0,10,00000000,00000000,00000000
16,15000.0,11,00000000,00000000,00000000
16,15000.0,12,00000000,00000000,00000000
16,15000.0,13,00000000,00000000,00000000
16,15000.0,14,00000000,00000000,00000000
16,15000.0,15,00000000,00000000,00000000
16,15000.0,16,00000000,00000000,00000000
16,15000.0,17,00000000,00000000,00000000
16,15000.0,18,00000000,00000000,00000000
16,15000.0,19,00000000,00000000,00000000
16,15000.0,20,00000000,00000000,00000000
16,15000.0,21,00000000,00000000,00000000
16,15000.0,22,00000000,00000000,00000000
16,15000.0,23,00000000,00000000,00000000
16,15000.0,24,00000000,00000000,00000000
16,15000.0,25,00000000,00000000,00000000
16,15000.0,26,00000000,00000000,00000000
16,15000.0,27,00000000,00000000,00000000
16,15000.0,28,00000000,00000000,00000000
16,15000.0,29,00000000,00000000,00000000
16,15000.0,30,00000000,00000000,00000000
16,15000.0,31,00000000,00000000,00000000
16,15000.0,32,00000000,00000000,00000000
16,15000.0,33,00000000,00000000,00000000
16,15000.0,34,00000000,00000000,00000000
16,15000.0,35,00000000,00000000,00000000
16,15000.0,36,00000000,00000000,00000000
16,15000.0,37,00000000,00000000,00000000
16,15000.0,38,00000000,00000000,00000000
16,15000.0,39,00000000,00000000,00000000
16,15000.0,40,00000000,00000000,00000000
16,15000.0,41,00000000,00000000,00000000
16,15000.0,42,00000000,00000000,00000000
16,15000.0,43,00000000,00000000,00000000
16,15000.0,44,00000000,00000000,00000000
16,15000.0,45,00000000,00000000,00000000
16,15000.0,46,00000000,00000000,00000000
16,15000.0,47,00000000,00000000,00000000
16,15000.0,48,00000000,00000000,00000000
16,15000.0,49,00000000,00000000,00000000
17,15000.0,1,00000000,00000000,00000000
17,15000.0,2,00000000,00000000,00000000
17,15000.0,3,00000000,00000000,00000000
17,15000.0,4,00000000,00000000,00000000
17,15000.0,5,00000000,00000000,00000000
17,15000.0,6,00000000,00000000,00000000
17,15000.0,7,00000000,00000000,00000000
17,15000.0,8,00000000,00000000,00000000
17,15000.0,9,3504CB3E,3007FB21,00000000
17,15000.0,10,35DE23EC,30E378C0,00000000
17,15000.0,11,36372E34,313B93AA,00000000
17,15000.0,12,367A514E,318029A1,00000000
17,15000.0,13,369C8E36,31A05017,00000000
17,15000.0,14,36BA094C,31BE804E,00000000
17,15000.0,15,36D5CFC5,31DAF16D,00000000
17,15000.0,16,36F00EA4,31F5D18E,00000000
17,15000.0,17,370475D9,3207A3AF,00000000
17,15000.0,18,37104395,3213B9F1,00000000
17,15000.0,19,371B7E4B,321F39A5,00000000
17,15000.0,20,372631E5,322A2EFF,00000000
17,15000.0,21,373068B4,3234A490,00000000
17,15000.0,22,373A2BBE,323EA394,00000000
17,15000.0,23,374382E8,32483421,00000000
17,15000.0,24,374C752A,32515D5B,00000000
17,15000.0,25,375508A4,325A2586,00000000
17,15000.0,26,375D42CB,32629239,00000000
17,15000.0,27,3765286E,326AA861,00000000
17,15000.0,28,376CBDD1,32726C5C,00000000
17,15000.0,29,377406C4,3279E211,00000000
17,15000.0,30,377B0698,32808673,00000000
17,15000.0,31,3780E023,3283F7F2,00000000
17,15000.0,32,37841B30,328746D9,00000000
17,15000.0,33,37873593,328A744D,00000000
17,15000.0,34,378A3041,328D8149,00000000
17,15000.0,35,378D0C04,32906E9C,00000000
17,15000.0,36,378FC982,32933CF0,00000000
17,15000.0,37,37926935,3295ECC2,00000000
17,15000.0,38,3794EB6B,32987E62,00000000
17,15000.0,39,37975042,329AF1EE,00000000
17,15000.0,40,B808CEF3,32950492,3018418B
17,15000.0,41,380C3BF2,32A07C22,00000000
17,15000.0,42,38039343,32A26C5E,00000000
17,15000.0,43,37F697FA,32A43E25,00000000
17,15000.0,44,37E6E200,32A5EFFB,00000000
17,15000.0,45,37D81F64,32A77F9A,00000000
17,15000.0,46,37CA7471,32A8E96E,00000000
17,15000.0,47,37BE1662,32AA276C,00000000
17,15000.0,48,37B35F47,32AB2DB5,00000000
17,15000.0,49,37AB3CF7,32ABD386,00000000
18,15000.0,1,00000000,00000000,00000000
18,15000.0,2,00000000,00000000,00000000
18,15000.0,3,00000000,00000000,00000000
18,15000.0,4,00000000,00000000,00000000
18,15000.0,5,00000000,00000000,00000000
18,15000.0,6,00000000,00000000,00000000
18,15000.0,7,00000000,00000000,00000000
18,15000.0,8,34B0D4FE,2FB51373,00000000
18,15000.0,9,35CAF525,30CFD41E,00000000
18,15000.0,10,362E99C3,3132CA83,00000000
18,15000.0,11,367263F1,31783530,00000000
18,15000.0,12,3698C932,319C73E9,00000000
18,15000.0,13,36B65C9F,31BABD0D,00000000
18,15000.0,14,36D22885,31D733BB,00000000
18,15000.0,15,36EC5E89,31F20ACA,00000000
18,15000.0,16,37029412,3205B658,00000000
18,15000.0,17,370E5418,3211BE90,00000000
18,15000.0,18,37197E38,321D2D47,00000000
18,15000.0,19,37241F29,32280F86,00000000
18,15000.0,20,372E41EE,32327091,00000000
18,15000.0,21,3737F012,323C5A2F,00000000
18,15000.0,22,374131ED,3245D4EA,00000000
18,15000.0,23,374A0ECC,324EE83D,00000000
18,15000.0,24,37528D1C,32579ABD,00000000
18,15000.0,25,375AB28F,325FF23D,00000000
18,15000.0,26,3762842D,3267F3E5,00000000
18,15000.0,27,376A066B,326FA445,00000000
18,15000.0,28,37713D3C,32770769,00000000
18,15000.0,29,37782C25,327E20EA,00000000
18,15000.0,30,377ED637,328279F7,00000000
18,15000.0,31,37829F19,3285C1A3,00000000
18,15000.0,32,3785B33B,3288E8AF,00000000
18,15000.0,33,3788A889,328BF02B,00000000
18,15000.0,34,B8506960,32C4E034,3092D12F
18,15000.0,35,37F32802,3286A4E8,00000000
18,15000.0,36,37EC8E8B,328A5539,00000000
18,15000.0,37,37E603FE,328DE205,00000000
18,15000.0,38,37DF9D92,32914B3A,00000000
18,15000.0,39,37D95EEE,32949086,00000000
18,15000.0,40,37D34C18,3297B15D,00000000
18,15000.0,41,37CD699B,329AACD7,00000000
18,15000.0,42,37C7BC96,329D81AB,00000000
18,15000.0,43,37C24B15,32A02E05,00000000
18,15000.0,44,37BD1C62,32A2AF52,00000000
18,15000.0,45,37B839A7,32A501E6,00000000
18,15000.0,46,37B3AF00,32A72045,00000000
18,15000.0,47,37AF8DCE,32A901A0,00000000
18,15000.0,48,37ABF28D,32AA9566,00000000
18,15000.0,49,37A92343,32ABA668,00000000
1,27000.0,1,00000000,00000000,00000000
1,27000.0,2,BC97DD4B,352A0367,00000000
1,27000.0,3,3BD25653,B21AF7EB,34A9DC2A
1,27000.0,4,3BDFDD97,B297383A,3430AE52
1,27000.0,5,3BD88DC3,B2FCB5EA,33709D32
1,27000.0,6,3B435EC2,B40984E2,2CA8F8C6
1,27000.0,7,3BBC4183,B3BD78C5,2DB2E629
1,27000.0,8,3BA9EC6A,B3E756B8,2E9B3ABE
1,27000.0,9,3B9B4A62,B408CA05,2F65D840
1,27000.0,10,3B8F4749,B4614DB2,3005233F
1,27000.0,11,3B853575,B495F31C,308916E4
1,27000.0,12,3B798C9F,B4B8D973,310177EF
1,27000.0,13,3B6C3EDF,B4DFB0FC,3164F4C6
1,27000.0,14,3B628392,B50644DE,31C17EF7
1,27000.0,15,3B593721,B51B9706,321E25E1
1,27000.0,16,3B517D29,B531AEFB,327AE468
1,27000.0,17,3B4B2A4A,B5487330,32C0371C
1,27000.0,18,3B46035C,B55FB08F,330DC96C
1,27000.0,19,3B42A9A5,B57724F7,334900A1
1,27000.0,20,3B405A3F,B5875493,3388BC2B
1,27000.0,21,3B35AE9F,B5931C8A,33A8EC4E
1,27000.0,22,3B2BE421,B59F0092,33C43F91
1,27000.0,23,3B24BEAF,B5AAB0DD,33DB01D7
1,27000.0,24,3B0E338E,B5B8A546,33EE1E3F
1,27000.0,25,3AE93A89,B5B250C3,3402AE16
1,27000.0,26,3AA3FCC6,B5ACAFB4,340FF558
1,27000.0,27,3A1CE17A,B5B27723,341C5EB7
1,27000.0,28,B92C2F72,B5B7A310,342797F4
1,27000.0,29,BA861D77,B5BC3B79,343153DA
1,27000.0,30,3705BDFD,B5C03B4D,34394C87
1,27000.0,31,3B01846B,B5C3B16D,343F4463
1,27000.0,32,3AFBDA2E,B5C6A1A5,3443061B
1,27000.0,33,3AF4463F,B5C91CD5,34446393
1,27000.0,34,3AEC3B0B,B5CB3071,3443386B
1,27000.0,35,3AE39EAD,B5CCF057,343F67FD
1,27000.0,36,3ADA9788,B5CE7368,3438DAD2
1,27000.0,37,3AD0FC12,B5CFCF91,342F836A
1,27000.0,38,3AC6DB08,B5D12497,34235B46
1,27000.0,39,3ABC3646,B5D28F1B,34146079
1,27000.0,40,3AB17364,B5BA8BD8,34053CB2
1,27000.0,41,3AA67B39,B5AE604C,33E91D1F
1,27000.0,42,3AB036E5,B5BE2BEF,33C3F675
1,27000.0,43,3A55F635,B5BC3820,339CDEBE
1,27000.0,44,3A39880A,B555DE2E,336A1FC8
1,27000.0,45,3A26854F,B577F08F,32CF7619
1,27000.0,46,3A2B3AF6,B5A99859,00000000
1,27000.0,47,379D6080,B588192A,00000000
1,27000.0,48,B8D28F86,B58D5AE5,00000000
1,27000.0,49,B7B159F8,B59FB15A,00000000
2,27000.0,1,00000000,00000000,00000000
2,27000.0,2,BC4FE359,35B65DAC,00000000
2,27000.0,3,3C5A38FE,B20F6B2E,3486FBE5
2,27000.0,4,3B9C71AF,B3829AC2,34BF723F
2,27000.0,5,3C2D0739,B3092F21,34FB5528
2,27000.0,6,3C2BE818,B2847529,351A8421
2,27000.0,7,3C2ACB8F,329D0BF6,353472C7
2,27000.0,8,3C2950A9,338E0E61,354B1075
2,27000.0,9,3C276800,34034764,355F1D65
2,27000.0,10,3C22C16D,332C0919,3561E9EF
2,27000.0,11,3C1D8707,B388E912,355B655E
2,27000.0,12,3C18D918,B43AA1C0,3550AD2F
2,27000.0,13,3C1516C2,B4AF5CD1,3545414E
2,27000.0,14,3C120AFA,B50A7F96,353BBFD8
2,27000.0,15,3C0EEC97,B541BF7F,3533F4ED
2,27000.0,16,3C0C3913,B5806EDD,352D4939
2,27000.0,17,3C0A49E5,B5A33BD1,35274616
2,27000.0,18,3C091645,B5C9932A,35219333
2,27000.0,19,3C0868AF,B5F35EB8,351BED71
2,27000.0,20,3C055862,B6103380,3516232B
2,27000.0,21,3C016040,B6282302,35100F17
2,27000.0,22,3BFACC58,B6410797,350995E2
2,27000.0,23,3BCEE727,B65BB323,3502AF3D
2,27000.0,24,3BC1204F,B677CFFC,34F7C782
2,27000.0,25,3BAD0B78,B6781260,34DE5ACD
2,27000.0,26,3B94930D,B673EAA7,34C739A1
2,27000.0,27,3B701A90,B68299FE,34B1DF8A
2,27000.0,28,3B2FEA49,B68AD2AD,349E31A8
2,27000.0,29,3AD2C685,B6928A48,348C1731
2,27000.0,30,39EB4703,B69998B1,3476F22F
2,27000.0,31,BA4D7630,B69FEBD6,34588363
2,27000.0,32,3AEF4D93,B6A55FB9,343CB917
2,27000.0,33,3B939E75,B6A9E6B2,34236C71
2,27000.0,34,3B8D1075,B6AD6BA8,340C7845
2,27000.0,35,3B86751A,B6AFE3C7,33EF71A8
2,27000.0,36,3B7FA917,B6B1496A,33CA150C
2,27000.0,37,3B726C6D,B6B19A26,33A8966F
2,27000.0,38,3B6541AA,B6B0E195,338AB2C1
2,27000.0,39,3B5852A9,B6AF271D,336049E1
2,27000.0,40,3B4BBCA8,B69EFCC4,3332553F
2,27000.0,41,3B3F5F83,B694CA87,330A06D6
2,27000.0,42,3B33763D,B69022E4,32CC7935
2,27000.0,43,3B2820CC,B68AF1D6,328BCE49
2,27000.0,44,3B2C67A5,B688CFC4,321C7067
2,27000.0,45,3AFAC322,B68003D7,306BC36D
2,27000.0,46,3952551E,B5BF06D1,00000000
2,27000.0,47,3A0258F0,B5CF581D,00000000
2,27000.0,48,B97FE4B2,B58DA957,00000000
2,27000.0,49,BAF432F6,B6657E8D,00000000
3,27000.0,1,00000000,00000000,00000000
3,27000.0,2,BC4D78BC,35B7AE5A,00000000
3,27000.0,3,3C5B234D,B1D98614,3487E761
3,27000.0,4,3B9DA53A,B370269F,34C0AB1F
3,27000.0,5,3C2DDDC6,B2CFDA98,34FCCC71
3,27000.0,6,3C2CBEC3,B1AC36F4,351B5351
3,27000.0,7,3C2BA275,330626D4,35354B8B
3,27000.0,8,3C2A281B,33AEF18F,354BEEC5
3,27000.0,9,3C283D29,3416142D,355FFEEE
3,27000.0,10,3C238A00,3372D3D0,35627661
3,27000.0,11,3C1E3FD0,B352971C,355B8A4F
3,27000.0,12,3C198953,B42CCF9C,355073C0
3,27000.0,13,3C15BAAF,B4A9CF6E,3544CF3E
3,27000.0,14,3C12AAF2,B5088792,353B1DED
3,27000.0,15,3C0F823F,B540B6E2,35332B6F
3,27000.0,16,3C0CCD83,B5806C01,352C5E57
3,27000.0,17,3C0ADFF3,B5A3C2B0,35263ED0
3,27000.0,18,3C09AA1A,B5CAB066,352072F9
3,27000.0,19,3C08FC52,B5F51FAA,351AB72F
3,27000.0,20,3C05D7D3,B6116970,3514D916
3,27000.0,21,3C01DD60,B629B136,350EB319
3,27000.0,22,3BFBC420,B642F1E2,35082948
3,27000.0,23,3BCFCE72,B65DF7C2,3501339B
3,27000.0,24,3BC2024B,B67A736F,34F4B7B5
3,27000.0,25,3BADF8B0,B678CB30,34DC3E25
3,27000.0,26,3B959098,B67258EC,34C587AF
3,27000.0,27,3B7232DD,B6819D0F,34B0891D
3,27000.0,28,3B3214F0,B689A7E0,349D28AF
3,27000.0,29,3AD77BA8,B6912DDA,348B4F00
3,27000.0,30,39FEDCBA,B6980E55,3475CC2B
3,27000.0,31,BA432EBD,B69E335E,3457B46C
3,27000.0,32,3AE97858,B6A380B5,343C2F3D
3,27000.0,33,3B94FD7F,B6A7E18B,3423189F
3,27000.0,34,3B8E7B32,B6AB42AC,340C4D87
3,27000.0,35,3B87EB76,B6AD9A94,33EF57DA
3,27000.0,36,3B814DB3,B6AEE432,33CA25B3
3,27000.0,37,3B756893,B6AF1837,33A8C3AE
3,27000.0,38,3B68485C,B6AE495F,338AF123
3,27000.0,39,3B5B5C64,B6AC76BB,3360D8F0
3,27000.0,40,3B4EB9DE,B69D8981,3332D1BA
3,27000.0,41,3B426526,B693EBA0,330A672F
3,27000.0,42,3B3676D6,B68F3DF6,32CD07F0
3,27000.0,43,3B2B2086,B68A06A9,328C2FE1
3,27000.0,44,3B2F6C52,B687E0C8,321CDD9A
3,27000.0,45,3B004A1A,B67E189A,306C67FF
3,27000.0,46,397C434A,B5BA40F3,00000000
3,27000.0,47,3A0D1624,B5CA9564,00000000
3,27000.0,48,B956A104,B588B4AF,00000000
3,27000.0,49,BAEFA162,B6637065,00000000
4,27000.0,1,80000000,80000000,00000000
4,27000.0,2,BC267504,35DBC55F,00000000
4,27000.0,3,3C0DD11A,B332F6FA,34A1B63D
4,27000.0,4,3C459377,B32A5F1B,34E33CF9
4,27000.0,5,3C427AEB,B317FDFA,35135D5C
4,27000.0,6,3C409157,B2365F32,3532E2CA
4,27000.0,7,3C3EA421,33143E68,354E7FA7
4,27000.0,8,3C3C65DB,33CA1A85,35666AEF
4,27000.0,9,3C39A43A,342E030C,357B68C9
4,27000.0,10,3C33E1FE,339548EA,357B6511
4,27000.0,11,3C2DC273,B373CCEE,3570DF06
4,27000.0,12,3C286206,B44A4BDE,35621BE7
4,27000.0,13,3C2424F3,B4C6FAF1,35554A37
4,27000.0,14,3C209D53,B51E6FDB,354AAD8B
4,27000.0,15,3C1D173E,B55EFBFE,3541F375
4,27000.0,16,3C1A2B70,B593FA32,353A75EE
4,27000.0,17,3C18530C,B5BC088F,3533B310
4,27000.0,18,3C1722A5,B5E85001,352D4A11
4,27000.0,19,3C159660,B60C42EC,3526F19F
4,27000.0,20,3C1129F3,B626399A,352073A2
4,27000.0,21,3C0CAFAB,B641CE0A,3519A700
4,27000.0,22,3C085633,B65E4BD2,35126D10
4,27000.0,23,3BDFB1B4,B67DA309,350ACAE2
4,27000.0,24,3BCFF75F,B68EC2E4,35035E7F
4,27000.0,25,3BBA73A6,B68E6652,34F765ED
4,27000.0,26,3BA0A9CF,B68A33FA,34DE4CFC
4,27000.0,27,3B82ECA0,B693D71B,34C718F7
4,27000.0,28,3B433619,B69D0E9E,34B1ACCD
4,27000.0,29,3AF4BAC4,B6A5BFAE,349DECD9
4,27000.0,30,3A30BD54,B6ADC661,348BBFE5
4,27000.0,31,BA1ABF54,B6B509D4,34761D5C
4,27000.0,32,39E711A2,B6BB6C3B,345786FF
4,27000.0,33,3BA0A932,B6C0D50F,343B93DA
4,27000.0,34,3B99CB82,B6C53683,34221D1C
4,27000.0,35,3B92EAA7,B6C87A68,340AFCD0
4,27000.0,36,3B8BF97F,B6CA9CEF,33EC1F55
4,27000.0,37,3B850869,B6CB9AED,33C6634F
4,27000.0,38,3B7C56DD,B6CB7983,33A4810E
4,27000.0,39,3B6EB241,B6CA42A4,33863399
4,27000.0,40,3B616766,B6BA3E30,335781B7
4,27000.0,41,3B546E05,B6AFDA22,3328C84B
4,27000.0,42,3B47CF04,B6AB4C05,32FE472C
4,27000.0,43,3B3BC439,B6A61537,32B38C5B
4,27000.0,44,3B306525,B6A05DF3,325CBDEE
4,27000.0,45,3B3E3218,B69DA9F6,31A627F3
4,27000.0,46,3AF2B2E7,B68F7A41,2AC04CEB
4,27000.0,47,B90FEA6E,B591ACC8,00000000
4,27000.0,48,BAAFAE22,B494E8B2,00000000
4,27000.0,49,BB42E3DA,B675161E,00000000
5,27000.0,1,00000000,00000000,00000000
5,27000.0,2,BC3C8CEA,35BD2811,00000000
5,27000.0,3,3C5CF6DC,B205F185,348C29AD
5,27000.0,4,3B9FC5E5,B38264AF,34C610B5
5,27000.0,5,3C2D7602,B2F1E3D5,35015364
5,27000.0,6,3C2C2728,B204B934,351E14DA
5,27000.0,7,3C2AD1F9,33025EA7,35379990
5,27000.0,8,3C2921F7,33B01650,354DC1EB
5,27000.0,9,3C26FBAF,3417C6A4,35615087
5,27000.0,10,3C2239B3,3386368D,35634599
5,27000.0,11,3C1CF929,B34E6157,355B8B54
5,27000.0,12,3C18525E,B42DBABA,354FB1B6
5,27000.0,13,3C14B3EE,B4ACE114,35446C40
5,27000.0,14,3C1195F1,B509D72D,353B201C
5,27000.0,15,3C0E7BB7,B542A5A2,35337701
5,27000.0,16,3C0BD69B,B581BF2D,352CDCA6
5,27000.0,17,3C0A23B2,B5A543CB,3526DE31
5,27000.0,18,3C0903F0,B5CCA40B,35212559
5,27000.0,19,3C086BDD,B5F7896F,351B7177
5,27000.0,20,3C04763E,B612E565,35159227
5,27000.0,21,3C00733F,B62B724B,350F6306
5,27000.0,22,3BF9250E,B644AEFA,3508C8F1
5,27000.0,23,3BCC63C8,B6610688,3501D43F
5,27000.0,24,3BBC597C,B67D211D,34F62378
5,27000.0,25,3BA6D361,B67D4A3E,34DB8849
5,27000.0,26,3B8CFBDF,B675C6E4,34C4A465
5,27000.0,27,3B5E40ED,B6836ED3,34AF7E31
5,27000.0,28,3B1B5C59,B68B8DA3,349BFC93
5,27000.0,29,3AA493B5,B6932400,348A07D2
5,27000.0,30,3872034E,B69A0EAB,347313ED
5,27000.0,31,BA9ECCAE,B6A0363D,3454DD8C
5,27000.0,32,3B74C384,B6A57D1E,343945FA
5,27000.0,33,3B9205A8,B6A9D107,3420282C
5,27000.0,34,3B8B79FE,B6AD1E6B,340961B4
5,27000.0,35,3B84DA66,B6AF5947,33E99FF3
5,27000.0,36,3B7C5801,B6B07BFE,33C4A47E
5,27000.0,37,3B6F1201,B6B08A93,33A39088
5,27000.0,38,3B61D670,B6AF86D4,33862769
5,27000.0,39,3B54CE53,B6AD851D,33585448
5,27000.0,40,3B481577,B69E789A,332B9664
5,27000.0,41,3B3BAD6D,B6945FB1,3304C04A
5,27000.0,42,3B2FB8C3,B68F81FC,32C50A93
5,27000.0,43,3B3FA66A,B6919383,32861768
5,27000.0,44,3AE2D670,B68A75DE,320CC911
5,27000.0,45,3AD26BEF,B641138D,2AB19C5D
5,27000.0,46,38D21506,B5CB266E,00000000
5,27000.0,47,3981976B,B5FD3A46,00000000
5,27000.0,48,B846CE10,B60665B8,00000000
5,27000.0,49,3912EE00,B61EC0B4,00000000
6,27000.0,1,00000000,00000000,00000000
6,27000.0,2,BC4624DE,3487AC8C,00000000
6,27000.0,3,BB808C61,B3012D8E,357DA510
6,27000.0,4,3C614FEC,33062CDE,35342E43
6,27000.0,5,3C0DEC98,B3BF9869,34B8FD91
6,27000.0,6,3C6ECD3E,339FAAE6,34DAE645
6,27000.0,7,3BF18D0B,324913BC,34FF7F94
6,27000.0,8,3BEF6F90,3347288B,350FB363
6,27000.0,9,3BECB74E,33BA60D7,351DD692
6,27000.0,10,3BE61294,32EC69C3,351F9386
6,27000.0,11,3BDE98F5,B34BBE0F,351AB2D5
6,27000.0,12,3BD7EF3A,B4082EED,3512E2A7
6,27000.0,13,3BD28FE3,B47E431D,350AAE72
6,27000.0,14,3BCE386C,B4C822D1,3503D9FC
6,27000.0,15,3BC9C3C2,B50BC700,34FC80C7
6,27000.0,16,3BC5EDFC,B5391442,34F2EB0E
6,27000.0,17,3BC3339F,B56AFD25,34EA49F2
6,27000.0,18,3BC17D34,B590F9D0,34E21EC8
6,27000.0,19,3BC082F6,B5AEED26,34DA0A3B
