case,dx,k,ptenu,ptenv
12,9000.0,29,00000000,00000000
12,9000.0,30,00000000,00000000
12,9000.0,31,00000000,00000000
12,9000.0,32,00000000,00000000
12,9000.0,33,00000000,00000000
12,9000.0,34,00000000,00000000
12,9000.0,35,00000000,00000000
12,9000.0,36,00000000,00000000
12,9000.0,37,00000000,00000000
12,9000.0,38,00000000,00000000
12,9000.0,39,00000000,00000000
12,9000.0,40,00000000,00000000
12,9000.0,41,00000000,00000000
12,9000.0,42,00000000,00000000
12,9000.0,43,00000000,00000000
12,9000.0,44,00000000,00000000
12,9000.0,45,00000000,00000000
12,9000.0,46,00000000,00000000
12,9000.0,47,00000000,00000000
12,9000.0,48,00000000,00000000
12,9000.0,49,00000000,00000000
13,9000.0,1,00000000,00000000
13,9000.0,2,00000000,00000000
13,9000.0,3,00000000,00000000
13,9000.0,4,00000000,00000000
13,9000.0,5,00000000,00000000
13,9000.0,6,00000000,00000000
13,9000.0,7,00000000,00000000
13,9000.0,8,00000000,00000000
13,9000.0,9,00000000,00000000
13,9000.0,10,00000000,00000000
13,9000.0,11,00000000,00000000
13,9000.0,12,00000000,00000000
13,9000.0,13,00000000,00000000
13,9000.0,14,00000000,00000000
13,9000.0,15,00000000,00000000
13,9000.0,16,00000000,00000000
13,9000.0,17,00000000,00000000
13,9000.0,18,00000000,00000000
13,9000.0,19,00000000,00000000
13,9000.0,20,00000000,00000000
13,9000.0,21,00000000,00000000
13,9000.0,22,00000000,00000000
13,9000.0,23,00000000,00000000
13,9000.0,24,00000000,00000000
13,9000.0,25,00000000,00000000
13,9000.0,26,00000000,00000000
13,9000.0,27,00000000,00000000
13,9000.0,28,00000000,00000000
13,9000.0,29,00000000,00000000
13,9000.0,30,00000000,00000000
13,9000.0,31,00000000,00000000
13,9000.0,32,00000000,00000000
13,9000.0,33,00000000,00000000
13,9000.0,34,00000000,00000000
13,9000.0,35,00000000,00000000
13,9000.0,36,00000000,00000000
13,9000.0,37,00000000,00000000
13,9000.0,38,00000000,00000000
13,9000.0,39,00000000,00000000
13,9000.0,40,00000000,00000000
13,9000.0,41,00000000,00000000
13,9000.0,42,00000000,00000000
13,9000.0,43,00000000,00000000
13,9000.0,44,00000000,00000000
13,9000.0,45,00000000,00000000
13,9000.0,46,00000000,00000000
13,9000.0,47,00000000,00000000
13,9000.0,48,00000000,00000000
13,9000.0,49,00000000,00000000
14,9000.0,1,00000000,00000000
14,9000.0,2,00000000,00000000
14,9000.0,3,00000000,00000000
14,9000.0,4,00000000,00000000
14,9000.0,5,00000000,00000000
14,9000.0,6,00000000,00000000
14,9000.0,7,00000000,00000000
14,9000.0,8,00000000,00000000
14,9000.0,9,00000000,00000000
14,9000.0,10,00000000,00000000
14,9000.0,11,00000000,00000000
14,9000.0,12,00000000,00000000
14,9000.0,13,00000000,00000000
14,9000.0,14,00000000,00000000
14,9000.0,15,00000000,00000000
14,9000.0,16,00000000,00000000
14,9000.0,17,00000000,00000000
14,9000.0,18,00000000,00000000
14,9000.0,19,00000000,00000000
14,9000.0,20,00000000,00000000
14,9000.0,21,00000000,00000000
14,9000.0,22,00000000,00000000
14,9000.0,23,00000000,00000000
14,9000.0,24,00000000,00000000
14,9000.0,25,00000000,00000000
14,9000.0,26,00000000,00000000
14,9000.0,27,00000000,00000000
14,9000.0,28,00000000,00000000
14,9000.0,29,00000000,00000000
14,9000.0,30,00000000,00000000
14,9000.0,31,00000000,00000000
14,9000.0,32,00000000,00000000
14,9000.0,33,00000000,00000000
14,9000.0,34,00000000,00000000
14,9000.0,35,00000000,00000000
14,9000.0,36,00000000,00000000
14,9000.0,37,00000000,00000000
14,9000.0,38,00000000,00000000
14,9000.0,39,00000000,00000000
14,9000.0,40,00000000,00000000
14,9000.0,41,00000000,00000000
14,9000.0,42,00000000,00000000
14,9000.0,43,00000000,00000000
14,9000.0,44,00000000,00000000
14,9000.0,45,00000000,00000000
14,9000.0,46,00000000,00000000
14,9000.0,47,00000000,00000000
14,9000.0,48,00000000,00000000
14,9000.0,49,00000000,00000000
15,9000.0,1,00000000,00000000
15,9000.0,2,00000000,00000000
15,9000.0,3,00000000,00000000
15,9000.0,4,00000000,00000000
15,9000.0,5,00000000,00000000
15,9000.0,6,00000000,00000000
15,9000.0,7,00000000,00000000
15,9000.0,8,00000000,00000000
15,9000.0,9,00000000,00000000
15,9000.0,10,00000000,00000000
15,9000.0,11,00000000,00000000
15,9000.0,12,00000000,00000000
15,9000.0,13,00000000,00000000
15,9000.0,14,00000000,00000000
15,9000.0,15,00000000,00000000
15,9000.0,16,00000000,00000000
15,9000.0,17,00000000,00000000
15,9000.0,18,00000000,00000000
15,9000.0,19,00000000,00000000
15,9000.0,20,00000000,00000000
15,9000.0,21,00000000,00000000
15,9000.0,22,00000000,00000000
15,9000.0,23,00000000,00000000
15,9000.0,24,00000000,00000000
15,9000.0,25,00000000,00000000
15,9000.0,26,00000000,00000000
15,9000.0,27,00000000,00000000
15,9000.0,28,00000000,00000000
15,9000.0,29,00000000,00000000
15,9000.0,30,00000000,00000000
15,9000.0,31,00000000,00000000
15,9000.0,32,00000000,00000000
15,9000.0,33,00000000,00000000
15,9000.0,34,00000000,00000000
15,9000.0,35,00000000,00000000
15,9000.0,36,00000000,00000000
15,9000.0,37,00000000,00000000
15,9000.0,38,00000000,00000000
15,9000.0,39,00000000,00000000
15,9000.0,40,00000000,00000000
15,9000.0,41,00000000,00000000
15,9000.0,42,00000000,00000000
15,9000.0,43,00000000,00000000
15,9000.0,44,00000000,00000000
15,9000.0,45,00000000,00000000
15,9000.0,46,00000000,00000000
15,9000.0,47,00000000,00000000
15,9000.0,48,00000000,00000000
15,9000.0,49,00000000,00000000
16,9000.0,1,00000000,00000000
16,9000.0,2,00000000,00000000
16,9000.0,3,00000000,00000000
16,9000.0,4,00000000,00000000
16,9000.0,5,00000000,00000000
16,9000.0,6,00000000,00000000
16,9000.0,7,00000000,00000000
16,9000.0,8,00000000,00000000
16,9000.0,9,00000000,00000000
16,9000.0,10,00000000,00000000
16,9000.0,11,00000000,00000000
16,9000.0,12,00000000,00000000
16,9000.0,13,00000000,00000000
16,9000.0,14,00000000,00000000
16,9000.0,15,00000000,00000000
16,9000.0,16,00000000,00000000
16,9000.0,17,00000000,00000000
16,9000.0,18,00000000,00000000
16,9000.0,19,00000000,00000000
16,9000.0,20,00000000,00000000
16,9000.0,21,00000000,00000000
16,9000.0,22,00000000,00000000
16,9000.0,23,00000000,00000000
16,9000.0,24,00000000,00000000
16,9000.0,25,00000000,00000000
16,9000.0,26,00000000,00000000
16,9000.0,27,00000000,00000000
16,9000.0,28,00000000,00000000
16,9000.0,29,00000000,00000000
16,9000.0,30,00000000,00000000
16,9000.0,31,00000000,00000000
16,9000.0,32,00000000,00000000
16,9000.0,33,00000000,00000000
16,9000.0,34,00000000,00000000
16,9000.0,35,00000000,00000000
16,9000.0,36,00000000,00000000
16,9000.0,37,00000000,00000000
16,9000.0,38,00000000,00000000
16,9000.0,39,00000000,00000000
16,9000.0,40,00000000,00000000
16,9000.0,41,00000000,00000000
16,9000.0,42,00000000,00000000
16,9000.0,43,00000000,00000000
16,9000.0,44,00000000,00000000
16,9000.0,45,00000000,00000000
16,9000.0,46,00000000,00000000
16,9000.0,47,00000000,00000000
16,9000.0,48,00000000,00000000
16,9000.0,49,00000000,00000000
17,9000.0,1,00000000,00000000
17,9000.0,2,00000000,00000000
17,9000.0,3,00000000,00000000
17,9000.0,4,00000000,00000000
17,9000.0,5,00000000,00000000
17,9000.0,6,00000000,00000000
17,9000.0,7,00000000,00000000
17,9000.0,8,00000000,00000000
17,9000.0,9,00000000,00000000
17,9000.0,10,00000000,00000000
17,9000.0,11,00000000,00000000
17,9000.0,12,00000000,00000000
17,9000.0,13,00000000,00000000
17,9000.0,14,00000000,00000000
17,9000.0,15,00000000,00000000
17,9000.0,16,00000000,00000000
17,9000.0,17,00000000,00000000
17,9000.0,18,00000000,00000000
17,9000.0,19,00000000,00000000
17,9000.0,20,00000000,00000000
17,9000.0,21,00000000,00000000
17,9000.0,22,00000000,00000000
17,9000.0,23,00000000,00000000
17,9000.0,24,00000000,00000000
17,9000.0,25,00000000,00000000
17,9000.0,26,00000000,00000000
17,9000.0,27,00000000,00000000
17,9000.0,28,00000000,00000000
17,9000.0,29,00000000,00000000
17,9000.0,30,00000000,00000000
17,9000.0,31,00000000,00000000
17,9000.0,32,00000000,00000000
17,9000.0,33,00000000,00000000
17,9000.0,34,00000000,00000000
17,9000.0,35,00000000,00000000
17,9000.0,36,00000000,00000000
17,9000.0,37,00000000,00000000
17,9000.0,38,00000000,00000000
17,9000.0,39,00000000,00000000
17,9000.0,40,00000000,00000000
17,9000.0,41,00000000,00000000
17,9000.0,42,00000000,00000000
17,9000.0,43,00000000,00000000
17,9000.0,44,00000000,00000000
17,9000.0,45,00000000,00000000
17,9000.0,46,00000000,00000000
17,9000.0,47,00000000,00000000
17,9000.0,48,00000000,00000000
17,9000.0,49,00000000,00000000
18,9000.0,1,00000000,00000000
18,9000.0,2,00000000,00000000
18,9000.0,3,00000000,00000000
18,9000.0,4,00000000,00000000
18,9000.0,5,00000000,00000000
18,9000.0,6,00000000,00000000
18,9000.0,7,00000000,00000000
18,9000.0,8,00000000,00000000
18,9000.0,9,00000000,00000000
18,9000.0,10,00000000,00000000
18,9000.0,11,00000000,00000000
18,9000.0,12,00000000,00000000
18,9000.0,13,00000000,00000000
18,9000.0,14,00000000,00000000
18,9000.0,15,00000000,00000000
18,9000.0,16,00000000,00000000
18,9000.0,17,00000000,00000000
18,9000.0,18,00000000,00000000
18,9000.0,19,00000000,00000000
18,9000.0,20,00000000,00000000
18,9000.0,21,00000000,00000000
18,9000.0,22,00000000,00000000
18,9000.0,23,00000000,00000000
18,9000.0,24,00000000,00000000
18,9000.0,25,00000000,00000000
18,9000.0,26,00000000,00000000
18,9000.0,27,00000000,00000000
18,9000.0,28,00000000,00000000
18,9000.0,29,00000000,00000000
18,9000.0,30,00000000,00000000
18,9000.0,31,00000000,00000000
18,9000.0,32,00000000,00000000
18,9000.0,33,00000000,00000000
18,9000.0,34,00000000,00000000
18,9000.0,35,00000000,00000000
18,9000.0,36,00000000,00000000
18,9000.0,37,00000000,00000000
18,9000.0,38,00000000,00000000
18,9000.0,39,00000000,00000000
18,9000.0,40,00000000,00000000
18,9000.0,41,00000000,00000000
18,9000.0,42,00000000,00000000
18,9000.0,43,00000000,00000000
18,9000.0,44,00000000,00000000
18,9000.0,45,00000000,00000000
18,9000.0,46,00000000,00000000
18,9000.0,47,00000000,00000000
18,9000.0,48,00000000,00000000
18,9000.0,49,00000000,00000000
1,13500.0,1,00000000,00000000
1,13500.0,2,BC2D2A62,00000000
1,13500.0,3,BB08FE86,00000000
1,13500.0,4,391A4454,00000000
1,13500.0,5,3A593FD7,00000000
1,13500.0,6,3A75C1A1,00000000
1,13500.0,7,3A5B96CC,00000000
1,13500.0,8,3A46FEB2,00000000
1,13500.0,9,3A3653DA,00000000
1,13500.0,10,3A288A7D,00000000
1,13500.0,11,3A1CE9E1,00000000
1,13500.0,12,3A12EF71,00000000
1,13500.0,13,3A0A3AE6,00000000
1,13500.0,14,3A028024,00000000
1,13500.0,15,39F7026C,00000000
1,13500.0,16,39EA1B82,00000000
1,13500.0,17,39DE01CF,00000000
1,13500.0,18,39D2834C,00000000
1,13500.0,19,39C78691,00000000
1,13500.0,20,39BD0FBC,00000000
1,13500.0,21,39B337BC,00000000
1,13500.0,22,39AA2F58,00000000
1,13500.0,23,39A20B59,00000000
1,13500.0,24,399A9F46,00000000
1,13500.0,25,39930895,00000000
1,13500.0,26,398B4DB8,00000000
1,13500.0,27,3983E289,00000000
1,13500.0,28,39798DF0,00000000
1,13500.0,29,396BF9CA,00000000
1,13500.0,30,395F08E9,00000000
1,13500.0,31,3952BC5D,00000000
1,13500.0,32,39471434,00000000
1,13500.0,33,393C0F24,00000000
1,13500.0,34,3931AF2E,00000000
1,13500.0,35,3927F2BC,00000000
1,13500.0,36,391EDBC1,00000000
1,13500.0,37,391667F6,00000000
1,13500.0,38,390E9DFD,00000000
1,13500.0,39,39078292,00000000
1,13500.0,40,38FF73E7,00000000
1,13500.0,41,38F0570D,00000000
1,13500.0,42,3974472B,00000000
1,13500.0,43,B8187D50,00000000
1,13500.0,44,B6FAF459,00000000
1,13500.0,45,384C1B80,00000000
1,13500.0,46,39287FDB,00000000
1,13500.0,47,39E15BB3,00000000
1,13500.0,48,39E15BB4,00000000
1,13500.0,49,39E15BB5,00000000
2,13500.0,1,00000000,00000000
2,13500.0,2,BB4BF9E9,00000000
2,13500.0,3,B82FC1B8,00000000
2,13500.0,4,B7E037CE,00000000
2,13500.0,5,B7673B6F,00000000
2,13500.0,6,B616BB1F,00000000
2,13500.0,7,370B50E5,00000000
2,13500.0,8,3797A487,00000000
2,13500.0,9,37E45C51,00000000
2,13500.0,10,383DEB48,00000000
2,13500.0,11,38833146,00000000
2,13500.0,12,38A0876E,00000000
2,13500.0,13,38B865BC,00000000
2,13500.0,14,38CB6FC9,00000000
2,13500.0,15,38DA9E32,00000000
2,13500.0,16,38E7229A,00000000
2,13500.0,17,38F1C4C6,00000000
2,13500.0,18,38FB0E7B,00000000
2,13500.0,19,3901A1A3,00000000
2,13500.0,20,390541D4,00000000
2,13500.0,21,39087C0C,00000000
2,13500.0,22,390B4409,00000000
2,13500.0,23,390D9E30,00000000
2,13500.0,24,390F63AA,00000000
2,13500.0,25,39102892,00000000
2,13500.0,26,39102C26,00000000
2,13500.0,27,390FC17D,00000000
2,13500.0,28,390EE88C,00000000
2,13500.0,29,390D9ACD,00000000
2,13500.0,30,390BE682,00000000
2,13500.0,31,3909BBF0,00000000
2,13500.0,32,390726BD,00000000
2,13500.0,33,390426A4,00000000
2,13500.0,34,3900C10E,00000000
2,13500.0,35,38F9FDA5,00000000
2,13500.0,36,38F1D613,00000000
2,13500.0,37,38E92415,00000000
2,13500.0,38,38DFFB9C,00000000
2,13500.0,39,38D6930F,00000000
2,13500.0,40,38CD0644,00000000
2,13500.0,41,38C35DD6,00000000
2,13500.0,42,38B9C842,00000000
2,13500.0,43,38B06E06,00000000
2,13500.0,44,38EB07C6,00000000
2,13500.0,45,381F7896,00000000
2,13500.0,46,390CF02B,00000000
2,13500.0,47,390CF029,00000000
2,13500.0,48,390CF02A,00000000
2,13500.0,49,390CF029,00000000
3,13500.0,1,00000000,00000000
3,13500.0,2,BC7FBAF8,00000000
3,13500.0,3,B95D5838,00000000
3,13500.0,4,B90D8DDD,00000000
3,13500.0,5,B89307EA,00000000
3,13500.0,6,B74D3917,00000000
3,13500.0,7,382A5F0B,00000000
3,13500.0,8,38BBEC45,00000000
3,13500.0,9,390E0874,00000000
3,13500.0,10,396DDDE6,00000000
3,13500.0,11,39A4D14A,00000000
3,13500.0,12,39C9D430,00000000
3,13500.0,13,39E7F31A,00000000
3,13500.0,14,39FFEE26,00000000
3,13500.0,15,3A097B5E,00000000
3,13500.0,16,3A11506D,00000000
3,13500.0,17,3A17F311,00000000
3,13500.0,18,3A1DB9CB,00000000
3,13500.0,19,3A22D11D,00000000
3,13500.0,20,3A275450,00000000
3,13500.0,21,3A2B4CE2,00000000
3,13500.0,22,3A2EBF07,00000000
3,13500.0,23,3A31A8FA,00000000
3,13500.0,24,3A33D46F,00000000
3,13500.0,25,3A34BCEB,00000000
3,13500.0,26,3A34A6AE,00000000
3,13500.0,27,3A341004,00000000
3,13500.0,28,3A32F43C,00000000
3,13500.0,29,3A315326,00000000
3,13500.0,30,3A2F27F3,00000000
3,13500.0,31,3A2C75C8,00000000
3,13500.0,32,3A293A49,00000000
3,13500.0,33,3A257D8B,00000000
3,13500.0,34,3A214363,00000000
3,13500.0,35,3A1C9550,00000000
3,13500.0,36,3A17811A,00000000
3,13500.0,37,3A1213B9,00000000
3,13500.0,38,3A0C5FC1,00000000
3,13500.0,39,3A06796A,00000000
3,13500.0,40,3A007B42,00000000
3,13500.0,41,39F4E0AD,00000000
3,13500.0,42,39E8D8BE,00000000
3,13500.0,43,39DD2579,00000000
3,13500.0,44,3A1349D0,00000000
3,13500.0,45,3947EBB9,00000000
3,13500.0,46,3A30A6B8,00000000
3,13500.0,47,3A30A6B6,00000000
3,13500.0,48,3A30A6B8,00000000
3,13500.0,49,3A30A6B6,00000000
4,13500.0,1,00000000,00000000
4,13500.0,2,BC8A4440,00000000
4,13500.0,3,B96F9739,00000000
4,13500.0,4,B918B7F7,00000000
4,13500.0,5,B89D3751,00000000
4,13500.0,6,B7483E12,00000000
4,13500.0,7,383F7448,00000000
4,13500.0,8,38CF9B24,00000000
4,13500.0,9,391C2D6D,00000000
4,13500.0,10,3981DBC2,00000000
4,13500.0,11,39B42B1B,00000000
4,13500.0,12,39DCB477,00000000
4,13500.0,13,39FDA255,00000000
4,13500.0,14,3A0BDB16,00000000
4,13500.0,15,3A1637D7,00000000
4,13500.0,16,3A1EBE9F,00000000
4,13500.0,17,3A25FA8D,00000000
4,13500.0,18,3A2C463A,00000000
4,13500.0,19,3A31D422,00000000
4,13500.0,20,3A36C08C,00000000
4,13500.0,21,3A3B1968,00000000
4,13500.0,22,3A3EE2AD,00000000
4,13500.0,23,3A421680,00000000
4,13500.0,24,3A447846,00000000
4,13500.0,25,3A4582F7,00000000
4,13500.0,26,3A457816,00000000
4,13500.0,27,3A44EA41,00000000
4,13500.0,28,3A43D7DF,00000000
4,13500.0,29,3A423D12,00000000
4,13500.0,30,3A401769,00000000
4,13500.0,31,3A3D6957,00000000
4,13500.0,32,3A3A3192,00000000
4,13500.0,33,3A367544,00000000
4,13500.0,34,3A3239E9,00000000
4,13500.0,35,3A2D878E,00000000
4,13500.0,36,3A286C01,00000000
4,13500.0,37,3A22F33E,00000000
4,13500.0,38,3A1D2F92,00000000
4,13500.0,39,3A173537,00000000
4,13500.0,40,3A111F62,00000000
4,13500.0,41,3A0AF926,00000000
4,13500.0,42,3A04D6C2,00000000
4,13500.0,43,39FDB962,00000000
4,13500.0,44,39F27840,00000000
4,13500.0,45,3A1C1499,00000000
4,13500.0,46,390FB41E,00000000
4,13500.0,47,3A131D29,00000000
4,13500.0,48,3A131D2B,00000000
4,13500.0,49,3A131D2A,00000000
5,13500.0,1,00000000,00000000
5,13500.0,2,BC7BC5AA,00000000
5,13500.0,3,B95DE018,00000000
5,13500.0,4,B90E6FF1,00000000
5,13500.0,5,B8955DFF,00000000
5,13500.0,6,B7647C74,00000000
5,13500.0,7,38239880,00000000
5,13500.0,8,38B806F6,00000000
5,13500.0,9,390BD932,00000000
5,13500.0,10,3967E534,00000000
5,13500.0,11,39A10E24,00000000
5,13500.0,12,39C587BE,00000000
5,13500.0,13,39E3494E,00000000
5,13500.0,14,39FAEC8F,00000000
5,13500.0,15,3A06ED49,00000000
5,13500.0,16,3A0EC5F4,00000000
5,13500.0,17,3A157C3D,00000000
5,13500.0,18,3A1B5AC8,00000000
5,13500.0,19,3A208DE2,00000000
5,13500.0,20,3A252DF1,00000000
5,13500.0,21,3A29419D,00000000
5,13500.0,22,3A2CCF2C,00000000
5,13500.0,23,3A2FC8A8,00000000
5,13500.0,24,3A31F9D5,00000000
5,13500.0,25,3A32F23D,00000000
5,13500.0,26,3A32E711,00000000
5,13500.0,27,3A3257B9,00000000
5,13500.0,28,3A31403E,00000000
5,13500.0,29,3A2FA085,00000000
5,13500.0,30,3A2D7303,00000000
5,13500.0,31,3A2ABAAE,00000000
5,13500.0,32,3A277713,00000000
5,13500.0,33,3A23AE99,00000000
5,13500.0,34,3A1F670B,00000000
5,13500.0,35,3A1AA95A,00000000
5,13500.0,36,3A15833B,00000000
5,13500.0,37,3A100391,00000000
5,13500.0,38,3A0A3D58,00000000
5,13500.0,39,3A0443B6,00000000
5,13500.0,40,39FC668F,00000000
5,13500.0,41,39F02F8C,00000000
5,13500.0,42,39E40821,00000000
5,13500.0,43,3A429073,00000000
5,13500.0,44,3869463E,00000000
5,13500.0,45,392422C1,00000000
5,13500.0,46,3A3CB598,00000000
5,13500.0,47,3A3CB594,00000000
5,13500.0,48,3A3CB595,00000000
5,13500.0,49,3A3CB596,00000000
6,13500.0,1,00000000,00000000
6,13500.0,2,BB478A4F,00000000
6,13500.0,3,BBCCEBA3,00000000
6,13500.0,4,BB03BC31,00000000
6,13500.0,5,B870A95E,00000000
6,13500.0,6,B7108F35,00000000
6,13500.0,7,37F01974,00000000
6,13500.0,8,38846B67,00000000
6,13500.0,9,38C82ABB,00000000
6,13500.0,10,39279CB0,00000000
6,13500.0,11,396846C9,00000000
6,13500.0,12,398E372D,00000000
6,13500.0,13,39A37200,00000000
6,13500.0,14,39B45725,00000000
6,13500.0,15,39C1C083,00000000
6,13500.0,16,39CCCA24,00000000
6,13500.0,17,39D6241E,00000000
6,13500.0,18,39DE4905,00000000
6,13500.0,19,39E574FF,00000000
6,13500.0,20,39EBD12E,00000000
6,13500.0,21,39F16A73,00000000
6,13500.0,22,39F644C4,00000000
6,13500.0,23,39FA603B,00000000
6,13500.0,24,39FD6EDE,00000000
6,13500.0,25,39FEB70E,00000000
6,13500.0,26,39FE972B,00000000
6,13500.0,27,39FDC26B,00000000
6,13500.0,28,39FC32FD,00000000
6,13500.0,29,39F9E729,00000000
6,13500.0,30,39F6D8BE,00000000
6,13500.0,31,39F30B8E,00000000
6,13500.0,32,39EE7DE4,00000000
6,13500.0,33,39E9398C,00000000
6,13500.0,34,39E34478,00000000
6,13500.0,35,39DCABD7,00000000
6,13500.0,36,39D58371,00000000
6,13500.0,37,39CDDDDF,00000000
6,13500.0,38,39C5D418,00000000
6,13500.0,39,39BD8393,00000000
6,13500.0,40,39B5117F,00000000
6,13500.0,41,39AC8DAA,00000000
6,13500.0,42,39A41334,00000000
6,13500.0,43,399BD486,00000000
6,13500.0,44,39CF9265,00000000
6,13500.0,45,390CE030,00000000
6,13500.0,46,39F8F42B,00000000
6,13500.0,47,39F8F426,00000000
6,13500.0,48,39F8F42A,00000000
6,13500.0,49,39F8F428,00000000
7,13500.0,1,00000000,00000000
7,13500.0,2,BC827F17,00000000
7,13500.0,3,B9642EA3,00000000
7,13500.0,4,B91290BF,00000000
7,13500.0,5,B899FC69,00000000
7,13500.0,6,B76F6012,00000000
7,13500.0,7,3826D2DA,00000000
7,13500.0,8,38BC670C,00000000
7,13500.0,9,390F5150,00000000
7,13500.0,10,3971B24B,00000000
7,13500.0,11,39A83419,00000000
7,13500.0,12,39CE5549,00000000
7,13500.0,13,39ED5322,00000000
7,13500.0,14,3A02F380,00000000
7,13500.0,15,3A0CB1DE,00000000
7,13500.0,16,3A14B1BD,00000000
7,13500.0,17,3A1B775F,00000000
7,13500.0,18,3A2157DD,00000000
7,13500.0,19,3A268566,00000000
7,13500.0,20,3A2B191E,00000000
7,13500.0,21,3A2F1F8D,00000000
7,13500.0,22,3A329CFD,00000000
7,13500.0,23,3A358EC9,00000000
7,13500.0,24,3A37BC34,00000000
7,13500.0,25,3A389912,00000000
7,13500.0,26,3A386BBE,00000000
7,13500.0,27,3A37C12A,00000000
7,13500.0,28,3A369401,00000000
7,13500.0,29,3A34E45C,00000000
7,13500.0,30,3A32AAC6,00000000
7,13500.0,31,3A2FE97C,00000000
7,13500.0,32,3A2CA165,00000000
7,13500.0,33,3A28D4F2,00000000
7,13500.0,34,3A248A33,00000000
7,13500.0,35,3A1FCA0B,00000000
7,13500.0,36,3A1AA01B,00000000
7,13500.0,37,3A151AE3,00000000
7,13500.0,38,3A0F4CB3,00000000
7,13500.0,39,3A0948B1,00000000
7,13500.0,40,3A032B19,00000000
7,13500.0,41,39F9FE40,00000000
7,13500.0,42,39EDB43B,00000000
7,13500.0,43,39E1C03F,00000000
7,13500.0,44,3A165A48,00000000
7,13500.0,45,394C1226,00000000
7,13500.0,46,3A345308,00000000
7,13500.0,47,3A345307,00000000
7,13500.0,48,3A345308,00000000
7,13500.0,49,3A345308,00000000
8,13500.0,1,00000000,00000000
8,13500.0,2,00000000,00000000
8,13500.0,3,00000000,00000000
8,13500.0,4,00000000,00000000
8,13500.0,5,00000000,00000000
8,13500.0,6,00000000,00000000
8,13500.0,7,00000000,00000000
8,13500.0,8,00000000,00000000
8,13500.0,9,00000000,00000000
8,13500.0,10,00000000,00000000
8,13500.0,11,00000000,00000000
8,13500.0,12,00000000,00000000
8,13500.0,13,00000000,00000000
8,13500.0,14,00000000,00000000
8,13500.0,15,00000000,00000000
8,13500.0,16,00000000,00000000
8,13500.0,17,00000000,00000000
8,13500.0,18,00000000,00000000
8,13500.0,19,00000000,00000000
8,13500.0,20,00000000,00000000
8,13500.0,21,00000000,00000000
8,13500.0,22,00000000,00000000
8,13500.0,23,00000000,00000000
8,13500.0,24,00000000,00000000
8,13500.0,25,00000000,00000000
8,13500.0,26,00000000,00000000
8,13500.0,27,00000000,00000000
8,13500.0,28,00000000,00000000
8,13500.0,29,00000000,00000000
8,13500.0,30,00000000,00000000
8,13500.0,31,00000000,00000000
8,13500.0,32,00000000,00000000
8,13500.0,33,00000000,00000000
8,13500.0,34,00000000,00000000
8,13500.0,35,00000000,00000000
8,13500.0,36,00000000,00000000
8,13500.0,37,00000000,00000000
8,13500.0,38,00000000,00000000
8,13500.0,39,00000000,00000000
8,13500.0,40,00000000,00000000
8,13500.0,41,00000000,00000000
8,13500.0,42,00000000,00000000
8,13500.0,43,00000000,00000000
8,13500.0,44,00000000,00000000
8,13500.0,45,00000000,00000000
8,13500.0,46,00000000,00000000
8,13500.0,47,00000000,00000000
8,13500.0,48,00000000,00000000
8,13500.0,49,00000000,00000000
9,13500.0,1,00000000,00000000
9,13500.0,2,00000000,00000000
9,13500.0,3,00000000,00000000
9,13500.0,4,00000000,00000000
9,13500.0,5,00000000,00000000
9,13500.0,6,00000000,00000000
9,13500.0,7,00000000,00000000
9,13500.0,8,00000000,00000000
9,13500.0,9,00000000,00000000
9,13500.0,10,00000000,00000000
9,13500.0,11,00000000,00000000
9,13500.0,12,00000000,00000000
9,13500.0,13,00000000,00000000
9,13500.0,14,00000000,00000000
9,13500.0,15,00000000,00000000
9,13500.0,16,00000000,00000000
9,13500.0,17,00000000,00000000
9,13500.0,18,00000000,00000000
9,13500.0,19,00000000,00000000
9,13500.0,20,00000000,00000000
9,13500.0,21,00000000,00000000
9,13500.0,22,00000000,00000000
9,13500.0,23,00000000,00000000
9,13500.0,24,00000000,00000000
9,13500.0,25,00000000,00000000
9,13500.0,26,00000000,00000000
9,13500.0,27,00000000,00000000
9,13500.0,28,00000000,00000000
9,13500.0,29,00000000,00000000
9,13500.0,30,00000000,00000000
9,13500.0,31,00000000,00000000
9,13500.0,32,00000000,00000000
9,13500.0,33,00000000,00000000
9,13500.0,34,00000000,00000000
9,13500.0,35,00000000,00000000
9,13500.0,36,00000000,00000000
9,13500.0,37,00000000,00000000
9,13500.0,38,00000000,00000000
9,13500.0,39,00000000,00000000
9,13500.0,40,00000000,00000000
9,13500.0,41,00000000,00000000
9,13500.0,42,00000000,00000000
9,13500.0,43,00000000,00000000
9,13500.0,44,00000000,00000000
9,13500.0,45,00000000,00000000
9,13500.0,46,00000000,00000000
9,13500.0,47,00000000,00000000
9,13500.0,48,00000000,00000000
9,13500.0,49,00000000,00000000
10,13500.0,1,00000000,00000000
10,13500.0,2,00000000,00000000
10,13500.0,3,00000000,00000000
10,13500.0,4,00000000,00000000
10,13500.0,5,00000000,00000000
10,13500.0,6,00000000,00000000
10,13500.0,7,00000000,00000000
10,13500.0,8,00000000,00000000
10,13500.0,9,00000000,00000000
10,13500.0,10,00000000,00000000
10,13500.0,11,00000000,00000000
10,13500.0,12,00000000,00000000
10,13500.0,13,00000000,00000000
10,13500.0,14,00000000,00000000
10,13500.0,15,00000000,00000000
