case,dx,k,ptte
4,15000.0,43,3B55C5B5
4,15000.0,44,3B48E0FC
4,15000.0,45,3B58A7DB
4,15000.0,46,3B0A2612
4,15000.0,47,B91106AC
4,15000.0,48,BAC4C8C4
4,15000.0,49,BB5BB19A
5,15000.0,1,00000000
5,15000.0,2,BC5175E4
5,15000.0,3,3C7A6B08
5,15000.0,4,3BB51914
5,15000.0,5,3C448D59
5,15000.0,6,3C430D71
5,15000.0,7,3C418C4E
5,15000.0,8,3C3FA4F7
5,15000.0,9,3C3D392B
5,15000.0,10,3C37DA2A
5,15000.0,11,3C31ECC2
5,15000.0,12,3C2CAAF9
5,15000.0,13,3C2895D6
5,15000.0,14,3C251000
5,15000.0,15,3C218EEE
5,15000.0,16,3C1E91FF
5,15000.0,17,3C1CA61A
5,15000.0,18,3C1B6075
5,15000.0,19,3C1AB5E9
5,15000.0,20,3C163B9E
5,15000.0,21,3C11AF75
5,15000.0,22,3C0D4AF8
5,15000.0,23,3BE853C1
5,15000.0,24,3BD77E11
5,15000.0,25,3BC124D0
5,15000.0,26,3BA67D9C
5,15000.0,27,3B87DA76
5,15000.0,28,3B4B29B8
5,15000.0,29,3B0079A7
5,15000.0,30,3A413533
5,15000.0,31,BA123E76
5,15000.0,32,3A817DDF
5,15000.0,33,3BA5B82C
5,15000.0,34,3B9E4629
5,15000.0,35,3B96C4C5
5,15000.0,36,3B8F3419
5,15000.0,37,3B87A7E5
5,15000.0,38,3B8025AD
5,15000.0,39,3B71843E
5,15000.0,40,3B630F46
5,15000.0,41,3B54FAB2
5,15000.0,42,3B47698F
5,15000.0,43,3B59C5FA
5,15000.0,44,3B006D13
5,15000.0,45,3AEE5A0E
5,15000.0,46,3900ECC9
5,15000.0,47,3997BFD9
5,15000.0,48,B83A31E5
5,15000.0,49,393046A3
6,15000.0,1,00000000
6,15000.0,2,BC5FC029
6,15000.0,3,BB8E8A7F
6,15000.0,4,3C7FCAEE
6,15000.0,5,3C20D240
6,15000.0,6,3C8749F6
6,15000.0,7,3C08D8DB
6,15000.0,8,3C07A8A0
6,15000.0,9,3C061EF4
6,15000.0,10,3C025F53
6,15000.0,11,3BFC4CCA
6,15000.0,12,3BF4C698
6,15000.0,13,3BEEB331
6,15000.0,14,3BE9CB5E
6,15000.0,15,3BE4C1CD
6,15000.0,16,3BE06B81
6,15000.0,17,3BDD5718
6,15000.0,18,3BDB6390
6,15000.0,19,3BDA4E21
6,15000.0,20,3BD5471C
6,15000.0,21,3BCEE8D1
6,15000.0,22,3BC88B83
6,15000.0,23,3BA518C7
6,15000.0,24,3B9855DF
6,15000.0,25,3B858AFD
6,15000.0,26,3B5CA44A
6,15000.0,27,3B261EF8
6,15000.0,28,3AD0BFC0
6,15000.0,29,3A11CD31
6,15000.0,30,BA13E989
6,15000.0,31,3A27AC35
6,15000.0,32,3B76FABC
6,15000.0,33,3B6CB43E
6,15000.0,34,3B624B49
6,15000.0,35,3B57CA21
6,15000.0,36,3B4D30FE
6,15000.0,37,3B429C09
6,15000.0,38,3B381E13
6,15000.0,39,3B2DC171
6,15000.0,40,3B23AAEC
6,15000.0,41,3B19C5E1
6,15000.0,42,3B1038A4
6,15000.0,43,3B072169
6,15000.0,44,3B0AABCA
6,15000.0,45,3AC9851B
6,15000.0,46,3933FEA4
6,15000.0,47,39D68408
6,15000.0,48,B9411A63
6,15000.0,49,BAC208FF
7,15000.0,1,00000000
7,15000.0,2,BC5E3E3A
7,15000.0,3,3C7F6225
7,15000.0,4,3BB8DF5C
7,15000.0,5,3C4A1FF1
7,15000.0,6,3C48A8F1
7,15000.0,7,3C4737B7
7,15000.0,8,3C455F70
7,15000.0,9,3C4302AB
7,15000.0,10,3C3D6AAE
7,15000.0,11,3C373119
7,15000.0,12,3C31A69A
7,15000.0,13,3C2D3774
7,15000.0,14,3C299745
7,15000.0,15,3C25E354
7,15000.0,16,3C22B82E
7,15000.0,17,3C208B5A
7,15000.0,18,3C1F2182
7,15000.0,19,3C1E57EC
7,15000.0,20,3C1A4C81
7,15000.0,21,3C15A22E
7,15000.0,22,3C1106AB
7,15000.0,23,3BEF2CC9
7,15000.0,24,3BE008AD
7,15000.0,25,3BCAC038
7,15000.0,26,3BB120A5
7,15000.0,27,3B937B9C
7,15000.0,28,3B648222
7,15000.0,29,3B1BCAC8
7,15000.0,30,3A9B0E9C
7,15000.0,31,B8AF951D
7,15000.0,32,BA9F4CF9
7,15000.0,33,3BAB1E61
7,15000.0,34,3BA39B3B
7,15000.0,35,3B9C0794
7,15000.0,36,3B946286
7,15000.0,37,3B8CBDA9
7,15000.0,38,3B8522FB
7,15000.0,39,3B7B4D89
7,15000.0,40,3B6C91B7
7,15000.0,41,3B5E4D6D
7,15000.0,42,3B506E5B
7,15000.0,43,3B433B52
7,15000.0,44,3B486101
7,15000.0,45,3B1166AF
7,15000.0,46,397C474C
7,15000.0,47,3A19442A
7,15000.0,48,B9903699
7,15000.0,49,BB0D8595
8,15000.0,1,00000000
8,15000.0,2,00000000
8,15000.0,3,343A5421
8,15000.0,4,350ED8CD
8,15000.0,5,35620C3A
8,15000.0,6,3595BCFA
8,15000.0,7,35B6A4DD
8,15000.0,8,35D47CB9
8,15000.0,9,35EFCEB7
8,15000.0,10,36048118
8,15000.0,11,36103351
8,15000.0,12,361B1D40
8,15000.0,13,362557E7
8,15000.0,14,362EF7A7
8,15000.0,15,36380D4A
8,15000.0,16,3640A6D9
8,15000.0,17,3648D028
8,15000.0,18,3650934C
8,15000.0,19,3657F8E6
8,15000.0,20,365F0870
8,15000.0,21,3665C867
8,15000.0,22,366C3E74
8,15000.0,23,36726F8E
8,15000.0,24,36786015
8,15000.0,25,367E13D0
8,15000.0,26,3681C707
8,15000.0,27,368468E9
8,15000.0,28,3686F0E3
8,15000.0,29,36896024
8,15000.0,30,368BB7B6
8,15000.0,31,368DF882
8,15000.0,32,36902356
8,15000.0,33,369238DF
8,15000.0,34,36942E7F
8,15000.0,35,3696105B
8,15000.0,36,3697DED1
8,15000.0,37,36999A22
8,15000.0,38,369B4276
8,15000.0,39,369CD7D3
8,15000.0,40,369E5A12
8,15000.0,41,369FC8EB
8,15000.0,42,36A123E1
8,15000.0,43,36A26A36
8,15000.0,44,36A39AC9
8,15000.0,45,36A4B3EE
8,15000.0,46,36A5B30E
8,15000.0,47,36A693E1
8,15000.0,48,36A74E19
8,15000.0,49,36A7C5AC
9,15000.0,1,00000000
9,15000.0,2,00000000
9,15000.0,3,341691A7
9,15000.0,4,350683BF
9,15000.0,5,355A3D9F
9,15000.0,6,35921102
9,15000.0,7,35B32E0F
9,15000.0,8,35D13628
9,15000.0,9,35ECB44E
9,15000.0,10,3603083F
9,15000.0,11,360ECD61
9,15000.0,12,3619C8F9
9,15000.0,13,36241435
9,15000.0,14,362DC395
9,15000.0,15,3636E7FE
9,15000.0,16,363F8F96
9,15000.0,17,3647C63C
9,15000.0,18,364F961D
9,15000.0,19,365707E6
9,15000.0,20,365E231E
9,15000.0,21,3664EE4B
9,15000.0,22,366B6F22
9,15000.0,23,3671AAA1
9,15000.0,24,3677A531
9,15000.0,25,367D629F
9,15000.0,26,3681731C
9,15000.0,27,36841982
9,15000.0,28,3686A5D7
9,15000.0,29,3689194F
9,15000.0,30,368B74F1
9,15000.0,31,368DB9AA
9,15000.0,32,368FE849
9,15000.0,33,3692017C
9,15000.0,34,369405D8
9,15000.0,35,3695F5D7
9,15000.0,36,3697D1DB
9,15000.0,37,36999A26
9,15000.0,38,369B4277
9,15000.0,39,369CD7D3
9,15000.0,40,369E5A12
9,15000.0,41,369FC8EB
9,15000.0,42,36A123E1
9,15000.0,43,36A26A36
9,15000.0,44,36A39AC9
9,15000.0,45,36A4B3EE
9,15000.0,46,36A5B30E
9,15000.0,47,36A693E1
9,15000.0,48,36A74E19
9,15000.0,49,36A7C5AC
10,15000.0,1,00000000
10,15000.0,2,00000000
10,15000.0,3,341013BE
10,15000.0,4,350510E0
10,15000.0,5,3558F16B
10,15000.0,6,35917C01
10,15000.0,7,35B2A870
10,15000.0,8,35D0BE8B
10,15000.0,9,35EC4998
10,15000.0,10,3602D8DF
10,15000.0,11,360EA393
10,15000.0,12,3619A464
10,15000.0,13,3623F48C
10,15000.0,14,362DA88F
10,15000.0,15,3636D15B
10,15000.0,16,363F7D1C
10,15000.0,17,3647B7BA
10,15000.0,18,364F8B5C
10,15000.0,19,365700BB
10,15000.0,20,365E1F5D
10,15000.0,21,3664EDCB
10,15000.0,22,366B71BC
10,15000.0,23,3671B02F
10,15000.0,24,3677AD8E
10,15000.0,25,367D6DAD
10,15000.0,26,368179EE
10,15000.0,27,36842192
10,15000.0,28,3686AF19
10,15000.0,29,368923B6
10,15000.0,30,368B8073
10,15000.0,31,368DBB91
10,15000.0,32,368FE0F9
10,15000.0,33,3691F15A
10,15000.0,34,3693ED48
10,15000.0,35,3695D53A
10,15000.0,36,3697A990
10,15000.0,37,36996A8B
10,15000.0,38,369B1854
10,15000.0,39,369CB2ED
10,15000.0,40,369E3A33
10,15000.0,41,369FADD6
10,15000.0,42,36A10D59
10,15000.0,43,36A257F9
10,15000.0,44,36A38C93
10,15000.0,45,36A4A972
10,15000.0,46,36A5ABF7
10,15000.0,47,36A68FCA
10,15000.0,48,36A74C7F
10,15000.0,49,36A7C5AC
11,15000.0,1,00000000
11,15000.0,2,00000000
11,15000.0,3,34B687A9
11,15000.0,4,35F206EC
11,15000.0,5,364DE26D
11,15000.0,6,368C64B0
11,15000.0,7,36ADF58E
11,15000.0,8,36CC669D
11,15000.0,9,36E844C5
11,15000.0,10,3700FCB0
11,15000.0,11,370CEAC0
11,15000.0,12,37180C6D
11,15000.0,13,37227B38
11,15000.0,14,372C4BE3
11,15000.0,15,37358F8E
11,15000.0,16,373E548A
11,15000.0,17,3746A6E4
11,15000.0,18,374E90E2
11,15000.0,19,37561B52
11,15000.0,20,375D4DD3
11,15000.0,21,37642F00
11,15000.0,22,376AC4A1
11,15000.0,23,377113C2
11,15000.0,24,377720DC
11,15000.0,25,377CEFD7
11,15000.0,26,37814209
11,15000.0,27,3783F051
11,15000.0,28,37868420
11,15000.0,29,3788FEAA
11,15000.0,30,378B6101
11,15000.0,31,378DAC13
11,15000.0,32,378FE0B2
11,15000.0,33,3791FF92
11,15000.0,34,3794094A
11,15000.0,35,3795FE58
11,15000.0,36,B92C5D28
11,15000.0,37,39AEACD7
11,15000.0,38,3880E513
11,15000.0,39,38771887
11,15000.0,40,386D9EA9
11,15000.0,41,386465C9
11,15000.0,42,385AE6B8
11,15000.0,43,385128FE
11,15000.0,44,384775C0
11,15000.0,45,383DEE6A
11,15000.0,46,383F62ED
11,15000.0,47,37DA5A3D
11,15000.0,48,37DB1475
11,15000.0,49,37DB8C08
12,15000.0,1,00000000
12,15000.0,2,00000000
12,15000.0,3,3504D0E5
12,15000.0,4,360261BB
12,15000.0,5,36565F46
12,15000.0,6,36903FC1
12,15000.0,7,36B177B2
12,15000.0,8,36CF983F
12,15000.0,9,36EB2CDA
12,15000.0,10,37024EF2
12,15000.0,11,370E1DE5
12,15000.0,12,371922D2
12,15000.0,13,37237701
12,15000.0,14,372D2F08
12,15000.0,15,37365BDF
12,15000.0,16,373F0BBC
12,15000.0,17,37474A8C
12,15000.0,18,374F2287
12,15000.0,19,37569C68
12,15000.0,20,375DBFBA
12,15000.0,21,3764930F
12,15000.0,22,376B1C21
12,15000.0,23,37715FF1
12,15000.0,24,377762EF
12,15000.0,25,377D28BE
12,15000.0,26,37815A0E
12,15000.0,27,37840405
12,15000.0,28,37869398
12,15000.0,29,378909F5
12,15000.0,30,378B6826
12,15000.0,31,378DAF17
12,15000.0,32,378FDF93
12,15000.0,33,3791FA4A
12,15000.0,34,3793FFD4
12,15000.0,35,3795F0AA
12,15000.0,36,3797CD30
12,15000.0,37,379995AD
12,15000.0,38,379B4A4B
12,15000.0,39,379CEB15
12,15000.0,40,379E6B03
12,15000.0,41,379FD78F
12,15000.0,42,37A13042
12,15000.0,43,37A27461
12,15000.0,44,37A3A2D2
12,15000.0,45,37A4B9EF
12,15000.0,46,37A5B729
12,15000.0,47,37A69645
12,15000.0,48,37A74F09
12,15000.0,49,37A7C5AC
13,15000.0,1,00000000
13,15000.0,2,00000000
13,15000.0,3,34E5B9B6
13,15000.0,4,35FC6501
13,15000.0,5,3652735D
13,15000.0,6,368E6796
13,15000.0,7,36AFBA4E
13,15000.0,8,36CDF33D
13,15000.0,9,36E99E4A
13,15000.0,10,3701920D
13,15000.0,11,370D6AB3
13,15000.0,12,371878B9
13,15000.0,13,3722D57A
13,15000.0,14,372C959E
13,15000.0,15,3735CA28
13,15000.0,16,373E815A
13,15000.0,17,3746C72B
13,15000.0,18,374EA5D6
13,15000.0,19,37562621
13,15000.0,20,375D4F9B
13,15000.0,21,376428D9
13,15000.0,22,376AB79A
13,15000.0,23,377100E4
13,15000.0,24,37770926
13,15000.0,25,377CD418
13,15000.0,26,37813235
13,15000.0,27,3783DE90
13,15000.0,28,37867072
13,15000.0,29,3788E90B
13,15000.0,30,378B4964
13,15000.0,31,378D9269
13,15000.0,32,378FC4E7
13,15000.0,33,3791E18E
13,15000.0,34,3793E8F6
13,15000.0,35,3795DB99
13,15000.0,36,3797B9DA
13,15000.0,37,37998401
13,15000.0,38,379B3A37
13,15000.0,39,379CDC88
13,15000.0,40,379E6B03
13,15000.0,41,379FD78F
13,15000.0,42,37A13042
13,15000.0,43,37A27461
13,15000.0,44,37A3A2D2
13,15000.0,45,37A4B9EF
13,15000.0,46,37A5B729
13,15000.0,47,37A69645
13,15000.0,48,37A74F09
13,15000.0,49,37A7C5AC
14,15000.0,1,00000000
14,15000.0,2,00000000
14,15000.0,3,35163DC4
14,15000.0,4,36066E1A
14,15000.0,5,365A2771
14,15000.0,6,369205B9
14,15000.0,7,36B322A4
14,15000.0,8,36D12AA9
14,15000.0,9,36ECA8C9
14,15000.0,10,37030287
14,15000.0,11,370EC7CB
14,15000.0,12,3719C3A0
14,15000.0,13,37240F38
14,15000.0,14,372DBF19
14,15000.0,15,3736E42B
14,15000.0,16,373F8C93
14,15000.0,17,3747C43A
14,15000.0,18,374F9548
14,15000.0,19,37570872
14,15000.0,20,375E2540
14,15000.0,21,3764F23A
14,15000.0,22,376B7513
14,15000.0,23,3771B2CD
14,15000.0,24,3777AFCF
14,15000.0,25,377D6FB6
14,15000.0,26,37817AAB
14,15000.0,27,378421D6
14,15000.0,28,3786AEAF
14,15000.0,29,37892267
14,15000.0,30,378B7E05
14,15000.0,31,378DC273
14,15000.0,32,378FF07E
14,15000.0,33,379208D7
14,15000.0,34,37940C14
14,15000.0,35,3795FAB0
14,15000.0,36,3797D50D
14,15000.0,37,37999B73
14,15000.0,38,379B4E0E
14,15000.0,39,379CECE7
14,15000.0,40,379E6C9D
14,15000.0,41,379FD8F2
14,15000.0,42,37A1316D
14,15000.0,43,37A27557
14,15000.0,44,37A3A394
14,15000.0,45,37A4BA7F
14,15000.0,46,37A5B78C
14,15000.0,47,37A6967E
14,15000.0,48,37A74F20
14,15000.0,49,37A7C5AC
15,15000.0,1,00000000
15,15000.0,2,00000000
15,15000.0,3,00000000
15,15000.0,4,00000000
15,15000.0,5,00000000
15,15000.0,6,00000000
15,15000.0,7,00000000
15,15000.0,8,00000000
15,15000.0,9,00000000
15,15000.0,10,00000000
15,15000.0,11,00000000
15,15000.0,12,00000000
15,15000.0,13,00000000
15,15000.0,14,00000000
15,15000.0,15,00000000
15,15000.0,16,00000000
15,15000.0,17,00000000
15,15000.0,18,00000000
15,15000.0,19,00000000
15,15000.0,20,00000000
15,15000.0,21,00000000
15,15000.0,22,00000000
15,15000.0,23,00000000
15,15000.0,24,00000000
15,15000.0,25,00000000
15,15000.0,26,00000000
15,15000.0,27,00000000
15,15000.0,28,00000000
15,15000.0,29,00000000
15,15000.0,30,00000000
15,15000.0,31,00000000
15,15000.0,32,00000000
15,15000.0,33,00000000
15,15000.0,34,00000000
15,15000.0,35,00000000
15,15000.0,36,00000000
15,15000.0,37,00000000
15,15000.0,38,00000000
15,15000.0,39,00000000
15,15000.0,40,00000000
15,15000.0,41,00000000
15,15000.0,42,00000000
15,15000.0,43,00000000
15,15000.0,44,00000000
15,15000.0,45,00000000
15,15000.0,46,00000000
15,15000.0,47,00000000
15,15000.0,48,00000000
15,15000.0,49,00000000
16,15000.0,1,00000000
16,15000.0,2,00000000
16,15000.0,3,00000000
16,15000.0,4,00000000
16,15000.0,5,00000000
16,15000.0,6,00000000
16,15000.0,7,00000000
16,15000.0,8,00000000
16,15000.0,9,00000000
16,15000.0,10,00000000
16,15000.0,11,00000000
16,15000.0,12,00000000
16,15000.0,13,00000000
16,15000.0,14,00000000
16,15000.0,15,00000000
16,15000.0,16,00000000
16,15000.0,17,00000000
16,15000.0,18,00000000
16,15000.0,19,00000000
16,15000.0,20,00000000
16,15000.0,21,00000000
16,15000.0,22,00000000
16,15000.0,23,00000000
16,15000.0,24,00000000
16,15000.0,25,00000000
16,15000.0,26,00000000
16,15000.0,27,00000000
16,15000.0,28,00000000
16,15000.0,29,00000000
16,15000.0,30,00000000
16,15000.0,31,00000000
16,15000.0,32,00000000
16,15000.0,33,00000000
16,15000.0,34,00000000
16,15000.0,35,00000000
16,15000.0,36,00000000
16,15000.0,37,00000000
16,15000.0,38,00000000
16,15000.0,39,00000000
16,15000.0,40,00000000
16,15000.0,41,00000000
16,15000.0,42,00000000
16,15000.0,43,00000000
16,15000.0,44,00000000
16,15000.0,45,00000000
16,15000.0,46,00000000
16,15000.0,47,00000000
16,15000.0,48,00000000
16,15000.0,49,00000000
17,15000.0,1,00000000
17,15000.0,2,00000000
17,15000.0,3,00000000
17,15000.0,4,00000000
17,15000.0,5,00000000
17,15000.0,6,00000000
17,15000.0,7,00000000
17,15000.0,8,00000000
17,15000.0,9,3504CB3E
17,15000.0,10,35DE23EC
17,15000.0,11,36372E34
17,15000.0,12,367A514E
17,15000.0,13,369C8E36
17,15000.0,14,36BA094C
17,15000.0,15,36D5CFC5
17,15000.0,16,36F00EA4
17,15000.0,17,370475D9
17,15000.0,18,37104395
17,15000.0,19,371B7E4B
17,15000.0,20,372631E5
17,15000.0,21,373068B4
17,15000.0,22,373A2BBE
17,15000.0,23,374382E8
17,15000.0,24,374C752A
17,15000.0,25,375508A4
17,15000.0,26,375D42CB
17,15000.0,27,3765286E
17,15000.0,28,376CBDD1
17,15000.0,29,377406C4
17,15000.0,30,377B0698
17,15000.0,31,3780E023
17,15000.0,32,37841B30
17,15000.0,33,37873593
17,15000.0,34,378A3041
17,15000.0,35,378D0C04
17,15000.0,36,378FC982
17,15000.0,37,37926935
17,15000.0,38,3794EB6B
17,15000.0,39,37975042
17,15000.0,40,B808CEF3
17,15000.0,41,380C3BF2
17,15000.0,42,38039343
17,15000.0,43,37F697FA
17,15000.0,44,37E6E200
17,15000.0,45,37D81F64
17,15000.0,46,37CA7471
17,15000.0,47,37BE1662
17,15000.0,48,37B35F47
17,15000.0,49,37AB3CF7
18,15000.0,1,00000000
18,15000.0,2,00000000
18,15000.0,3,00000000
18,15000.0,4,00000000
18,15000.0,5,00000000
18,15000.0,6,00000000
18,15000.0,7,00000000
18,15000.0,8,34B0D4FE
18,15000.0,9,35CAF525
18,15000.0,10,362E99C3
18,15000.0,11,367263F1
18,15000.0,12,3698C932
18,15000.0,13,36B65C9F
18,15000.0,14,36D22885
18,15000.0,15,36EC5E89
18,15000.0,16,37029412
18,15000.0,17,370E5418
18,15000.0,18,37197E38
18,15000.0,19,37241F29
18,15000.0,20,372E41EE
18,15000.0,21,3737F012
18,15000.0,22,374131ED
18,15000.0,23,374A0ECC
18,15000.0,24,37528D1C
18,15000.0,25,375AB28F
18,15000.0,26,3762842D
18,15000.0,27,376A066B
18,15000.0,28,37713D3C
18,15000.0,29,37782C25
18,15000.0,30,377ED637
18,15000.0,31,37829F19
18,15000.0,32,3785B33B
18,15000.0,33,3788A889
18,15000.0,34,B8506960
18,15000.0,35,37F32802
18,15000.0,36,37EC8E8B
18,15000.0,37,37E603FE
18,15000.0,38,37DF9D92
18,15000.0,39,37D95EEE
18,15000.0,40,37D34C18
18,15000.0,41,37CD699B
18,15000.0,42,37C7BC96
18,15000.0,43,37C24B15
18,15000.0,44,37BD1C62
18,15000.0,45,37B839A7
18,15000.0,46,37B3AF00
18,15000.0,47,37AF8DCE
18,15000.0,48,37ABF28D
18,15000.0,49,37A92343
1,27000.0,1,00000000
1,27000.0,2,BC96F8B9
1,27000.0,3,3BD30B26
1,27000.0,4,3BDFEA51
1,27000.0,5,3BD8D573
1,27000.0,6,3B4400F3
1,27000.0,7,3BBC89F9
1,27000.0,8,3BAA2E15
1,27000.0,9,3B9B868C
1,27000.0,10,3B8F7EE7
1,27000.0,11,3B85693C
1,27000.0,12,3B79ED98
1,27000.0,13,3B6C9A1A
1,27000.0,14,3B62D9B3
1,27000.0,15,3B5988A4
1,27000.0,16,3B51CA6A
1,27000.0,17,3B4B738D
1,27000.0,18,3B4648D4
1,27000.0,19,3B42EB7C
1,27000.0,20,3B4098A2
1,27000.0,21,3B35E9C3
1,27000.0,22,3B2C1C4A
1,27000.0,23,3B24F428
1,27000.0,24,3B0E6694
1,27000.0,25,3AE99B93
1,27000.0,26,3AA458B6
1,27000.0,27,3A1D8F8F
1,27000.0,28,B9299CA5
1,27000.0,29,BA85CF98
1,27000.0,30,372A8A9F
1,27000.0,31,3B01A730
1,27000.0,32,3AFC1BDF
1,27000.0,33,3AF4844E
1,27000.0,34,3AEC75AD
1,27000.0,35,3AE3D619
1,27000.0,36,3ADACBF4
1,27000.0,37,3AD12DB4
1,27000.0,38,3AC70A18
1,27000.0,39,3ABC62FD
1,27000.0,40,3AB19D8A
1,27000.0,41,3AA6A2E1
1,27000.0,42,3AB08781
1,27000.0,43,3A560F5E
1,27000.0,44,3A398D37
1,27000.0,45,3A26A6FC
1,27000.0,46,3A2BAA2B
1,27000.0,47,37C28F46
1,27000.0,48,B8C943D4
1,27000.0,49,B78C2B32
2,27000.0,1,00000000
2,27000.0,2,BC4FBD2E
2,27000.0,3,3C5A3982
2,27000.0,4,3B9C7257
2,27000.0,5,3C2D0764
2,27000.0,6,3C2BE81F
2,27000.0,7,3C2ACBA9
2,27000.0,8,3C2950E2
2,27000.0,9,3C276855
2,27000.0,10,3C22C1FB
2,27000.0,11,3C1D87CB
2,27000.0,12,3C18DA08
2,27000.0,13,3C1517D6
2,27000.0,14,3C120C2B
2,27000.0,15,3C0EEDDE
2,27000.0,16,3C0C3A6D
2,27000.0,17,3C0A4B4F
2,27000.0,18,3C0917BD
2,27000.0,19,3C086A33
2,27000.0,20,3C0559F1
2,27000.0,21,3C0161D9
2,27000.0,22,3BFACF9A
2,27000.0,23,3BCEEA77
2,27000.0,24,3BC123AA
2,27000.0,25,3BAD0ED7
2,27000.0,26,3B94966C
2,27000.0,27,3B702149
2,27000.0,28,3B2FF0F8
2,27000.0,29,3AD2D3C5
2,27000.0,30,39EB7B5D
2,27000.0,31,BA4D5C6A
2,27000.0,32,3AEF5A38
2,27000.0,33,3B93A18C
2,27000.0,34,3B8D1378
2,27000.0,35,3B867806
2,27000.0,36,3B7FAEBF
2,27000.0,37,3B7271E1
2,27000.0,38,3B6546E7
2,27000.0,39,3B5857AE
2,27000.0,40,3B4BC173
2,27000.0,41,3B3F6415
2,27000.0,42,3B337A95
2,27000.0,43,3B2824EC
2,27000.0,44,3B2C6D24
2,27000.0,45,3AFAC6DD
2,27000.0,46,3952BE9A
2,27000.0,47,3A02734F
2,27000.0,48,B97F7B36
2,27000.0,49,BAF425C6
3,27000.0,1,00000000
3,27000.0,2,BC49BBE4
3,27000.0,3,3C5B303E
3,27000.0,4,3B9DB5C7
3,27000.0,5,3C2DE212
3,27000.0,6,3C2CBF83
3,27000.0,7,3C2BA4F2
3,27000.0,8,3C2A2D99
3,27000.0,9,3C284577
3,27000.0,10,3C2397E8
3,27000.0,11,3C1E5316
3,27000.0,12,3C19A0EC
3,27000.0,13,3C15D5CE
3,27000.0,14,3C12C8DF
3,27000.0,15,3C0FA265
3,27000.0,16,3C0CEF7E
3,27000.0,17,3C0B037C
3,27000.0,18,3C09CEFC
3,27000.0,19,3C092265
3,27000.0,20,3C05FEF4
3,27000.0,21,3C02056F
3,27000.0,22,3BFC15DB
3,27000.0,23,3BD02189
3,27000.0,24,3BC25666
3,27000.0,25,3BAE4D38
3,27000.0,26,3B95E515
3,27000.0,27,3B72DB4B
3,27000.0,28,3B32BC55
3,27000.0,29,3AD8C765
3,27000.0,30,3A01FDBA
3,27000.0,31,BA40A976
3,27000.0,32,3AEAB4F0
3,27000.0,33,3B954AE5
3,27000.0,34,3B8EC69E
3,27000.0,35,3B8834B2
3,27000.0,36,3B81948F
3,27000.0,37,3B75F137
3,27000.0,38,3B68CBAA
3,27000.0,39,3B5BDA2D
3,27000.0,40,3B4F320D
3,27000.0,41,3B42D7AE
3,27000.0,42,3B36E3BD
3,27000.0,43,3B2B87F4
3,27000.0,44,3B2FF618
3,27000.0,45,3B0078DA
3,27000.0,46,39834B90
3,27000.0,47,3A0FAB19
3,27000.0,48,B94C4D2E
3,27000.0,49,BAEE56E7
4,27000.0,1,80000000
4,27000.0,2,BC226D4F
4,27000.0,3,3C0DDF12
4,27000.0,4,3C459C5E
4,27000.0,5,3C427F80
4,27000.0,6,3C409212
4,27000.0,7,3C3EA6EB
4,27000.0,8,3C3C6BE8
4,27000.0,9,3C39AD55
4,27000.0,10,3C33F122
4,27000.0,11,3C2DD775
4,27000.0,12,3C287BC1
4,27000.0,13,3C244285
4,27000.0,14,3C20BDF0
4,27000.0,15,3C1D3A45
4,27000.0,16,3C1A5074
4,27000.0,17,3C1879C0
4,27000.0,18,3C174AD1
4,27000.0,19,3C15BFD7
4,27000.0,20,3C115490
4,27000.0,21,3C0CDB4C
4,27000.0,22,3C0882B6
4,27000.0,23,3BE00C38
4,27000.0,24,3BD052FF
4,27000.0,25,3BBACFC2
4,27000.0,26,3BA105E6
4,27000.0,27,3B834875
4,27000.0,28,3B43ECC3
4,27000.0,29,3AF6251B
4,27000.0,30,3A338A00
4,27000.0,31,BA17FCAB
4,27000.0,32,39EC7EF4
4,27000.0,33,3BA0FE49
4,27000.0,34,3B9A1EA0
4,27000.0,35,3B933B94
4,27000.0,36,3B8C480A
4,27000.0,37,3B855467
4,27000.0,38,3B7CE979
4,27000.0,39,3B6F3F4A
4,27000.0,40,3B61EEC2
4,27000.0,41,3B54EFA4
4,27000.0,42,3B484AEA
4,27000.0,43,3B3C3A8D
4,27000.0,44,3B30D639
4,27000.0,45,3B3EC3AC
4,27000.0,46,3AF2F5EB
4,27000.0,47,B90756FD
4,27000.0,48,BAAE9BB4
4,27000.0,49,BB425AA3
5,27000.0,1,00000000
5,27000.0,2,BC38DD4E
5,27000.0,3,3C5D03DA
5,27000.0,4,3B9FD694
5,27000.0,5,3C2D7A62
5,27000.0,6,3C2C27FE
5,27000.0,7,3C2AD45E
5,27000.0,8,3C29275A
5,27000.0,9,3C2703E0
5,27000.0,10,3C224747
5,27000.0,11,3C1D0C06
5,27000.0,12,3C186981
5,27000.0,13,3C14CE8D
5,27000.0,14,3C11B354
5,27000.0,15,3C0E9B52
5,27000.0,16,3C0BF80D
5,27000.0,17,3C0A46B6
5,27000.0,18,3C092854
5,27000.0,19,3C089179
5,27000.0,20,3C049CEF
5,27000.0,21,3C009AE5
5,27000.0,22,3BF97603
5,27000.0,23,3BCCB622
5,27000.0,24,3BBCACDD
5,27000.0,25,3BA72736
5,27000.0,26,3B8D4FAF
5,27000.0,27,3B5EE807
5,27000.0,28,3B1C026D
5,27000.0,29,3AA5DCD2
5,27000.0,30,388D5220
5,27000.0,31,BA9D8CBE
