case,dx,k,pmfu,pmfd,paph
11,15000.0,35,00000000,00000000,479F5670
11,15000.0,36,00000000,00000000,47A2B5F3
11,15000.0,37,3BD726B1,00000000,47A60021
11,15000.0,38,3C39799F,00000000,47A933EB
11,15000.0,39,3C33F071,00000000,47AC501F
11,15000.0,40,3C2E0BD6,00000000,47AF535C
11,15000.0,41,3C27F38F,00000000,47B23C0A
11,15000.0,42,3C21BE8A,00000000,47B50844
11,15000.0,43,3C1B814E,00000000,47B7B5C4
11,15000.0,44,3C15528D,00000000,47BA41BE
11,15000.0,45,3C0F4B59,00000000,47BCA8A3
11,15000.0,46,3C0987C2,00000000,47BEE5BD
11,15000.0,47,3C0987C2,00000000,47C0F26C
11,15000.0,48,3B9F1CF7,00000000,47C2C476
11,15000.0,49,3AF9AD09,00000000,47C4491D
12,15000.0,1,00000000,00000000,459C4000
12,15000.0,2,00000000,00000000,45EE9B40
12,15000.0,3,00000000,00000000,46202EB0
12,15000.0,4,00000000,00000000,4648C210
12,15000.0,5,00000000,00000000,467106C0
12,15000.0,6,00000000,00000000,468C7DC8
12,15000.0,7,00000000,00000000,46A04FA4
12,15000.0,8,00000000,00000000,46B3F860
12,15000.0,9,00000000,00000000,46C77754
12,15000.0,10,00000000,00000000,46DACBE0
12,15000.0,11,00000000,00000000,46EDF550
12,15000.0,12,00000000,00000000,47007974
12,15000.0,13,00000000,00000000,4709E1F6
12,15000.0,14,00000000,00000000,471333CA
12,15000.0,15,00000000,00000000,471C6E89
12,15000.0,16,00000000,00000000,472591C4
12,15000.0,17,00000000,00000000,472E9D0C
12,15000.0,18,00000000,00000000,47378FE4
12,15000.0,19,00000000,00000000,474069D0
12,15000.0,20,00000000,00000000,47492A4A
12,15000.0,21,00000000,00000000,4751D0C6
12,15000.0,22,00000000,00000000,475A5CB1
12,15000.0,23,00000000,00000000,4762CD6E
12,15000.0,24,00000000,00000000,476B2254
12,15000.0,25,00000000,00000000,47735AB4
12,15000.0,26,00000000,00000000,477B75D0
12,15000.0,27,00000000,00000000,4781B970
12,15000.0,28,00000000,00000000,4785A886
12,15000.0,29,00000000,00000000,478987B5
12,15000.0,30,00000000,00000000,478D5682
12,15000.0,31,00000000,00000000,47911463
12,15000.0,32,00000000,00000000,4794C0C7
12,15000.0,33,00000000,00000000,47985B0D
12,15000.0,34,00000000,00000000,479BE286
12,15000.0,35,00000000,00000000,479F5670
12,15000.0,36,00000000,00000000,47A2B5F3
12,15000.0,37,00000000,00000000,47A60021
12,15000.0,38,00000000,00000000,47A933EB
12,15000.0,39,00000000,00000000,47AC501F
12,15000.0,40,00000000,00000000,47AF535C
12,15000.0,41,00000000,00000000,47B23C0A
12,15000.0,42,00000000,00000000,47B50844
12,15000.0,43,00000000,00000000,47B7B5C4
12,15000.0,44,00000000,00000000,47BA41BE
12,15000.0,45,00000000,00000000,47BCA8A3
12,15000.0,46,00000000,00000000,47BEE5BD
12,15000.0,47,00000000,00000000,47C0F26C
12,15000.0,48,00000000,00000000,47C2C476
12,15000.0,49,00000000,00000000,47C4491D
13,15000.0,1,00000000,00000000,459C4000
13,15000.0,2,00000000,00000000,45EE9B40
13,15000.0,3,00000000,00000000,46202EB0
13,15000.0,4,00000000,00000000,4648C210
13,15000.0,5,00000000,00000000,467106C0
13,15000.0,6,00000000,00000000,468C7DC8
13,15000.0,7,00000000,00000000,46A04FA4
13,15000.0,8,00000000,00000000,46B3F860
13,15000.0,9,00000000,00000000,46C77754
13,15000.0,10,00000000,00000000,46DACBE0
13,15000.0,11,00000000,00000000,46EDF550
13,15000.0,12,00000000,00000000,47007974
13,15000.0,13,00000000,00000000,4709E1F6
13,15000.0,14,00000000,00000000,471333CA
13,15000.0,15,00000000,00000000,471C6E89
13,15000.0,16,00000000,00000000,472591C4
13,15000.0,17,00000000,00000000,472E9D0C
13,15000.0,18,00000000,00000000,47378FE4
13,15000.0,19,00000000,00000000,474069D0
13,15000.0,20,00000000,00000000,47492A4A
13,15000.0,21,00000000,00000000,4751D0C6
13,15000.0,22,00000000,00000000,475A5CB1
13,15000.0,23,00000000,00000000,4762CD6E
13,15000.0,24,00000000,00000000,476B2254
13,15000.0,25,00000000,00000000,47735AB4
13,15000.0,26,00000000,00000000,477B75D0
13,15000.0,27,00000000,00000000,4781B970
13,15000.0,28,00000000,00000000,4785A886
13,15000.0,29,00000000,00000000,478987B5
13,15000.0,30,00000000,00000000,478D5682
13,15000.0,31,00000000,00000000,47911463
13,15000.0,32,00000000,00000000,4794C0C7
13,15000.0,33,00000000,00000000,47985B0D
13,15000.0,34,00000000,00000000,479BE286
13,15000.0,35,00000000,00000000,479F5670
13,15000.0,36,00000000,00000000,47A2B5F3
13,15000.0,37,00000000,00000000,47A60021
13,15000.0,38,00000000,00000000,47A933EB
13,15000.0,39,00000000,00000000,47AC501F
13,15000.0,40,00000000,00000000,47AF535C
13,15000.0,41,00000000,00000000,47B23C0A
13,15000.0,42,00000000,00000000,47B50844
13,15000.0,43,00000000,00000000,47B7B5C4
13,15000.0,44,00000000,00000000,47BA41BE
13,15000.0,45,00000000,00000000,47BCA8A3
13,15000.0,46,00000000,00000000,47BEE5BD
13,15000.0,47,00000000,00000000,47C0F26C
13,15000.0,48,00000000,00000000,47C2C476
13,15000.0,49,00000000,00000000,47C4491D
14,15000.0,1,00000000,00000000,459C4000
14,15000.0,2,00000000,00000000,45EE9B40
14,15000.0,3,00000000,00000000,46202EB0
14,15000.0,4,00000000,00000000,4648C210
14,15000.0,5,00000000,00000000,467106C0
14,15000.0,6,00000000,00000000,468C7DC8
14,15000.0,7,00000000,00000000,46A04FA4
14,15000.0,8,00000000,00000000,46B3F860
14,15000.0,9,00000000,00000000,46C77754
14,15000.0,10,00000000,00000000,46DACBE0
14,15000.0,11,00000000,00000000,46EDF550
14,15000.0,12,00000000,00000000,47007974
14,15000.0,13,00000000,00000000,4709E1F6
14,15000.0,14,00000000,00000000,471333CA
14,15000.0,15,00000000,00000000,471C6E89
14,15000.0,16,00000000,00000000,472591C4
14,15000.0,17,00000000,00000000,472E9D0C
14,15000.0,18,00000000,00000000,47378FE4
14,15000.0,19,00000000,00000000,474069D0
14,15000.0,20,00000000,00000000,47492A4A
14,15000.0,21,00000000,00000000,4751D0C6
14,15000.0,22,00000000,00000000,475A5CB1
14,15000.0,23,00000000,00000000,4762CD6E
14,15000.0,24,00000000,00000000,476B2254
14,15000.0,25,00000000,00000000,47735AB4
14,15000.0,26,00000000,00000000,477B75D0
14,15000.0,27,00000000,00000000,4781B970
14,15000.0,28,00000000,00000000,4785A886
14,15000.0,29,00000000,00000000,478987B5
14,15000.0,30,00000000,00000000,478D5682
14,15000.0,31,00000000,00000000,47911463
14,15000.0,32,00000000,00000000,4794C0C7
14,15000.0,33,00000000,00000000,47985B0D
14,15000.0,34,00000000,00000000,479BE286
14,15000.0,35,00000000,00000000,479F5670
14,15000.0,36,00000000,00000000,47A2B5F3
14,15000.0,37,00000000,00000000,47A60021
14,15000.0,38,00000000,00000000,47A933EB
14,15000.0,39,00000000,00000000,47AC501F
14,15000.0,40,00000000,00000000,47AF535C
14,15000.0,41,00000000,00000000,47B23C0A
14,15000.0,42,00000000,00000000,47B50844
14,15000.0,43,00000000,00000000,47B7B5C4
14,15000.0,44,00000000,00000000,47BA41BE
14,15000.0,45,00000000,00000000,47BCA8A3
14,15000.0,46,00000000,00000000,47BEE5BD
14,15000.0,47,00000000,00000000,47C0F26C
14,15000.0,48,00000000,00000000,47C2C476
14,15000.0,49,00000000,00000000,47C4491D
15,15000.0,1,00000000,00000000,459C4000
15,15000.0,2,00000000,00000000,45EE9B40
15,15000.0,3,00000000,00000000,46202EB0
15,15000.0,4,00000000,00000000,4648C210
15,15000.0,5,00000000,00000000,467106C0
15,15000.0,6,00000000,00000000,468C7DC8
15,15000.0,7,00000000,00000000,46A04FA4
15,15000.0,8,00000000,00000000,46B3F860
15,15000.0,9,00000000,00000000,46C77754
15,15000.0,10,00000000,00000000,46DACBE0
15,15000.0,11,00000000,00000000,46EDF550
15,15000.0,12,00000000,00000000,47007974
15,15000.0,13,00000000,00000000,4709E1F6
15,15000.0,14,00000000,00000000,471333CA
15,15000.0,15,00000000,00000000,471C6E89
15,15000.0,16,00000000,00000000,472591C4
15,15000.0,17,00000000,00000000,472E9D0C
15,15000.0,18,00000000,00000000,47378FE4
15,15000.0,19,00000000,00000000,474069D0
15,15000.0,20,00000000,00000000,47492A4A
15,15000.0,21,00000000,00000000,4751D0C6
15,15000.0,22,00000000,00000000,475A5CB1
15,15000.0,23,00000000,00000000,4762CD6E
15,15000.0,24,00000000,00000000,476B2254
15,15000.0,25,00000000,00000000,47735AB4
15,15000.0,26,00000000,00000000,477B75D0
15,15000.0,27,00000000,00000000,4781B970
15,15000.0,28,00000000,00000000,4785A886
15,15000.0,29,00000000,00000000,478987B5
15,15000.0,30,00000000,00000000,478D5682
15,15000.0,31,00000000,00000000,47911463
15,15000.0,32,00000000,00000000,4794C0C7
15,15000.0,33,00000000,00000000,47985B0D
15,15000.0,34,00000000,00000000,479BE286
15,15000.0,35,00000000,00000000,479F5670
15,15000.0,36,00000000,00000000,47A2B5F3
15,15000.0,37,00000000,00000000,47A60021
15,15000.0,38,00000000,00000000,47A933EB
15,15000.0,39,00000000,00000000,47AC501F
15,15000.0,40,00000000,00000000,47AF535C
15,15000.0,41,00000000,00000000,47B23C0A
15,15000.0,42,00000000,00000000,47B50844
15,15000.0,43,00000000,00000000,47B7B5C4
15,15000.0,44,00000000,00000000,47BA41BE
15,15000.0,45,00000000,00000000,47BCA8A3
15,15000.0,46,00000000,00000000,47BEE5BD
15,15000.0,47,00000000,00000000,47C0F26C
15,15000.0,48,00000000,00000000,47C2C476
15,15000.0,49,00000000,00000000,47C4491D
16,15000.0,1,00000000,00000000,459C4000
16,15000.0,2,00000000,00000000,45EE9B40
16,15000.0,3,00000000,00000000,46202EB0
16,15000.0,4,00000000,00000000,4648C210
16,15000.0,5,00000000,00000000,467106C0
16,15000.0,6,00000000,00000000,468C7DC8
16,15000.0,7,00000000,00000000,46A04FA4
16,15000.0,8,00000000,00000000,46B3F860
16,15000.0,9,00000000,00000000,46C77754
16,15000.0,10,00000000,00000000,46DACBE0
16,15000.0,11,00000000,00000000,46EDF550
16,15000.0,12,00000000,00000000,47007974
16,15000.0,13,00000000,00000000,4709E1F6
16,15000.0,14,00000000,00000000,471333CA
16,15000.0,15,00000000,00000000,471C6E89
16,15000.0,16,00000000,00000000,472591C4
16,15000.0,17,00000000,00000000,472E9D0C
16,15000.0,18,00000000,00000000,47378FE4
16,15000.0,19,00000000,00000000,474069D0
16,15000.0,20,00000000,00000000,47492A4A
16,15000.0,21,00000000,00000000,4751D0C6
16,15000.0,22,00000000,00000000,475A5CB1
16,15000.0,23,00000000,00000000,4762CD6E
16,15000.0,24,00000000,00000000,476B2254
16,15000.0,25,00000000,00000000,47735AB4
16,15000.0,26,00000000,00000000,477B75D0
16,15000.0,27,00000000,00000000,4781B970
16,15000.0,28,00000000,00000000,4785A886
16,15000.0,29,00000000,00000000,478987B5
16,15000.0,30,00000000,00000000,478D5682
16,15000.0,31,00000000,00000000,47911463
16,15000.0,32,00000000,00000000,4794C0C7
16,15000.0,33,00000000,00000000,47985B0D
16,15000.0,34,00000000,00000000,479BE286
16,15000.0,35,00000000,00000000,479F5670
16,15000.0,36,00000000,00000000,47A2B5F3
16,15000.0,37,00000000,00000000,47A60021
16,15000.0,38,00000000,00000000,47A933EB
16,15000.0,39,00000000,00000000,47AC501F
16,15000.0,40,00000000,00000000,47AF535C
16,15000.0,41,00000000,00000000,47B23C0A
16,15000.0,42,00000000,00000000,47B50844
16,15000.0,43,00000000,00000000,47B7B5C4
16,15000.0,44,00000000,00000000,47BA41BE
16,15000.0,45,00000000,00000000,47BCA8A3
16,15000.0,46,00000000,00000000,47BEE5BD
16,15000.0,47,00000000,00000000,47C0F26C
16,15000.0,48,00000000,00000000,47C2C476
16,15000.0,49,00000000,00000000,47C4491D
17,15000.0,1,00000000,00000000,459C4000
17,15000.0,2,00000000,00000000,45EE9B40
17,15000.0,3,00000000,00000000,46202EB0
17,15000.0,4,00000000,00000000,4648C210
17,15000.0,5,00000000,00000000,467106C0
17,15000.0,6,00000000,00000000,468C7DC8
17,15000.0,7,00000000,00000000,46A04FA4
17,15000.0,8,00000000,00000000,46B3F860
17,15000.0,9,00000000,00000000,46C77754
17,15000.0,10,00000000,00000000,46DACBE0
17,15000.0,11,00000000,00000000,46EDF550
17,15000.0,12,00000000,00000000,47007974
17,15000.0,13,00000000,00000000,4709E1F6
17,15000.0,14,00000000,00000000,471333CA
17,15000.0,15,00000000,00000000,471C6E89
17,15000.0,16,00000000,00000000,472591C4
17,15000.0,17,00000000,00000000,472E9D0C
17,15000.0,18,00000000,00000000,47378FE4
17,15000.0,19,00000000,00000000,474069D0
17,15000.0,20,00000000,00000000,47492A4A
17,15000.0,21,00000000,00000000,4751D0C6
17,15000.0,22,00000000,00000000,475A5CB1
17,15000.0,23,00000000,00000000,4762CD6E
17,15000.0,24,00000000,00000000,476B2254
17,15000.0,25,00000000,00000000,47735AB4
17,15000.0,26,00000000,00000000,477B75D0
17,15000.0,27,00000000,00000000,4781B970
17,15000.0,28,00000000,00000000,4785A886
17,15000.0,29,00000000,00000000,478987B5
17,15000.0,30,00000000,00000000,478D5682
17,15000.0,31,00000000,00000000,47911463
17,15000.0,32,00000000,00000000,4794C0C7
17,15000.0,33,00000000,00000000,47985B0D
17,15000.0,34,00000000,00000000,479BE286
17,15000.0,35,00000000,00000000,479F5670
17,15000.0,36,00000000,00000000,47A2B5F3
17,15000.0,37,00000000,00000000,47A60021
17,15000.0,38,00000000,00000000,47A933EB
17,15000.0,39,00000000,00000000,47AC501F
17,15000.0,40,00000000,00000000,47AF535C
17,15000.0,41,3C9636B1,00000000,47B23C0A
17,15000.0,42,3C5A96A9,00000000,47B50844
17,15000.0,43,3C186C30,00000000,47B7B5C4
17,15000.0,44,3BC90F11,00000000,47BA41BE
17,15000.0,45,3B75CA33,00000000,47BCA8A3
17,15000.0,46,3B068E9A,00000000,47BEE5BD
17,15000.0,47,3A778819,00000000,47C0F26C
17,15000.0,48,39A5A8CB,00000000,47C2C476
17,15000.0,49,384BF39C,00000000,47C4491D
18,15000.0,1,00000000,00000000,459C4000
18,15000.0,2,00000000,00000000,45EE9B40
18,15000.0,3,00000000,00000000,46202EB0
18,15000.0,4,00000000,00000000,4648C210
18,15000.0,5,00000000,00000000,467106C0
18,15000.0,6,00000000,00000000,468C7DC8
18,15000.0,7,00000000,00000000,46A04FA4
18,15000.0,8,00000000,00000000,46B3F860
18,15000.0,9,00000000,00000000,46C77754
18,15000.0,10,00000000,00000000,46DACBE0
18,15000.0,11,00000000,00000000,46EDF550
18,15000.0,12,00000000,00000000,47007974
18,15000.0,13,00000000,00000000,4709E1F6
18,15000.0,14,00000000,00000000,471333CA
18,15000.0,15,00000000,00000000,471C6E89
18,15000.0,16,00000000,00000000,472591C4
18,15000.0,17,00000000,00000000,472E9D0C
18,15000.0,18,00000000,00000000,47378FE4
18,15000.0,19,00000000,00000000,474069D0
18,15000.0,20,00000000,00000000,47492A4A
18,15000.0,21,00000000,00000000,4751D0C6
18,15000.0,22,00000000,00000000,475A5CB1
18,15000.0,23,00000000,00000000,4762CD6E
18,15000.0,24,00000000,00000000,476B2254
18,15000.0,25,00000000,00000000,47735AB4
18,15000.0,26,00000000,00000000,477B75D0
18,15000.0,27,00000000,00000000,4781B970
18,15000.0,28,00000000,00000000,4785A886
18,15000.0,29,00000000,00000000,478987B5
18,15000.0,30,00000000,00000000,478D5682
18,15000.0,31,00000000,00000000,47911463
18,15000.0,32,00000000,00000000,4794C0C7
18,15000.0,33,00000000,00000000,47985B0D
18,15000.0,34,00000000,00000000,479BE286
18,15000.0,35,3D007A5E,00000000,479F5670
18,15000.0,36,3CD548B6,00000000,47A2B5F3
18,15000.0,37,3CAE9B2F,00000000,47A60021
18,15000.0,38,3C8CAB90,00000000,47A933EB
18,15000.0,39,3C5E6F52,00000000,47AC501F
18,15000.0,40,3C2BF74F,00000000,47AF535C
18,15000.0,41,3C016390,00000000,47B23C0A
18,15000.0,42,3BBC48E2,00000000,47B50844
18,15000.0,43,3B834AA9,00000000,47B7B5C4
18,15000.0,44,3B2D2F6E,00000000,47BA41BE
18,15000.0,45,3AD3B70C,00000000,47BCA8A3
18,15000.0,46,3A67CE42,00000000,47BEE5BD
18,15000.0,47,39D5371C,00000000,47C0F26C
18,15000.0,48,390EB17C,00000000,47C2C476
18,15000.0,49,37AFAD4C,00000000,47C4491D
1,27000.0,1,00000000,00000000,459C4000
1,27000.0,2,00000000,00000000,45EE9B40
1,27000.0,3,3EB11CB0,00000000,46202EB0
1,27000.0,4,3EE54E67,00000000,4648C210
1,27000.0,5,3EF72449,00000000,467106C0
1,27000.0,6,3EFB74E2,00000000,468C7DC8
1,27000.0,7,3EFB74E4,00000000,46A04FA4
1,27000.0,8,3EFB74EB,00000000,46B3F860
1,27000.0,9,3EFB7501,00000000,46C77754
1,27000.0,10,3EFB7542,00000000,46DACBE0
1,27000.0,11,3EFB75AA,00000000,46EDF550
1,27000.0,12,3EFB7624,00000000,47007974
1,27000.0,13,3EFB7688,00000000,4709E1F6
1,27000.0,14,3EFB7677,00000000,471333CA
1,27000.0,15,3EFB754A,00000000,471C6E89
1,27000.0,16,3EFB7200,00000000,472591C4
1,27000.0,17,3EFB6B0C,00000000,472E9D0C
1,27000.0,18,3EFB5E14,00000000,47378FE4
1,27000.0,19,3EFB47BE,00000000,474069D0
1,27000.0,20,3EFB236D,00000000,47492A4A
1,27000.0,21,3EFAEB1F,00000000,4751D0C6
1,27000.0,22,3EFA976B,00000000,475A5CB1
1,27000.0,23,3EFA1FDD,00000000,4762CD6E
1,27000.0,24,3EF97A8A,00000000,476B2254
1,27000.0,25,3EF89C32,00000000,47735AB4
1,27000.0,26,3EF77F6D,00000000,477B75D0
1,27000.0,27,3EF61E00,00000000,4781B970
1,27000.0,28,3EF46E58,00000000,4785A886
1,27000.0,29,3EF2670A,00000000,478987B5
1,27000.0,30,3EEFFF3B,00000000,478D5682
1,27000.0,31,3EED2F04,00000000,47911463
1,27000.0,32,3EE9EFD3,00000000,4794C0C7
1,27000.0,33,3EE63CE1,00000000,47985B0D
1,27000.0,34,3EE2139D,00000000,479BE286
1,27000.0,35,3EDD73FF,00000000,479F5670
1,27000.0,36,3ED860DC,00000000,47A2B5F3
1,27000.0,37,3ED2E018,00000000,47A60021
1,27000.0,38,3ECCFACB,00000000,47A933EB
1,27000.0,39,3EC6BD3E,00000000,47AC501F
1,27000.0,40,3EC036DD,00000000,47AF535C
1,27000.0,41,3EB97BB6,00000000,47B23C0A
1,27000.0,42,3EB2A0D2,00000000,47B50844
1,27000.0,43,3EABBCDB,BDB64391,47B7B5C4
1,27000.0,44,3EA4E8E2,BDB64391,47BA41BE
1,27000.0,45,3E9E4098,BD8E7F44,47BCA8A3
1,27000.0,46,3E97E2F8,BD52DDCA,47BEE5BD
1,27000.0,47,3E97E2F8,BD0F0048,47C0F26C
1,27000.0,48,3E2FB8EF,BCA57143,47C2C476
1,27000.0,49,3D89DE8D,BC01CDC2,47C4491D
2,27000.0,1,00000000,00000000,459C4000
2,27000.0,2,00000000,00000000,45EE9B40
2,27000.0,3,3EFBDA41,00000000,46202EB0
2,27000.0,4,3F0BF7C0,00000000,4648C210
2,27000.0,5,3F1965A8,00000000,467106C0
2,27000.0,6,3F2666CD,00000000,468C7DC8
2,27000.0,7,3F3316B6,00000000,46A04FA4
2,27000.0,8,3F3F86A3,00000000,46B3F860
2,27000.0,9,3F4BC1EA,00000000,46C77754
2,27000.0,10,3F57D031,00000000,46DACBE0
2,27000.0,11,3F631C7D,00000000,46EDF550
2,27000.0,12,3F6D94AA,00000000,47007974
2,27000.0,13,3F77536F,00000000,4709E1F6
2,27000.0,14,3F8036B2,00000000,471333CA
2,27000.0,15,3F847BB5,00000000,471C6E89
2,27000.0,16,3F8880B1,00000000,472591C4
2,27000.0,17,3F8C48B1,00000000,472E9D0C
2,27000.0,18,3F8FD295,00000000,47378FE4
2,27000.0,19,3F931A03,00000000,474069D0
2,27000.0,20,3F961856,00000000,47492A4A
2,27000.0,21,3F98C5E5,00000000,4751D0C6
2,27000.0,22,3F9B1B7F,00000000,475A5CB1
2,27000.0,23,3F9D13CA,00000000,4762CD6E
2,27000.0,24,3F9EA954,00000000,476B2254
2,27000.0,25,3F9FD8AC,00000000,47735AB4
2,27000.0,26,3FA09E99,00000000,477B75D0
2,27000.0,27,3FA0F383,00000000,4781B970
2,27000.0,28,3FA0CFA2,00000000,4785A886
2,27000.0,29,3FA02C2C,00000000,478987B5
2,27000.0,30,3F9F03C4,00000000,478D5682
2,27000.0,31,3F9D52E8,00000000,47911463
2,27000.0,32,3F9B1853,00000000,4794C0C7
2,27000.0,33,3F98554C,00000000,47985B0D
2,27000.0,34,3F950DE9,00000000,479BE286
2,27000.0,35,3F91492D,00000000,479F5670
2,27000.0,36,3F8D1102,00000000,47A2B5F3
2,27000.0,37,3F88721F,00000000,47A60021
2,27000.0,38,3F837BCC,00000000,47A933EB
2,27000.0,39,3F7C7F02,00000000,47AC501F
2,27000.0,40,3F71A0F2,00000000,47AF535C
2,27000.0,41,3F666BB9,00000000,47B23C0A
2,27000.0,42,3F5AFFF2,00000000,47B50844
2,27000.0,43,3F4F8DEC,00000000,47B7B5C4
2,27000.0,44,3F4447B7,00000000,47BA41BE
2,27000.0,45,3F3960D6,BDE0D01E,47BCA8A3
2,27000.0,46,3F3A54B6,BDE0D01E,47BEE5BD
2,27000.0,47,3EFCB96B,BDE0D01E,47C0F26C
2,27000.0,48,3E92313E,BDE0D01E,47C2C476
2,27000.0,49,3DE566A5,BDE0D01E,47C4491D
3,27000.0,1,00000000,00000000,459C4000
3,27000.0,2,00000000,00000000,45EE9B40
3,27000.0,3,3EFC727B,00000000,46202EB0
3,27000.0,4,3F0C4C51,00000000,4648C210
3,27000.0,5,3F19C24C,00000000,467106C0
3,27000.0,6,3F26CB44,00000000,468C7DC8
3,27000.0,7,3F3382CE,00000000,46A04FA4
3,27000.0,8,3F3FFA35,00000000,46B3F860
3,27000.0,9,3F4C3CD6,00000000,46C77754
3,27000.0,10,3F58525D,00000000,46DACBE0
3,27000.0,11,3F63A2B6,00000000,46EDF550
3,27000.0,12,3F6E1B48,00000000,47007974
3,27000.0,13,3F77D760,00000000,4709E1F6
3,27000.0,14,3F80760D,00000000,471333CA
3,27000.0,15,3F84B768,00000000,471C6E89
3,27000.0,16,3F88B7F3,00000000,472591C4
3,27000.0,17,3F8C7AEE,00000000,472E9D0C
3,27000.0,18,3F8FFF71,00000000,47378FE4
3,27000.0,19,3F934156,00000000,474069D0
3,27000.0,20,3F963A32,00000000,47492A4A
3,27000.0,21,3F98E29D,00000000,4751D0C6
3,27000.0,22,3F9B33AB,00000000,475A5CB1
3,27000.0,23,3F9D2848,00000000,4762CD6E
3,27000.0,24,3F9EBB5E,00000000,476B2254
3,27000.0,25,3F9FE9E5,00000000,47735AB4
3,27000.0,26,3FA0B103,00000000,477B75D0
3,27000.0,27,3FA1090C,00000000,4781B970
3,27000.0,28,3FA0EA04,00000000,4785A886
3,27000.0,29,3FA04CD9,00000000,478987B5
3,27000.0,30,3F9F2BD9,00000000,478D5682
3,27000.0,31,3F9D831F,00000000,47911463
3,27000.0,32,3F9B50F3,00000000,4794C0C7
3,27000.0,33,3F98962A,00000000,47985B0D
3,27000.0,34,3F955660,00000000,479BE286
3,27000.0,35,3F919826,00000000,479F5670
3,27000.0,36,3F8D6503,00000000,47A2B5F3
3,27000.0,37,3F88C95D,00000000,47A60021
3,27000.0,38,3F83D43C,00000000,47A933EB
3,27000.0,39,3F7D2DF3,00000000,47AC501F
3,27000.0,40,3F72499C,00000000,47AF535C
3,27000.0,41,3F670C91,00000000,47B23C0A
3,27000.0,42,3F5B98D1,00000000,47B50844
3,27000.0,43,3F501ECE,00000000,47B7B5C4
3,27000.0,44,3F44D0BA,00000000,47BA41BE
3,27000.0,45,3F39E23D,BDE16D09,47BCA8A3
3,27000.0,46,3F3AD6C7,BDE16D09,47BEE5BD
3,27000.0,47,3EFD69D4,BDE16D09,47C0F26C
3,27000.0,48,3E92974A,BDE16D09,47C2C476
3,27000.0,49,3DE606C6,BDE16D09,47C4491D
4,27000.0,1,00000000,00000000,459C4000
4,27000.0,2,00000000,00000000,45EE9B40
4,27000.0,3,3F08B1C0,00000000,46202EB0
4,27000.0,4,3F17F895,00000000,4648C210
4,27000.0,5,3F269592,00000000,467106C0
4,27000.0,6,3F34BCB5,00000000,468C7DC8
4,27000.0,7,3F428BD2,00000000,46A04FA4
4,27000.0,8,3F50159F,00000000,46B3F860
4,27000.0,9,3F5D6663,00000000,46C77754
4,27000.0,10,3F6A8673,00000000,46DACBE0
4,27000.0,11,3F76D23D,00000000,46EDF550
4,27000.0,12,3F811868,00000000,47007974
4,27000.0,13,3F86602B,00000000,4709E1F6
4,27000.0,14,3F8B4C2E,00000000,471333CA
4,27000.0,15,3F8FE8AF,00000000,471C6E89
4,27000.0,16,3F943EB4,00000000,472591C4
4,27000.0,17,3F985204,00000000,472E9D0C
4,27000.0,18,3F9C2204,00000000,47378FE4
4,27000.0,19,3F9FAAB8,00000000,474069D0
4,27000.0,20,3FA2E5DB,00000000,47492A4A
4,27000.0,21,3FA5CC31,00000000,4751D0C6
4,27000.0,22,3FA85717,00000000,475A5CB1
4,27000.0,23,3FAA81A0,00000000,4762CD6E
4,27000.0,24,3FAC46D8,00000000,476B2254
4,27000.0,25,3FADA455,00000000,47735AB4
4,27000.0,26,3FAE9835,00000000,477B75D0
4,27000.0,27,3FAF1B62,00000000,4781B970
4,27000.0,28,3FAF25D6,00000000,4785A886
4,27000.0,29,3FAEB064,00000000,478987B5
4,27000.0,30,3FADB51D,00000000,478D5682
4,27000.0,31,3FAC2FC3,00000000,47911463
4,27000.0,32,3FAA1E27,00000000,4794C0C7
4,27000.0,33,3FA78087,00000000,47985B0D
4,27000.0,34,3FA459CC,00000000,479BE286
4,27000.0,35,3FA0AFBF,00000000,479F5670
4,27000.0,36,3F9C8B15,00000000,47A2B5F3
4,27000.0,37,3F97F760,00000000,47A60021
4,27000.0,38,3F9302E6,00000000,47A933EB
4,27000.0,39,3F8DBE5A,00000000,47AC501F
4,27000.0,40,3F883C84,00000000,47AF535C
4,27000.0,41,3F828538,00000000,47B23C0A
4,27000.0,42,3F7951C5,00000000,47B50844
4,27000.0,43,3F6D8031,00000000,47B7B5C4
4,27000.0,44,3F61C99A,00000000,47BA41BE
4,27000.0,45,3F566481,00000000,47BCA8A3
4,27000.0,46,3F4B8A9E,BE35E4E2,47BEE5BD
4,27000.0,47,3F4C7A16,BE35E4E2,47C0F26C
4,27000.0,48,3EEC90D6,BE35E4E2,47C2C476
4,27000.0,49,3E399B30,BE35E4E2,47C4491D
5,27000.0,1,00000000,00000000,459C4000
5,27000.0,2,00000000,00000000,45EE9B40
5,27000.0,3,3EF89BAC,00000000,46202EB0
5,27000.0,4,3F0A37CE,00000000,4648C210
5,27000.0,5,3F178781,00000000,467106C0
5,27000.0,6,3F246C29,00000000,468C7DC8
5,27000.0,7,3F3100E1,00000000,46A04FA4
5,27000.0,8,3F3D56A5,00000000,46B3F860
5,27000.0,9,3F49789C,00000000,46C77754
5,27000.0,10,3F556E4F,00000000,46DACBE0
5,27000.0,11,3F60AA60,00000000,46EDF550
5,27000.0,12,3F6B14AC,00000000,47007974
5,27000.0,13,3F74C774,00000000,4709E1F6
5,27000.0,14,3F7DD720,00000000,471333CA
5,27000.0,15,3F832C8A,00000000,471C6E89
