case,dx,k,pmfu,pmfd,paph
12,1500.0,12,00000000,00000000,47007974
12,1500.0,13,00000000,00000000,4709E1F6
12,1500.0,14,00000000,00000000,471333CA
12,1500.0,15,00000000,00000000,471C6E89
12,1500.0,16,00000000,00000000,472591C4
12,1500.0,17,00000000,00000000,472E9D0C
12,1500.0,18,00000000,00000000,47378FE4
12,1500.0,19,00000000,00000000,474069D0
12,1500.0,20,00000000,00000000,47492A4A
12,1500.0,21,00000000,00000000,4751D0C6
12,1500.0,22,00000000,00000000,475A5CB1
12,1500.0,23,00000000,00000000,4762CD6E
12,1500.0,24,00000000,00000000,476B2254
12,1500.0,25,00000000,00000000,47735AB4
12,1500.0,26,00000000,00000000,477B75D0
12,1500.0,27,00000000,00000000,4781B970
12,1500.0,28,00000000,00000000,4785A886
12,1500.0,29,00000000,00000000,478987B5
12,1500.0,30,00000000,00000000,478D5682
12,1500.0,31,00000000,00000000,47911463
12,1500.0,32,00000000,00000000,4794C0C7
12,1500.0,33,00000000,00000000,47985B0D
12,1500.0,34,00000000,00000000,479BE286
12,1500.0,35,00000000,00000000,479F5670
12,1500.0,36,00000000,00000000,47A2B5F3
12,1500.0,37,00000000,00000000,47A60021
12,1500.0,38,00000000,00000000,47A933EB
12,1500.0,39,00000000,00000000,47AC501F
12,1500.0,40,00000000,00000000,47AF535C
12,1500.0,41,00000000,00000000,47B23C0A
12,1500.0,42,00000000,00000000,47B50844
12,1500.0,43,00000000,00000000,47B7B5C4
12,1500.0,44,00000000,00000000,47BA41BE
12,1500.0,45,00000000,00000000,47BCA8A3
12,1500.0,46,00000000,00000000,47BEE5BD
12,1500.0,47,00000000,00000000,47C0F26C
12,1500.0,48,00000000,00000000,47C2C476
12,1500.0,49,00000000,00000000,47C4491D
13,1500.0,1,00000000,00000000,459C4000
13,1500.0,2,00000000,00000000,45EE9B40
13,1500.0,3,00000000,00000000,46202EB0
13,1500.0,4,00000000,00000000,4648C210
13,1500.0,5,00000000,00000000,467106C0
13,1500.0,6,00000000,00000000,468C7DC8
13,1500.0,7,00000000,00000000,46A04FA4
13,1500.0,8,00000000,00000000,46B3F860
13,1500.0,9,00000000,00000000,46C77754
13,1500.0,10,00000000,00000000,46DACBE0
13,1500.0,11,00000000,00000000,46EDF550
13,1500.0,12,00000000,00000000,47007974
13,1500.0,13,00000000,00000000,4709E1F6
13,1500.0,14,00000000,00000000,471333CA
13,1500.0,15,00000000,00000000,471C6E89
13,1500.0,16,00000000,00000000,472591C4
13,1500.0,17,00000000,00000000,472E9D0C
13,1500.0,18,00000000,00000000,47378FE4
13,1500.0,19,00000000,00000000,474069D0
13,1500.0,20,00000000,00000000,47492A4A
13,1500.0,21,00000000,00000000,4751D0C6
13,1500.0,22,00000000,00000000,475A5CB1
13,1500.0,23,00000000,00000000,4762CD6E
13,1500.0,24,00000000,00000000,476B2254
13,1500.0,25,00000000,00000000,47735AB4
13,1500.0,26,00000000,00000000,477B75D0
13,1500.0,27,00000000,00000000,4781B970
13,1500.0,28,00000000,00000000,4785A886
13,1500.0,29,00000000,00000000,478987B5
13,1500.0,30,00000000,00000000,478D5682
13,1500.0,31,00000000,00000000,47911463
13,1500.0,32,00000000,00000000,4794C0C7
13,1500.0,33,00000000,00000000,47985B0D
13,1500.0,34,00000000,00000000,479BE286
13,1500.0,35,00000000,00000000,479F5670
13,1500.0,36,00000000,00000000,47A2B5F3
13,1500.0,37,00000000,00000000,47A60021
13,1500.0,38,00000000,00000000,47A933EB
13,1500.0,39,00000000,00000000,47AC501F
13,1500.0,40,00000000,00000000,47AF535C
13,1500.0,41,00000000,00000000,47B23C0A
13,1500.0,42,00000000,00000000,47B50844
13,1500.0,43,00000000,00000000,47B7B5C4
13,1500.0,44,00000000,00000000,47BA41BE
13,1500.0,45,00000000,00000000,47BCA8A3
13,1500.0,46,00000000,00000000,47BEE5BD
13,1500.0,47,00000000,00000000,47C0F26C
13,1500.0,48,00000000,00000000,47C2C476
13,1500.0,49,00000000,00000000,47C4491D
14,1500.0,1,00000000,00000000,459C4000
14,1500.0,2,00000000,00000000,45EE9B40
14,1500.0,3,00000000,00000000,46202EB0
14,1500.0,4,00000000,00000000,4648C210
14,1500.0,5,00000000,00000000,467106C0
14,1500.0,6,00000000,00000000,468C7DC8
14,1500.0,7,00000000,00000000,46A04FA4
14,1500.0,8,00000000,00000000,46B3F860
14,1500.0,9,00000000,00000000,46C77754
14,1500.0,10,00000000,00000000,46DACBE0
14,1500.0,11,00000000,00000000,46EDF550
14,1500.0,12,00000000,00000000,47007974
14,1500.0,13,00000000,00000000,4709E1F6
14,1500.0,14,00000000,00000000,471333CA
14,1500.0,15,00000000,00000000,471C6E89
14,1500.0,16,00000000,00000000,472591C4
14,1500.0,17,00000000,00000000,472E9D0C
14,1500.0,18,00000000,00000000,47378FE4
14,1500.0,19,00000000,00000000,474069D0
14,1500.0,20,00000000,00000000,47492A4A
14,1500.0,21,00000000,00000000,4751D0C6
14,1500.0,22,00000000,00000000,475A5CB1
14,1500.0,23,00000000,00000000,4762CD6E
14,1500.0,24,00000000,00000000,476B2254
14,1500.0,25,00000000,00000000,47735AB4
14,1500.0,26,00000000,00000000,477B75D0
14,1500.0,27,00000000,00000000,4781B970
14,1500.0,28,00000000,00000000,4785A886
14,1500.0,29,00000000,00000000,478987B5
14,1500.0,30,00000000,00000000,478D5682
14,1500.0,31,00000000,00000000,47911463
14,1500.0,32,00000000,00000000,4794C0C7
14,1500.0,33,00000000,00000000,47985B0D
14,1500.0,34,00000000,00000000,479BE286
14,1500.0,35,00000000,00000000,479F5670
14,1500.0,36,00000000,00000000,47A2B5F3
14,1500.0,37,00000000,00000000,47A60021
14,1500.0,38,00000000,00000000,47A933EB
14,1500.0,39,00000000,00000000,47AC501F
14,1500.0,40,00000000,00000000,47AF535C
14,1500.0,41,00000000,00000000,47B23C0A
14,1500.0,42,00000000,00000000,47B50844
14,1500.0,43,00000000,00000000,47B7B5C4
14,1500.0,44,00000000,00000000,47BA41BE
14,1500.0,45,00000000,00000000,47BCA8A3
14,1500.0,46,00000000,00000000,47BEE5BD
14,1500.0,47,00000000,00000000,47C0F26C
14,1500.0,48,00000000,00000000,47C2C476
14,1500.0,49,00000000,00000000,47C4491D
15,1500.0,1,00000000,00000000,459C4000
15,1500.0,2,00000000,00000000,45EE9B40
15,1500.0,3,00000000,00000000,46202EB0
15,1500.0,4,00000000,00000000,4648C210
15,1500.0,5,00000000,00000000,467106C0
15,1500.0,6,00000000,00000000,468C7DC8
15,1500.0,7,00000000,00000000,46A04FA4
15,1500.0,8,00000000,00000000,46B3F860
15,1500.0,9,00000000,00000000,46C77754
15,1500.0,10,00000000,00000000,46DACBE0
15,1500.0,11,00000000,00000000,46EDF550
15,1500.0,12,00000000,00000000,47007974
15,1500.0,13,00000000,00000000,4709E1F6
15,1500.0,14,00000000,00000000,471333CA
15,1500.0,15,00000000,00000000,471C6E89
15,1500.0,16,00000000,00000000,472591C4
15,1500.0,17,00000000,00000000,472E9D0C
15,1500.0,18,00000000,00000000,47378FE4
15,1500.0,19,00000000,00000000,474069D0
15,1500.0,20,00000000,00000000,47492A4A
15,1500.0,21,00000000,00000000,4751D0C6
15,1500.0,22,00000000,00000000,475A5CB1
15,1500.0,23,00000000,00000000,4762CD6E
15,1500.0,24,00000000,00000000,476B2254
15,1500.0,25,00000000,00000000,47735AB4
15,1500.0,26,00000000,00000000,477B75D0
15,1500.0,27,00000000,00000000,4781B970
15,1500.0,28,00000000,00000000,4785A886
15,1500.0,29,00000000,00000000,478987B5
15,1500.0,30,00000000,00000000,478D5682
15,1500.0,31,00000000,00000000,47911463
15,1500.0,32,00000000,00000000,4794C0C7
15,1500.0,33,00000000,00000000,47985B0D
15,1500.0,34,00000000,00000000,479BE286
15,1500.0,35,00000000,00000000,479F5670
15,1500.0,36,00000000,00000000,47A2B5F3
15,1500.0,37,00000000,00000000,47A60021
15,1500.0,38,00000000,00000000,47A933EB
15,1500.0,39,00000000,00000000,47AC501F
15,1500.0,40,00000000,00000000,47AF535C
15,1500.0,41,00000000,00000000,47B23C0A
15,1500.0,42,00000000,00000000,47B50844
15,1500.0,43,00000000,00000000,47B7B5C4
15,1500.0,44,00000000,00000000,47BA41BE
15,1500.0,45,00000000,00000000,47BCA8A3
15,1500.0,46,00000000,00000000,47BEE5BD
15,1500.0,47,00000000,00000000,47C0F26C
15,1500.0,48,00000000,00000000,47C2C476
15,1500.0,49,00000000,00000000,47C4491D
16,1500.0,1,00000000,00000000,459C4000
16,1500.0,2,00000000,00000000,45EE9B40
16,1500.0,3,00000000,00000000,46202EB0
16,1500.0,4,00000000,00000000,4648C210
16,1500.0,5,00000000,00000000,467106C0
16,1500.0,6,00000000,00000000,468C7DC8
16,1500.0,7,00000000,00000000,46A04FA4
16,1500.0,8,00000000,00000000,46B3F860
16,1500.0,9,00000000,00000000,46C77754
16,1500.0,10,00000000,00000000,46DACBE0
16,1500.0,11,00000000,00000000,46EDF550
16,1500.0,12,00000000,00000000,47007974
16,1500.0,13,00000000,00000000,4709E1F6
16,1500.0,14,00000000,00000000,471333CA
16,1500.0,15,00000000,00000000,471C6E89
16,1500.0,16,00000000,00000000,472591C4
16,1500.0,17,00000000,00000000,472E9D0C
16,1500.0,18,00000000,00000000,47378FE4
16,1500.0,19,00000000,00000000,474069D0
16,1500.0,20,00000000,00000000,47492A4A
16,1500.0,21,00000000,00000000,4751D0C6
16,1500.0,22,00000000,00000000,475A5CB1
16,1500.0,23,00000000,00000000,4762CD6E
16,1500.0,24,00000000,00000000,476B2254
16,1500.0,25,00000000,00000000,47735AB4
16,1500.0,26,00000000,00000000,477B75D0
16,1500.0,27,00000000,00000000,4781B970
16,1500.0,28,00000000,00000000,4785A886
16,1500.0,29,00000000,00000000,478987B5
16,1500.0,30,00000000,00000000,478D5682
16,1500.0,31,00000000,00000000,47911463
16,1500.0,32,00000000,00000000,4794C0C7
16,1500.0,33,00000000,00000000,47985B0D
16,1500.0,34,00000000,00000000,479BE286
16,1500.0,35,00000000,00000000,479F5670
16,1500.0,36,00000000,00000000,47A2B5F3
16,1500.0,37,00000000,00000000,47A60021
16,1500.0,38,00000000,00000000,47A933EB
16,1500.0,39,00000000,00000000,47AC501F
16,1500.0,40,00000000,00000000,47AF535C
16,1500.0,41,00000000,00000000,47B23C0A
16,1500.0,42,00000000,00000000,47B50844
16,1500.0,43,00000000,00000000,47B7B5C4
16,1500.0,44,00000000,00000000,47BA41BE
16,1500.0,45,00000000,00000000,47BCA8A3
16,1500.0,46,00000000,00000000,47BEE5BD
16,1500.0,47,00000000,00000000,47C0F26C
16,1500.0,48,00000000,00000000,47C2C476
16,1500.0,49,00000000,00000000,47C4491D
17,1500.0,1,00000000,00000000,459C4000
17,1500.0,2,00000000,00000000,45EE9B40
17,1500.0,3,00000000,00000000,46202EB0
17,1500.0,4,00000000,00000000,4648C210
17,1500.0,5,00000000,00000000,467106C0
17,1500.0,6,00000000,00000000,468C7DC8
17,1500.0,7,00000000,00000000,46A04FA4
17,1500.0,8,00000000,00000000,46B3F860
17,1500.0,9,00000000,00000000,46C77754
17,1500.0,10,00000000,00000000,46DACBE0
17,1500.0,11,00000000,00000000,46EDF550
17,1500.0,12,00000000,00000000,47007974
17,1500.0,13,00000000,00000000,4709E1F6
17,1500.0,14,00000000,00000000,471333CA
17,1500.0,15,00000000,00000000,471C6E89
17,1500.0,16,00000000,00000000,472591C4
17,1500.0,17,00000000,00000000,472E9D0C
17,1500.0,18,00000000,00000000,47378FE4
17,1500.0,19,00000000,00000000,474069D0
17,1500.0,20,00000000,00000000,47492A4A
17,1500.0,21,00000000,00000000,4751D0C6
17,1500.0,22,00000000,00000000,475A5CB1
17,1500.0,23,00000000,00000000,4762CD6E
17,1500.0,24,00000000,00000000,476B2254
17,1500.0,25,00000000,00000000,47735AB4
17,1500.0,26,00000000,00000000,477B75D0
17,1500.0,27,00000000,00000000,4781B970
17,1500.0,28,00000000,00000000,4785A886
17,1500.0,29,00000000,00000000,478987B5
17,1500.0,30,00000000,00000000,478D5682
17,1500.0,31,00000000,00000000,47911463
17,1500.0,32,00000000,00000000,4794C0C7
17,1500.0,33,00000000,00000000,47985B0D
17,1500.0,34,00000000,00000000,479BE286
17,1500.0,35,00000000,00000000,479F5670
17,1500.0,36,00000000,00000000,47A2B5F3
17,1500.0,37,00000000,00000000,47A60021
17,1500.0,38,00000000,00000000,47A933EB
17,1500.0,39,00000000,00000000,47AC501F
17,1500.0,40,00000000,00000000,47AF535C
17,1500.0,41,3C9636B1,00000000,47B23C0A
17,1500.0,42,3C5A96A9,00000000,47B50844
17,1500.0,43,3C186C30,00000000,47B7B5C4
17,1500.0,44,3BC90F11,00000000,47BA41BE
17,1500.0,45,3B75CA33,00000000,47BCA8A3
17,1500.0,46,3B068E9A,00000000,47BEE5BD
17,1500.0,47,3A778819,00000000,47C0F26C
17,1500.0,48,39A5A8CB,00000000,47C2C476
17,1500.0,49,384BF39C,00000000,47C4491D
18,1500.0,1,00000000,00000000,459C4000
18,1500.0,2,00000000,00000000,45EE9B40
18,1500.0,3,00000000,00000000,46202EB0
18,1500.0,4,00000000,00000000,4648C210
18,1500.0,5,00000000,00000000,467106C0
18,1500.0,6,00000000,00000000,468C7DC8
18,1500.0,7,00000000,00000000,46A04FA4
18,1500.0,8,00000000,00000000,46B3F860
18,1500.0,9,00000000,00000000,46C77754
18,1500.0,10,00000000,00000000,46DACBE0
18,1500.0,11,00000000,00000000,46EDF550
18,1500.0,12,00000000,00000000,47007974
18,1500.0,13,00000000,00000000,4709E1F6
18,1500.0,14,00000000,00000000,471333CA
18,1500.0,15,00000000,00000000,471C6E89
18,1500.0,16,00000000,00000000,472591C4
18,1500.0,17,00000000,00000000,472E9D0C
18,1500.0,18,00000000,00000000,47378FE4
18,1500.0,19,00000000,00000000,474069D0
18,1500.0,20,00000000,00000000,47492A4A
18,1500.0,21,00000000,00000000,4751D0C6
18,1500.0,22,00000000,00000000,475A5CB1
18,1500.0,23,00000000,00000000,4762CD6E
18,1500.0,24,00000000,00000000,476B2254
18,1500.0,25,00000000,00000000,47735AB4
18,1500.0,26,00000000,00000000,477B75D0
18,1500.0,27,00000000,00000000,4781B970
18,1500.0,28,00000000,00000000,4785A886
18,1500.0,29,00000000,00000000,478987B5
18,1500.0,30,00000000,00000000,478D5682
18,1500.0,31,00000000,00000000,47911463
18,1500.0,32,00000000,00000000,4794C0C7
18,1500.0,33,00000000,00000000,47985B0D
18,1500.0,34,00000000,00000000,479BE286
18,1500.0,35,3D007A5E,00000000,479F5670
18,1500.0,36,3CD548B6,00000000,47A2B5F3
18,1500.0,37,3CAE9B2F,00000000,47A60021
18,1500.0,38,3C8CAB90,00000000,47A933EB
18,1500.0,39,3C5E6F52,00000000,47AC501F
18,1500.0,40,3C2BF74F,00000000,47AF535C
18,1500.0,41,3C016390,00000000,47B23C0A
18,1500.0,42,3BBC48E2,00000000,47B50844
18,1500.0,43,3B834AA9,00000000,47B7B5C4
18,1500.0,44,3B2D2F6E,00000000,47BA41BE
18,1500.0,45,3AD3B70C,00000000,47BCA8A3
18,1500.0,46,3A67CE42,00000000,47BEE5BD
18,1500.0,47,39D5371C,00000000,47C0F26C
18,1500.0,48,390EB17C,00000000,47C2C476
18,1500.0,49,37AFAD4C,00000000,47C4491D
1,4500.0,1,00000000,00000000,459C4000
1,4500.0,2,00000000,00000000,45EE9B40
1,4500.0,3,3D25A84C,00000000,46202EB0
1,4500.0,4,3D5679D8,00000000,4648C210
1,4500.0,5,3D67286E,00000000,467106C0
1,4500.0,6,3D6B3197,00000000,468C7DC8
1,4500.0,7,3D6B3199,00000000,46A04FA4
1,4500.0,8,3D6B319F,00000000,46B3F860
1,4500.0,9,3D6B31B4,00000000,46C77754
1,4500.0,10,3D6B31F1,00000000,46DACBE0
1,4500.0,11,3D6B3252,00000000,46EDF550
1,4500.0,12,3D6B32C5,00000000,47007974
1,4500.0,13,3D6B3322,00000000,4709E1F6
1,4500.0,14,3D6B3312,00000000,471333CA
1,4500.0,15,3D6B31F8,00000000,471C6E89
1,4500.0,16,3D6B2EE5,00000000,472591C4
1,4500.0,17,3D6B2864,00000000,472E9D0C
1,4500.0,18,3D6B1C43,00000000,47378FE4
1,4500.0,19,3D6B075E,00000000,474069D0
1,4500.0,20,3D6AE567,00000000,47492A4A
1,4500.0,21,3D6AB0BC,00000000,4751D0C6
1,4500.0,22,3D6A6273,00000000,475A5CB1
1,4500.0,23,3D69F2A0,00000000,4762CD6E
1,4500.0,24,3D6957FE,00000000,476B2254
1,4500.0,25,3D688808,00000000,47735AB4
1,4500.0,26,3D677DAE,00000000,477B75D0
1,4500.0,27,3D66331D,00000000,4781B970
1,4500.0,28,3D649F5E,00000000,4785A886
1,4500.0,29,3D62B9A7,00000000,478987B5
1,4500.0,30,3D6079AC,00000000,478D5682
1,4500.0,31,3D5DD809,00000000,47911463
1,4500.0,32,3D5ACE99,00000000,4794C0C7
1,4500.0,33,3D5758E6,00000000,47985B0D
1,4500.0,34,3D537487,00000000,479BE286
1,4500.0,35,3D4F2176,00000000,479F5670
1,4500.0,36,3D4A6258,00000000,47A2B5F3
1,4500.0,37,3D453CB1,00000000,47A60021
1,4500.0,38,3D3FB901,00000000,47A933EB
1,4500.0,39,3D39E2C6,00000000,47AC501F
1,4500.0,40,3D33C86D,00000000,47AF535C
1,4500.0,41,3D2D7CB8,00000000,47B23C0A
1,4500.0,42,3D271353,00000000,47B50844
1,4500.0,43,3D20A172,BC2A79E1,47B7B5C4
1,4500.0,44,3D1A3E86,BC2A79E1,47BA41BE
1,4500.0,45,3D140474,BC0547FB,47BCA8A3
1,4500.0,46,3D0E103A,BBC53A89,47BEE5BD
1,4500.0,47,3D0E103A,BB85C0A7,47C0F26C
1,4500.0,48,3CA45B8C,BB1ABE15,47C2C476
1,4500.0,49,3C00F3E3,BA72D146,47C4491D
2,4500.0,1,00000000,00000000,459C4000
2,4500.0,2,00000000,00000000,45EE9B40
2,4500.0,3,3D6B9067,00000000,46202EB0
2,4500.0,4,3D82EA58,00000000,4648C210
2,4500.0,5,3D8F79E8,00000000,467106C0
2,4500.0,6,3D9BA3BD,00000000,468C7DC8
2,4500.0,7,3DA78198,00000000,46A04FA4
2,4500.0,8,3DB32399,00000000,46B3F860
2,4500.0,9,3DBE945C,00000000,46C77754
2,4500.0,10,3DC9DB09,00000000,46DACBE0
2,4500.0,11,3DD46C46,00000000,46EDF550
2,4500.0,12,3DDE371C,00000000,47007974
2,4500.0,13,3DE75488,00000000,4709E1F6
2,4500.0,14,3DEFD7CD,00000000,471333CA
2,4500.0,15,3DF7D472,00000000,471C6E89
2,4500.0,16,3DFF5950,00000000,472591C4
2,4500.0,17,3E03360D,00000000,472E9D0C
2,4500.0,18,3E06855B,00000000,47378FE4
2,4500.0,19,3E09967E,00000000,474069D0
2,4500.0,20,3E0C6342,00000000,47492A4A
2,4500.0,21,3E0EE47A,00000000,4751D0C6
2,4500.0,22,3E11136E,00000000,475A5CB1
2,4500.0,23,3E12EB1B,00000000,4762CD6E
2,4500.0,24,3E14666B,00000000,476B2254
2,4500.0,25,3E158225,00000000,47735AB4
2,4500.0,26,3E163B45,00000000,477B75D0
2,4500.0,27,3E168AB0,00000000,4781B970
2,4500.0,28,3E166921,00000000,4785A886
2,4500.0,29,3E15D03E,00000000,478987B5
2,4500.0,30,3E14BB02,00000000,478D5682
2,4500.0,31,3E132625,00000000,47911463
2,4500.0,32,3E111076,00000000,4794C0C7
2,4500.0,33,3E0E7B29,00000000,47985B0D
2,4500.0,34,3E0B6A10,00000000,479BE286
2,4500.0,35,3E07E3B8,00000000,479F5670
2,4500.0,36,3E03F169,00000000,47A2B5F3
2,4500.0,37,3DFF3E0F,00000000,47A60021
2,4500.0,38,3DF5F5BA,00000000,47A933EB
2,4500.0,39,3DEC2A81,00000000,47AC501F
2,4500.0,40,3DE2005E,00000000,47AF535C
2,4500.0,41,3DD784B7,00000000,47B23C0A
2,4500.0,42,3DCCD607,00000000,47B50844
2,4500.0,43,3DC22182,00000000,47B7B5C4
2,4500.0,44,3DB795F6,00000000,47BA41BE
2,4500.0,45,3DAD6395,BC5245F3,47BCA8A3
2,4500.0,46,3DAE47AF,BC5245F3,47BEE5BD
2,4500.0,47,3D6C6122,BC5245F3,47C0F26C
2,4500.0,48,3D08BCC6,BC5245F3,47C2C476
2,4500.0,49,3C569084,BC5245F3,47C4491D
3,4500.0,1,00000000,00000000,459C4000
3,4500.0,2,00000000,00000000,45EE9B40
3,4500.0,3,3D6C1EC8,00000000,46202EB0
3,4500.0,4,3D833970,00000000,4648C210
3,4500.0,5,3D8FD08D,00000000,467106C0
3,4500.0,6,3D9C01B4,00000000,468C7DC8
3,4500.0,7,3DA7E6B1,00000000,46A04FA4
3,4500.0,8,3DB38FB0,00000000,46B3F860
3,4500.0,9,3DBF0754,00000000,46C77754
3,4500.0,10,3DCA54C8,00000000,46DACBE0
3,4500.0,11,3DD4E9CF,00000000,46EDF550
3,4500.0,12,3DDEB504,00000000,47007974
3,4500.0,13,3DE7CFEF,00000000,4709E1F6
3,4500.0,14,3DF04E4F,00000000,471333CA
3,4500.0,15,3DF8441E,00000000,471C6E89
3,4500.0,16,3DFFC0AD,00000000,472591C4
3,4500.0,17,3E03650A,00000000,472E9D0C
3,4500.0,18,3E06AF4F,00000000,47378FE4
3,4500.0,19,3E09BB45,00000000,474069D0
3,4500.0,20,3E0C82ED,00000000,47492A4A
3,4500.0,21,3E0EFF56,00000000,4751D0C6
3,4500.0,22,3E112A08,00000000,475A5CB1
3,4500.0,23,3E12FE45,00000000,4762CD6E
3,4500.0,24,3E147749,00000000,476B2254
3,4500.0,25,3E159240,00000000,47735AB4
3,4500.0,26,3E164C7D,00000000,477B75D0
3,4500.0,27,3E169ED4,00000000,4781B970
3,4500.0,28,3E1681CE,00000000,4785A886
3,4500.0,29,3E15EECD,00000000,478987B5
3,4500.0,30,3E14E07E,00000000,478D5682
3,4500.0,31,3E13533C,00000000,47911463
3,4500.0,32,3E11456C,00000000,4794C0C7
3,4500.0,33,3E0EB7D4,00000000,47985B0D
3,4500.0,34,3E0BADD6,00000000,479BE286
3,4500.0,35,3E082D96,00000000,479F5670
3,4500.0,36,3E043FFB,00000000,47A2B5F3
3,4500.0,37,3DFFE140,00000000,47A60021
3,4500.0,38,3DF69B27,00000000,47A933EB
3,4500.0,39,3DECCE20,00000000,47AC501F
3,4500.0,40,3DE29E1F,00000000,47AF535C
3,4500.0,41,3DD81B27,00000000,47B23C0A
3,4500.0,42,3DCD6502,00000000,47B50844
3,4500.0,43,3DC2A903,00000000,47B7B5C4
3,4500.0,44,3DB8161C,00000000,47BA41BE
3,4500.0,45,3DADDC9C,BC52D8B9,47BCA8A3
3,4500.0,46,3DAEC156,BC52D8B9,47BEE5BD
3,4500.0,47,3D6D0622,BC52D8B9,47C0F26C
3,4500.0,48,3D091C39,BC52D8B9,47C2C476
3,4500.0,49,3C57264A,BC52D8B9,47C4491D
4,4500.0,1,00000000,00000000,459C4000
4,4500.0,2,00000000,00000000,45EE9B40
4,4500.0,3,3D7FB515,00000000,46202EB0
4,4500.0,4,3D8E2470,00000000,4648C210
4,4500.0,5,3D9BCF7B,00000000,467106C0
4,4500.0,6,3DA90C4A,00000000,468C7DC8
4,4500.0,7,3DB5F6C6,00000000,46A04FA4
4,4500.0,8,3DC2A06C,00000000,46B3F860
4,4500.0,9,3DCF14BA,00000000,46C77754
4,4500.0,10,3DDB5B7B,00000000,46DACBE0
4,4500.0,11,3DE6DBB0,00000000,46EDF550
4,4500.0,12,3DF17E04,00000000,47007974
4,4500.0,13,3DFB5EB2,00000000,4709E1F6
4,4500.0,14,3E0249DE,00000000,471333CA
4,4500.0,15,3E069A06,00000000,471C6E89
4,4500.0,16,3E0AA840,00000000,472591C4
4,4500.0,17,3E0E7817,00000000,472E9D0C
4,4500.0,18,3E1208F7,00000000,47378FE4
4,4500.0,19,3E155728,00000000,474069D0
4,4500.0,20,3E185CCD,00000000,47492A4A
4,4500.0,21,3E1B1320,00000000,4751D0C6
4,4500.0,22,3E1D73ED,00000000,475A5CB1
4,4500.0,23,3E1F7A99,00000000,4762CD6E
4,4500.0,24,3E212281,00000000,476B2254
4,4500.0,25,3E226964,00000000,47735AB4
4,4500.0,26,3E234D7E,00000000,477B75D0
4,4500.0,27,3E23C82F,00000000,4781B970
4,4500.0,28,3E23D1F7,00000000,4785A886
4,4500.0,29,3E23641D,00000000,478987B5
4,4500.0,30,3E227916,00000000,478D5682
4,4500.0,31,3E210CEB,00000000,47911463
4,4500.0,32,3E1F1D8F,00000000,4794C0C7
4,4500.0,33,3E1CAB3D,00000000,47985B0D
4,4500.0,34,3E19B8AF,00000000,479BE286
4,4500.0,35,3E164B4E,00000000,479F5670
4,4500.0,36,3E126B3D,00000000,47A2B5F3
4,4500.0,37,3E0E234F,00000000,47A60021
4,4500.0,38,3E0980DF,00000000,47A933EB
4,4500.0,39,3E04938B,00000000,47AC501F
4,4500.0,40,3DFED9C7,00000000,47AF535C
4,4500.0,41,3DF42875,00000000,47B23C0A
4,4500.0,42,3DE931DB,00000000,47B50844
4,4500.0,43,3DDE23F4,00000000,47B7B5C4
4,4500.0,44,3DD32F4D,00000000,47BA41BE
4,4500.0,45,3DC886DD,00000000,47BCA8A3
4,4500.0,46,3DBE60A3,BCAA2150,47BEE5BD
4,4500.0,47,3DBF409E,BCAA2150,47C0F26C
4,4500.0,48,3D5D4415,BCAA2150,47C2C476
4,4500.0,49,3CAD9A28,BCAA2150,47C4491D
5,4500.0,1,00000000,00000000,459C4000
5,4500.0,2,00000000,00000000,45EE9B40
5,4500.0,3,3D68878A,00000000,46202EB0
5,4500.0,4,3D81475F,00000000,4648C210
5,4500.0,5,3D8DBAAE,00000000,467106C0
5,4500.0,6,3D99C9DE,00000000,468C7DC8
5,4500.0,7,3DA58E49,00000000,46A04FA4
5,4500.0,8,3DB117D3,00000000,46B3F860
5,4500.0,9,3DBC70E9,00000000,46C77754
5,4500.0,10,3DC7A099,00000000,46DACBE0
5,4500.0,11,3DD222A8,00000000,46EDF550
5,4500.0,12,3DDBE083,00000000,47007974
5,4500.0,13,3DE4F2B8,00000000,4709E1F6
5,4500.0,14,3DED6C5E,00000000,471333CA
5,4500.0,15,3DF56177,00000000,471C6E89
5,4500.0,16,3DFCDFD5,00000000,472591C4
5,4500.0,17,3E01F622,00000000,472E9D0C
5,4500.0,18,3E054201,00000000,47378FE4
5,4500.0,19,3E084F37,00000000,474069D0
5,4500.0,20,3E0B177E,00000000,47492A4A
5,4500.0,21,3E0D93C9,00000000,4751D0C6
5,4500.0,22,3E0FBDB7,00000000,475A5CB1
5,4500.0,23,3E119060,00000000,4762CD6E
5,4500.0,24,3E1306BC,00000000,476B2254
5,4500.0,25,3E141DD9,00000000,47735AB4
5,4500.0,26,3E14D2B1,00000000,477B75D0
5,4500.0,27,3E151DED,00000000,4781B970
5,4500.0,28,3E14F7F8,00000000,4785A886
5,4500.0,29,3E145A27,00000000,478987B5
5,4500.0,30,3E133F26,00000000,478D5682
5,4500.0,31,3E11A360,00000000,47911463
5,4500.0,32,3E0F8562,00000000,4794C0C7
5,4500.0,33,3E0CE62D,00000000,47985B0D
5,4500.0,34,3E09C972,00000000,479BE286
5,4500.0,35,3E0635B7,00000000,479F5670
5,4500.0,36,3E023457,00000000,47A2B5F3
5,4500.0,37,3DFBA2C0,00000000,47A60021
5,4500.0,38,3DF236D1,00000000,47A933EB
5,4500.0,39,3DE84641,00000000,47AC501F
5,4500.0,40,3DDDF5F7,00000000,47AF535C
5,4500.0,41,3DD3579A,00000000,47B23C0A
5,4500.0,42,3DC88B64,00000000,47B50844
