case,repetition,dt_s,cell_depth_m,rho_kg_m3,pressure_pa,exner,temperature_k,cloud_diameter_m,rain_diameter_m,ice_diameter_m,snow_diameter_m,graupel_diameter_m,hail_diameter_m,graupel_density_kg_m3,hail_density_kg_m3,theta_before_k,qv_before,qc_before,qnc_before_per_kg,qr_before,qnr_before_per_kg,qi_before,qni_before_per_kg,qs_before,qns_before_per_kg,qg_before,qng_before_per_kg,qvolg_before_m3_per_kg,qh_before,qnh_before_per_kg,qvolh_before_m3_per_kg,theta_after_k,qv_after,qc_after,qnc_after_per_kg,qr_after,qnr_after_per_kg,qi_after,qni_after_per_kg,qs_after,qns_after_per_kg,qg_after,qng_after_per_kg,qvolg_after_m3_per_kg,qh_after,qnh_after_per_kg,qvolh_after_m3_per_kg
13,3, 6.0000000000000000E+001, 6.1000000000000000E+002, 8.3950001001358032E-001, 7.1725000000000000E+004, 9.0936183929443359E-001, 2.6514999389648438E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.9157809448242188E+002, 2.9002516530454159E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 2.8294210815429688E+002, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.9157809448242188e+02,2.9002516530454159e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,6.4112796849258302e-08,9.6847125244140625e+02,0.0000000000000000e+00,0.0000000000000000e+00,1.9598465878516436e-03,2.8290982055664062e+02,3.9196934267238248e-06,4.0089202229864895e-05,1.4119463972747326e-02,8.0178395478469611e-08
14,3, 6.0000000000000000E+001, 6.7500000000000000E+002, 8.4100002050399780E-001, 7.1550000000000000E+004, 9.0872699022293091E-001, 2.6600000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.9271716308593750E+002, 3.1057309824973345E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 2.8294210815429688E+002, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.9271716308593750e+02,3.1057309824973345e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,5.7917657159123337e-07,8.7488916015625000e+03,0.0000000000000000e+00,0.0000000000000000e+00,1.9593317992985249e-03,2.8290982055664062e+02,3.9186629692267161e-06,4.0089224057737738e-05,1.4119477011263371e-02,8.0178445216461114e-08
15,3, 6.0000000000000000E+001, 7.4000000000000000E+002, 8.4249997138977051E-001, 7.1375000000000000E+004, 9.0809094905853271E-001, 2.6814999389648438E+002, 2.4000000848900527E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.9528979492187500E+002, 3.6711434368044138E-003, 1.0000000474974513E-003, 1.3815531200000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 2.8294210815429688E+002, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.9528979492187500e+02,3.6711434368044138e-03,1.0000000474974513e-03,1.3815531200000000e+08,0.0000000000000000e+00,0.0000000000000000e+00,6.4723108152975328e-06,9.7769062500000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,1.9534386228770018e-03,2.8290985107421875e+02,3.9068768273864407e-06,4.0089202229864895e-05,1.4119463972747326e-02,8.0178395478469611e-08
16,3, 6.0000000000000000E+001, 8.0500000000000000E+002, 8.4399998188018799E-001, 7.1200000000000000E+004, 9.0745389461517334E-001, 2.6814999389648438E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.9549710083007812E+002, 3.6801665555685759E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 2.8294210815429688E+002, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.9549710083007812e+02,3.6801665555685759e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,1.0714983318393934e-06,1.6185775390625000e+04,0.0000000000000000e+00,0.0000000000000000e+00,1.9588393624871969e-03,2.8290982055664062e+02,3.9176784412120469e-06,4.0089224057737738e-05,1.4119476079940796e-02,8.0178452321888471e-08
17,3, 6.0000000000000000E+001, 8.7000000000000000E+002, 8.4549999237060547E-001, 7.1025000000000000E+004, 9.0681564807891846E-001, 2.7000000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.9774517822265625E+002, 4.2410301975905895E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 2.8294210815429688E+002, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.9774517822265625e+02,4.2410301975905895e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,7.2236548476212192e-07,1.0911866210937500e+04,0.0000000000000000e+00,0.0000000000000000e+00,1.8933548126369715e-03,2.8280932617187500e+02,3.7867098399146926e-06,1.0592281614663079e-04,5.8085802942514420e-02,2.1184563081533270e-07
18,3, 6.0000000000000000E+001, 3.5000000000000000E+002, 8.4700000286102295E-001, 7.0850000000000000E+004, 9.0617632865905762E-001, 2.7114999389648438E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.9922430419921875E+002, 4.6311900950968266E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 2.8294210815429688E+002, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.9922430419921875e+02,4.6311900950968266e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0000000949949026e-03,2.8294210815429688e+02,3.9999999899009708e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
19,3, 6.0000000000000000E+001, 4.1500000000000000E+002, 8.4850001335144043E-001, 7.0675000000000000E+004, 9.0553581714630127E-001, 2.7116000366210938E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.9944702148437500E+002, 4.6460987068712711E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 2.8294210815429688E+002, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.9944702148437500e+02,4.6460987068712711e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0000000949949026e-03,2.8294210815429688e+02,3.9999999899009708e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
20,3, 6.0000000000000000E+001, 4.8000000000000000E+002, 8.5000002384185791E-001, 7.0500000000000000E+004, 9.0489423274993896E-001, 2.6814999389648438E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 9.0000000000000000E+002, 2.9633297729492188E+002, 3.7167072296142578E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 3.3953056335449219E+001, 2.2222222924028756E-006,2.9633297729492188e+02,3.7167072296142578e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,3.9273018614949251e-07,5.9324809570312500e+03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.9996075425297022e-03,3.3953056335449219e+01,2.2217861896933755e-06
21,3, 6.0000000000000000E+001, 5.4500000000000000E+002, 8.5149997472763062E-001, 7.0325000000000000E+004, 9.0425145626068115E-001, 2.6814999389648438E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 8.0000000000000000E+002, 7.0000000000000000E+002, 2.9654360961914062E+002, 3.7259559612721205E-003, 2.0000000949949026E-003, 1.7683884000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 1.7683882141113281E+002, 2.5000001642183634E-006, 2.0000000949949026E-003, 4.3653926849365234E+001, 2.8571430448209867E-006,2.9654360961914062e+02,3.7259559612721205e-03,2.0000000949949026e-03,1.7683884000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,2.8865563308499986e-06,4.3603570312500000e+04,0.0000000000000000e+00,0.0000000000000000e+00,1.4772282447665930e-03,1.7568290710449219e+02,1.8465354969521286e-06,2.5198853109031916e-03,4.4159641265869141e+01,3.5067937460553367e-06
22,3, 6.0000000000000000E+001, 6.1000000000000000E+002, 8.5299998521804810E-001, 7.0150000000000000E+004, 9.0360754728317261E-001, 2.6000000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.8773553466796875E+002, 1.9667127635329962E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 3.4862235000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.8773553466796875e+02,1.9667127635329962e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,9.0000010095536709e-04,3.1376012500000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000474974513e-04,1.2764525390625000e+04,1.8045432170765707e-07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
23,3, 6.0000000000000000E+001, 6.7500000000000000E+002, 8.5449999570846558E-001, 6.9975000000000000E+004, 9.0296256542205811E-001, 2.6000000000000000E+002, 1.5999999959603883E-005, 1.0000000474974513E-003, 3.9999998989515007E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.8794107055664062E+002, 1.9716313108801842E-003, 1.0000000474974513E-003, 4.6627427200000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 5.0450848000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.8794107055664062e+02,1.9716313108801842e-03,1.0000000474974513e-03,4.6627427200000000e+08,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000474974513e-03,5.0450848000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
24,3, 6.0000000000000000E+001, 7.4000000000000000E+002, 8.5600000619888306E-001, 6.9800000000000000E+004, 9.0231633186340332E-001, 2.7300000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 3.0255465698242188E+002, 5.3849830292165279E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 3.4862230000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,3.0255465698242188e+02,5.3849830292165279e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000474974513e-03,3.4862230000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
25,3, 6.0000000000000000E+001, 8.0500000000000000E+002, 8.5750001668930054E-001, 6.9625000000000000E+004, 9.0166902542114258E-001, 2.7298999023437500E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 3.0276074218750000E+002, 5.3945817053318024E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 3.4862232500000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,3.0276074218750000e+02,5.3945817053318024e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,9.0000010095536709e-04,3.1376007500000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000474974513e-04,7.8594995117187500e+03,1.1111111319905831e-07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
26,3, 6.0000000000000000E+001, 8.7000000000000000E+002, 8.5899996757507324E-001, 6.9450000000000000E+004, 9.0102046728134155E-001, 2.6000000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.8856170654296875E+002, 1.9865357317030430E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 3.0557743750000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.8856170654296875e+02,1.9865357317030430e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,3.7655506967756991e-14,3.3294779132120311e-04,1.9000000320374966e-03,2.9029856250000000e+05,1.0000000474974513e-04,1.4147098632812500e+04,5.5302234613918699e-07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
27,3, 6.0000000000000000E+001, 3.5000000000000000E+002, 8.6049997806549072E-001, 6.9275000000000000E+004, 9.0037077665328979E-001, 2.6000000000000000E+002, 1.5999999959603883E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 9.9999997473787516E-005, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.8876992797851562E+002, 1.9915539305657148E-003, 1.0000000474974513E-003, 4.6627427200000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 3.8197192000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.8876992797851562e+02,1.9915539305657148e-03,1.0000000474974513e-03,4.6627427200000000e+08,0.0000000000000000e+00,0.0000000000000000e+00,1.0048357782508396e-14,4.6852896921336651e-03,2.0000000949949026e-03,3.8197192000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
28,3, 6.0000000000000000E+001, 4.1500000000000000E+002, 8.6199998855590820E-001, 6.9100000000000000E+004, 8.9971995353698730E-001, 2.7300000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 3.0342773437500000E+002, 5.4395338520407677E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 3.0557743750000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,3.0342773437500000e+02,5.4395338520407677e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0000000949949026e-03,3.0557743750000000e+05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
29,3, 6.0000000000000000E+001, 4.8000000000000000E+002, 8.6349999904632568E-001, 6.8925000000000000E+004, 8.9906793832778931E-001, 2.6000000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 9.9999997764825821E-003, 4.9999998882412910E-003, 8.0000000000000000E+002, 7.0000000000000000E+002, 2.8918838500976562E+002, 2.0016671624034643E-003, 1.5000000130385160E-003, 1.3262911000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000260770321E-003, 7.1619720458984375E+000, 3.7500001326407073E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.8918838500976562e+02,2.0016671624034643e-03,1.5000000130385160e-03,1.3262911000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,5.6600110340775112e-14,5.0045485841110349e-04,0.0000000000000000e+00,0.0000000000000000e+00,8.7496475316584110e-04,2.6036581993103027e+00,1.0937059187199338e-06,2.1250352729111910e-03,3.6698105931282043e-01,2.6562941002339358e-06
30,3, 6.0000000000000000E+001, 5.4500000000000000E+002, 8.6500000953674316E-001, 6.8750000000000000E+004, 8.9841467142105103E-001, 2.7114001464843750E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 8.0000003799796104E-003, 4.9999998882412910E-003, 8.0000000000000000E+002, 7.0000000000000000E+002, 3.0179827880859375E+002, 4.7691278159618378E-003, 1.5000000130385160E-003, 1.3262912000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000260770321E-003, 1.3988224983215332E+001, 3.7500001326407073E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,3.0179827880859375e+02,4.7691278159618378e-03,1.5000000130385160e-03,1.3262912000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,3.1193536235350717e-15,2.7581141694099642e-05,0.0000000000000000e+00,0.0000000000000000e+00,8.8361557573080063e-05,9.4601078033447266e+00,1.1045129610920412e-07,2.9116384685039520e-03,1.9810509681701660e+00,3.6395485949469730e-06
31,3, 6.0000000000000000E+001, 6.1000000000000000E+002, 8.6650002002716064E-001, 6.8575000000000000E+004, 8.9776027202606201E-001, 2.7114999389648438E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 8.0000003799796104E-003, 4.9999998882412910E-003, 8.0000000000000000E+002, 7.0000000000000000E+002, 3.0202938842773438E+002, 4.7848317772150040E-003, 1.5000000130385160E-003, 1.3262913000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000260770321E-003, 1.3988224983215332E+001, 3.7500001326407073E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,3.0202938842773438e+02,4.7848317772150040e-03,1.5000000130385160e-03,1.3262913000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.0000000260770321e-03,1.3988224983215332e+01,3.7500001326407073e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
32,3, 6.0000000000000000E+001, 6.7500000000000000E+002, 8.6799997091293335E-001, 6.8400000000000000E+004, 8.9710468053817749E-001, 2.6000000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 2.0000000949949026E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.8982125854492188E+002, 2.0170307252556086E-003, 1.5000000130385160E-003, 1.3262912000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000260770321E-003, 1.4323940429687500E+003, 6.0000002122251317E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.8982125854492188e+02,2.0170307252556086e-03,1.5000000130385160e-03,1.3262912000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,5.6718844031189430e-14,5.0150469178333879e-04,0.0000000000000000e+00,0.0000000000000000e+00,2.9980756808072329e-03,1.4323923339843750e+03,5.9961521401419304e-06,1.9241858808527468e-06,7.6153338886797428e-04,3.8483713993286983e-09
33,3, 6.0000000000000000E+001, 7.4000000000000000E+002, 8.6949998140335083E-001, 6.8225000000000000E+004, 8.9644789695739746E-001, 2.6000000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 8.0000003799796104E-003, 4.9999998882412910E-003, 8.0000000000000000E+002, 7.0000000000000000E+002, 2.9003359985351562E+002, 2.0222046878188848E-003, 1.5000000130385160E-003, 1.3262912000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.9999997979030013E-005, 3.7301930785179138E-001, 9.9999994063182385E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.9003359985351562e+02,2.0222046878188848e-03,1.5000000130385160e-03,1.3262912000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,5.6758847703222357e-14,5.0185841973870993e-04,0.0000000000000000e+00,0.0000000000000000e+00,7.9999997979030013e-05,3.7301930785179138e-01,9.9999994063182385e-08,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
34,3, 6.0000000000000000E+001, 8.0500000000000000E+002, 8.7099999189376831E-001, 6.8050000000000000E+004, 8.9578986167907715E-001, 2.6000000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 9.9999997764825821E-003, 8.0000003799796104E-003, 8.0000000000000000E+002, 7.0000000000000000E+002, 2.9024664306640625E+002, 2.0274049602448940E-003, 1.5000000130385160E-003, 1.3262912000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000260770321E-003, 7.1619720458984375E+000, 3.7500001326407073E-006, 2.0000000949949026E-003, 1.0657694816589355E+001, 2.8571432721946621E-006,2.9024664306640625e+02,2.0274049602448940e-03,1.5000000130385160e-03,1.3262912000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,5.6799078380085147e-14,5.0221406854689121e-04,0.0000000000000000e+00,0.0000000000000000e+00,8.7496475316584110e-04,2.5963306427001953e+00,1.0937056913462584e-06,4.1250356007367373e-03,1.0863538742065430e+01,5.5134378271759488e-06
35,3, 6.0000000000000000E+001, 8.7000000000000000E+002, 8.7250000238418579E-001, 6.7875000000000000E+004, 8.9513069391250610E-001, 2.6814999389648438E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 8.0000003799796104E-003, 8.0000003799796104E-003, 8.0000000000000000E+002, 7.0000000000000000E+002, 2.9956518554687500E+002, 3.8604475557804108E-003, 4.0000001899898052E-003, 3.5367768000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 3.4862232500000000E+006, 2.0000000949949026E-003, 3.0557743750000000E+005, 3.0000000260770321E-003, 1.3988224983215332E+001, 3.7500001326407073E-006, 2.0000000949949026E-003, 1.0657694816589355E+001, 2.8571430448209867E-006,2.9956518554687500e+02,3.8604475557804108e-03,4.0000001899898052e-03,3.5367768000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,6.0000002849847078e-04,2.0917338750000000e+06,1.6000000759959221e-03,2.4446193750000000e+05,8.8836171198636293e-04,1.0761542187500000e+05,2.3707934815320186e-06,4.9116390291601419e-03,1.2638745307922363e+01,6.4966914123942843e-06
