case,repetition,dt_s,cell_depth_m,rho_kg_m3,pressure_pa,exner,temperature_k,cloud_diameter_m,rain_diameter_m,ice_diameter_m,snow_diameter_m,graupel_diameter_m,hail_diameter_m,graupel_density_kg_m3,hail_density_kg_m3,theta_before_k,qv_before,qc_before,qnc_before_per_kg,qr_before,qnr_before_per_kg,qi_before,qni_before_per_kg,qs_before,qns_before_per_kg,qg_before,qng_before_per_kg,qvolg_before_m3_per_kg,qh_before,qnh_before_per_kg,qvolh_before_m3_per_kg,theta_after_k,qv_after,qc_after,qnc_after_per_kg,qr_after,qnr_after_per_kg,qi_after,qni_after_per_kg,qs_after,qns_after_per_kg,qg_after,qng_after_per_kg,qvolg_after_m3_per_kg,qh_after,qnh_after_per_kg,qvolh_after_m3_per_kg
8,1, 1.0000000000000000E+000, 8.7000000000000000E+002, 1.1119999885559082E+000, 8.8600000000000000E+004, 9.6598744392395020E-001, 2.3500000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.4327438354492188E+002, 1.5687252744100988E-004, 7.9999997979030013E-004, 5.6588424000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.4347312927246094e+02,1.5687252744100988e-04,1.6973353922367096e-07,1.1617373750000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,7.9983024625107646e-04,5.5426688000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
9,1, 1.0000000000000000E+000, 3.5000000000000000E+002, 1.1134999990463257E+000, 8.8425000000000000E+004, 9.6544158458709717E-001, 2.3000000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.3823295593261719E+002, 9.2521280748769641E-005, 7.9999997979030013E-004, 5.6588424000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.3841996765136719e+02,9.2521280748769641e-05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.9999997979030013e-04,5.6580520000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
10,1, 1.0000000000000000E+000, 4.1500000000000000E+002, 1.1150000095367432E+000, 8.8250000000000000E+004, 9.6489495038986206E-001, 2.3000000000000000E+002, 7.9999999798019417E-006, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.3836791992187500E+002, 9.2704751295968890E-005, 7.9999997979030013E-004, 2.9841551360000000E+009, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.3855502319335938e+02,9.2704751295968890e-05,2.1595042198896408e-08,6.4442925000000000e+05,0.0000000000000000e+00,0.0000000000000000e+00,7.9997838474810123e-04,1.6976061440000000e+09,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
11,1, 1.0000000000000000E+000, 4.8000000000000000E+002, 1.1165000200271606E+000, 8.8075000000000000E+004, 9.6434754133224487E-001, 2.3000000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.3850321960449219E+002, 9.2888949438929558E-005, 7.9999997979030013E-004, 7.0735530000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.3869042968750000e+02,9.2888949438929558e-05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.9999997979030013e-04,7.0734300000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
12,1, 1.0000000000000000E+000, 5.4500000000000000E+002, 1.1180000305175781E+000, 8.7900000000000000E+004, 9.6379935741424561E-001, 2.2500000000000000E+002, 7.9999997979030013E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.3345108032226562E+002, 5.3271509386831895E-005, 4.9999998882412910E-003, 1.8650970000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.3454470825195312e+02,5.3271509386831895e-05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.9999998882412910e-03,1.8650970000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
13,1, 1.0000000000000000E+000, 6.1000000000000000E+002, 1.1195000410079956E+000, 8.7725000000000000E+004, 9.6325033903121948E-001, 2.6514999389648438E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.7526593017578125E+002, 2.3712802212685347E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 2.8294210815429688E+002, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.7526593017578125e+02,2.3712802212685347e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,1.2313232655714046e-09,1.8599990844726562e+01,0.0000000000000000e+00,0.0000000000000000e+00,1.9599096849560738e-03,2.8290982055664062e+02,3.9198193917400204e-06,4.0089224057737738e-05,1.4119475148618221e-02,8.0178438111033756e-08
14,1, 1.0000000000000000E+000, 6.7500000000000000E+002, 1.1210000514984131E+000, 8.7550000000000000E+004, 9.6270060539245605E-001, 2.6600000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.7630606079101562E+002, 2.5381501764059067E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 2.8294210815429688E+002, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.7630606079101562e+02,2.5381501764059067e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,1.1120937060127289e-08,1.6798994445800781e+02,0.0000000000000000e+00,0.0000000000000000e+00,1.9598996732383966e-03,2.8290985107421875e+02,3.9197993828565814e-06,4.0089198591886088e-05,1.4119463041424751e-02,8.0178388373042253e-08
15,1, 1.0000000000000000E+000, 7.4000000000000000E+002, 1.1225000619888306E+000, 8.7375000000000000E+004, 9.6215003728866577E-001, 2.6814999389648438E+002, 2.4000000848900527E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.7869873046875000E+002, 2.9988882597535849E-003, 1.0000000474974513E-003, 1.3815531200000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 2.8294210815429688E+002, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.7869873046875000e+02,2.9988882597535849e-03,1.0000000474974513e-03,1.3815531200000000e+08,0.0000000000000000e+00,0.0000000000000000e+00,1.2447199537746201e-07,1.8802420654296875e+03,0.0000000000000000e+00,0.0000000000000000e+00,1.9521291833370924e-03,2.8290075683593750e+02,3.9042579373926856e-06,4.7746474592713639e-05,1.8093071877956390e-02,9.5492943330555136e-08
16,1, 1.0000000000000000E+000, 8.0500000000000000E+002, 1.1240000724792480E+000, 8.7200000000000000E+004, 9.6159869432449341E-001, 2.6814999389648438E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.7885852050781250E+002, 3.0049064662307501E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 2.8294210815429688E+002, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.7885852050781250e+02,3.0049064662307501e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,2.0565357417012819e-08,3.1065493774414062e+02,0.0000000000000000e+00,0.0000000000000000e+00,1.9555890467017889e-03,2.8290481567382812e+02,3.9111782825784758e-06,4.4390380935510620e-05,1.6307391226291656e-02,8.8780751639205846e-08
17,1, 1.0000000000000000E+000, 8.7000000000000000E+002, 1.1254999637603760E+000, 8.7025000000000000E+004, 9.6104657649993896E-001, 2.7000000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.8094372558593750E+002, 3.4612948074936867E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 2.8294210815429688E+002, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.8094372558593750e+02,3.4612948074936867e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,1.3861545689053401e-08,2.0938890075683594e+02,0.0000000000000000e+00,0.0000000000000000e+00,1.4972374774515629e-03,2.8120825195312500e+02,2.9944746984256199e-06,5.0274882232770324e-04,7.5856357812881470e-01,1.0054975518869469e-06
18,1, 1.0000000000000000E+000, 3.5000000000000000E+002, 1.1269999742507935E+000, 8.6850000000000000E+004, 9.6049368381500244E-001, 2.7114999389648438E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.8230273437500000E+002, 3.7780061829835176E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 2.8294210815429688E+002, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.8230273437500000e+02,3.7780061829835176e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0000000949949026e-03,2.8294210815429688e+02,3.9999999899009708e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
19,1, 1.0000000000000000E+000, 4.1500000000000000E+002, 1.1284999847412109E+000, 8.6675000000000000E+004, 9.5993995666503906E-001, 2.7116000366210938E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.8247601318359375E+002, 3.7884400226175785E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 2.8294210815429688E+002, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.8247601318359375e+02,3.7884400226175785e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0000000949949026e-03,2.8294210815429688e+02,3.9999999899009708e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
