case,repetition,dt_s,cell_depth_m,rho_kg_m3,pressure_pa,exner,temperature_k,cloud_diameter_m,rain_diameter_m,snow_diameter_m,graupel_diameter_m,hail_diameter_m,graupel_density_kg_m3,hail_density_kg_m3,theta_before_k,qv_before,qc_before,qnc_before_per_kg,qr_before,qnr_before_per_kg,qs_before,qns_before_per_kg,qg_before,qng_before_per_kg,qvolg_before_m3_per_kg,qh_before,qnh_before_per_kg,qvolh_before_m3_per_kg,theta_after_k,qv_after,qc_after,qnc_after_per_kg,qr_after,qnr_after_per_kg,qs_after,qns_after_per_kg,qg_after,qng_after_per_kg,qvolg_after_m3_per_kg,qh_after,qnh_after_per_kg,qvolh_after_m3_per_kg
22,2, 1.0000000000000000E+001, 4.2500000000000000E+002, 9.9300003051757812E-001, 7.7050000000000000E+004, 9.2817252874374390E-001, 2.7600000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.9735852050781250E+002, 6.0537117533385754E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.9999997979030013E-004, 1.5278869628906250E+003, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 2.8294210815429688E+002, 3.9999999899009708E-006, 2.0000000949949026E-003, 4.3653926849365234E+001, 2.8571430448209867E-006, 2.9729498291015625E+002, 6.0537117533385754E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.7740069031715393E-004, 1.5475476074218750E+003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.8819604301825166E-003, 2.6624288940429688E+002, 3.6327655834611505E-006, 1.9406389910727739E-003, 4.2358253479003906E+001, 2.7063845209340798E-006
23,2, 1.0000000000000000E+001, 5.0000000000000000E+002, 9.9450004100799561E-001, 7.6825000000000000E+004, 9.2739677429199219E-001, 2.6000000000000000E+002, 7.9999997979030013E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 8.0000003799796104E-003, 9.9999997764825821E-003, 9.0000000000000000E+002, 9.0000000000000000E+002, 2.8035464477539062E+002, 1.7958333482965827E-003, 2.0000000949949026E-003, 7.4603890000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000745058060E-002, 2.0723295593261719E+002, 5.5555556173203513E-005, 5.0000000745058060E-002, 1.0610329437255859E+002, 5.5555556173203513E-005, 2.8101016235351562E+002, 1.7958333482965827E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0999999046325684E-002, 2.0723295593261719E+002, 5.6666667660465464E-005, 5.0999999046325684E-002, 1.0610329437255859E+002, 5.6666667660465464E-005
0,3, 6.0000000000000000E+001, 3.5000000000000000E+002, 8.3000004291534424E-001, 7.4500000000000000E+004, 9.1928452253341675E-001, 2.4200000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 1.0000000474974513E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.6324819946289062E+002, 3.7522852653637528E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.6324819946289062E+002, 3.7522852653637528E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,3, 6.0000000000000000E+001, 4.2500000000000000E+002, 8.3150005340576172E-001, 7.4275000000000000E+004, 9.1848987340927124E-001, 2.4314999389648438E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 1.0000000474974513E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.6472799682617188E+002, 4.2024735012091696E-004, 7.9999997979030013E-004, 5.6588424000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 7.6394345703125000E+003, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.6484222412109375E+002, 4.2024735012091696E-004, 3.9999998989515007E-004, 2.8294208000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4000001139938831E-003, 7.6394345703125000E+003, 5.1736424211412668E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,3, 6.0000000000000000E+001, 5.0000000000000000E+002, 8.3300006389617920E-001, 7.4050000000000000E+004, 9.1769355535507202E-001, 2.4319999694824219E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 1.0000000474974513E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.6501220703125000E+002, 4.2353870230726898E-004, 7.9999997979030013E-004, 5.6588424000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 7.6394350585937500E+003, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.6512658691406250E+002, 4.2353870230726898E-004, 3.9999998989515007E-004, 2.8294210000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4000001139938831E-003, 7.6394350585937500E+003, 5.1732463361986447E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,3, 6.0000000000000000E+001, 5.7500000000000000E+002, 8.3450001478195190E-001, 7.3825000000000000E+004, 9.1689550876617432E-001, 2.5500000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 1.0000000474974513E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.7811239624023438E+002, 1.2314082123339176E-003, 7.9999997979030013E-004, 5.6588424000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 7.6394355468750000E+003, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.7823986816406250E+002, 1.2314082123339176E-003, 3.9999998989515007E-004, 2.8294212000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4000001139938831E-003, 7.6394355468750000E+003, 4.9415684770792723E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,3, 6.0000000000000000E+001, 6.5000000000000000E+002, 8.3600002527236938E-001, 7.3600000000000000E+004, 9.1609567403793335E-001, 2.7000000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 3.0000000260770321E-003, 3.0000000260770321E-003, 8.0000000000000000E+002, 7.0000000000000000E+002, 2.9472903442382812E+002, 4.0926518850028515E-003, 7.9999997979030013E-004, 5.6588424000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 1.7683882141113281E+002, 2.5000001642183634E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9483895874023438E+002, 4.0926518850028515E-003, 4.9100432079285383E-004, 3.4731452000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.3089956957846880E-003, 1.7683882141113281E+002, 2.8433287297957577E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
5,3, 6.0000000000000000E+001, 7.2500000000000000E+002, 8.3750003576278687E-001, 7.3375000000000000E+004, 9.1529417037963867E-001, 2.7289999389648438E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 1.0000000474974513E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.9815551757812500E+002, 5.0854035653173923E-003, 7.9999997979030013E-004, 5.6588424000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 2.0210151672363281E+002, 2.8571430448209867E-006, 2.9817459106445312E+002, 5.0854035653173923E-003, 4.5785028487443924E-004, 3.2386284000000000E+007, 2.8950738487765193E-004, 3.0935876846313477E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0526424050331116E-003, 2.0210151672363281E+002, 2.8571430448209867E-006
6,3, 6.0000000000000000E+001, 8.0000000000000000E+002, 8.3900004625320435E-001, 7.3150000000000000E+004, 9.1449087858200073E-001, 2.6000000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 4.0000001899898052E-003, 3.0000000260770321E-003, 9.0000000000000000E+002, 7.0000000000000000E+002, 2.8431118774414062E+002, 1.8860547570511699E-003, 1.5000000130385160E-003, 1.0610329600000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 6.6314544677734375E+001, 2.2222222924028756E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.8446792602539062E+002, 1.8860547570511699E-003, 1.0284422896802425E-003, 7.2747408000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4715578183531761E-003, 6.6314544677734375E+001, 2.8120794013375416E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
7,3, 6.0000000000000000E+001, 3.5000000000000000E+002, 8.4050005674362183E-001, 7.2925000000000000E+004, 9.1368579864501953E-001, 2.6000000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 8.0000003799796104E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.8456170654296875E+002, 1.8918740097433329E-003, 2.4999999441206455E-003, 2.2104852000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.9999998882412910E-003, 3.7301925659179688E+001, 9.9999997473787516E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.8497753906250000E+002, 1.8918740097433329E-003, 1.2499999720603228E-003, 1.1052425000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.2499996274709702E-003, 3.7301925659179688E+001, 1.1388889106456190E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
8,3, 6.0000000000000000E+001, 4.2500000000000000E+002, 8.4200006723403931E-001, 7.2700000000000000E+004, 9.1287893056869507E-001, 2.6000000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 1.0000000474974513E-003, 9.9999997764825821E-003, 5.0000000000000000E+002, 9.0000000000000000E+002, 2.8481323242187500E+002, 1.8977290019392967E-003, 2.4999999441206455E-003, 2.2104850000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.9999998882412910E-003, 1.0610327720642090E+001, 5.5555556173203513E-006, 2.8497381591796875E+002, 1.8977290019392967E-003, 2.0176821853965521E-003, 1.7840226000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.4823174141347408E-003, 1.0610327720642090E+001, 6.1472737797885202E-006
9,3, 6.0000000000000000E+001, 5.0000000000000000E+002, 8.4350001811981201E-001, 7.2475000000000000E+004, 9.1207027435302734E-001, 2.7314999389648438E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 1.0000000474974513E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.9948348999023438E+002, 5.2431873045861721E-003, 7.9999997979030013E-004, 5.6588424000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 7.6394350585937500E+003, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9948348999023438E+002, 5.2431873045861721E-003, 3.9999998989515007E-004, 2.8294212000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4000001139938831E-003, 7.6394350585937500E+003, 4.3999998524668626E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
10,3, 6.0000000000000000E+001, 5.7500000000000000E+002, 8.4500002861022949E-001, 7.2250000000000000E+004, 9.1125988960266113E-001, 2.7320001220703125E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 1.0000000474974513E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.9980471801757812E+002, 5.2786921150982380E-003, 7.9999997979030013E-004, 5.6588424000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 7.6394350585937500E+003, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9978646850585938E+002, 5.2786921150982380E-003, 3.9999998989515007E-004, 2.8294214000000000E+007, 4.4999708188697696E-004, 6.0985369873046875E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9500029738992453E-003, 7.4484604492187500E+003, 3.8444536585302558E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
11,3, 6.0000000000000000E+001, 6.5000000000000000E+002, 8.4650003910064697E-001, 7.2025000000000000E+004, 9.1044765710830688E-001, 2.7500000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 1.0000000474974513E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 3.0204922485351562E+002, 6.0300501063466072E-003, 7.9999997979030013E-004, 5.6588424000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 2.0210153198242188E+002, 2.8571430448209867E-006, 3.0189669799804688E+002, 6.0300501063466072E-003, 4.5601601595990360E-004, 3.2256534000000000E+007, 7.6182244811207056E-004, 1.3326658630371094E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.5821616398170590E-003, 1.5987863159179688E+002, 1.7959659999178257E-006
12,3, 6.0000000000000000E+001, 7.2500000000000000E+002, 8.4800004959106445E-001, 7.1800000000000000E+004, 9.0963357686996460E-001, 2.8000000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 1.0000000474974513E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 3.0781625366210938E+002, 8.5919527336955070E-003, 1.5000000130385160E-003, 1.0610329600000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 7.6394350585937500E+003, 3.9999999899009708E-006, 2.0000000949949026E-003, 2.0210151672363281E+002, 2.8571430448209867E-006, 3.0648797607421875E+002, 8.5919527336955070E-003, 1.0443106293678284E-004, 7.3869900000000000E+006, 5.0309333018958569E-003, 8.5126669921875000E+003, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.9999830126762390E-005, 3.8197122192382812E+002, 0.0000000000000000E+000, 2.6463600806891918E-004, 2.6741674423217773E+001, 0.0000000000000000E+000
13,3, 6.0000000000000000E+001, 8.0000000000000000E+002, 8.4950006008148193E-001, 7.1575000000000000E+004, 9.0881770849227905E-001, 2.7400000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 1.0000000474974513E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 3.0149060058593750E+002, 5.6466697715222836E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 7.0735525000000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0123461914062500E+002, 5.6466697715222836E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.0000009145587683E-004, 1.6504955000000000E+006, 2.9999995604157448E-004, 2.1220654687500000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
14,3, 6.0000000000000000E+001, 3.5000000000000000E+002, 8.5100007057189941E-001, 7.1350000000000000E+004, 9.0800005197525024E-001, 2.7400000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 5.0000002374872565E-004, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 3.0176208496093750E+002, 5.6644766591489315E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 3.0557740234375000E+004, 1.9999999949504854E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0141433715820312E+002, 5.6644766591489315E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.5000013243407011E-004, 2.9029851562500000E+004, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.9999915063381195E-005, 1.5278852539062500E+003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
15,3, 6.0000000000000000E+001, 4.2500000000000000E+002, 8.5250002145767212E-001, 7.1125000000000000E+004, 9.0718048810958862E-001, 2.7400000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 2.0000000949949026E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 3.0203472900390625E+002, 5.6823962368071079E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 4.7746469116210938E+002, 1.9999999949504854E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0197256469726562E+002, 5.6823962368071079E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.6970881551969796E-004, 8.1029968261718750E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.3029124652966857E-004, 3.9643475341796875E+002, 1.4720170611326466E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
16,3, 6.0000000000000000E+001, 5.0000000000000000E+002, 8.5400003194808960E-001, 7.0900000000000000E+004, 9.0635907649993896E-001, 2.7400000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 4.0000001899898052E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 3.0230844116210938E+002, 5.7004289701581001E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 5.9683086395263672E+001, 1.9999999949504854E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0228344726562500E+002, 5.7004289701581001E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.8198758526705205E-005, 6.4320974349975586E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.3180127441883087E-004, 5.5612770080566406E+001, 1.7878261360237957E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
17,3, 6.0000000000000000E+001, 5.7500000000000000E+002, 8.5550004243850708E-001, 7.0675000000000000E+004, 9.0553581714630127E-001, 2.7400000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 8.0000003799796104E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 3.0258328247070312E+002, 5.7185767218470573E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 7.4603857994079590E+000, 1.9999999949504854E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0257302856445312E+002, 5.7185767218470573E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.7914558813790791E-005, 2.6327335834503174E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.7208551596850157E-004, 7.2521324157714844E+000, 1.9131546196149429E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
18,3, 6.0000000000000000E+001, 6.5000000000000000E+002, 8.5700005292892456E-001, 7.0450000000000000E+004, 9.0471071004867554E-001, 2.7400000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 1.0000000474974513E-003, 2.0000000949949026E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 3.0285925292968750E+002, 5.7368404231965542E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 3.4104623413085938E+002, 1.4285715224104933E-006, 3.0280096435546875E+002, 5.7368404231965542E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.5868492482695729E-004, 1.2370033264160156E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.4131513722240925E-004, 2.8692733764648438E+002, 1.0255621418764349E-006
19,3, 6.0000000000000000E+001, 7.2500000000000000E+002, 8.5850006341934204E-001, 7.0225000000000000E+004, 9.0388369560241699E-001, 2.7400000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 1.0000000474974513E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 3.0313635253906250E+002, 5.7552214711904526E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 1.0105075836181641E+002, 1.4285715224104933E-006, 3.0310153198242188E+002, 5.7552214711904526E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.4695933512412012E-005, 2.1872217178344727E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.0530409943312407E-004, 9.1481666564941406E+001, 1.1880738384206779E-006
20,3, 6.0000000000000000E+001, 8.0000000000000000E+002, 8.6000001430511475E-001, 7.0000000000000000E+004, 9.0305477380752563E-001, 2.7400000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 1.0000000474974513E-003, 6.0000000521540642E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 3.0341461181640625E+002, 5.7737198658287525E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 1.2631344795227051E+001, 1.4285714087236556E-006, 3.0339996337890625E+002, 5.7737198658287525E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.9789920265320688E-005, 3.7527463436126709E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.6021010540425777E-004, 1.2128745079040527E+001, 1.3275177934701787E-006
21,3, 6.0000000000000000E+001, 3.5000000000000000E+002, 8.6150002479553223E-001, 6.9775000000000000E+004, 9.0222394466400146E-001, 2.8500000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 2.0000000949949026E-003, 4.0000001899898052E-003, 1.7000000000000000E+002, 5.0000000000000000E+002, 3.1588610839843750E+002, 1.2382577173411846E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 1.4147105000000000E+006, 2.0000000949949026E-003, 2.8086164550781250E+003, 1.1764706869143993E-005, 2.0000000949949026E-003, 1.1936617279052734E+002, 3.9999999899009708E-006, 3.1397052001953125E+002, 1.2382577173411846E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.2000004798173904E-003, 3.3039182500000000E+006, 5.9999991208314896E-004, 4.2441300000000000E+005, 9.9999830126762390E-005, 1.4043058776855469E+002, 0.0000000000000000E+000, 9.9999830126762390E-005, 5.9683027267456055E+000, 0.0000000000000000E+000
22,3, 6.0000000000000000E+001, 4.2500000000000000E+002, 8.6300003528594971E-001, 6.9550000000000000E+004, 9.0139120817184448E-001, 2.7600000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 3.0619335937500000E+002, 6.7065199837088585E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.9999997979030013E-004, 1.5278869628906250E+003, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 2.8294210815429688E+002, 3.9999999899009708E-006, 2.0000000949949026E-003, 4.3653926849365234E+001, 2.8571430448209867E-006, 3.0580160522460938E+002, 6.7065199837088585E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.8624563235789537E-003, 1.6458483886718750E+003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.2907343916594982E-003, 1.8260154724121094E+002, 1.7933958815774531E-006, 1.6468093963339925E-003, 3.5944847106933594E+001, 1.9601507119659800E-006
