case,repetition,dt_s,rho_kg_m3,pressure_pa,exner,temperature_k,rain_diameter_m,ice_diameter_m,snow_diameter_m,graupel_diameter_m,hail_diameter_m,graupel_density_kg_m3,hail_density_kg_m3,theta_before_k,qv_before,qc_before,qr_before,qnr_before_per_kg,qi_before,qni_before_per_kg,qs_before,qns_before_per_kg,qg_before,qng_before_per_kg,qvolg_before_m3_per_kg,qh_before,qnh_before_per_kg,qvolh_before_m3_per_kg,theta_after_k,qv_after,qc_after,qr_after,qnr_after_per_kg,qi_after,qni_after_per_kg,qs_after,qns_after_per_kg,qg_after,qng_after_per_kg,qvolg_after_m3_per_kg,qh_after,qnh_after_per_kg,qvolh_after_m3_per_kg
8,3, 6.0000000000000000E+001, 8.4200006723403931E-001, 7.0000000000000000E+004, 9.0305477380752563E-001, 2.3960000610351562E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 3.0000001424923539E-004, 1.5000000130385160E-003, 4.0000001899898052E-003, 5.0000000000000000E+002, 9.0000000000000000E+002, 2.6532168579101562E+002, 3.1597740598954260E-004, 0.0000000000000000E+000, 5.0000002374872565E-004, 9.5492938232421875E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 1.1317684326171875E+003, 1.9999999949504854E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.6533569335937500E+002, 3.1597740598954260E-004, 0.0000000000000000E+000, 4.5000002137385309E-004, 8.5943640136718750E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0500000789761543E-003, 1.1317684326171875E+003, 2.1000000742787961E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
9,3, 6.0000000000000000E+001, 8.4350001811981201E-001, 6.9750000000000000E+004, 9.0213149785995483E-001, 2.3980000305175781E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 3.0000001424923539E-004, 1.5000000130385160E-003, 4.0000001899898052E-003, 5.0000000000000000E+002, 9.0000000000000000E+002, 2.6581491088867188E+002, 3.2342638587579131E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9999999494757503E-004, 6.9724456250000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 3.3157272338867188E+001, 1.1111111462014378E-006, 2.6581491088867188E+002, 3.2342638587579131E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9999999494757503E-004, 6.9724456250000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 3.3157272338867188E+001, 1.1111111462014378E-006
10,3, 6.0000000000000000E+001, 8.4500002861022949E-001, 6.9500000000000000E+004, 9.0120589733123779E-001, 2.4000000000000000E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 3.0000001424923539E-004, 1.5000000130385160E-003, 4.0000001899898052E-003, 5.0000000000000000E+002, 9.0000000000000000E+002, 2.6630984497070312E+002, 3.3104335307143629E-004, 9.9999998245167004E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9999999494757503E-004, 6.9724456250000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 3.3157272338867188E+001, 1.1111111462014378E-006, 2.6630984497070312E+002, 3.3104335307143629E-004, 9.9999998245167004E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9258902466390282E-004, 6.7178012500000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0074110468849540E-003, 3.3157272338867188E+001, 1.1259331813562312E-006
11,3, 6.0000000000000000E+001, 8.4650003910064697E-001, 6.9250000000000000E+004, 9.0027791261672974E-001, 2.4019999694824219E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 3.0000001424923539E-004, 1.5000000130385160E-003, 4.0000001899898052E-003, 5.0000000000000000E+002, 9.0000000000000000E+002, 2.6680648803710938E+002, 3.3883046125993133E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0000002374872565E-004, 3.5367762500000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 3.3157272338867188E+001, 1.1111111462014378E-006, 2.6680648803710938E+002, 3.3883046125993133E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.9959443276748061E-004, 3.5342875000000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0004056384786963E-003, 3.3157272338867188E+001, 1.1119224154754193E-006
12,3, 6.0000000000000000E+001, 8.4800004959106445E-001, 6.9000000000000000E+004, 8.9934748411178589E-001, 2.4039999389648438E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 3.0000001424923539E-004, 1.5000000130385160E-003, 4.0000001899898052E-003, 5.0000000000000000E+002, 9.0000000000000000E+002, 2.6730490112304688E+002, 3.4679204691201448E-004, 0.0000000000000000E+000, 5.0000002374872565E-004, 9.5492938232421875E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 3.3157272338867188E+001, 1.1111111462014378E-006, 2.6731906127929688E+002, 3.4679204691201448E-004, 0.0000000000000000E+000, 4.5000002137385309E-004, 8.6675042724609375E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0500000789761543E-003, 3.3157272338867188E+001, 1.1666667205645354E-006
13,3, 6.0000000000000000E+001, 8.4950006008148193E-001, 6.8750000000000000E+004, 8.9841467142105103E-001, 2.4060000610351562E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 3.0000001424923539E-004, 1.5000000130385160E-003, 4.0000001899898052E-003, 5.0000000000000000E+002, 9.0000000000000000E+002, 2.6780508422851562E+002, 3.5493227187544107E-004, 9.9999998245167004E-014, 5.0000002374872565E-004, 9.5492938232421875E+002, 1.9999999494757503E-004, 6.9724456250000000E+005, 5.0000002374872565E-004, 3.5367762500000000E+005, 1.0000000474974513E-003, 1.1317684326171875E+003, 1.9999999949504854E-006, 1.0000000474974513E-003, 3.3157272338867188E+001, 1.1111111462014378E-006, 2.6783352661132812E+002, 3.5493227187544107E-004, 9.9999998245167004E-014, 4.0000001899898052E-004, 7.7117956542968750E+002, 1.9215294742025435E-004, 6.7029762500000000E+005, 4.9932859838008881E-004, 3.5323228125000000E+005, 1.0506649268791080E-003, 1.1317684326171875E+003, 2.1039109014964197E-006, 1.0578536894172430E-003, 3.3157272338867188E+001, 1.1823739214378293E-006
14,3, 6.0000000000000000E+001, 8.5100007057189941E-001, 6.8500000000000000E+004, 8.9747947454452515E-001, 2.4080000305175781E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 1.5000000712461770E-004, 1.5000000130385160E-003, 1.5000000130385160E-003, 5.0000000000000000E+002, 9.0000000000000000E+002, 2.6830697631835938E+002, 3.6325337714515626E-004, 9.9999998245167004E-014, 4.9999998736893758E-006, 9.5492935180664062E+000, 3.0000001061125658E-006, 1.0458668945312500E+004, 4.9999998882412910E-003, 2.8294206000000000E+007, 5.0000000745058060E-002, 5.6588417968750000E+004, 9.9999997473787516E-005, 5.0000000745058060E-002, 3.1438013671875000E+004, 5.5555556173203513E-005, 2.6830725097656250E+002, 3.6325337714515626E-004, 9.9999998245167004E-014, 3.9999999899009708E-006, 7.6394348144531250E+000, 2.4510886760253925E-006, 8.5731728515625000E+003, 4.5113372616469860E-003, 2.5996614000000000E+007, 5.0146088004112244E-002, 5.6588417968750000E+004, 1.0085740359500051E-004, 5.0344124436378479E-002, 3.1438013671875000E+004, 5.6243359722429886E-005
15,3, 6.0000000000000000E+001, 8.5250002145767212E-001, 6.8250000000000000E+004, 8.9654177427291870E-001, 2.4100000000000000E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 8.0000003799796104E-003, 1.7000000000000000E+002, 5.0000000000000000E+002, 2.6881066894531250E+002, 3.7176147452555597E-004, 9.9999998245167004E-014, 7.9999997979030013E-004, 1.5278869628906250E+003, 3.0000001424923539E-004, 1.0458669375000000E+006, 7.9999997979030013E-004, 1.2223096875000000E+005, 2.0000000949949026E-003, 8.3218267822265625E+002, 1.1764706869143993E-005, 2.0000000949949026E-003, 1.4920771598815918E+001, 3.9999999899009708E-006, 2.6885644531250000E+002, 3.7176147452555597E-004, 9.9999998245167004E-014, 6.3999998383224010E-004, 1.2223095703125000E+003, 2.7625131770037115E-004, 9.6370843750000000E+005, 7.9890579218044877E-004, 1.2204205468750000E+005, 2.0810430869460106E-003, 8.3218267822265625E+002, 1.1930841537832748E-005, 2.1037999540567398E-003, 1.4920771598815918E+001, 4.1364887692907359E-006
16,3, 6.0000000000000000E+001, 8.5400003194808960E-001, 6.8000000000000000E+004, 8.9560168981552124E-001, 2.4119999694824219E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 1.8000000636675395E-005, 5.0000002374872565E-004, 5.0000002374872565E-004, 1.7000000000000000E+002, 5.0000000000000000E+002, 2.6931616210937500E+002, 3.8045892142690718E-004, 9.9999998245167004E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0000001061125658E-006, 1.0458669921875000E+004, 5.0000002374872565E-004, 1.6373964800000000E+009, 5.0000000745058060E-002, 4.4937855000000000E+006, 2.9411766445264220E-004, 5.0000000745058060E-002, 1.5278870000000000E+006, 1.0000000474974513E-004, 2.6931616210937500E+002, 3.8045892142690718E-004, 9.9999998245167004E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1000000742787961E-006, 7.3210678710937500E+003, 4.5030002365820110E-004, 1.4736567040000000E+009, 5.0000302493572235E-002, 4.4937855000000000E+006, 2.9411943978630006E-004, 5.0050299614667892E-002, 1.5278870000000000E+006, 1.0010060941567644E-004
17,3, 6.0000000000000000E+001, 8.5550004243850708E-001, 6.7750000000000000E+004, 8.9465910196304321E-001, 2.4139999389648438E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 1.5000000712461770E-004, 3.4999998752027750E-004, 5.0000002374872565E-004, 9.0000000000000000E+002, 5.0000000000000000E+002, 2.6982342529296875E+002, 3.8935034535825253E-004, 9.9999998245167004E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.9999998736893758E-006, 2.8294207031250000E+004, 1.0000000149011612E-001, 4.9494250000000000E+006, 1.1111111234640703E-004, 5.0000000745058060E-002, 1.5278870000000000E+006, 1.0000000474974513E-004, 2.6982342529296875E+002, 3.8935034535825253E-004, 9.9999998245167004E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.9999999899009708E-006, 2.2635365234375000E+004, 1.0000050067901611E-001, 4.9494250000000000E+006, 1.1111405910924077E-004, 5.0000499933958054E-002, 1.5278870000000000E+006, 1.0000100155593827E-004
18,3, 6.0000000000000000E+001, 8.5700005292892456E-001, 6.7500000000000000E+004, 8.9371401071548462E-001, 2.4160000610351562E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 3.0000001424923539E-004, 1.5000000130385160E-003, 1.5000000130385160E-003, 5.0000000000000000E+002, 9.0000000000000000E+002, 2.7033258056640625E+002, 3.9844066486693919E-004, 0.0000000000000000E+000, 4.9999998736893758E-006, 9.5492935180664062E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000745058060E-002, 5.6588417968750000E+004, 1.0000000474974513E-004, 5.0000000745058060E-002, 3.1438013671875000E+004, 5.5555559811182320E-005, 2.7033285522460938E+002, 3.9844066486693919E-004, 0.0000000000000000E+000, 3.9999999899009708E-006, 7.6394348144531250E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0000499933958054E-002, 5.6588417968750000E+004, 1.0000100883189589E-004, 5.0000499933958054E-002, 3.1438013671875000E+004, 5.5556112783960998E-005
19,3, 6.0000000000000000E+001, 8.5850006341934204E-001, 6.7250000000000000E+004, 8.9276641607284546E-001, 2.4180000305175781E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 3.0000001424923539E-004, 3.4999998752027750E-004, 5.0000002374872565E-004, 9.0000000000000000E+002, 7.0000000000000000E+002, 2.7084353637695312E+002, 4.0773215005174279E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000149011612E-001, 4.9494250000000000E+006, 1.1111111234640703E-004, 5.0000000745058060E-002, 1.0913478750000000E+006, 7.1428577939514071E-005, 2.7084353637695312E+002, 4.0773215005174279E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000149011612E-001, 4.9494250000000000E+006, 1.1111111234640703E-004, 5.0000000745058060E-002, 1.0913478750000000E+006, 7.1428577939514071E-005
