call,a,b,result
powf,40000000,3EBFF281,3FA5FBCE
powf,400CCCCD,3E397345,3F93A594
powf,3F11EB85,3DE4A5DE,3F706D86
powf,40F66666,3F7C466B,40EF3078
powf,40000000,3E9957B9,3F9D8817
powf,400CCCCD,3F0B4238,3FC48DB2
powf,3F11EB85,3F065C39,3F3E9865
powf,40F66666,3F190DAF,4058DC75
powf,40000000,3E8D8AA9,3F9B08EA
powf,400CCCCD,3F300D97,3FDC2388
powf,3F11EB85,3E839038,3F5D91C0
powf,40F66666,3F2C5205,407CDF2E
powf,40000000,3EACDE40,3FA1C053
powf,400CCCCD,3DE2836B,3F8BA9D6
powf,3F11EB85,3E8D54E4,3F5B34B0
powf,40F66666,3E89825E,3FDD7603
powf,40000000,3F596836,3FE69981
powf,400CCCCD,3EAE5029,3FA769C5
powf,3F11EB85,3E082CD4,3F6D8FA5
powf,40F66666,3F475F28,409CDF35
powf,40000000,3E8E9BD9,3F9B424C
powf,400CCCCD,3EDF6850,3FB48F95
powf,3F11EB85,3F30D484,3F2DA001
powf,40F66666,3EAD514D,3FFF71D2
powf,40000000,3E347902,3F90A1CA
powf,400CCCCD,3EA5AC26,3FA53345
powf,3F11EB85,3E59CF0F,3F632683
powf,40F66666,3EF18B67,4027A5BA
powf,40000000,3E4A7A7E,3F92CD72
powf,400CCCCD,3F0A1691,3FC3D89F
powf,3F11EB85,3ED47DF7,3F4ABB64
powf,40F66666,3F1297E0,404DF92F
powf,40000000,3F387362,3FD2E9F8
powf,400CCCCD,3F06D3B7,3FC1E392
powf,3F11EB85,3F0EDE4B,3F3B1153
powf,40F66666,3CA3E7D0,3F8555F9
powf,40000000,3D90AF7C,3F866C8D
powf,400CCCCD,3DA9D424,3F88A609
powf,3F11EB85,3F1E2CEE,3F34E276
powf,40F66666,3EB1B688,4001FAED
powf,40000000,3F45481B,3FDA5EBF
powf,400CCCCD,3F5FF50A,3FFF22F0
powf,3F11EB85,3CA5A915,3F7D1B40
powf,40F66666,3DDDB9D8,3F9FA7F7
powf,40000000,3F7C4577,3FFD6DB2
powf,400CCCCD,3E97AF75,3FA1AE14
powf,3F11EB85,3EC0F0D5,3F4F2176
powf,40F66666,3F55ADAD,40AFD3E2
powf,40000000,3F22FFCF,3FC70339
powf,400CCCCD,3F02839F,3FBF549C
powf,3F11EB85,3F1D0CD5,3F355507
powf,40F66666,3F6A4DBB,40CF41CF
powf,40000000,3F7237C7,3FF69F7E
powf,400CCCCD,3E9BC2B2,3FA2B2A4
powf,3F11EB85,3E81ECC4,3F5DF7E0
powf,40F66666,3DFAB040,3FA454FF
powf,40000000,3F20B76C,3FC5C94C
powf,400CCCCD,3EEED44B,3FB8E67A
powf,3F11EB85,3F181BBC,3F374F7D
powf,40F66666,3F53560B,40AC9306
powf,40000000,3BC05B2B,3F80859A
powf,400CCCCD,3C16ADC4,3F80EE79
powf,3F11EB85,3ECBDBD7,3F4CA9A7
powf,40F66666,3F39F418,408CF46D
powf,40000000,3F092E6E,3FB99367
powf,400CCCCD,3F74CC37,40080664
powf,3F11EB85,3F3F1357,3F284733
powf,40F66666,3F1B445E,405CB909
powf,40000000,3D206BB3,3F8385BF
powf,400CCCCD,3EBA8089,3FAA95D4
powf,3F11EB85,3F741FA2,3F15C67D
powf,40F66666,3F4F4ED6,40A71E9A
powf,40000000,3E74D53B,3F97127E
powf,400CCCCD,3F794CEB,4009ECAC
powf,3F11EB85,3F6B0611,3F18CC54
powf,40F66666,3E65EB19,3FCA6B85
powf,40000000,3E8A494A,3F9A5A63
powf,400CCCCD,3E96FCF7,3FA181A9
powf,3F11EB85,3D728734,3F779EA0
powf,40F66666,3F682474,40CBB750
powf,40000000,3F4E021B,3FDF9759
powf,400CCCCD,3F2C3548,3FD98C19
powf,3F11EB85,3F52722F,3F214552
powf,40F66666,3F4039E2,40942F13
powf,40000000,3F7A16A1,3FFBEF5D
powf,400CCCCD,3D9B4489,3F87E27B
powf,3F11EB85,3F5F8FEA,3F1CB142
powf,40F66666,3F1ACE0D,405BE930
powf,40000000,3F0AD2B7,3FBA670D
powf,400CCCCD,3EEF574C,3FB90BCB
powf,3F11EB85,3EDC4830,3F49016A
powf,40F66666,3F0C536D,4043EEE7
powf,40000000,3EF40CBA,3FB21D43
powf,400CCCCD,3F541204,3FF5F6FB
powf,3F11EB85,3E8C8F0B,3F5B6453
powf,40F66666,3C4D32D0,3F835083
powf,40000000,3F48DE3A,3FDC803D
powf,400CCCCD,3CAB5B87,3F8220EA
powf,3F11EB85,3F1E7929,3F34C431
powf,40F66666,3F52E4F5,40ABF7B0
powf,40000000,3EC53642,3FA72BBD
powf,400CCCCD,3F1298CB,3FC90BDF
powf,3F11EB85,3F2233CC,3F334AD2
powf,3F20C6AC,4111AAA3,3C6D409D
powf,3F0E5FAF,41508D1C,39FA2F69
powf,3F518292,415015C8,3D97269C
powf,3F68AFF2,41367608,3EAC56DE
powf,3F279EFD,4118C944,3C8F9D01
powf,3F0CCAE7,40E74D0C,3C598C64
powf,3F0FE17E,412137C4,3B454555
powf,3E90BE2E,40838621,3BB61C8E
powf,3E3001E1,413A86EB,30A6E87A
powf,3F18BCBC,413406C1,3B443DDC
powf,3E68D6E1,40EF1E0E,3782F325
powf,3F7C8045,40A08DF8,3F6EEB86
powf,3E5AAA4C,4005EAC3,3D21EE16
powf,3F5A45C6,40187677,3F2F1A3D
powf,3ECBF6F4,40F04B24,3A829C7F
powf,3F2A9790,400DC859,3ED0539F
powf,3F787636,40994D6E,3F5DD8FC
powf,3F5DE116,4143A89F,3E321474
powf,3D90A133,4140DD2B,2870367C
powf,3F03DCE1,413433FD,3A1520CB
powf,3EB89986,402E45D5,3D7EA8C4
powf,3DFCFF4A,415DA215,2A93D9B2
powf,3F2E1A35,40E24BEF,3D860CC2
powf,3DAA8BFC,414ECC32,28491A52
powf,3E112016,412AA58A,3074DDFA
powf,3F0E77FA,40D2B1F3,3CACCF6D
powf,3DC5F0AA,410FF3D1,304BB368
powf,3F16C154,40B9F050,3D3CD92A
powf,3F0CC5AB,40F552C5,3C273876
powf,3EA899E2,4163073E,341969AB
powf,3F5C6E62,416CFD79,3DDF61AE
powf,3F746493,414C9F2A,3F0D6CCB
powf,3E55318E,414A7886,31233742
powf,3F1EDD60,40ACC15F,3D9BD665
powf,3F18D6B1,406999C1,3E1BD67F
powf,3F796599,4164FC20,3F301FBE
powf,3E434AB7,4049BCBF,3BB0A6B0
powf,3F5C32FD,4152C11F,3E0CC613
powf,3EF7CB93,4162035C,38141707
powf,3F33E8D7,411F420A,3CF4B38A
powf,3F1A7400,40A8C089,3D8E9790
powf,3F76FD78,412EDD78,3F2D0D96
powf,3F4AC9B4,41123AF9,3DF377D0
powf,3F7AECA9,40CB8530,3F6162D7
powf,3F7C368A,40BDD6CA,3F6A5680
powf,3E8F824F,414FB350,3390F0F6
powf,3E971D7C,409E8654,3B1B468A
powf,3F2D8984,41058D0E,3D1F9696
powf,3D66B62E,40B93487,337CA1E3
powf,3F408D97,41251161,3D58E9F4
powf,3ED92394,4136826A,386C2E60
powf,3F1746CF,411CF899,3BBBF08D
powf,3F506956,40F9576F,3E4E393A
powf,3EEE6544,40B90D83,3C451691
powf,3EC4DDD9,40828E11,3CA5E755
powf,3F675E36,416B57FA,3E6739DC
powf,3ED5D9DD,415463CF,371B76B8
powf,3F2AF649,4093F6C6,3E1E5323
powf,3ED834F6,41260B10,39088422
powf,3F0AB6A6,40E70648,3C4467AF
powf,3F728D30,414887D1,3F022BB2
powf,3E81EBE3,40A1BEA7,3A7FEE06
powf,3D40E2B0,415F88EE,20AA2366
powf,3F39D857,40461AAE,3EBDFE29
powf,3E615BF9,41025A1F,3693CFF7
powf,3F3A0D8D,412323E5,3D1E2B64
powf,3E51647A,40C14B1D,388FCAB7
powf,3E74BA21,4007388A,3D471000
powf,3F423ECC,412FD635,3D4526B2
powf,3E9D046F,40700167,3C42B90F
powf,3F5A5DEB,40943B5F,3EF5218D
powf,3DF80A42,40AD8915,37330353
powf,3DA1E0E4,41418DC4,29515588
powf,3EF0E441,41052047,3AF72E70
powf,3EDA964F,4001F7A2,3E35D274
powf,3F6388E5,40D91E94,3EE61B9E
powf,3F5081DB,406F677E,3EEDA1A9
powf,3F1B64E9,4150D0B5,3AC2161D
powf,3D83777F,40C7B5FE,331B1152
powf,3F6F5B7F,40AF0BFF,3F313BF3
powf,3F4D13D2,4128EF6D,3DC4EEB8
powf,3F6600A2,416F11A6,3E4EB9C4
powf,3F782E0C,406B198B,3F646D28
powf,3C680226,4136E642,1C5D4C9E
powf,3F52719C,40BE695A,3E9F8A68
powf,3F5C8B34,412BB9D6,3E4EBA3E
powf,3F02E3F5,416A3EEF,3863BF57
powf,3F6F8B05,4117D3DB,3F084651
powf,3F406555,40E67C9D,3E02DF10
powf,3D92BF89,4086CB0F,377CBD5D
powf,3ED12D20,4165978E,36312270
powf,3F0AF977,409983E1,3D5A931A
powf,3DBE827C,40758DBB,38E761E5
powf,3D98C8A7,407350ED,38594C26
powf,3EF21887,416FEA05,375E723F
powf,3ED2AE32,40AEE717,3BFFA2E6
powf,3F294E44,40BE083F,3DAFC6F0
powf,3E89FB54,41226E6E,35DE39A3
powf,3EDFEF13,40AEC9F5,3C32EE79
powf,3EB7D251,40A8CE35,3B937502
powf,3F1311DE,40987697,3D9207AC
powf,3F6CA952,403FB00F,3F4A5580
powf,3E45C5F0,41529F52,2FDA79C5
powf,3F27F72D,416246ED,3B291AD9
powf,3E8862FA,4134B401,34AE6383
powf,3DE7BF88,412999D7,2ECCC320
powf,3F2B113C,4125A147,3C7C6614
powf,3F60C1BF,413BBCFC,3E5E58DF
powf,3F49310F,4163EE6C,3D0461F1
powf,3F6372B6,40A88646,3F0954E2
powf,3F7130B0,40B9D6E4,3F351BF1
powf,3F05CE0C,411CB1E4,3AE40D5C
powf,3F19922F,41423BE0,3B0488A2
powf,3E6FED15,4016E850,3D05C3A5
powf,3D64AB0D,41187502,2BA14DF4
powf,3E92C705,41203A82,367720C8
powf,3F4B3A11,4094843F,3EAF5E92
powf,3F3233AA,416B2A88,3B9F9C7C
powf,3D920957,40CFCCCA,33194780
powf,3F6963A6,40C57E23,3F10ACAE
powf,3D8F54D0,400C77AA,3B3F353D
powf,3F7B8CA0,4136E5F5,3F517E63
powf,3F292E47,4152B4AF,3B8C1C65
powf,3EF57D51,40F787CD,3B5E5EDA
powf,3F4D99D8,40D6684F,3E6BB03F
powf,3F320D4D,413A7B8D,3C6DF25B
powf,3F286BD2,40977B70,3E0D1645
powf,3EB292F9,40A81E57,3B8175C1
powf,3F7D8858,41164DC3,3F69BCA6
powf,3E91F0BA,401E69CC,3D374A22
powf,3E2029DC,4113EA6E,3318CE71
powf,3F2810DF,41637313,3B255C66
powf,3F4349FB,40CFF6F7,3E304F2E
powf,3F6AD15E,414B0DFF,3EAB1964
powf,3F31E005,414C0F10,3C1DAB46
powf,3E1B7C55,413C7C46,2F79DCB6
powf,3F58013E,406897E4,3F0A134E
powf,3EF74F79,4107EC2C,3B0772F4
powf,3F7C2AB9,4166052B,3F4E15F4
powf,3F70FF7F,41437DC4,3EF4CF6C
powf,3EA410D0,4123B71C,371309C3
powf,3F088F18,416958EC,38DB7002
powf,3F5858CA,415526C2,3DD99696
powf,3E678B7A,414D6E6C,31B03917
powf,3EE3FD3C,41073157,3A8CD609
powf,3F5F24CE,411A374B,3E883BBB
powf,3D80C315,410CDDD4,2DE8204F
powf,3F082EE5,41494853,39BAB2E0
powf,3F5EEADB,40F88FF2,3EAEC573
powf,3F23CECB,4114BB30,3C8117DA
powf,3E8E6A8D,41422363,34422320
powf,3EA40C46,405E1011,3C9DDF38
powf,3F67FADD,414499B1,3E989405
powf,3F1DD6AE,41592405,3AB9005B
powf,3F3EF58D,41132043,3D8A480C
powf,3F2DEA26,402F60B9,3EB17CB1
powf,3E478BE7,40953633,39FFB4E4
powf,3D0E2D27,401930CD,39A84734
powf,3DAE13B1,40A53264,36478354
powf,3F5D8D89,410B3661,3E919BC8
powf,3F3DF2D8,4138C37F,3D02892F
powf,3DE55B86,4144E64F,2C0C173D
powf,3E87D007,4123180A,35B31691
powf,3F1C4EE0,4069EA8B,3E28BB73
powf,3DAA59E5,40A509E9,3634A280
powf,3F310E62,40CF6E18,3DBBA5EF
powf,3D03C2F8,4001B523,3A777FF4
powf,3EED309F,4160F1B5,37A816A9
powf,3F4BA3AC,403AAD02,3F035524
powf,3F51CD47,410FA5D5,3E2B865C
powf,3F20B5CE,4106B782,3CA287CB
powf,3F1907D1,4148A2E2,3ACEB464
powf,3F33A14E,4120AF1E,3CE9747E
powf,3F57B5D3,41411477,3E01AC55
powf,3F5D0240,4132A9B5,3E46666D
powf,3E980C41,411D12D9,36DF822F
powf,3EE3EB65,40E37109,3B5017F7
powf,3ECCE1EE,41310E87,382654C8
powf,3D06D2EC,40009F27,3A89612B
powf,3F5391DC,4050C244,3F0977E5
powf,3E809C4D,410ABEFC,36D24BCC
powf,3EE515B4,40AEAA2D,3C4B3AF4
powf,3F052566,415B22AD,39079164
powf,3E4E8AAA,40C0667C,388A69CD
powf,3F78736E,40097212,3F700FC3
powf,3F58D2EF,411B9971,3E4B9DBE
powf,3F029801,40F6AE2C,3BB6D41A
powf,3ED26552,4094CD44,3C8308C5
powf,3D89B040,40A656D1,3557FBF3
powf,3F7A7E5C,415F4E84,3F3CFDD4
powf,3F739C7C,40AF8BE3,3F43030A
powf,3F069E05,40E284A2,3C2D2C42
powf,3F2A1755,415E5A85,3B5F52E3
powf,3DC70444,412E4F05,2D243F39
powf,3F6AB01B,415DDA01,3E996892
powf,3F488EDB,40825E1B,3EBD6BB9
powf,3EDD068B,409CCE65,3C858E69
powf,3EDCD3BD,4163C542,36D425A5
powf,3E06B608,4120CAEF,30C0F968
powf,3E83C4C4,404D5F35,3C5252B8
powf,3F225DC2,404F464C,3E6A5AA5
powf,3F30BAD1,4070EDE8,3E7DCA3E
powf,3F0A00B5,404CB643,3E0DE308
powf,3EB13F6E,411B2EDD,380EB674
powf,3EB08D34,40C43A6A,3ABF6F85
powf,3F04504D,40B85C2D,3CB6D0AD
powf,3F171333,401B7AF8,3E8E2D18
powf,3F2EE5E8,40A6C33A,3E0C9FBE
powf,3F72DE95,413FC13F,3F0833E2
powf,3F6E9054,4153BB92,3EC94EF6
powf,3F2F1A1D,41343038,3C63682A
powf,3D08CF14,4058D0F4,3727537C
powf,3F6FA987,40FADD86,3F18A7CE
powf,3D6B6B23,40308528,39C6A306
powf,3D9F2505,40BBE3FE,34A41B6C
powf,3E23A276,41316126,30CB98CF
powf,3ECC5F59,414E6A55,36F00310
powf,3F56196D,4160EC3B,3DA5FFF3
powf,3F6E7230,40887D78,3F3D159A
powf,3F064866,40AFE1BE,3CEC2A80
powf,3EFE8FB6,401A61E5,3E3DC6F7
powf,3F100C84,4040FC5F,3E34D3B1
powf,3D97BD47,40A31EBA,35E8841C
powf,3EA9EC74,400AC1E9,3DBB67C7
powf,3C853028,40AAA2AD,2F9ED952
powf,3F60D592,412EEBDC,3E77B67C
powf,3F781660,415B56AB,3F2676A5
powf,3F4BC248,415C18F8,3D315757
powf,3EB67536,414F1997,35D4A0D3
powf,3F768794,40EDFE41,3F4169A6
powf,3E17CD59,405ECD67,3AAA6412
powf,3E010B96,410ECF28,3220ACC6
powf,3F73F4E8,4165FCE7,3F001051
powf,3EEE6958,4157B595,380C6E61
powf,3E0A186A,416BD67C,2A284814
powf,3E247F8A,41209794,3237C1C2
powf,3CB0CD24,4133C569,206234C6
powf,3F330A4B,403F98B2,3EAF8ABD
powf,3F73001B,4011DD80,3F635468
powf,3DC9ACC0,4166A562,275DD61D
powf,3E91EF6C,416902B3,3245ECA9
powf,3F254E82,40A69489,3DD22587
powf,3F5E4EF5,40F562AC,3EAD82B3
powf,3E2337F4,409A3D99,3916231A
powf,3E91F4D2,405E75FD,3C50DD1B
powf,3F238A13,40EDAD08,3D12D890
powf,3E70D999,413C7E34,3329146F
powf,3F7362AE,408ADD0F,3F4D97D7
powf,3F350A93,40EAC220,3DA140E0
powf,3D949332,414CB6BD,273E69E4
powf,3ECB0A1F,40999520,3C416ED7
powf,3EE87FD6,40E74D02,3B59EEAB
powf,3F6D309B,407893F1,3F3E549A
powf,3EF7B6EC,4155E4BF,387F7D61
powf,3E32ED79,41162354,33A6FCCC
powf,3F54CAF6,40F8CA25,3E734A70
powf,3F09FD80,41021B5E,3BD74405
powf,3F31A272,40E6FECA,3D926F94
powf,3F689AE6,414F1294,3E941E98
powf,3F1F46A9,408D2F42,3DFC61DD
powf,3F74A748,40A9783D,3F495BD3
powf,3F1B6456,408C01D8,3DE68826
powf,3C81CB2E,411313D1,2402BC93
powf,3EBCF33F,4133B56D,3766430D
powf,3F76CF01,40F12721,3F4257FB
powf,3F0B8AE2,40D358DA,3C94E32F
powf,3F25103A,416DBA7B,3AC113A9
powf,3F4240D0,4115EE19,3D9A3090
powf,3E12169C,40A1BF38,385EE11E
powf,3EE4E315,40BCF7A7,3C0D24EF
powf,3F4E0E9C,40B0B9EF,3E9A6F0B
powf,3F3F4605,40CC51EF,3E1F3D95
powf,3F3EC69C,40F5207B,3DD74654
powf,3F3DC934,41274509,3D334927
powf,3E919314,40D48D1D,39770328
powf,3F566775,40A0A5C9,3ED238BE
powf,3F1D513E,40F6959F,3CC04430
powf,3ED77E46,41203D00,39349152
powf,3F7E0373,4141C345,3F68F405
powf,3EAAB398,4166D382,340CE785
powf,3E58983E,41545E97,30988AB9
powf,3EA24D07,414FB4F5,34B2ED0A
powf,3F5B90C3,40374B72,3F24EC50
powf,3ED5CF85,416DF88A,36198E39
powf,3E9DE87B,415175E5,345C4CEA
powf,3E98716E,4056D5A2,3C8C5672
powf,3E0819C5,401D550F,3BE58DA9
powf,3EE4FF31,41544B32,37C1B9EF
powf,3EF3AFAE,408B0D7A,3D22A49B
powf,3F059F33,413B8853,3A0089BB
powf,3F0AC94E,40D2D9CC,3C91026F
powf,3F7AF37A,407B3FE2,3F6CBE66
powf,3F4B4318,40E45E11,3E4565BE
powf,3F445B6C,41431656,3D215DCF
powf,3E39700B,404BFD93,3B8D4A18
powf,3F3E18FD,40DC9245,3E039D8B
powf,3F757B2E,4029A718,3F650DBD
powf,3E6A668F,4149770E,3214A294
powf,3E005DE0,4123A126,30247848
powf,3F4E92FF,40EDDE36,3E4FDD03
powf,3EFB77F5,404F8FD3,3DCC1F1E
powf,3F06EFD6,411EE9E8,3AE29EB7
powf,3E0EEC5A,416882E4,2AD245EA
powf,3EF6E182,411D1EBA,3A4B1CA6
powf,3E1CA380,416EC556,2B3F03B5
powf,3EB62B2C,412DD6EC,375F219F
powf,3EB50E81,40C90488,3ABF3AD4
powf,3F54EE03,4073A7C7,3EFDEA03
powf,3F3A2C51,411BB3DD,3D389F0C
powf,3F6C8186,415AA39A,3EAD785C
powf,3F306F4A,4129EA20,3C9D465D
powf,3E8FD75B,4126113D,35FE02FF
powf,3F374AA8,4106EAD4,3D74D288
powf,3EEDECD2,414C9088,3868FD56
powf,3E0B9FFC,40ADEFC4,37A602A3
powf,3E829E3B,411FA305,35A1A9BF
powf,3EBB8B86,41402426,36C20E5E
powf,3E6D1EB4,4106150F,369F110A
powf,3F3C8FAA,4131C207,3D091F2A
powf,3DCFA874,4156B0AA,294F1ABB
powf,3F32A9AA,40F7B5AC,3D7D090A
powf,3F108C00,4022E667,3E6F0AB1
powf,3F45F4FC,40E25CF6,3E261990
powf,3E41AF9B,41070E67,3552FFE5
powf,3F7C3415,40568F4E,3F737E1C
powf,3ECC3489,412B9599,385B94F3
powf,3F44F894,412A9EBD,3D7A473C
powf,3EA51BAE,4103E1D9,38BA5D05
powf,3E2DB22B,41412F20,3008C57F
powf,3EA22C00,40B82B16,3AAF5D3C
powf,3D47E4C8,4113F204,2B51E250
powf,3F674A6F,40E605B2,3EF6D518
powf,3EAB0AB2,406915F4,3C971430
powf,3F6416D4,4032F4D2,3F396018
powf,3F542BD1,416C4BB2,3D7FD24A
powf,3F70AED5,410C8EE2,3F14E2A7
powf,3EDBEF9E,4107F575,3A479F43
powf,3F11770A,40910744,3D9E0AEC
powf,3F64257D,413AEC07,3E854CEF
powf,3F317EBC,41560648,3BF4440E
powf,3F59B1A5,40451023,3F1B69FC
powf,3F0CFCF2,41201DCE,3B278065
powf,3F40803A,415342B6,3CBDF625
powf,3DD76BAF,415D6C57,29035D30
powf,3F23F051,40E8E411,3D1FD5DD
powf,3E548A59,412C98D8,3338D21C
powf,3F76BA7F,4054E9C6,3F626F49
powf,3DAC9FA1,40B8F46E,3525F20C
powf,3E71BF13,4168B399,30516BD8
powf,3EB78AFF,402E1DCB,3D7B56A7
powf,3F7297F3,40B94A96,3F3B7CE4
powf,3F14E1B5,40DA4BA4,3CCB07F4
powf,3F4B1FCF,40757B42,3ED2CCD9
powf,3F11ED31,412DBEB0,3B127613
powf,3F631CF7,40AA76F8,3F0748C1
powf,3F0F9EDE,4138DAB3,3AA4F1E6
powf,3EB0EB23,40558360,3CEC7793
powf,3EB6F1AC,4049892A,3D204A9E
powf,3F7707E0,40F9F051,3F41C25C
powf,3F7FC3D8,411D1563,3F7DB3C9
powf,3F5ABBAE,4092A105,3EF8FEF7
powf,3E91AEE3,4149CE3D,340BF8D0
powf,3E9D882F,40D293D7,39E060B0
powf,3DEDB026,410E0AE3,31AAD5B3
powf,3EA5EEEB,40FEFFC0,390431E6
powf,3F16B0BA,40ADF99D,3D65A76B
powf,3F40D121,40835154,3EA000CB
powf,3F238FCE,4110BFEB,3C8E508E
powf,3E9EB7A4,40939829,3B93B5EA
powf,3E6CD8EB,408EA4A5,3ABFF7CD
powf,3EECB320,41424393,38B33495
powf,3F6CB80A,41458715,3EC2BB59
powf,3F625230,40B24B0D,3F00D8AF
powf,3F62A634,415047F9,3E51D318
powf,3F397873,4157B801,3C547F06
powf,3EE8A480,411787DF,3A154DB3
powf,3DBA83D9,41370B97,2BAF2742
powf,3ECB549B,40DF26F0,3AD13FEB
powf,3DB3B2F5,41079E91,30978F30
powf,3F699A5A,40E4A60D,3F0515FF
powf,3F752DC2,410730B0,3F31BA20
powf,3F29DE84,4133439C,3C2576B6
powf,3F294E27,40BAE4EB,3DB70C3F
powf,3E83DFA3,4167E0D4,31474486
powf,3F005BF5,41028223,3B6AF308
powf,3E224D96,4166461B,2C57CF82
powf,3E85B8D9,403D80B0,3C99CB65
powf,3F4065ED,4071A887,3EAE24F5
powf,3EB5D9E5,4123B690,37D2C6D0
powf,3F7BF94F,403A8D85,3F7470AC
powf,3F05762E,40F41EEF,3BE3B77D
powf,3F260A2A,411C7716,3C6D824F
powf,3E2B9792,401E0575,3C470555
powf,3F7B2D28,40A2E123,3F686033
powf,3F09F612,4159A8E8,396977F0
powf,3F231C03,41063E60,3CBA998C
powf,3ECA252B,40BA26DB,3B93161E
powf,3E548AD9,4026CBCA,3C881058
powf,3F17D97D,40FB0B06,3C881E2A
powf,3C8F6B16,404711B5,3666580B
powf,3F6C8A80,40818DDB,3F39E1EB
powf,3D45B99D,40899AB8,3612BAC5
powf,3E74EDD4,4143D7B8,32D5A200
powf,3EA40C59,4118ACCC,37A110BD
powf,3EDA7C9A,40BBD332,3BDD1F7D
powf,3F276F15,4162FCDA,3B1EAB9D
powf,3F3BBBAF,40BAF6DC,3E2739C3
powf,3F0A5C6D,41591420,397854ED
powf,3EAD3CB7,410B7E7D,38A563B8
powf,3E0B7C7B,41541CBA,2C6A5AEE
powf,3ED4A22C,413E484A,37F2A929
powf,3EBA51CA,414600FE,3677AFFE
powf,3D833265,4113DD15,2D249EC4
powf,3F58A5AF,4125E19A,3E35765C
powf,3C87ED67,415147B7,18C96502
powf,3F3B5683,41616A3E,3C494AD6
powf,3CA221C1,413FB090,1D933DAA
powf,3DED0BDD,40A46B7D,37816077
powf,3F0F54EB,40EEDE2F,3C57D2D9
powf,3F52C6D6,416B1690,3D6B8358
powf,3F38886C,410232B8,3D8EB708
powf,3F6A28FB,40FAA382,3EFEA611
powf,3F451FCF,40FB0EB1,3E03C648
powf,3EB0ACA6,4052ABC3,3CF6C512
powf,3F777FA0,4100EA92,3F430312
powf,3F7733E0,40DC5A75,3F49374D
powf,3E70476D,40C64587,3903BC6F
powf,3E3A9414,40B51D25,3888F23C
powf,3F6189A8,400F88A3,3F40AEEC
powf,3F6D09DD,41586270,3EB4D5CF
powf,3F5F4D04,41281635,3E73AC47
powf,3F517446,41573885,3D89BB93
powf,3EDB0641,41600448,36E6662C
powf,3E062F75,416B4F0C,29EBB6EF
powf,3EB33D64,416450CD,34A7F75A
powf,3F744C8C,40333040,3F609206
powf,3ED7F286,41547905,37302AD0
powf,3F03DBDD,408C6355,3D5EFE9F
powf,3EA5F5DE,415083B2,34E1C80C
powf,3E948FC1,40B60C67,3A65DD33
powf,3EA491D3,40A7488B,3B2DA7AD
powf,3F29BBE9,4110A11F,3CC79603
powf,3F13492A,414D61A7,3A592BE7
powf,3F5324D8,40FB8DC2,3E613BD0
powf,3F5A8CEA,413B9FDE,3E20428A
powf,3EB01912,41366DB0,36AE1E76
powf,3ED11E2A,407FD7FE,3CE4779D
powf,3F1BA8A4,414B7CD8,3AEA327A
powf,3DB039A9,41371477,2B360C30
powf,3F4DCB89,40EEDB4E,3E48BF4C
powf,3F2C687D,413D3180,3C18E131
powf,3EF95C99,4047A328,3DD921EC
powf,3F208D9B,416E5788,3A7B50EF
powf,3E8DD6EB,4163AAE3,3248BB8E
powf,3F579DA1,4112F710,3E53910F
powf,3E6DCEF5,408092FA,3B39B34E
powf,3F4D905F,4157E485,3D5419F8
powf,3F332296,40DAC4BD,3DB258B9
powf,3F3871DB,410C1A4D,3D6819BC
powf,3F531CFE,411689FB,3E26F0DC
powf,3E8CEC47,4082A522,3BA909C8
powf,3E99B167,412B703E,3628A7D9
powf,3EA435F5,415A9DDF,343FD39E
powf,3EFFF16A,40E285B0,3BF201E7
powf,3F209721,40BB71F4,3D855CC8
powf,3F501A02,40BA2F36,3E99670B
powf,3D7DC522,40B9D46C,33CFA54C
powf,3EC5A404,412C94FF,3811C2CA
powf,3E958636,41271ADA,362F5115
powf,3F1ED3C0,406873DD,3E34D95A
powf,3E574856,414EF0F9,30EEDBD3
powf,3E936FD3,4002B4FC,3DA11D3B
powf,3F3A586A,416B5110,3C197383
powf,3EC35941,40F83754,3A14D11E
powf,3F009292,409271BA,3D2F3A2E
powf,3CB92168,413F2588,1ECD21DE
powf,3EBAC792,40BF3AA0,3B1E4421
powf,3EE1DE6A,412BD3FF,391FDA5F
powf,3E58117B,416182DC,2FA49929
powf,3D9411D4,414BED85,274F66CE
powf,3E707330,4155C756,31865681
powf,3E042F0A,40B44C9F,3724181A
powf,3E3354BA,41080585,34C65263
powf,3F74B4F7,40FBE693,3F33792C
powf,3E21F20E,4116FB31,32EDC343
powf,3F14DA4D,40D26491,3CE7D091
powf,3ED681AF,415276B5,3733C9A0
powf,3EB924AA,407306A1,3CAC253C
powf,3F564DFE,4137EF25,3E04A785
powf,3F15D42B,40CA6642,3D0A5204
powf,3F6DE9DB,411B82F7,3EFB2E79
powf,3DDACF4A,40B766E0,36360AA4
powf,3F6690E1,410EEE6F,3EC90C86
powf,3F75ADAF,40556DD7,3F5F2BAA
powf,3EF024A1,40127917,3E350C71
powf,3F6E1208,412FAD21,3EE6B099
powf,3F65AD6E,4029386C,3F40272D
powf,3F787A26,40345C9C,3F6B5C7B
powf,3F0DDCD6,41608EBF,3984428C
powf,3F04FC2E,413173FF,3A379C8C
powf,3F00B7D4,404C6AC4,3DE3D262
powf,3D7893A6,415D761B,23843E9A
powf,3F7349F9,40E90B9F,3F30ABC0
powf,3D70290C,4143592A,2683680A
