# glibc 2.39 logf / atanf / powf(x,0.25f) reference points
#   libc     Ubuntu GLIBC 2.39-0ubuntu8.7, x86-64 with FMA+AVX2
#            (logf and powf are ifunc-dispatched to their -mfma builds;
#             atanf is a plain FUNC, so no contraction)
#   produced by running the live libm through
#   tools/noahmp_wrf461_oracle/libm_ref_dump.c
# These are the functions gfortran calls for LOG, ATAN and **0.25 on a
# REAL(4); none of them is correctly rounded, so both the CPU and the
# CUDA transcriptions are checked against these bits, not against each
# other and not against a correctly-rounded library.
# Every column is an IEEE-754 binary32 bit pattern.
x,logf,atanf,powf025
4900CC38,4152D0EF,3FC90FCB,41D79AA7
49025E6A,41530298,3FC90FCB,41D84234
49033B9E,41531DA7,3FC90FCB,41D89DB6
49034D73,41531FD4,3FC90FCB,41D8A511
49067F47,4153824B,3FC90FCB,41D9F361
49069E0A,415385F3,3FC90FCB,41D9FFD6
4907BE7B,4153A817,3FC90FCC,41DA743F
490838DA,4153B67D,3FC90FCC,41DAA56B
4909A40C,4153E0ED,3FC90FCC,41DB3697
490C81B5,41543556,3FC90FCC,41DC5873
490FAAC1,41549071,3FC90FCC,41DD9300
490FBA75,41549231,3FC90FCC,41DD990E
491181E5,4154C494,3FC90FCD,41DE47CB
4911BC35,4154CAFD,3FC90FCD,41DE5E0D
4912B50F,4154E638,3FC90FCD,41DEBCBD
49135981,4154F81D,3FC90FCD,41DEFB0E
4914ED62,415523BC,3FC90FCD,41DF933D
4915BF8C,41553A40,3FC90FCD,41DFE1F4
4915ED5B,41553F25,3FC90FCD,41DFF311
49161892,415543C1,3FC90FCD,41E00333
491788A1,41556ACD,3FC90FCD,41E08C09
49183D91,41557DDC,3FC90FCD,41E0CEF3
491CAF90,4155F3BF,3FC90FCE,41E26E89
491F0C47,41563109,3FC90FCE,41E347C9
4921306F,415667D0,3FC90FCE,41E40AA2
49218817,41567081,3FC90FCE,41E4299C
49232673,41569958,3FC90FCE,41E4BB62
4924DC2E,4156C40C,3FC90FCE,41E55435
49255330,4156CF95,3FC90FCE,41E57D8D
4925A6F1,4156D7AE,3FC90FCE,41E59A98
492761AB,41570238,3FC90FCE,41E63368
49295EDE,4157329B,3FC90FCF,41E6E1B5
4929A0B7,415738D3,3FC90FCF,41E6F823
492A610B,41574AED,3FC90FCF,41E7397F
492DBEA0,41579B0B,3FC90FCF,41E85BAD
492DDC63,41579DC9,3FC90FCF,41E8659F
4930EFB6,4157E59B,3FC90FCF,41E96AFF
4931D939,4157FAAB,3FC90FCF,41E9B7DC
4932D28D,4158110A,3FC90FCF,41EA099B
49345514,4158337A,3FC90FCF,41EA87AD
4935AA56,415851A5,3FC90FCF,41EAF653
4936BC14,415869AF,3FC90FCF,41EB4EA5
493736F4,4158746D,3FC90FCF,41EB7629
4937B5DE,41587F7F,3FC90FCF,41EB9EE5
493A19F2,4158B476,3FC90FD0,41EC6234
493B3E3B,4158CD83,3FC90FD0,41ECBECE
493B82A1,4158D35A,3FC90FD0,41ECD46A
493C94E0,4158EAB0,3FC90FD0,41ED2AD3
493E32A4,41590DA5,3FC90FD0,41EDAC80
493E8610,415914A8,3FC90FD0,41EDC68B
493F6C3A,415927F0,3FC90FD0,41EE0E3B
493F9448,41592B49,3FC90FD0,41EE1AAE
4940968B,415940CC,3FC90FD0,41EE6AC4
49435848,41597B03,3FC90FD0,41EF4406
49440C64,415989BD,3FC90FD0,41EF7B19
4947086D,4159C7A0,3FC90FD0,41F0631A
4947BE8B,4159D63D,3FC90FD0,41F09A05
49488688,4159E63A,3FC90FD0,41F0D628
4948B2E0,4159E9C3,3FC90FD0,41F0E377
4949E239,415A01E0,3FC90FD0,41F13E4A
494B5027,415A1EC6,3FC90FD1,41F1AB51
494BF6FD,415A2BE2,3FC90FD1,41F1DCD6
494D7AB2,415A4A2F,3FC90FD1,41F24F74
49511DEB,415A9210,3FC90FD1,41F3602F
4951806F,415A9997,3FC90FD1,41F37CD4
49546DC1,415AD26C,3FC90FD1,41F4556A
4954BD8C,415AD86E,3FC90FD1,41F46C59
49555E82,415AE484,3FC90FD1,41F49A87
4956365B,415AF4AC,3FC90FD1,41F4D84C
4957152D,415B0547,3FC90FD1,41F517DF
49576454,415B0B2A,3FC90FD1,41F52E69
495CA2F9,415B6DB4,3FC90FD1,41F6A90E
495FC007,415BA71A,3FC90FD1,41F786A7
496042C1,415BB070,3FC90FD2,41F7AAC6
49611FEB,415BC030,3FC90FD2,41F7E7BF
49612EA9,415BC13C,3FC90FD2,41F7EBCE
496A83F4,415C6794,3FC90FD2,41FA7377
496DEE07,415CA2C8,3FC90FD2,41FB5B92
496FB3DC,415CC130,3FC90FD2,41FBD319
49707E34,415CCEAC,3FC90FD2,41FC082D
49708087,415CCED4,3FC90FD2,41FC08C9
49720EC6,415CE93C,3FC90FD2,41FC70DE
49765FD0,415D31A3,3FC90FD2,41FD8F12
497965FC,415D639B,3FC90FD2,41FE5559
4979E295,415D6B97,3FC90FD2,41FE7517
4980BC3F,415DE615,3FC90FD3,42002EF6
49840FB1,415E4E8F,3FC90FD3,420100E3
49893D5C,415EEC1A,3FC90FD3,42023FFA
498C46B9,415F45BE,3FC90FD3,4202F6E8
4991562A,415FD6E6,3FC90FD4,42042143
49DB59D7,41666CE6,3FC90FD6,42127375
49EEBD39,4167C7D3,3FC90FD6,421595CA
4A4E45E2,4170883D,3FC90FD8,422B8128
4A780646,41737B3E,3FC90FD9,423397BA
4AAC6311,4178C04E,3FC90FD9,4243019B
4AADE837,4178E444,3FC90FD9,42436F4C
4ADD88C8,417CC3BA,3FC90FD9,424FA060
4AEA1EC6,417DA610,3FC90FDA,425283BC
4B2A3996,4181D1DF,3FC90FDA,42672C1B
4B692E80,4184565F,3FC90FDA,427A181B
4B72366E,4184A431,3FC90FDA,427C7B34
4BAEC4D2,41879363,3FC90FDA,428A5D37
4BCAC243,4188C3A0,3FC90FDA,428F996E
4C000000,418AA123,3FC90FDB,429837F0
4C364C89,418D7558,3FC90FDB,42A649BD
4C3FE646,418DDE75,3FC90FDB,42A86F78
4C63FB16,418F3F4E,3FC90FDB,42AFD94F
4C775027,418FE600,3FC90FDB,42B376B9
4C94594B,41915ADB,3FC90FDB,42BBD21A
4CE94E54,4194FA28,3FC90FDB,42D254D1
4D427147,4199108C,3FC90FDB,42EEFD2A
4D515AFF,4199A7E4,3FC90FDB,42F371F2
4DD213BC,419F3A80,3FC90FDB,4310E0BE
4DEA28D4,41A018C4,3FC90FDB,4314DCCF
4DFECE90,41A0C5D5,3FC90FDB,43180A75
4E18B0EB,41A238A3,3FC90FDB,431F14BE
4E54A1C6,41A4DED3,3FC90FDB,432CCFB0
4E58F5BC,41A50817,3FC90FDB,432DAF1B
4E6B677D,41A5AF31,3FC90FDB,43314360
4EAD2AE4,41A8C5EE,3FC90FDB,43433A06
4ED3F369,41AA63D1,3FC90FDB,434D57F9
4FF368DC,41B69660,3FC90FDB,43964FB8
5024491D,41B8FCCA,3FC90FDB,43A204C2
503876C9,41B9EA0C,3FC90FDB,43A6C793
503F16EF,41BA3251,3FC90FDB,43A841E6
50877CDA,41BCFDA8,3FC90FDB,43B79C48
508A370C,41BD2678,3FC90FDB,43B88710
50920721,41BD9715,3FC90FDB,43BB14ED
51440EFF,41C57E06,3FC90FDB,43EF7BE5
514FE9A4,41C5F640,3FC90FDB,43F3064B
518A1B66,41C83C00,3FC90FDB,44027488
51AB46AC,41C9F4D4,3FC90FDB,4409AAE6
520B48B6,41CDD8F2,3FC90FDB,441B77BE
5237A073,41D00EFE,3FC90FDB,4426970B
523816E6,41D01426,3FC90FDB,4426B1E2
526886D3,41D1F286,3FC90FDB,4430B80E
5271FBD7,41D2442B,3FC90FDB,44327D31
52810227,41D2C78F,3FC90FDB,44355FF4
52D358D3,41D6BA80,3FC90FDB,444D327D
5325F277,41DA56CB,3FC90FDB,4465B4BF
53629C06,41DCD4DD,3FC90FDB,44785022
536621E0,41DCF475,3FC90FDB,447945C3
5394C3FC,41DF0284,3FC90FDB,4484E709
53EAB618,41E2A85F,3FC90FDB,4494F33E
5402CFED,41E386B1,3FC90FDB,44990C3C
541EE06F,41E514C0,3FC90FDB,44A0AB11
546740C7,41E8158A,3FC90FDB,44B079FB
5498769D,41EA4BEE,3FC90FDB,44BD1C16
54E02323,41ED6118,3FC90FDB,44D03BD3
54EB525B,41EDC4D3,3FC90FDB,44D2C8BF
551ABDE7,41EFF5E0,3FC90FDB,44E1B9E5
5525291A,41F07B53,3FC90FDB,44E56EF0
55496D4B,41F211DE,3FC90FDB,44F11B53
555FF98F,41F2EB2D,3FC90FDB,44F7968E
558E51F8,41F4D611,3FC90FDB,45037060
5597B872,41F5590F,3FC90FDB,45058EBD
55B79908,41F6DFA1,3FC90FDB,450C1455
55BCFD5B,41F71AE8,3FC90FDB,450D18C4
55C25BE8,41F75448,3FC90FDB,450E16A2
562C503F,41FBE949,3FC90FDB,4523F66C
563E5C68,41FCB547,3FC90FDB,452818C8
567854CC,41FED5B9,3FC90FDB,4533A5EF
56819494,41FF2D24,3FC90FDB,45359355
568D88F6,41FFE1DE,3FC90FDB,4539A037
56DA399D,4201AC4E,3FC90FDB,454ED8C2
56F4134C,42021EF1,3FC90FDB,4554B7B6
5755EE38,42045DBC,3FC90FDB,4574C3AD
575EF72F,42048818,3FC90FDB,45774F08
578A5FD9,42056560,3FC90FDB,458284B0
57A30E68,42060D72,3FC90FDB,4587FC3A
581315BD,420869AB,3FC90FDB,459D99AD
588DE4B2,420B0AA7,3FC90FDB,45B9BE44
58D277B5,420C9E5F,3FC90FDB,45CCFBC3
58E2FF69,420CEBCC,3FC90FDB,45D0E518
58F9D7B0,420D4DFD,3FC90FDB,45D5F694
591F9AA7,420E48E1,3FC90FDB,45E37A95
59769DA9,42100676,3FC90FDB,45FD9EFA
59BDFC45,4211C119,3FC90FDB,460D4840
5ADC2CB3,4217E3AD,3FC90FDB,464F4EA1
5B451653,421A3806,3FC90FDB,466FCC26
5B8EFC25,421BB533,3FC90FDB,46839799
5B96772D,421BE96B,3FC90FDB,468547D1
5BAF5E1C,421C863E,3FC90FDB,468A7B84
5BB34D95,421C9CF8,3FC90FDB,468B40C1
5BB3F6D3,421CA0BD,3FC90FDB,468B6192
5BCD602B,421D27FD,3FC90FDB,46900F79
5BD05A1C,421D36B9,3FC90FDB,4690945E
5BE1CF0D,421D891D,3FC90FDB,46938468
5C961805,42217273,3FC90FDB,46BC5EE1
5CF42585,422364A2,3FC90FDB,46D4BBAE
5D12806D,42241F6D,3FC90FDB,46DEA8C0
5D338A07,4224EFAA,3FC90FDB,46EA458C
5D3634A1,4224FEC3,3FC90FDB,46EB22FE
5DDC995B,42288858,3FC90FDB,4712A8AD
5E2B9BDE,422A4CF8,3FC90FDB,4723CB73
5E356A77,422A85E1,3FC90FDB,47261618
5E58466A,422B39DB,3FC90FDB,472D8BFA
5E755C72,422BBB10,3FC90FDB,47331BCC
5E9A1B23,422CA498,3FC90FDB,473D9DF6
5E9F6DD7,422CC75E,3FC90FDB,473F3BD1
5ECDEBFB,422DCD68,3FC90FDB,474BDE16
5EE0EEAD,422E27D4,3FC90FDB,47506B09
5EE6EF96,422E42CD,3FC90FDB,4751CB8B
5F1C677C,422F7989,3FC90FDB,4762547A
5F63244D,4230F79F,3FC90FDB,4778756F
5F6D6F88,42312502,3FC90FDB,477B3A22
5F854DDC,42319BAC,3FC90FDB,47814E50
5F86060D,4231A12F,3FC90FDB,47817AE4
5F9115D9,4231F264,3FC90FDB,478412A3
5F9788FF,42321EEF,3FC90FDB,4785844B
5FE592D6,4233C84F,3FC90FDB,479420D6
5FF90C35,42341BAF,3FC90FDB,47972CA2
6037DDF3,4235AAC0,3FC90FDB,47A6A4FC
6039CA2D,4235B567,3FC90FDB,47A71415
6050F9E7,42362DD5,3FC90FDB,47AC104C
6065E61A,42368F8A,3FC90FDB,47B037B2
606A8F73,4236A418,3FC90FDB,47B11AA7
6098A383,4237B1ED,3FC90FDB,47BD2A01
60FA91AC,4239AD7C,3FC90FDB,47D61E5A
610F3696,423A3671,3FC90FDB,47DD6628
611BDC77,423A8D1B,3FC90FDB,47E2221E
61425B7F,423B6F22,3FC90FDB,47EEF678
614E7F8C,423BAD2E,3FC90FDB,47F29C36
619C9478,423D5799,3FC90FDB,48069D49
620C94E0,423FAF04,3FC90FDB,481BD41C
620E5B21,423FBBDC,3FC90FDB,481C5166
623A6446,4240CFD9,3FC90FDB,482736AF
623E1BE6,4240E411,3FC90FDB,48280A89
6241A39D,4240F6E9,3FC90FDB,4828D0DC
628E65E8,424281F2,3FC90FDB,4839E87F
62BDCF21,4243A83C,3FC90FDB,4847C1C2
630757F2,424513B3,3FC90FDB,485A4AF3
630CAD9A,42453B49,3FC90FDB,485C69A7
6334B5BD,42463BB6,3FC90FDB,486AA714
6338F2E7,42465374,3FC90FDB,486C044B
6388E928,4247E545,3FC90FDB,48822BFA
639DF801,424877C5,3FC90FDB,4886E973
63B409D5,4248FDAF,3FC90FDB,488B6540
6426D46B,424B7571,3FC90FDB,48A2A46A
64AC19DE,424E5B14,3FC90FDB,48C2ECE5
64E1A668,424F707C,3FC90FDB,48D0958B
6514EEB6,42508CCD,3FC90FDB,48DF93BD
652428E3,4250F07C,3FC90FDB,48E515C1
6591A605,42533BC1,3FC90FDB,49043366
6596790E,42535D1F,3FC90FDB,4905483C
6599EE77,42537464,3FC90FDB,49060AA1
65B99328,425433D4,3FC90FDB,490C747C
65EC54AF,42552B68,3FC90FDB,491534D9
66171BC5,42562738,3FC90FDB,491EAACE
6625F9C0,42568751,3FC90FDB,49226F04
66471EA3,425741C0,3FC90FDB,4929FF75
6650F93D,42577336,3FC90FDB,492C1029
6673A529,42581066,3FC90FDB,4932CB6C
66C7250B,425A07A9,3FC90FDB,494A2B47
66E27D65,425A8B6B,3FC90FDB,4950C728
6736EF12,425C7680,3FC90FDB,496B5F0D
676EA6E5,425D86C3,3FC90FDB,497B8C57
6777A80D,425DACB0,3FC90FDB,497DE35C
677FD049,425DCDDF,3FC90FDB,497FF411
682751C3,4261A6B4,3FC90FDB,49A2C2EE
68730A41,426324FC,3FC90FDB,49B2AEFA
68738659,42632706,3FC90FDB,49B2C5C4
68D49ACE,426561C4,3FC90FDB,49CD8078
691697CD,4266C66B,3FC90FDB,49E0329C
693F200E,4267BA7C,3FC90FDB,49EDF688
694584C8,4267DC2E,3FC90FDB,49EFEDB9
69CE1DA4,426ACD97,3FC90FDB,4A1030A7
69FC098B,426B9B8E,3FC90FDB,4A17A041
6A336EF5,426D0569,3FC90FDB,4A25A175
6A39FA77,426D2A19,3FC90FDB,4A271EEF
6A8357FC,426E8BB8,3FC90FDB,4A3630AA
6ACE250D,4270594C,3FC90FDB,4A4BEC35
6B17F3B7,4271E6BF,3FC90FDB,4A60B3AA
6B19EF5F,4271F406,3FC90FDB,4A616E6E
6B1F846B,42721880,3FC90FDB,4A6372A8
6B54D876,42733FD6,3FC90FDB,4A747413
6BB10849,427548F7,3FC90FDB,4A8ACF5A
6C20E986,4277ACFB,3FC90FDB,4AA12E2E
6C78A5F2,42796A9B,3FC90FDB,4AB3B49A
6C83875B,4279A44B,3FC90FDB,4AB64116
6C90EA24,427A078A,3FC90FDB,4ABAB963
6CC765D4,427B4E5B,3FC90FDB,4ACA3BB6
6CE95216,427BEF3D,3FC90FDB,4AD255AA
6D03CF28,427C6C42,3FC90FDB,4AD8DA7E
6D282AC2,427D65B4,3FC90FDB,4AE6786D
6D554B15,427E591F,3FC90FDB,4AF494F6
6DC8E0A5,428070BF,3FC90FDB,4B0F43DC
6DD06E70,428083A5,3FC90FDB,4B1097E5
6DE2D336,4280AEF2,3FC90FDB,4B13AED3
6E0328F6,4280F962,3FC90FDB,4B192640
6E300E72,4281901C,3FC90FDB,4B24D888
6EC30D23,42832775,3FC90FDB,4B491F3F
6EE06EB0,42836F4C,3FC90FDB,4B504D5D
6F030F2E,4283BEC6,3FC90FDB,4B588B5D
6F545EEF,4284B5E8,3FC90FDB,4B745127
6F590FAE,4284C117,3FC90FDB,4B75A7AC
6FA219E2,42858E80,3FC90FDB,4B87C922
6FB76857,4285CDBA,3FC90FDB,4B8C0B0A
6FC93B80,4285FD37,3FC90FDB,4B8F540C
700A936C,4286A11C,3FC90FDB,4B9B450F
70252242,4286FAE2,3FC90FDB,4BA23A31
704B3F68,42876535,3FC90FDB,4BAADF48
7053EEE9,42877AA2,3FC90FDB,4BACAB4D
70B6515A,42889075,3FC90FDB,4BC5C18B
70C70075,4288BD4A,3FC90FDB,4BCA21FD
70F1B44D,428920D3,3FC90FDB,4BD432F9
711FD27D,4289AFED,3FC90FDB,4BE38E77
714C7D96,428A2E1D,3FC90FDB,4BF204B3
71B4AE8D,428B51A0,3FC90FDB,4C0B8517
7220A338,428C7850,3FC90FDB,4C211C91
72338C8A,428CB14C,3FC90FDB,4C25A848
72CBFD83,428E5588,3FC90FDB,4C4B6345
72DFCB83,428E84F9,3FC90FDB,4C502776
7309F95C,428EF03A,3FC90FDB,4C5B5887
730F1B4D,428F02EE,3FC90FDB,4C5D5B9C
7341FE16,428F9EB2,3FC90FDB,4C6ED9BD
73455C96,428FA782,3FC90FDB,4C6FE183
73493677,428FB167,3FC90FDB,4C710AEA
734DD576,428FBD08,3FC90FDB,4C726A32
73516362,428FC5CC,3FC90FDB,4C737462
736550AC,428FF457,3FC90FDB,4C790D09
739C425F,429092D7,3FC90FDB,4C868BA1
73BC2F9F,4290F207,3FC90FDB,4C8CF24E
73BF733A,4290FAD5,3FC90FDB,4C8D8DC3
7414C345,4291DC8F,3FC90FDB,4C9E0C3F
744004F4,42925F3E,3FC90FDB,4CA87633
749F0230,4293618D,3FC90FDB,4CBF1B81
74BF9552,4293C0F8,3FC90FDB,4CC838D7
74C9B40D,4293DB53,3FC90FDB,4CCAD0B8
74E4E709,42941C18,3FC90FDB,4CD154ED
7521C132,4294CD36,3FC90FDB,4CE43DC4
759B6446,42961B8E,3FC90FDB,4D065BB8
75E377D3,4296DEA8,3FC90FDB,4D13C997
7648490E,42980063,3FC90FDB,4D2A3F03
76574841,4298255B,3FC90FDB,4D2D58E7
76FD4351,4299DB70,3FC90FDB,4D56B118
771E0B65,429A4CE5,3FC90FDB,4D62EBCB
7765145D,429B0AF2,3FC90FDB,4D78FCA7
77692225,429B13ED,3FC90FDB,4D7A14CB
78441121,429D810E,3FC90FDB,4DA957B0
7849C7B0,429D8FC2,3FC90FDB,4DAA9019
78D79EB1,429F149E,3FC90FDB,4DCE3A02
795FFB9E,42A08AFD,3FC90FDB,4DF79720
797495E1,42A0B80B,3FC90FDB,4DFD18ED
798F1CDF,42A1088A,3FC90FDB,4E039F1F
79EAB360,42A205D0,3FC90FDB,4E14F2CF
7A199AF4,42A28FA8,3FC90FDB,4E1F5191
7A224E8D,42A2ABDE,3FC90FDB,4E21874C
7A6D920A,42A36EED,3FC90FDB,4E31AB6A
7B0F6897,42A53245,3FC90FDB,4E5D7979
7B1AD5F0,42A55986,3FC90FDB,4E61C2A9
7B74B7BA,42A643E3,3FC90FDB,4E7D21AF
7BE5B70F,42A78663,3FC90FDB,4E9426AE
7BFD2671,42A7B81F,3FC90FDB,4E97CB09
7C11FC7D,42A8012C,3FC90FDB,4E9D4E1F
7C4E7BBC,42A8B2B0,3FC90FDB,4EAB8C58
7C52AC26,42A8BCF8,3FC90FDB,4EAC696A
7C82B3A7,42A92B71,3FC90FDB,4EB5F793
7C87C208,42A93EE0,3FC90FDB,4EB7B3B3
7CD90E63,42AA2F25,3FC90FDB,4ECE91B6
7CE58BA2,42AA4BCA,3FC90FDB,4ED17A85
7D2F7A82,42AB252A,3FC90FDB,4EE8EF87
7D502C5A,42AB7CA5,3FC90FDB,4EF319C7
7D896853,42AC0AD7,3FC90FDB,4F024A2A
7DEC829A,42AD20E0,3FC90FDB,4F153C18
7EB34A52,42AF58D8,3FC90FDB,4F44EE0F
7EB4D323,42AF5D35,3FC90FDB,4F455994
7ED7013A,42AFB5D9,3FC90FDB,4F4E1451
7EF74864,42AFFD77,3FC90FDB,4F5569BD
7F568F3B,42B117AE,3FC90FDB,4F74F1AE
7F652F78,42B13971,3FC90FDB,4F790405
7F6CA975,42B149E1,3FC90FDB,4F7B05AD
