# WRF v4.6.1 Noah-MP ESAT bitwise oracle (module_sf_noahmplsm.F:4952-5001)
#   tree     <wrf-4.6.1-checkout> (WSL)
#   commit   d66e442fccc04111067e29274c9f9eaccc3cef28
#   sha256   bd592a5b7db29000e715250e3a7c779ffb5e0dcc356f6b5a7d9e1c9f69c55282
#   compiler gfortran 13.3.0, WRF FCOPTIM -O2 -ftree-vectorize -funroll-loops
#   produced by tools/noahmp_wrf461_oracle/run_bareflux.F90 in 'esat' mode,
#   which calls the module procedure directly through the visibility patch.
# ESAT is pure float32 polynomial arithmetic -- no libm -- so this sweep
# also serves as the ptxas constant-folding check for the CUDA half:
# a mis-folded coefficient table cannot survive 12007 points.
# T is degrees C; every column is an IEEE-754 binary32 bit pattern.
t,esw,esi,desw,desi
C21BA666,41A9276B,4167FF9A,400AF7FA,3FD00791
C21BB333,41A8F057,4167AC98,400ACF0F,3FCFC29F
C21BC000,41A8B943,416759FA,400AA66F,3FCF7D94
C21BCCCD,41A88216,416706F8,400A7DAA,3FCF391F
C21BD99A,41A84AE9,4166B4F0,400A54FD,3FCEF3E2
C21BE666,41A81420,416661EE,400A2C5D,3FCEAF9F
C21BF333,41A7DD57,41660EEC,400A03B0,3FCE6B2A
C21BFE59,41A7AD7D,4165C7D4,4009E070,3FCE2F7F
C21C0000,41A7A6A7,4165BCB2,4009DB2A,3FCE26E7
C21C0CCD,41A76FDE,4165697E,4009B2BC,3FCDE259
C21C198D,41A73960,41651870,40098A73,3FCD9E2F
C21C199A,41A738FC,4165183E,40098A4E,3FCD9E48
C21C238F,41A70E81,4164D7FC,40096AE8,3FCD68F6
C21C2666,41A70297,4164C636,400961EC,3FCD5956
C21C2BF1,41A6EAF5,4164A214,40095058,3FCD3C23
C21C2D3B,41A6E564,41649A44,40094C4A,3FCD3534
C21C3333,41A6CBE7,41647460,40093997,3FCD15A9
C21C4000,41A69582,4164228A,40091142,3FCCD1FC
C21C4CCD,41A65F4F,4163CFBA,4008E8ED,3FCC8DB9
C21C599A,41A6289F,41637EAC,4008C0B1,3FCC49DA
C21C6666,41A5F285,41632D08,4008988E,3FCC0614
C21C7333,41A5BC39,4162DB96,40087052,3FCBC21C
C21C8000,41A5861F,416289F2,4008483C,3FCB7E6F
C21C8CCD,41A55005,41623880,4008203E,3FCB3B0D
C21C999A,41A51A36,4161E772,4007F840,3FCAF747
C21CA2B2,41A4F3BC,4161AE06,4007DBC9,3FCAC73B
C21CA4B7,41A4EB24,4161A154,4007D57C,3FCABCE1
C21CA666,41A4E435,41619600,4007D02A,3FCAB462
C21CB333,41A4AE02,41614556,4007A82C,3FCA70B5
C21CC000,41A4784C,4160F510,4007806E,3FCA2DB7
C21CCCCD,41A4427D,4160A3D0,40075889,3FC9EA55
C21CD99A,41A40CF9,4160538A,400730A4,3FC9A73E
C21CDA4D,41A409D9,41604EDA,40072E7E,3FC9A388
C21CE666,41A3D711,416002E0,400708E6,3FC9640E
C21CEE34,41A3B68C,415FD1A8,4006F0BA,3FC93B6E
C21CF333,41A3A1BF,415FB1A0,4006E11A,3FC92142
C21CFF03,41A3703C,415F6894,4006BC94,3FC8E3BC
C21D0000,41A36C22,415F6222,4006B98D,3FC8DE8F
C21D06AE,41A35034,415F3888,4006A4C0,3FC8BB99
C21D0CCD,41A3366C,415F11AA,400691C2,3FC89BC3
C21D199A,41A3014C,415EC038,40066A34,3FC85929
C21D2666,41A2CBE1,415E71E6,400642B4,3FC816A8
C21D3333,41A296A8,415E216E,40061B27,3FC7D3AA
C21D3A95,41A277FE,415DF3BA,40060466,3FC7ADAD
C21D4000,41A26156,415DD1BE,4005F3B3,3FC7918D
C21D4CCD,41A22C4F,415D81AA,4005CC3F,3FC74F57
C21D599A,41A1F72F,415D325E,4005A4E4,3FC70CD6
C21D6490,41A1C9F8,415CED6C,40058326,3FC6D432
C21D6666,41A1C273,415CE376,40057D7C,3FC6CA87
C21D7333,41A18D3A,415C9330,40055622,3FC688B5
C21D8000,41A15897,415C43B2,40052EEC,3FC6464D
C21D8118,41A153E7,415C3D0E,40052B81,3FC6408A
C21D8CCD,41A12390,415BF4FC,400507AA,3FC604C6
C21D9761,41A0F834,415BB38E,4004E757,3FC5CE48
C21D993A,41A0F064,415BA86C,4004E1AD,3FC5C49D
C21D999A,41A0EED4,415BA5E2,4004E081,3FC5C2C2
C21DA5BA,41A0BCED,415B5A7E,4004BB65,3FC58429
C21DA666,41A0BA18,415B56C8,4004B971,3FC58122
C21DB333,41A0858E,415B074A,40049254,3FC53F37
C21DC000,41A050EB,415AB8C6,40046B2C,3FC4FD4C
C21DCCCD,41A01C48,415A6A10,40044441,3FC4BBAC
C21DD99A,419FE7D7,415A1BF0,40041D3E,3FC47A25
C21DDE1A,419FD562,415A0034,40040F9E,3FC4634B
C21DE666,419FB366,4159CCA4,4003F660,3FC43934
C21DF333,419F7F27,41597F4C,4003CF75,3FC3F77B
C21DF366,419F7E91,41597D58,4003CEC6,3FC3F69A
C21E0000,419F4AE8,41593096,4003A8A4,3FC3B63F
C21E0CCD,419F16C2,4158E2A8,400381AC,3FC37503
C21E199A,419EE26A,41589456,40035AF4,3FC333E0
C21E2666,419EAE5D,41584636,40033454,3FC2F321
C21E3333,419E7A82,4157F816,40030D76,3FC2B217
C21E4000,419E4675,4157AB22,4002E6FC,3FC2710D
C21E4CCD,419E1281,41575D98,4002C05D,3FC23003
C21E599A,419DDEA6,41570FDC,400299A4,3FC1EF8F
C21E6666,419DAAFD,4156C18A,40027337,3FC1AED0
C21E6D5C,419D8EC4,415697F0,40025E5E,3FC18B5D
C21E7333,419D7754,415673CE,40024CD6,3FC16E5C
C21E8000,419D43AB,415626A8,40022650,3FC12E01
C21E8543,419D2E61,4156079A,40021696,3FC1138A
C21E8CCD,419D1002,4155DA4A,4001FFE2,3FC0ED5B
C21E999A,419CDC40,41558D56,4001D99A,3FC0ACCE
C21E99D0,419CDB91,41558ACC,4001D8EB,3FC0AC51
C21EA666,419CA914,41554030,4001B339,3FC06CBE
C21EB333,419C759D,4154F2D8,40018D0A,3FC02C7C
C21EC000,419C41F4,4154A648,400166C2,3FBFEC53
C21ECCCD,419C0F13,415459B8,40014086,3FBFAC5C
C21ED408,419BF212,41542EF2,40012AE5,3FBF8853
C21ED99A,419BDBB5,41540C92,40011A70,3FBF6C7E
C21EE666,419BA857,4153C098,4000F44E,3FBF2C87
C21EF333,419B755D,4153746C,4000CE38,3FBEECF4
C21EF46D,419B7062,41536C9C,4000CA82,3FBEE6B4
C21F0000,419B424A,4153280E,4000A816,3FBEAD2F
C21F0090,419B3FF2,415324BC,4000A686,3FBEAA41
C21F062C,419B2995,415302C0,400095D2,3FBE8E85
C21F0CCD,419B0F05,4152DBB0,4000823E,3FBE6D6A
C21F144A,419AF187,4152AF5A,40006BE1,3FBE4803
C21F1667,419AE908,4152A2DA,400065BA,3FBE3DDB
C21F199A,419ADC6F,41528EEE,40005C34,3FBE2DBE
C21F2666,419AA9A7,41524420,40003644,3FBDEE76
C21F3333,419A76AD,4151F72C,40001060,3FBDAECA
C21F4000,419A43FE,4151AB32,3FFFD52A,3FBD6FE6
C21F4CCD,419A1104,41516096,3FFF8994,3FBD3053
C21F57F9,4199E4F9,41511E2E,3FFF47C2,3FBCF926
C21F599A,4199DEA0,4151146A,3FFF3DFE,3FBCF13D
C21F5E27,4199CCC1,4150F9DA,3FFF2323,3FBCDAE0
C21F64F8,4199B1B4,4150D0D6,3FFEFB4B,3FBCB8FD
C21F6666,4199ABF1,4150C870,3FFEF2B3,3FBCB191
C21F7333,4199798D,41507DA2,3FFEA74F,3FBC7311
C21F73DF,419976EA,41507956,3FFEA367,3FBC6FA6
C21F7BC5,419957F5,41504B3E,3FFE74D2,3FBC48E1
C21F8000,419946DE,415032D4,3FFE5C1D,3FBC3414
C21F8CCD,419914AC,414FE676,3FFE1104,3FBBF530
C21F900E,419907FA,414FD41A,3FFDFD95,3FBBE52C
C21F9096,41990589,414FD15E,3FFDFA5C,3FBBE270
C21F97F3,4198E8A1,414FA5D0,3FFDCF32,3FBBBE80
C21F999A,4198E22F,414F9BDA,3FFDC5B9,3FBBB64C
C21FA234,4198C07E,414F6A0C,3FFD9323,3FBB8C1C
C21FA666,4198AFCB,414F51A2,3FFD7AEB,3FBB77CC
C21FB287,419880A0,414F0ABC,3FFD33BA,3FBB3C21
C21FB333,41987DFD,414F060C,3FFD2FB9,3FBB3933
C21FC000,41984B99,414EBA76,3FFCE4EB,3FBAFA1D
C21FCCCD,41981980,414E703E,3FFC9A1D,3FBABC1A
C21FD1AD,4198065C,414E554A,3FFC7DCB,3FBAA3E2
C21FD99A,4197E74E,414E2606,3FFC4F81,3FBA7D04
C21FDD86,4197D85D,414E0E96,3FFC38A7,3FBA6A44
C21FE666,4197B599,414DDB06,3FFC04E5,3FBA3F33
C21FF333,41978399,414D9132,3FFBBA49,3FBA0081
C21FFAC7,4197661B,414D64DC,3FFB8E25,3FB9DBC9
C2200000,41975199,414D4632,3FFB6FDF,3FB9C297
C2200CCD,4197202F,414CFCC2,3FFB2543,3FB98430
C220199A,4196EE16,414CB258,3FFADB0B,3FB94691
C22022F6,4196C9A9,414C7C0C,3FFAA4BF,3FB9190F
C2202666,4196BC7A,414C678A,3FFA90BA,3FB907DF
C2202F10,41969AFB,414C3684,3FFA5EA1,3FB8DE13
C220332B,41968B29,414C1EB0,3FFA46E6,3FB8CA59
C2203333,41968AC5,414C1EB0,3FFA46CD,3FB8CA0E
C2204000,41965942,414BD572,3FF9FC95,3FB88C56
C2204CCD,419627A6,414B8B3A,3FF9B28F,3FB84ED0
C220599A,4195F655,414B4102,3FF968BB,3FB810CD
C2206666,4195C504,414AF7C4,3FF91F19,3FB7D379
C2207333,4195939A,414AAE54,3FF8D513,3FB795DA
C2208000,41956262,414A6548,3FF88B71,3FB757F0
C2208738,41954674,414A3AB4,3FF86222,3FB735C2
C2208CCD,41953111,414A1AAC,3FF841CF,3FB71A9C
C220999A,4194FFC0,4149D2FE,3FF7F85F,3FB6DD7A
C220A666,4194CEBA,4149898E,3FF7AED6,3FB6A0D5
C220B1AB,4194A3C2,414948B6,3FF76E17,3FB66AED
C220B333,41949DE6,41493FBA,3FF765B1,3FB662B9
C220C000,41946CE0,4148F712,3FF71C41,3FB625C9
C220C126,4194687B,4148F168,3FF715CF,3FB62083
C220CCCD,41943BF3,4148AE06,3FF6D303,3FB5E90B
C220D8BA,41940E0D,41486B9E,3FF68F0B,3FB5AFEA
C220D99A,41940AED,41486626,3FF689F7,3FB5ABD0
C220DF0D,4193F652,41484650,3FF66AD0,3FB59221
C220E666,4193DA32,41481D4C,3FF640D2,3FB56EF9
C220E667,4193DA19,41481D7E,3FF640B9,3FB56EE0
C220E68B,4193D99C,41481D1A,3FF63FD8,3FB56DFF
C220F333,4193A95E,4147D4A4,3FF5F811,3FB53254
C2210000,419378EE,41478D8C,3FF5AEEC,3FB4F564
C2210CCD,41934801,41474354,3FF5665D,3FB4B90A
C22117F8,41931DB8,41470506,3FF52698,3FB483D1
C221199A,41931778,4146FC6E,3FF51D6A,3FB47C01
C2212666,4192E708,4146B4C0,3FF4D4F4,3FB4400B
C221286B,4192DF51,4146A80E,3FF4C923,3FB435FC
C2212BCC,4192D286,414695B2,3FF4B618,3FB4265C
C2213333,4192B67F,41466BE6,3FF48C33,3FB4034D
C2214000,4192860F,414623D4,3FF4438B,3FB3C70C
C221472A,41926AD0,4145FB66,3FF41B04,3FB3A510
C2214CCD,419255EA,4145DBC2,3FF3FB47,3FB38AFD
C221521E,41924181,4145BE44,3FF3DD4C,3FB37199
C2215688,41923119,4145A60C,3FF3C465,3FB35CCC
C221599A,41922561,414593B0,3FF3B303,3FB34E3F
C2216666,4191F50A,41454C34,3FF36AA6,3FB3127B
C2217333,4191C530,41450486,3FF32262,3FB2D608
C2218000,419194D9,4144BD0A,3FF2DA50,3FB299F9
C2218CCD,419164B4,414475C0,3FF29225,3FB25E4E
C221999A,419134C1,41442F3E,3FF24A45,3FB22226
C221A666,419104E7,4143E75E,3FF2024C,3FB1E6C6
C221B333,4190D526,4143A0AA,3FF1BA85,3FB1AAB7
C221C000,4190A501,41435992,3FF172D7,3FB16EF3
C221C69A,41908C65,41433412,3FF14E06,3FB15049
C221CCCD,41907572,41431248,3FF12B29,3FB132E4
C221D99A,4190457F,4142CB62,3FF0E362,3FB0F79D
C221DB1D,41903FEE,4142C2FC,3FF0DAFC,3FB0F0C7
C221E212,4190263F,41429D4A,3FF0B41E,3FB0D08D
C221E666,419015F0,414284E0,3FF09BE6,3FB0BC56
C221F333,418FE661,41423EC2,3FF0549C,3FB0815A
C221FF07,418FBA88,4141FCF0,3FF0127F,3FB04A2D
C2220000,418FB6D2,4141F840,3FF00D52,3FB045FA
C22209D2,418F9201,4141C226,3FEFD6A2,3FB017E2
C2220CCD,418F8775,4141B092,3FEFC5EF,3FB00A4F
C222199A,418F57CD,41416BD2,3FEF7EBE,3FAFCF6C
C2222666,418F2870,41412550,3FEF3774,3FAF94BB
C2223333,418EF945,4140DE9C,3FEEF0C0,3FAF598D
C222341B,418EF5F3,4140D8F2,3FEEEB93,3FAF550F
C22238EB,418EE3C9,4140BF2A,3FEED0D1,3FAF3F16
C2224000,418EC9B6,414098B0,3FEEA944,3FAF1E91
C2224CCD,418E9AA4,41405198,3FEE6290,3FAEE37C
C222599A,418E6B2E,41400CA6,3FEE1BF5,3FAEA8B2
C2226666,418E3C67,413FC6BA,3FEDD50F,3FAE6D9D
C2227333,418E0D23,413F8100,3FED8E74,3FAE331E
C22273E6,418E0A99,413F7CE6,3FED8AA5,3FAE2FE5
C2228000,418DDE5C,413F3AB0,3FED478E,3FADF854
C2228CCD,418DAF4A,413EF5BE,3FED013E,3FADBDEE
C222983E,418D8597,413EB770,3FECC20F,3FAD89FA
C222999A,418D806A,413EB068,3FECBABC,3FAD836F
C222A666,418D51D5,413E6B12,3FEC746C,3FAD493B
C222B333,418D22DC,413E25EE,3FEC2E03,3FAD0F07
C222C000,418CF42E,413DE034,3FEBE7FE,3FACD4EC
C222CCCD,418CC54E,413D9B10,3FEBA1AE,3FAC9A54
C222D99A,418C96B9,413D56B4,3FEB5B90,3FAC606B
C222E666,418C686F,413D11F4,3FEB15A4,3FAC2650
C222F262,418C3C96,413CD0EA,3FEAD41D,3FABF004
C222F333,418C39A8,413CCC9E,3FEACF86,3FABEC35
C2230000,418C0B77,413C8810,3FEA89CC,3FABB2E2
C2230CA6,418BDD91,413C444A,3FEA44C1,3FAB798F
C2230CCD,418BDD14,413C4350,3FEA442B,3FAB78AE
C223199A,418BAECA,413BFF26,3FE9FE26,3FAB3EDE
C2232666,418B8035,413BBA98,3FE9B885,3FAB050E
C2233333,418B5204,413B75A6,3FE972FD,3FAACBD4
C2234000,418B2405,413B31AE,3FE92DC0,3FAA9268
C2234CCD,418AF5BB,413AEDB6,3FE8E86A,3FAA58E3
C223599A,418AC78A,413AA98C,3FE8A2FB,3FAA1F45
C2236666,418A998B,413A649A,3FE85D73,3FA9E63D
C2236C03,418A8554,413A4780,3FE83F5F,3FA9CD24
C2237333,418A6BD7,413A20D4,3FE81881,3FA9AC54
C2237A3A,418A52D7,4139FC4E,3FE7F252,3FA98D46
C2238000,418A3E0A,4139DD72,3FE7D35D,3FA9737E
C2238541,418A2AFF,4139C24C,3FE7B6F2,3FA95BF5
C2238CCD,418A100B,4139997A,3FE78E20,3FA93AA8
C2238CD4,418A0FF2,413999DE,3FE78E39,3FA93A5D
C223999A,4189E225,41395582,3FE74947,3FA9013C
C22399D6,4189E18F,413955B4,3FE74802,3FA90010
C223A666,4189B4A3,4139131A,3FE7046E,3FA8C84D
C223A7FB,4189AEE0,413909EC,3FE6FBEF,3FA8C12C
C223B333,418986D6,4138CF86,3FE6BF95,3FA88F13
C223BBEA,418967AF,4138A1A0,3FE690B5,3FA86880
C223C000,41895954,41388C24,3FE67AEE,3FA856BA
C223CCCD,41892B87,4138485E,3FE635FC,3FA81D80
C223D99A,4188FE37,41380560,3FE5F1A0,3FA7E527
C223DD35,4188F16C,4137F26E,3FE5DE31,3FA7D4F1
C223E666,4188D09C,4137C230,3FE5ACC7,3FA7AC51
C223F333,4188A333,41377E6A,3FE56884,3FA77394
C223F6E2,41889604,41376C40,3FE554E3,3FA76345
C2240000,418875E3,41373CCA,3FE52441,3FA73B22
C2240123,418871FB,4137355E,3FE51E33,3FA735F5
C2240CCD,41884893,4136F99A,3FE4DFB3,3FA702B0
C224199A,41881B75,4136B732,3FE49B89,3FA6CABB
C2242666,4187EE70,4136736C,3FE45791,3FA69230
C2243333,4187C139,413631FE,3FE41367,3FA659BE
C2243490,4187BC0C,41362966,3FE40C46,3FA653FB
C2244000,418793E9,4135EECE,3FE3CF6F,3FA621C9
C2244981,4187726A,4135BD96,3FE39CF2,3FA5F7CB
C2244CCD,418766CB,4135AB9E,3FE38B77,3FA5E9A2
C2245739,41874245,413575B6,3FE353FF,3FA5BBD5
C224599A,418739F8,41356968,3FE3477F,3FA5B194
C2246666,41870CDA,41352796,3FE303D2,3FA57954
C2247333,4186DFD5,4134E5C4,3FE2C00C,3FA541F5
C2247D78,4186BC30,4134AFDC,3FE2898E,3FA514D7
C2248000,4186B398,4134A3C0,3FE27C2D,3FA50A19
C2248CCD,418686C5,41346220,3FE23880,3FA4D20B
C224999A,418659D9,41341F54,3FE1F51E,3FA49A7A
C2249F99,418644A8,41340046,3FE1D5AC,3FA4801C
C224A666,41862D06,4133DD50,3FE1B1BC,3FA462D0
C224B333,418600C9,41339B4C,3FE16E41,3FA42AF4
C224C000,4185D3F6,41335A42,3FE12B43,3FA3F3AE
C224C948,4185B407,41332A9A,3FE0FA56,3FA3CB8B
C224CBD3,4185AAD9,41331E4C,3FE0ECDC,3FA3C069
C224CCCD,4185A787,413318D4,3FE0E7E1,3FA3BCB3
C224D99A,41857B31,4132D82E,3FE0A4CA,3FA384F0
C224E666,41854EC2,41329594,3FE0619A,3FA34D91
C224F333,41852285,41325426,3FE01E9C,3FA31619
C224FA7E,4185096C,41322F0A,3FDFF886,3FA2F70B
C2250000,4184F62F,413212B8,3FDFDB6C,3FA2DF1E
C2250275,4184ED97,413206CE,3FDFCEA1,3FA2D479
C2250649,4184E04F,4131F314,3FDFBACE,3FA2C411
C2250CCD,4184C98E,4131D2A8,3FDF98B9,3FA2A7D8
C225199A,41849DE7,4131919E,3FDF55ED,3FA27128
C2252666,41847178,41315030,3FDF133A,3FA23A5F
C2253333,418445B8,41310F58,3FDED0A0,3FA20364
C2253589,41843D6B,41310436,3FDEC452,3FA1F987
C2254000,41841962,4130CF7A,3FDE8DD4,3FA1CCB4
C2254CCD,4183ED25,41308DDA,3FDE4B6C,3FA19587
C225599A,4183C17E,41304D66,3FDE08EB,3FA15F22
C22562BA,4183A20C,41301F1C,3FDDD9D9,3FA13812
C2256666,418395D7,41300CF2,3FDDC69C,3FA127DC
C2256788,418391BD,41300748,3FDDC0F2,3FA12377
C2257333,41836981,412FCCB0,3FDD8402,3FA0F1F4
C2257914,418355C7,412FAE38,3FDD65EE,3FA0D8DB
C225796D,4183549B,412FAC12,3FDD6413,3FA0D74B
C2258000,41833E25,412F8B42,3FDD4249,3FA0BB12
C2258CCD,41831265,412F4B64,3FDCFFE1,3FA084F8
C225999A,4182E673,412F0ABE,3FDCBDC4,3FA04E93
C225A666,4182BAFE,412ECBDA,3FDC7BC0,3FA01860
C225B333,41828F70,412E8A9E,3FDC39BC,3F9FE246
C225C000,418263FB,412E4A5C,3FDBF803,3F9FAC2C
C225C5CC,4182505A,412E2E3C,3FDBD9EF,3F9F9390
C225CCCD,41823854,412E0C72,3FDBB64A,3F9F7612
C225D99A,41820D43,412DCBCC,3FDB7478,3F9F3F7B
C225E666,4181E1CE,412D8B8A,3FDB32BF,3F9F0A10
C225F0D5,4181BE8D,412D582C,3FDAFD22,3F9EDDD3
C225F333,4181B672,412D4CD8,3FDAF11F,3F9ED3C4
C2260000,41818B48,412D0C64,3FDAAF66,3F9E9DF5
C2260CCD,41816005,412CCE16,3FDA6E2A,3F9E6826
C2260F71,4181573B,412CC0CE,3FDA6097,3F9E5CEB
C226173A,41813CDD,412C99BE,3FDA38F1,3F9E3C98
C226199A,418134A9,412C8E9C,3FDA2CBC,3F9E32D4
C2262666,418109FC,412C4EBE,3FD9EB80,3F9DFCEC
C2263333,4180DEB9,412C100C,3FD9AA2B,3F9DC7E5
C2264000,4180B40C,412BD02E,3FD968D6,3F9D91E4
C2264CCD,418088FB,412B90E6,3FD927E5,3F9D5C60
C226599A,41805DEA,412B5360,3FD8E677,3F9D26DC
C2266666,41803356,412B1382,3FD8A59F,3F9CF1BC
C2266BC7,4180212C,412AF988,3FD88A92,3F9CDB78
C2266DF8,418019D9,412AEECA,3FD87F57,3F9CD218
C2267333,4180082C,412AD43A,3FD864E0,3F9CBCB5
C2268000,417FBACC,412A9682,3FD82408,3F9C877C
C2268CCD,417F65A4,412A579E,3FD7E330,3F9C5243
C226999A,417F107C,412A18BA,3FD7A28A,3F9C1D3C
C226999C,417F10E0,412A19B4,3FD7A258,3F9C1CF1
C226A666,417EBB54,4129DB66,3FD761FD,3F9BE81C
C226B2AC,417E69E2,41299F0C,3FD723E1,3F9BB56D
C226B333,417E66C2,41299CB4,3FD72157,3F9BB2E3
C226B3D1,417E6276,41299994,3FD71E69,3F9BB0BD
C226C000,417E119A,41295DD0,3FD6E0CA,3F9B7E72
C226C55B,417DEDAA,4129443A,3FD6C5D6,3F9B6847
C226C71D,417DE256,41293B3E,3FD6BD25,3F9B610D
C226CCCD,417DBCD6,41291F82,3FD6A03D,3F9B49B6
C226D7E7,417D7302,4128E99A,3FD6687A,3F9B1BE9
C226D99A,417D6812,4128E166,3FD65FE2,3F9B1545
C226E666,417D134E,4128A318,3FD61FEB,3F9AE025
C226F333,417CBEBC,41286560,3FD5DF90,3F9AAB69
C2270000,417C6A8E,4128280C,3FD59F1C,3F9A7743
C2270C69,417C1822,4127EBB2,3FD56164,3F9A4430
C2270CCD,417C1598,4127EA22,3FD55F0C,3F9A4287
C22717D9,417BCCF0,4127B4D0,3FD527C6,3F9A15B4
C227199A,417BC138,4127AC38,3FD51F15,3F9A0E61
C2272666,417B6D6E,41276E4E,3FD4DF50,3F99D9BE
C2272C48,417B46C2,412751FC,3FD4C1EB,3F99C1B8
C2273333,417B19A4,4127312C,3FD49F72,3F99A51B
C2274000,417AC576,4126F4D2,3FD45F49,3F997172
C22740D2,417AC094,4126F022,3FD45B7A,3F996DD5
C2274CCD,417A7210,4126B5EE,3FD41FE8,3F993CE8
C227599A,417A1DE2,41267868,3FD3E023,3F9908C2
C2275CC3,417A08FC,412669F4,3FD3D06A,3F98FC42
C2276666,4179C9E6,41263C0E,3FD3A077,3F98D4B5
C2277333,417976B2,4125FDC0,3FD360E4,3F98A157
C2277686,41796136,4125EE52,3FD3504A,3F989360
C2278000,4179234C,4125C1FC,3FD32151,3F986D18
C2278CCD,4178CF50,412584A8,3FD2E1F0,3F9839BA
C227999A,41787CB2,41254786,3FD2A2C1,3F98057B
C227A666,41782A14,41250B2C,3FD26392,3F97D16E
C227A9D7,41781308,4124FA92,3FD2527B,3F97C40D
C227B333,4177D6AE,4124CDD8,3FD2244A,3F979E10
C227C000,41778316,41249214,3FD1E502,3F976A1C
C227CCCD,41773014,412453F8,3FD1A5EC,3F9736F0
C227D00D,41771B60,41244584,3FD195CF,3F9729F3
C227D99A,4176DDA8,412418FC,3FD16708,3F970347
C227E666,41768B0A,4123DCA2,3FD127F2,3F96D07F
C227F333,4176389E,41239F4E,3FD0E927,3F969C8B
C227FDBA,4175F50A,41236DE4,3FD0B51A,3F9672A6
C2280000,4175E600,412362C2,3FD0AA2A,3F9669AA
C2280264,4175D6C4,41235836,3FD09E72,3F965FE6
C2280369,4175CFBC,4123544E,3FD099A9,3F965BCC
C2280B62,41759CC2,41232DA2,3FD0724E,3F963BDD
C2280CCD,41759394,41232762,3FD06B91,3F963633
C228199A,417541BE,4122EB3A,3FD02CAD,3F960307
C2282666,4174EF84,4122AE4A,3FCFEE2D,3F95D00D
C2283333,41749CE6,412272EA,3FCFAFAD,3F959D13
C2284000,41744BA6,412236F4,3FCF70FB,3F956A32
C2284CCD,4173F93A,4121FB94,3FCF32AD,3F953706
C2284ED8,4173EC56,4121F19E,3FCF28B7,3F952EB9
C228599A,4173A732,4121C0CA,3FCEF45F,3F950457
C2286666,417355C0,4121843E,3FCEB611,3F94D18F
C2287333,4173041C,4121487A,3FCE77F5,3F949EE0
C2288000,4172B2AA,41210D7E,3FCE39C0,3F946C31
C228823F,4172A436,4121028E,3FCE2EB7,3F94631C
C2288CCD,4172619C,4120D1EC,3FCDFBBD,3F9439FF
C2288FAF,41724F40,4120C314,3FCDEDC6,3F942E15
C2288FBB,41724EAA,4120C40E,3FCDED94,3F942DE3
C2289725,41721FFC,4120A2A8,3FCDC9BD,3F941065
C228999A,4172108E,41209628,3FCDBDA1,3F940750
C228A5BA,4171C304,41205E4C,3FCD82F0,3F93D776
C228A666,4171BE86,41205AFA,3FCD7FE9,3F93D488
C228B333,41716D78,41202030,3FCD41FF,3F93A256
C228C000,41711C9C,411FE408,3FCD0415,3F937024
C228C7C3,4170EB96,411FC144,3FCCDE7C,3F935193
C228CCCD,4170CBF2,411FA970,3FCCC612,3F933DF2
C228D99A,41707B16,411F6FD2,3FCC888C,3F930AF8
C228E666,41702A6C,411F3378,3FCC4AED,3F92D975
C228F333,416FD95E,411EF9A8,3FCC0D4E,3F92A6F8
C228FA43,416FAD3A,411ED96E,3FCBEB84,3F928B55
C2290000,416F894A,411EBE7A,3FCBCFE1,3F927543
C2290CCD,416F3904,411E8446,3FCB925B,3F92438E
C229199A,416EE88C,411E49E0,3FCB54EE,3F92118E
C2292426,416EA5F2,411E18DA,3FCB22A3,3F91E7DB
C2292666,416E9846,411E0F48,3FCB17B3,3F91DF43
C229304F,416E5A5C,411DE194,3FCAE86F,3F91B87E
C2293333,416E4800,411DD514,3FCADA5F,3F91AD8E
C2293927,416E2280,411DB9BC,3FCABE26,3F919637
C2294000,416DF81E,411D9A7C,3FCA9D3D,3F917B8E
C2294CCD,416DA83C,411D5FB2,3FCA601B,3F914A0B
C229599A,416D5828,411D25E2,3FCA235D,3F9118A1
C229611F,416D2A10,411D031E,3FC9FF54,3F90FBD2
C22963C0,416D18E0,411CF7CA,3FC9F2BB,3F90F191
C2296666,416D0846,411CEB7C,3FC9E622,3F90E705
C2297333,416CB8C8,411CB274,3FC9A919,3F90B537
C2297B06,416C8826,411C8EE8,3FC98416,3F90970A
C2297B42,416C86C8,411C8D8A,3FC982EA,3F90965B
C2298000,416C697C,411C780E,3FC96C42,3F9083FF
C2298CCD,416C19CC,411C3E3E,3FC92F9D,3F9052F9
C229999A,416BCA80,411C0568,3FC8F311,3F902176
C2299C35,416BBA7C,411BF820,3FC8E6AA,3F9017CB
C229A666,416B7B66,411BCA6C,3FC8B63A,3F8FF025
C229B333,416B2BE8,411B91C8,3FC879AE,3F8FBEA2
C229C000,416ADCCE,411B57F8,3FC83D09,3F8F8DCE
C229CCCD,416A8E18,411B1E5A,3FC800AF,3F8F5D13
C229D99A,416A3F30,411AE4EE,3FC7C3F1,3F8F2B77
C229E666,4169F0DE,411AAB50,3FC787E2,3F8EFAD5
C229ECA6,4169C99C,411A8FC6,3FC76A64,3F8EE333
C229F104,4169AEDA,411A7C0C,3FC75614,3F8ED21C
C229F333,4169A1C4,411A72AC,3FC74BD3,3F8ECA4C
C229F39B,41699EA4,411A6FBE,3FC749DF,3F8EC88A
C22A0000,416952DC,411A38AA,3FC70F2E,3F8E98FB
C22A02C8,416941DE,411A2D24,3FC7024A,3F8E8E56
