# WRF v4.6.1 Noah-MP ESAT bitwise oracle (module_sf_noahmplsm.F:4952-5001)
#   tree     <wrf-4.6.1-checkout> (WSL)
#   commit   d66e442fccc04111067e29274c9f9eaccc3cef28
#   sha256   bd592a5b7db29000e715250e3a7c779ffb5e0dcc356f6b5a7d9e1c9f69c55282
#   compiler gfortran 13.3.0, WRF FCOPTIM -O2 -ftree-vectorize -funroll-loops
#   produced by tools/noahmp_wrf461_oracle/run_bareflux.F90 in 'esat' mode,
#   which calls the module procedure directly through the visibility patch.
# ESAT is pure float32 polynomial arithmetic -- no libm -- so this sweep
# also serves as the ptxas constant-folding check for the CUDA half:
# a mis-folded coefficient table cannot survive 12007 points.
# T is degrees C; every column is an IEEE-754 binary32 bit pattern.
t,esw,esi,desw,desi
40632B7D,4444DF99,444BD675,425E5008,4282D1B6
40633333,4444E146,444BD870,425E51B4,4282D2DD
40640000,44450DBF,444C0CCC,425E7E1D,4282F16C
40642CC6,44451779,444C1841,425E87D2,4282F81B
4064B08E,4445341D,444C39FA,425EA46B,42830BC9
4064CCCD,44453A41,444C4136,425EAA8D,42831000
4064E548,44453F93,444C477A,425EAFDE,428313A9
4065999A,444566CB,444C75AB,425ED706,42832E9C
40666666,4445935F,444CAA2C,425F0386,42834D3F
40669F82,44459FCE,444CB8D3,425F0FF0,428355CA
4066A1E3,4445A053,444CB970,425F1075,42835626
40673333,4445BFFB,444CDEBA,425F300E,42836BE7
406793F9,4445D513,444CF793,425F451B,42837A66
40680000,4445ECA1,444D1354,425F5C9C,42838A96
4068CCCD,4446194F,444D47FA,425F8934,4283A94B
4068DE10,44461D13,444D4C6C,425F8CF6,4283ABE2
4069999A,44464607,444D7CAD,425FB5D3,4283C807
406A6666,444672C6,444DB16C,425FE279,4283E6C9
406AE7DA,44468F14,444DD2C9,425FFEB6,4283FA3D
406AF217,44469152,444DD56D,426000F2,4283FBC6
406B3333,44469F8F,444DE638,42600F26,42840591
406C0000,4446CC62,444E1B0E,42603BDD,42842460
406CCCCD,4446F93D,444E4FF1,4260689A,42844335
406D2DCB,44470E7E,444E6902,42607DCD,428451D1
406D999A,44472621,444E84E2,4260955F,42846211
406E6666,4447530D,444EB9DD,4260C22C,428480F2
406F3333,44478003,444EEEE7,4260EF00,42849FDB
40700000,4447AD03,444F23FA,42611BDB,4284BECB
40700B86,4447AF8A,444F26F8,42611E62,4284C088
4070CCCD,4447DA0A,444F591C,426148BF,4284DDC0
40717BA7,44480083,444F8682,42616F19,4284F833
4071999A,4448071B,444F8E4A,426175AB,4284FCBC
40723524,4448295C,444FB6B5,426197CE,42851448
40726666,44483436,444FC383,4261A29E,42851BBE
40733333,44486158,444FF8C9,4261CF99,42853AC6
40740000,44488E84,44502E1C,4261FC9D,428559D6
4074CCCD,4448BBB8,4450637C,426229A6,428578EC
4075999A,4448E8F7,445098E7,426256B8,42859808
40766666,4449163E,4450CE5F,426283D3,4285B72A
40773333,4449438E,445103E3,4262B0F4,4285D653
40780000,444970E6,44513973,4262DE1D,4285F583
4078C4EA,44499C89,44516CFF,42630990,42861386
4078CCCD,44499E48,44516F10,42630B4E,428614BA
40790844,4449AB77,44517EA4,4263186F,42861DCB
4079999A,4449CBB3,4451A4BA,42633888,428633F6
407A6666,4449F927,4451DA70,426365C7,42865339
407A8359,4449FF94,4451E208,42636C2E,428657A5
407A99CA,444A0491,4451E7EB,42637124,42865B12
407ADB51,444A131E,4451F91E,42637FA0,42866515
407B3333,444A26A4,44521031,4263930F,42867283
407C0000,444A542B,44524600,4263C05F,428691D3
407C2E24,444A5E6D,44525220,4263CA96,428698E2
407CCCCD,444A81B9,44527BDB,4263EDB8,4286B129
407D999A,444AAF53,4452B1C3,42641B18,4286D086
407E6648,444ADCEC,4452E7B0,42644877,4286EFE6
407E6666,444ADCF4,4452E7B6,4264487E,4286EFEA
407E96E9,444AE7C3,4452F481,42645340,4286F75B
407F2416,444B073E,445319BB,42647293,42870D03
407F3333,444B0A9F,44531DB7,426475ED,42870F54
40800000,444B3851,445353C5,4264A364,42872EC5
40800052,444B3876,445353F0,4264A388,42872EDF
40806666,444B660E,445389DF,4264D0E3,42874E3C
4080671A,444B6660,44538A3E,4264D132,42874E74
4080B67B,444B89D9,4453B437,4264F47D,428766DC
4080C22B,444B8F14,4453BA64,4264F9AF,42876A74
4080CCCD,444B93D5,4453C005,4264FE6A,42876DBA
40813333,444BC1A4,4453F638,42652BF6,42878D3F
4081999A,444BEF7C,44542C78,4265598D,4287ACCA
40820000,444C1D5D,445462C4,4265872B,4287CC5B
40825613,444C43F5,44549071,4265AD89,4287E6E9
40826666,444C4B48,4454991C,4265B4D1,4287EBF2
4082CCCD,444C793A,4454CF81,4265E27D,42880B92
40833333,444CA738,445505F3,42661033,42882B37
4083999A,444CD53D,44553C71,42663DF0,42884AE2
4083AAB3,444CDCEE,4455458C,42664594,4288502D
40840000,444D034B,445572FB,42666BB5,42886A95
40841779,444D0DDC,44557F7E,42667635,428871DA
40846666,444D3163,4455A992,42669982,42888A4E
4084CCCD,444D5F85,4455E037,4266C755,4288AA0D
40853333,444D8DB0,445616E9,4266F532,4288C9D3
40853921,444D905C,44561A14,4266F7DA,4288CBAA
4085999A,444DBBE4,44564DA5,42672316,4288E9A0
40860000,444DEA20,44568470,42675103,42890973
40866666,444E1866,4456BB47,42677EF7,4289294D
4086783B,444E2075,4456C4D4,426786F7,42892ED9
4086C0DD,444E414E,4456EBC3,4267A795,42894576
4086CCCD,444E46B5,4456F22A,4267ACF3,4289492E
4086CD22,444E46DC,4456F258,4267AD18,42894948
40873333,444E750D,4457291A,4267DAF5,42896915
4087999A,444EA36F,44576017,42680900,42898902
40880000,444ED1DA,44579720,42683714,4289A8F6
408804E1,444ED40F,445799C0,42683946,4289AA7D
40886666,444F004E,4457CE37,4268652F,4289C8F1
4088CCCD,444F2ECB,4458055B,42689352,4289E8F3
40893333,444F5D51,44583C8B,4268C17C,428A08FB
40895F1B,444F7148,44585438,4268D54B,428A16B9
4089999A,444F8BE1,445873C8,4268EFB0,428A290A
408A0000,444FBA7B,4458AB11,42691DEB,428A4920
408A0FEE,444FC1BB,4458B3AC,4269251C,428A4E1E
408A6666,444FE91C,4458E266,42694C2D,428A693C
408ACCCD,445017C9,445919C8,42697A79,428A895E
408B3333,4450467D,44595139,4269A8C9,428AA988
408B6225,44505BE9,44596AA8,4269BE0A,428AB849
408B999A,4450753A,445988B5,4269D724,428AC9B8
408BD5BD,445090B3,4459A950,4269F262,428ADCA3
408C0000,4450A401,4459C03F,426A0586,428AE9EF
408C1B71,4450B08C,4459CF23,426A11F6,428AF292
408C6666,4450D2D2,4459F7D4,426A33F0,428B0A2C
408C9ECE,4450ECA0,445A1678,426A4D85,428B1BF2
408CCCCD,445101AD,445A2F78,426A6261,428B2A71
408D3333,44513090,445A6727,426A90DC,428B4ABB
408D999A,44515F7D,445A9EE5,426ABF5E,428B6B0D
408E0000,44518E73,445AD6AE,426AEDE8,428B8B65
408E6666,4451BD70,445B0E84,426B1C78,428BABC4
408EB462,4451E141,445B3912,426B3FF6,428BC46F
408ECCCD,4451EC7A,445B4668,426B4B12,428BCC2A
408EEC49,4451FAF2,445B5799,426B5968,428BD621
408F0857,445207D7,445B66ED,426B662F,428BDF03
408F3333,44521B8B,445B7E58,426B79B4,428BEC96
408F999A,44524AA6,445BB655,426BA85E,428C0D09
40900000,445279CB,445BEE5E,426BD710,428C2D83
40903419,445291CB,445C0AE7,426BEED4,428C3E0B
4090634C,4452A78A,445C24C3,426C045E,428C4D07
40906666,4452A8F8,445C2676,426C05C7,428C4E03
4090B266,4452CC02,445C501F,426C287B,428C6627
4090CCCD,4452D82F,445C5E9A,426C3489,428C6E8B
40913333,44530770,445C96CA,426C6352,428C8F19
4091999A,445336BA,445CCF08,426C9224,428CAFAD
40920000,4453660E,445D0753,426CC0FE,428CD049
40923FD0,4453838F,445D2A6F,426CDE32,428CE49E
40926666,44539569,445D3FAB,426CEFDF,428CF0EA
4092CCCD,4453C4D0,445D7810,426D1EC7,428D1194
4092E773,4453D127,445D86C0,426D2AFE,428D1A14
40933333,4453F43F,445DB081,426D4DB8,428D3243
4093999A,445423B7,445DE901,426D7CB3,428D52FA
4093DCAD,445442D5,445E0E08,426D9B7A,428D686B
40940000,4454533A,445E218C,426DABB4,428D73B7
409433FB,44546B5C,445E3E45,426DC392,428D8458
4094592B,44547CA0,445E52D5,426DD4A8,428D903E
40946666,445482C5,445E5A25,426DDABC,428D947B
4094CCCD,4454B25B,445E92CA,426E09CE,428DB545
40953333,4454E1F9,445ECB7E,426E38E6,428DD617
40956B0C,4454FBF5,445EEA6E,426E5298,428DE800
4095999A,445511A1,445F043E,426E6808,428DF6EF
40960000,44554153,445F3D0B,426E9730,428E17CE
40966666,4455710D,445F75E5,426EC661,428E38B4
4096CCCD,4455A0D2,445FAECD,426EF59C,428E59A1
40971427,4455C21E,445FD67A,426F1688,428E7096
40973333,4455D09F,445FE7C0,426F24DD,428E7A94
4097999A,44560076,446020C2,426F5425,428E9B8E
4097ABCF,445608F8,44602AE7,426F5C8E,428EA16D
40980000,44563056,446059D0,426F8377,428EBC90
40986666,44566040,446092EB,426FB2D0,428EDD98
4098CCCD,44569034,4460CC15,426FE231,428EFEA7
40990C24,4456ADE3,4460EF76,426FFF84,428F131D
40993333,4456C031,4461054B,4270119B,428F1FBC
4099999A,4456F038,44613E8E,4270410C,428F40D8
4099D891,44570DC4,446161CA,42705E3E,428F5538
409A0000,44572047,446177E0,42707087,428F61FB
409A6666,44575061,4461B13C,4270A006,428F8326
409ACCCD,44578085,4461EAA8,4270CF92,428FA457
409B1366,4457A1B9,44621244,4270F05C,428FBB3C
409B3333,4457B0B0,4462241F,4270FF23,428FC58F
409B999A,4457E0E6,44625DA4,42712EBD,428FE6CD
409BD361,4457FC1D,44627E1E,4271499C,428FF992
409C0000,44581126,44629737,42715E5E,42900812
409C07FE,445814EB,44629BB5,42716218,42900AAC
409C12D9,44581A09,4462A1CF,42716724,42900E33
409C6666,4458416F,4462D0D5,42718E08,4290295F
409CCCCD,445871C1,44630A82,4271BDBB,42904AB2
409D3333,4458A21E,4463443D,4271ED74,42906C0C
409D5B2E,4458B502,44635ACA,4272001A,42907914
409D999A,4458D283,44637E05,42721D37,42908D6D
409DB683,4458E02F,44638E57,42722AB4,429096DB
409E0000,445902F3,4463B7DA,42724D01,4290AED5
409E6666,4459336B,4463F1BB,42727CD3,4290D043
409EABBC,44595443,446418F3,42729D39,4290E6EA
409ECCCD,445963EE,44642BAA,4272ACAF,4290F1BA
409ED8E1,445969A7,44643280,4272B254,4290F5AC
409F1BD6,44598966,4464586A,4272D1A2,42910B91
409F3333,4459947A,446465A7,4272DC91,42911336
409F999A,4459C50F,44649FB1,42730C7C,429134B9
40A00000,4459F5AE,4464D9C7,42733C6F,42915643
40A00352,4459F743,4464DBAA,42733DFC,4291575A
40A0122B,4459FE50,4464E418,427344F1,42915C37
40A059CA,445A2058,44650CC3,42736680,429173B2
40A06666,445A2658,446513EC,42736C6A,429177D5
40A0CCCD,445A570A,44654E1E,42739C6C,4291996D
40A13333,445A87C6,4465885D,4273CC78,4291BB0C
40A1999A,445AB88B,4465C2AA,4273FC8C,4291DCB2
40A1AE10,445AC24C,4465CE52,42740627,4291E36C
40A20000,445AE95C,4465FD04,42742CA6,4291FE5F
40A21A1D,445AF5CF,44660BE8,427438EC,429206F6
40A2618E,445B17E4,446634A7,42745A84,42921E7A
40A26666,445B1A33,4466376B,42745CCB,42922012
40A2A843,445B39A3,44665D03,42747BC5,429235C4
40A2C5B9,445B47B5,44666DD6,427489A3,42923F79
40A2CCCD,445B4B16,446671E1,42748CF6,429241CE
40A33333,445B7C03,4466AC63,4274BD2B,4292638F
40A35EFF,445B90F1,4466C56E,4274D1CB,42927201
40A3999A,445BACF8,4466E6F3,4274ED67,42928558
40A40000,445BDDF8,44672190,42751DAC,4292A728
40A46666,445C0F01,44675C39,42754DF8,4292C8FE
40A4CCCD,445C4013,446796F2,42757E4D,4292EADC
40A53333,445C712F,4467D1B7,4275AEA9,42930CC0
40A54123,445C77E0,4467D9B9,4275B53F,4293115E
40A5999A,445CA256,44680C8A,4275DF0E,42932EAD
40A5C0B3,445CB51C,44682304,4275F18B,42933BA1
40A60000,445CD385,4468476A,42760F7B,4293509E
40A66666,445D04C0,44688258,42763FF1,42937298
40A6CCCD,445D3603,4468BD54,4276706F,42939499
40A71322,445D57DE,4468E5E0,427691C2,4293ABF7
40A73333,445D674F,4468F85E,4276A0F3,4293B6A0
40A7686C,445D80F2,44691712,4276BA2F,4293C852
40A76F6A,445D8452,44691B1B,4276BD81,4293CAA6
40A78408,445D8E40,44692701,4276C748,4293D181
40A78FCE,445D93ED,44692DCC,4276CCDE,4293D56C
40A7999A,445D98A6,44693375,4276D183,4293D8AE
40A79CBE,445D9A2A,44693545,4276D300,4293D9BA
40A80000,445DCA07,44696E98,42770218,4293FAC4
40A86666,445DFB6F,4469A9C9,427732B7,42941CE0
40A8B72B,445E2271,4469D884,42775916,429437CD
40A8CCCD,445E2CE4,4469E50A,4277635E,42943F04
40A93333,445E5E61,446A2056,4277940E,4294612E
40A94A9A,445E69B2,446A2DE5,42779F2E,429468FE
40A9999A,445E8FE9,446A5BB1,4277C4C4,42948360
40AA0000,445EC17A,446A9719,4277F584,4294A598
40AA6666,445EF314,446AD28D,4278264B,4294C7D8
40AAAADE,445F1445,446AFA57,427846EC,4294DEC2
40AACCCD,445F24BA,446B0E11,4278571C,4294EA1E
40AB3333,445F5667,446B49A1,427887F3,42950C6C
40AB999A,445F8821,446B8540,4278B8D4,42952EC1
40ABF58C,445FB4CC,446BBAD5,4278E4BE,42954D9A
40ABF68F,445FB54B,446BBB6B,4278E539,42954DF1
40AC0000,445FB9E2,446BC0EC,4278E9BC,4295511D
40AC313E,445FD1D2,446BDDA4,42790144,429561A5
40AC6666,445FEBAD,446BFCA6,42791AAC,4295737F
40ACCCCD,44601D83,446C386E,42794BA7,429595EA
40AD3333,44604F62,446C7443,42797CA7,4295B85B
40AD82DA,44607635,446CA2D7,4279A2CB,4295D32A
40AD999A,4460814C,446CB027,4279ADB2,4295DAD3
40AE0000,4460B33E,446CEC16,4279DEC3,4295FD52
40AE6666,4460E53B,446D2814,427A0FDE,42961FD8
40AECCCD,44611741,446D6420,427A4101,42964265
40AED685,44611C01,446D69D5,427A45AA,429645AE
40AF3333,44614952,446DA03A,427A722B,429664FA
40AF999A,44617B6D,446DDC62,427AA35E,42968795
40B00000,4461AD8F,446E1896,427AD499,4296AA38
40B056D2,4461D81B,446E4BAE,427AFE5F,4296C79A
40B06666,4461DFBE,446E54DB,427B05DE,4296CCE1
40B0CCCD,446211F6,446E912B,427B3728,4296EF92
40B13333,44624438,446ECD88,427B687E,4297124A
40B158BF,446256A7,446EE3AF,427B7A97,42971F07
40B1999A,44627683,446F09F5,427B99DA,42973509
40B20000,4462A8D9,446F466E,427BCB3F,429757D0
40B228FE,4462BD02,446F5EAA,427BDF07,429765BD
40B23534,4462C303,446F65E0,427BE4ED,429769E4
40B2372A,4462C3FA,446F6709,427BE5DF,42976A8E
40B242DB,4462C9BA,446F6DF4,427BEB84,42976E87
40B26666,4462DB38,446F82F7,427BFCAC,42977A9D
40B2CCCD,44630DA1,446FBF8D,427C2E23,42979D71
40B33333,44634015,446FFC32,427C5FA0,4297C04C
40B37806,44636202,447024FA,427C80E8,4297D7BE
40B3999A,44637292,447038E3,427C9127,4297E32F
40B40000,4463A51A,447075A1,427CC2B5,42980619
40B46666,4463D7A9,4470B26F,427CF44C,4298290A
40B470EF,4463DCDC,4470B8B2,427CF967,42982CA2
40B4CCCD,44640A44,4470EF4A,427D25EC,42984C02
40B53333,44643CE8,44712C33,427D5794,42986F02
40B5999A,44646F97,4471692A,427D8943,42989208
40B60000,4464A24F,4471A62F,427DBAFB,4298B516
40B66666,4464D513,4471E341,427DECBC,4298D82B
40B68158,4464E26F,4471F355,427DF9D6,4298E167
40B6CCCD,446507DF,44722063,427E1E86,4298FB47
40B73333,44653AB5,44725D92,427E5058,42991E6A
40B7999A,44656D96,44729ACE,427E8231,42994195
40B80000,4465A081,4472D819,427EB414,429964C6
40B84FE8,4465C841,447307F6,427EDB06,42998042
40B85F5A,4465CFF2,44731138,427EE28E,42998592
40B86666,4465D375,44731572,427EE5FE,429987FF
40B8B681,4465FB58,44734577,427F0D11,4299A391
40B8CCCD,44660673,447352D8,427F17F1,4299AB3F
40B93333,4466397B,4473904C,427F49ED,4299CE86
40B9999A,44666C8E,4473CDCE,427F7BF1,4299F1D5
40B9D507,44668A36,4473F188,427F98FC,429A0656
40BA0000,44669FAB,44740B5F,427FADFE,429A152A
40BA6666,4466D2D0,447448FE,427FE012,429A3888
40BACCCD,44670601,447486AB,42800918,429A5BEC
40BB3333,4467393D,4474C465,4280222B,429A7F58
40BB6663,446752DB,4474E346,42802EB5,429A910E
40BB999A,44676C80,44750230,42803B42,429AA2CB
40BC0000,44679FCF,44754005,4280545D,429AC644
40BC3C2C,4467BDFA,44756463,42806320,429ADB20
40BC6666,4467D328,44757DEB,42806D7C,429AE9C5
40BC7342,4467D99A,447585B1,428070A4,429AEE3B
40BCCCCD,4468068B,4475BBDE,428086A0,429B0D4E
40BD2C8E,446836A0,4475F5D8,42809E26,429B2E8E
40BD3333,446839F7,4475F9E0,42809FC8,429B30DD
40BD999A,44686D6E,447637EF,4280B8F4,429B5474
40BDB3C4,44687A96,447647CC,4280BF64,429B5D8E
40BE0000,4468A0EE,4476760D,4280D225,429B7813
40BE536C,4468CAEC,4476A8B1,4280E6AD,429B951C
40BE6666,4468D479,4476B437,4280EB59,429B9BB8
40BECCCD,4469080E,4476F272,42810492,429BBF65
40BF2447,44693427,447727A5,42811A21,429BDDE4
40BF3333,44693BAE,447730BA,42811DCF,429BE319
40BF39C0,44693EFC,447734B6,42811F6D,429BE562
40BF605F,44695276,44774C37,428128F3,429BF2DC
40BF903B,44696A9D,4477695C,428134C0,429C038F
40BF999A,44696F57,44776F11,42813711,429C06D4
40C00000,4469A30B,4477AD75,42815055,429C2A97
40C06666,4469D6C8,4477EBE7,428169A0,429C4E61
40C0CCCD,446A0A90,44782A68,428182EE,429C7233
40C11D5D,446A3352,44785B9D,428196DA,429C8E66
40C13333,446A3E62,447868F6,42819C40,429C960B
40C172D9,446A5E9C,44788FE1,4281ABFF,429CAC56
40C1999A,446A723D,4478A794,4281B596,429CB9EB
40C20000,446AA623,4478E640,4281CEF1,429CDDD3
40C26666,446ADA14,447924FA,4281E850,429D01C1
40C2CCCD,446B0E0E,447963C2,428201B4,429D25B8
40C2D56B,446B126E,4479690B,428203D6,429D28BF
40C33333,446B4213,4479A298,42821B1B,429D49B4
40C36E9F,446B6046,4479C714,428229DB,429D5E9A
40C3760F,446B640F,4479CBA6,42822BB4,429D6138
40C3999A,446B7622,4479E17D,42823487,429D6DB9
40C3AD0C,446B8005,4479ED6F,4282395B,429D7491
40C40000,446BAA3A,447A206F,42824DF7,429D91C5
40C42236,446BBBA5,447A357B,42825678,429D9DD2
40C46666,446BDE5C,447A5F71,4282676B,429DB5D9
40C486F6,446BEEF3,447A737C,42826F84,429DC152
40C4A243,446BFCDC,447A844D,4282764F,429DCAF2
40C4CCCD,446C128A,447A9E81,428280E5,429DD9F3
40C53333,446C46C1,447ADD9E,42829A61,429DFE15
40C5999A,446C7B04,447B1CCA,4282B3E2,429E223F
40C60000,446CAF4F,447B5C06,4282CD67,429E4670
40C63158,446CC886,447B7A82,4282D9B5,429E57E3
40C66666,446CE3A5,447B9B4E,4282E6F2,429E6AA8
40C6CCCD,446D1805,447BDAA5,4283007F,429E8EE8
40C73333,446D4C70,447C1A0D,42831A11,429EB32F
40C7999A,446D80E4,447C5980,428333A9,429ED77D
40C80000,446DB565,447C9902,42834D43,429EFBD3
40C80CBF,446DBBED,447CA0EB,42835073,429F0059
40C82DC0,446DCCDB,447CB567,428358B5,429F0C10
40C86051,446DE6CF,447CD4CC,4283655C,429F1E07
40C86666,446DE9ED,447CD894,428366E2,429F2030
40C8CCCD,446E1E81,447D1833,42838085,429F4494
40C93333,446E531F,447D57E1,42839A2D,429F6901
40C9999A,446E87C7,447D979E,4283B3D9,429F8D74
40CA0000,446EBC79,447DD769,4283CD8A,429FB1EF
40CA6666,446EF135,447E1741,4283E73E,429FD671
40CACCCD,446F25FC,447E572A,428400F6,429FFAFB
40CB13DC,446F4AA1,447E838B,428412D3,42A0145A
40CB3333,446F5ACE,447E971F,42841AB4,42A01F8C
40CB999A,446F8FA9,447ED726,42843475,42A04425
40CC0000,446FC48E,447F1739,42844E3B,42A068C5
40CC19A2,446FD1CE,447F2745,428454AF,42A071F2
40CC6666,446FF97F,447F5759,42846805,42A08D6C
40CC804B,447006E3,447F6793,42846E8C,42A096B2
40CCCCCD,44702E7A,447F978B,428481D4,42A0B21C
40CD3333,4470637D,447FD7CA,42849BA6,42A0D6D3
40CD999A,4470988E,44800C0B,4284B57E,42A0FB90
40CE0000,4470CDA8,44802C3A,4284CF59,42A12055
40CE2869,4470E29D,448038EF,4284D98E,42A12EDB
40CE6666,447102CB,44804C6F,4284E938,42A14522
40CECCCD,447137F9,44806CAC,4285031C,42A169F7
40CF3333,44716D30,44808CF0,42851D05,42A18ED3
40CF999A,4471A274,4480AD3B,428536F2,42A1B3B6
40D00000,4471D7C1,4480CD8E,428550E3,42A1D8A1
40D017DB,4471E42D,4480D516,428556EE,42A1E13C
40D01BF5,4471E652,4480D662,428557F9,42A1E2B6
40D06666,44720D18,4480EDE7,42856AD8,42A1FD93
40D0CCCD,4472427B,44810E49,428584D2,42A2228E
40D11FE7,44726DD6,44812895,428599E9,42A24095
40D13333,447277E8,44812EB1,42859ED0,42A24790
40D1999A,4472AD5E,44814F22,4285B8D2,42A26C98
40D20000,4472E2DF,44816F98,4285D2D9,42A291A8
40D25D4B,447313A8,44818D33,4285EA93,42A2B374
40D26666,4473186A,44819017,4285ECE3,42A2B6C0
40D27D9E,44732491,44819777,4285F2CC,42A2BF2A
40D2CCCD,44734E01,4481B09E,428606F3,42A2DBE0
40D33333,447383A1,4481D12B,42862107,42A30107
40D3999A,4473B94E,4481F1C0,42863B1F,42A32636
40D40000,4473EF02,4482125C,4286553C,42A34B6D
40D41320,4473F90B,44821874,42865A1C,42A35260
40D46666,447424C2,448232FF,42866F5C,42A370A9
40D4CCCD,44745A8C,448253AA,42868982,42A395F0
40D501D6,4474766E,44826499,4286970E,42A3A940
40D53333,44749061,4482745D,4286A3AB,42A3BB3C
40D590AA,4474C18D,4482923B,4286BB90,42A3DD4F
40D5999A,4474C642,44829517,4286BDD9,42A3E090
40D60000,4474FC2B,4482B5D7,4286D80B,42A405ED
40D66666,4475321E,4482D69F,4286F241,42A42B50
40D6CCCD,4475681F,4482F76F,42870C7D,42A450BC
40D73333,44759E26,44831847,428726BD,42A4762F
40D7999A,4475D43C,44833927,42874100,42A49BA9
40D80000,44760A59,44835A0D,42875B48,42A4C12B
40D8149D,4476153F,448360AD,42876093,42A4C8B9
40D8535C,4476366F,448374DA,428770B1,42A4DFB9
40D86666,44764081,44837AFA,42877594,42A4E6B5
40D8CCCD,447676B5,44839BEF,42878FE6,42A50C47
40D8D590,44767B59,44839EC2,42879226,42A50F7D
40D8F974,44768E5A,4483AA51,42879B61,42A51CAA
40D93333,4476ACF3,4483BCEC,4287AA3B,42A531E0
40D95FA0,4476C47E,4483CB3D,4287B5A9,42A54232
40D9999A,4476E33C,4483DDF0,4287C494,42A55780
40D9D985,44770522,4483F290,4287D50A,42A56F00
40D9FEA5,447718D6,4483FE8C,4287DE99,42A57CA8
40DA0000,4477198E,4483FEFB,4287DEF2,42A57D28
40DA6666,44774FEC,4484200E,4287F955,42A5A2D8
40DACCCD,44778655,44844129,428813BC,42A5C890
40DB3333,4477BCC7,4484624B,42882E27,42A5EE4F
40DB6AAD,4477DA4B,44847441,42883C79,42A602C4
40DB999A,4477F345,44848375,42884897,42A61415
40DC0000,447829CC,4484A4A6,4288630B,42A639E3
40DC6666,4478605D,4484C5DD,42887D83,42A65FBA
40DCCCCD,447896FC,4484E71D,42889800,42A68598
40DCD7A2,44789CC3,4484EAA3,42889ACE,42A6899A
40DD0FA7,4478BAA8,4484FCD6,4288A94E,42A69E55
40DD3333,4478CDA2,44850866,4288B281,42A6AB7D
40DD999A,44790455,448529B4,4288CD07,42A6D16A
40DE0000,44793B12,44854B0A,4288E791,42A6F75F
40DE6666,447971D9,44856C69,4289021F,42A71D5B
40DECCCD,4479A8AC,44858DCE,42891CB2,42A74360
40DF3333,4479DF88,4485AF3B,42893749,42A7696C
40DF45D5,4479E985,4485B551,42893C21,42A77059
40DF63AE,4479F985,4485BF11,428943E2,42A77B72
40DF999A,447A1670,4485D0B0,428951E6,42A78F80
40E00000,447A4D61,4485F22C,42896C85,42A7B59B
40E06666,447A845E,448613AF,4289872A,42A7DBBE
40E0BFDC,447AB470,448630FE,42899E74,42A7FD16
40E0CCCD,447ABB65,4486353B,4289A1D3,42A801EA
40E13333,447AF278,448656CD,4289BC80,42A8281C
40E14262,447AFAA2,44865BC8,4289C076,42A82DC6
40E1999A,447B2995,44867868,4289D733,42A84E56
40E1A05D,447B2D38,44867AA0,4289D8F5,42A850DC
40E20000,447B60BC,44869A0A,4289F1E9,42A87497
40E26666,447B97EE,4486BBB3,428A0CA3,42A89AE1
40E2CCCD,447BCF2A,4486DD65,428A2763,42A8C133
40E33333,447C0672,4486FF1D,428A4226,42A8E78C
40E373AD,447C2946,4487145D,428A5303,42A8FFB5
40E3999A,447C3DC4,448720DD,428A5CEF,42A90DED
40E3FA74,447C7221,448740D1,428A7647,42A93240
40E40000,447C7522,448742A6,428A77BB,42A93456
40E40A02,447C7A8A,448745F3,428A7A5A,42A93818
40E46666,447CAC89,44876475,428A928C,42A95AC6
40E477F6,447CB60B,44876A42,428A9726,42A9615F
40E4B7AB,447CD88A,44877F50,428AA7D7,42A9794E
40E4CCCD,447CE3FA,4487864D,428AAD61,42A9813E
40E4E4E1,447CF107,44878E43,428AB3B2,42A98A4C
40E53333,447D1B79,4487A82B,428AC83B,42A9A7BF
40E553CA,447D2D22,4487B2F5,428AD0C8,42A9B402
40E5999A,447D5300,4487CA13,428AE31A,42A9CE47
40E60000,447D8A93,4487EC00,428AFDFC,42A9F4D6
40E639A2,447DA9DF,4487FF1C,428B0D20,42AA0A8E
40E66666,447DC230,44880DF6,428B18E3,42AA1B6D
40E6CC50,447DF994,44882FCA,428B33AE,42AA41DE
40E6CCCD,447DF9D9,44882FF4,428B33CF,42AA420E
40E73333,447E318C,448851F8,428B4EC0,42AA68B4
40E7999A,447E6949,44887405,428B69B4,42AA8F63
40E80000,447EA112,4488961A,428B84AD,42AAB61A
40E86666,447ED8E5,4488B835,428B9FAB,42AADCD8
40E8CCCD,447F10C4,4488DA5A,428BBAAD,42AB039F
40E8D4FC,447F153C,4488DD14,428BBCD5,42AB06B9
40E93333,447F48AC,4488FC85,428BD5B4,42AB2A6D
40E98BF7,447F792C,44891A2A,428BED24,42AB4C16
40E9999A,447F80A0,44891EB7,428BF0BE,42AB5143
40E9CED2,447F9DB8,44893080,428BFECE,42AB6576
40EA0000,447FB8A0,448940F3,428C0BCE,42AB7821
40EA6666,447FF0A8,44896335,428C26E2,42AB9F07
40EAA6A9,448009EC,448978B9,428C37E3,42ABB774
40EACCCD,4480145E,4489857F,428C41FA,42ABC5F5
40EB3333,4480306D,4489A7D1,428C5D18,42ABECEA
40EB4211,44803481,4489ACCD,428C6108,42ABF293
40EB999A,44804C83,4489CA2B,428C7839,42AC13E8
40EC0000,4480689D,4489EC8C,428C935F,42AC3AED
