field,step,k,j,i,value,bits
v,3,20,7,4, 6.226634979E-002,1031736064
v,3,20,7,5, 4.774217606E-001,1056207008
v,3,20,7,6, 1.898191071E+001,1100471028
v,3,20,7,7, 1.939706421E+001,1100688688
v,3,20,7,8, 1.579039001E+001,1098687856
v,3,20,7,9, 1.261990166E+001,1095363358
v,3,20,7,10, 1.079714966E+001,1093452064
v,3,20,7,11, 1.003612328E+001,1092654070
v,3,20,7,12, 9.798125267E+000,1092404511
v,3,20,7,13, 9.741571426E+000,1092345210
v,3,20,7,14, 9.731277466E+000,1092334416
v,3,21,7,1, 8.918990135E+000,1091482671
v,3,21,7,2, 7.096237659E+000,1088623713
v,3,21,7,3, 3.925749779E+000,1081819004
v,3,21,7,4, 3.190746307E-001,1050893760
v,3,21,7,5, 7.342300415E-001,1060894336
v,3,21,7,6, 1.923871803E+001,1100605669
v,3,21,7,7, 1.965387344E+001,1100823330
v,3,21,7,8, 1.604719925E+001,1098932394
v,3,21,7,9, 1.287671089E+001,1095632642
v,3,21,7,10, 1.105395794E+001,1093721347
v,3,21,7,11, 1.029293156E+001,1092923353
v,3,21,7,12, 1.005493355E+001,1092673794
v,3,21,7,13, 9.998379707E+000,1092614493
v,3,21,7,14, 9.988085747E+000,1092603699
v,3,22,7,1, 9.170428276E+000,1091746323
v,3,22,7,2, 7.347675800E+000,1089151017
v,3,22,7,3, 4.177187920E+000,1082502022
v,3,22,7,4, 5.705127716E-001,1058147616
v,3,22,7,5, 9.856681824E-001,1065112768
v,3,22,7,6, 1.949015617E+001,1100737495
v,3,22,7,7, 1.990531158E+001,1100955156
v,3,22,7,8, 1.629863739E+001,1099064220
v,3,22,7,9, 1.312814903E+001,1095896294
v,3,22,7,10, 1.130539608E+001,1093984999
v,3,22,7,11, 1.054436970E+001,1093187005
v,3,22,7,12, 1.030637169E+001,1092937446
v,3,22,7,13, 1.024981785E+001,1092878145
v,3,22,7,14, 1.023952389E+001,1092867351
v,3,23,7,1, 9.415990829E+000,1092003814
v,3,23,7,2, 7.593238354E+000,1089665999
v,3,23,7,3, 4.422750473E+000,1083017004
v,3,23,7,4, 8.160753250E-001,1062267472
v,3,23,7,5, 1.231230736E+000,1067292920
v,3,23,7,6, 1.973571777E+001,1100866240
v,3,23,7,7, 2.015087509E+001,1101083902
v,3,23,7,8, 1.654419899E+001,1099192965
v,3,23,7,9, 1.337371063E+001,1096153784
v,3,23,7,10, 1.155095863E+001,1094242490
v,3,23,7,11, 1.078993225E+001,1093444496
v,3,23,7,12, 1.055193424E+001,1093194937
v,3,23,7,13, 1.049538040E+001,1093135636
v,3,23,7,14, 1.048508644E+001,1093124842
v,3,24,7,1, 9.655051231E+000,1092254487
v,3,24,7,2, 7.832298756E+000,1090167345
v,3,24,7,3, 4.661810875E+000,1083518350
v,3,24,7,4, 1.055135727E+000,1065815728
v,3,24,7,5, 1.470291138E+000,1069298304
v,3,24,7,6, 1.997477913E+001,1100991577
v,3,24,7,7, 2.038993454E+001,1101209238
v,3,24,7,8, 1.678326035E+001,1099318302
v,3,24,7,9, 1.361277199E+001,1096404458
v,3,24,7,10, 1.179001904E+001,1094493163
v,3,24,7,11, 1.102899265E+001,1093695169
v,3,24,7,12, 1.079099464E+001,1093445610
v,3,24,7,13, 1.073444080E+001,1093386309
v,3,24,7,14, 1.072414684E+001,1093375515
v,3,25,7,1, 9.886807442E+000,1092497501
v,3,25,7,2, 8.064054489E+000,1090586206
v,3,25,7,3, 4.893567085E+000,1084004378
v,3,25,7,4, 1.286891937E+000,1067759840
v,3,25,7,5, 1.702047348E+000,1071242416
v,3,25,7,6, 2.020653534E+001,1101113084
v,3,25,7,7, 2.062169075E+001,1101330745
v,3,25,7,8, 1.701501465E+001,1099439808
v,3,25,7,9, 1.384452820E+001,1096647472
v,3,25,7,10, 1.202177525E+001,1094736177
v,3,25,7,11, 1.126074886E+001,1093938183
v,3,25,7,12, 1.102275085E+001,1093688624
v,3,25,7,13, 1.096619701E+001,1093629323
v,3,25,7,14, 1.095590305E+001,1093618529
v,3,26,7,1, 1.011019135E+001,1092731736
v,3,26,7,2, 8.287439346E+000,1090820442
v,3,26,7,3, 5.116950989E+000,1084472848
v,3,26,7,4, 1.510275841E+000,1069633720
v,3,26,7,5, 1.925431252E+000,1073116296
v,3,26,7,6, 2.042992020E+001,1101230202
v,3,26,7,7, 2.084507370E+001,1101447862
v,3,26,7,8, 1.723839951E+001,1099556926
v,3,26,7,9, 1.406791115E+001,1096881706
v,3,26,7,10, 1.224515915E+001,1094970412
v,3,26,7,11, 1.148413277E+001,1094172418
v,3,26,7,12, 1.124613476E+001,1093922859
v,3,26,7,13, 1.118958092E+001,1093863558
v,3,26,7,14, 1.117928696E+001,1093852764
v,3,27,7,1, 1.032369328E+001,1092955609
v,3,27,7,2, 8.500940323E+000,1091044314
v,3,27,7,3, 5.330452919E+000,1084920594
v,3,27,7,4, 1.723777771E+000,1071424704
v,3,27,7,5, 2.138933182E+000,1074324552
v,3,27,7,6, 2.064342117E+001,1101342138
v,3,27,7,7, 2.105857658E+001,1101559799
v,3,27,7,8, 1.745190048E+001,1099668862
v,3,27,7,9, 1.428141403E+001,1097105580
v,3,27,7,10, 1.245866108E+001,1095194285
v,3,27,7,11, 1.169763470E+001,1094396291
v,3,27,7,12, 1.145963669E+001,1094146732
v,3,27,7,13, 1.140308285E+001,1094087431
v,3,27,7,14, 1.139278889E+001,1094076637
v,3,28,7,1, 1.052498436E+001,1093166678
v,3,28,7,2, 8.702232361E+000,1091255384
v,3,28,7,3, 5.531744003E+000,1085342732
v,3,28,7,4, 1.925068855E+000,1073113256
v,3,28,7,5, 2.340224266E+000,1075168828
v,3,28,7,6, 2.084471130E+001,1101447672
v,3,28,7,7, 2.125986862E+001,1101665334
v,3,28,7,8, 1.765319252E+001,1099774397
v,3,28,7,9, 1.448270416E+001,1097316648
v,3,28,7,10, 1.265995216E+001,1095405354
v,3,28,7,11, 1.189892578E+001,1094607360
v,3,28,7,12, 1.166092777E+001,1094357801
v,3,28,7,13, 1.160437393E+001,1094298500
v,3,28,7,14, 1.159407997E+001,1094287706
v,3,29,7,1, 1.070983315E+001,1093360506
v,3,29,7,2, 8.887081146E+000,1091449212
v,3,29,7,3, 5.716592789E+000,1085730388
v,3,29,7,4, 2.109917641E+000,1074202852
v,3,29,7,5, 2.525073051E+000,1075944140
v,3,29,7,6, 2.102956009E+001,1101544586
v,3,29,7,7, 2.144471741E+001,1101762248
v,3,29,7,8, 1.783804131E+001,1099871311
v,3,29,7,9, 1.466755295E+001,1097510476
v,3,29,7,10, 1.284480095E+001,1095599182
v,3,29,7,11, 1.208377457E+001,1094801188
v,3,29,7,12, 1.184577656E+001,1094551629
v,3,29,7,13, 1.178922272E+001,1094492328
v,3,29,7,14, 1.177892876E+001,1094481534
v,3,30,7,1, 1.086498356E+001,1093523193
v,3,30,7,2, 9.042230606E+000,1091611898
v,3,30,7,3, 5.871743202E+000,1086055762
v,3,30,7,4, 2.265068054E+000,1074853600
v,3,30,7,5, 2.680223465E+000,1076594888
v,3,30,7,6, 2.118471146E+001,1101625930
v,3,30,7,7, 2.159986687E+001,1101843591
v,3,30,7,8, 1.799319077E+001,1099952654
v,3,30,7,9, 1.482270432E+001,1097673164
v,3,30,7,10, 1.299995136E+001,1095761869
v,3,30,7,11, 1.223892498E+001,1094963875
v,3,30,7,12, 1.200092697E+001,1094714316
v,3,30,7,13, 1.194437313E+001,1094655015
v,3,30,7,14, 1.193407917E+001,1094644221
v,3,1,8,1, 3.239579439E+000,1078940997
v,3,1,8,2, 1.705122232E+000,1071268210
v,3,1,8,3,-8.197860718E-001,-1085153920
v,3,1,8,4,-3.050930023E+000,-1069333904
v,3,1,8,5,-5.546469688E-001,-1089602216
v,3,1,8,6, 8.873571396E+000,1091435046
v,3,1,8,7, 1.136985397E+001,1094052588
v,3,1,8,8, 9.138710022E+000,1091713064
v,3,1,8,9, 6.613801956E+000,1087611972
v,3,1,8,10, 5.079344749E+000,1084393982
v,3,1,8,11, 4.425582409E+000,1083022943
v,3,1,8,12, 4.219179153E+000,1082590084
v,3,1,8,13, 4.169876575E+000,1082486689
v,3,1,8,14, 4.160874844E+000,1082467811
v,3,2,8,1, 3.557406664E+000,1080274061
v,3,2,8,2, 2.022949457E+000,1073838081
v,3,2,8,3,-5.019588470E-001,-1090486176
v,3,2,8,4,-2.733102798E+000,-1070666968
v,3,2,8,5,-2.368197441E-001,-1099792160
v,3,2,8,6, 9.191398621E+000,1091768312
v,3,2,8,7, 1.168768120E+001,1094385854
v,3,2,8,8, 9.456537247E+000,1092046330
v,3,2,8,9, 6.931629181E+000,1088278504
v,3,2,8,10, 5.397171974E+000,1085060514
v,3,2,8,11, 4.743409634E+000,1083689475
v,3,2,8,12, 4.537006378E+000,1083256616
v,3,2,8,13, 4.487703800E+000,1083153221
v,3,2,8,14, 4.478702068E+000,1083134343
v,3,3,8,1, 3.873010874E+000,1081597801
v,3,3,8,2, 2.338553667E+000,1075161821
v,3,3,8,3,-1.863546371E-001,-1103178816
v,3,3,8,4,-2.417498589E+000,-1071990708
v,3,3,8,5, 7.878446579E-002,1033984448
v,3,3,8,6, 9.507001877E+000,1092099246
v,3,3,8,7, 1.200328541E+001,1094716789
v,3,3,8,8, 9.772141457E+000,1092377265
v,3,3,8,9, 7.247233391E+000,1088940374
v,3,3,8,10, 5.712776184E+000,1085722384
v,3,3,8,11, 5.059013844E+000,1084351345
v,3,3,8,12, 4.852610588E+000,1083918486
v,3,3,8,13, 4.803308010E+000,1083815091
v,3,3,8,14, 4.794306278E+000,1083796213
v,3,4,8,1, 4.186326981E+000,1082521188
v,3,4,8,2, 2.651870012E+000,1076475965
v,3,4,8,3, 1.269617081E-001,1040319040
v,3,4,8,4,-2.104182243E+000,-1073304852
v,3,4,8,5, 3.921008110E-001,1053344112
v,3,4,8,6, 9.820318222E+000,1092427782
v,3,4,8,7, 1.231660175E+001,1095045325
v,3,4,8,8, 1.008545780E+001,1092705801
v,3,4,8,9, 7.560549736E+000,1089597446
v,3,4,8,10, 6.026092529E+000,1086379456
v,3,4,8,11, 5.372330189E+000,1085008417
v,3,4,8,12, 5.165926933E+000,1084575558
v,3,4,8,13, 5.116624355E+000,1084472163
v,3,4,8,14, 5.107622623E+000,1084453285
v,3,5,8,1, 4.497285843E+000,1083173316
v,3,5,8,2, 2.962828875E+000,1077780221
v,3,5,8,3, 4.379205704E-001,1054881568
v,3,5,8,4,-1.793223381E+000,-1075476392
v,3,5,8,5, 7.030596733E-001,1060371384
v,3,5,8,6, 1.013127708E+001,1092753846
v,3,5,8,7, 1.262756062E+001,1095371389
v,3,5,8,8, 1.039641666E+001,1093031865
v,3,5,8,9, 7.871508598E+000,1090249574
v,3,5,8,10, 6.337051392E+000,1087031584
v,3,5,8,11, 5.683289051E+000,1085660545
v,3,5,8,12, 5.476885796E+000,1085227686
v,3,5,8,13, 5.427583218E+000,1085124291
v,3,5,8,14, 5.418581486E+000,1085105413
v,3,6,8,1, 4.805814743E+000,1083820348
v,3,6,8,2, 3.271357298E+000,1079074283
v,3,6,8,3, 7.464489937E-001,1061099336
v,3,6,8,4,-1.484694958E+000,-1078064516
v,3,6,8,5, 1.011588097E+000,1065450424
v,3,6,8,6, 1.043980598E+001,1093077362
v,3,6,8,7, 1.293608856E+001,1095694904
v,3,6,8,8, 1.070494461E+001,1093355380
v,3,6,8,9, 8.180036545E+000,1090707822
v,3,6,8,10, 6.645579338E+000,1087678614
v,3,6,8,11, 5.991817474E+000,1086307576
v,3,6,8,12, 5.785414219E+000,1085874717
v,3,6,8,13, 5.736111641E+000,1085771322
v,3,6,8,14, 5.727109909E+000,1085752444
v,3,7,8,1, 5.111832619E+000,1084462114
v,3,7,8,2, 3.577375650E+000,1080357817
v,3,7,8,3, 1.052467346E+000,1065793344
v,3,7,8,4,-1.178676605E+000,-1080631584
v,3,7,8,5, 1.317606449E+000,1068017492
v,3,7,8,6, 1.074582481E+001,1093398246
v,3,7,8,7, 1.324210739E+001,1096015788
v,3,7,8,8, 1.101096344E+001,1093676264
v,3,7,8,9, 8.486055374E+000,1091028706
v,3,7,8,10, 6.951598167E+000,1088320382
v,3,7,8,11, 6.297835827E+000,1086949343
v,3,7,8,12, 6.091432571E+000,1086516484
v,3,7,8,13, 6.042129993E+000,1086413089
v,3,7,8,14, 6.033128262E+000,1086394211
v,3,8,8,1, 5.415256500E+000,1085098440
v,3,8,8,2, 3.880799532E+000,1081630469
v,3,8,8,3, 1.355891228E+000,1068338648
v,3,8,8,4,-8.752527237E-001,-1084223344
v,3,8,8,5, 1.621030331E+000,1070562796
v,3,8,8,6, 1.104924774E+001,1093716408
v,3,8,8,7, 1.354553127E+001,1096333951
v,3,8,8,8, 1.131438732E+001,1093994427
v,3,8,8,9, 8.789479256E+000,1091346869
v,3,8,8,10, 7.255022049E+000,1088956708
v,3,8,8,11, 6.601259708E+000,1087585669
v,3,8,8,12, 6.394856453E+000,1087152810
v,3,8,8,13, 6.345553875E+000,1087049415
v,3,8,8,14, 6.336552143E+000,1087030537
v,3,9,8,1, 5.715992928E+000,1085729130
v,3,9,8,2, 4.181535721E+000,1082511140
v,3,9,8,3, 1.656627655E+000,1070861408
v,3,9,8,4,-5.745162964E-001,-1089268864
v,3,9,8,5, 1.921766758E+000,1073085556
v,3,9,8,6, 1.134998512E+001,1094031754
v,3,9,8,7, 1.384626770E+001,1096649296
v,3,9,8,8, 1.161512375E+001,1094309772
v,3,9,8,9, 9.090215683E+000,1091662214
v,3,9,8,10, 7.555758476E+000,1089587398
v,3,9,8,11, 6.901996136E+000,1088216359
v,3,9,8,12, 6.695592880E+000,1087783500
v,3,9,8,13, 6.646290302E+000,1087680105
v,3,9,8,14, 6.637288570E+000,1087661227
v,3,10,8,1, 6.013942719E+000,1086353976
v,3,10,8,2, 4.479485512E+000,1083135986
v,3,10,8,3, 1.954577446E+000,1073360792
v,3,10,8,4,-2.765665054E-001,-1098016224
v,3,10,8,5, 2.219716549E+000,1074663382
v,3,10,8,6, 1.164793396E+001,1094344176
v,3,10,8,7, 1.414421749E+001,1096961719
v,3,10,8,8, 1.191307354E+001,1094622195
v,3,10,8,9, 9.388165474E+000,1091974637
v,3,10,8,10, 7.853708267E+000,1090212244
v,3,10,8,11, 7.199945927E+000,1088841205
v,3,10,8,12, 6.993542671E+000,1088408346
v,3,10,8,13, 6.944240093E+000,1088304951
v,3,10,8,14, 6.935238361E+000,1088286073
v,3,11,8,1, 6.308998108E+000,1086972752
v,3,11,8,2, 4.774540901E+000,1083754762
v,3,11,8,3, 2.249632835E+000,1074788860
v,3,11,8,4, 1.848888397E-002,1016559104
v,3,11,8,5, 2.514771938E+000,1075900934
v,3,11,8,6, 1.194298935E+001,1094653564
v,3,11,8,7, 1.443927288E+001,1097271107
v,3,11,8,8, 1.220812893E+001,1094931583
v,3,11,8,9, 9.683220863E+000,1092284025
v,3,11,8,10, 8.148763657E+000,1090675030
v,3,11,8,11, 7.495001316E+000,1089459981
v,3,11,8,12, 7.288598061E+000,1089027122
v,3,11,8,13, 7.239295483E+000,1088923727
v,3,11,8,14, 7.230293751E+000,1088904849
v,3,12,8,1, 6.601039886E+000,1087585208
v,3,12,8,2, 5.066582680E+000,1084367218
v,3,12,8,3, 2.541674137E+000,1076013770
v,3,12,8,4, 3.105301857E-001,1050607056
v,3,12,8,5, 2.806813240E+000,1077125844
v,3,12,8,6, 1.223503113E+001,1094959792
v,3,12,8,7, 1.473131371E+001,1097577334
v,3,12,8,8, 1.250016975E+001,1095237810
v,3,12,8,9, 9.975261688E+000,1092590252
v,3,12,8,10, 8.440804482E+000,1090981257
v,3,12,8,11, 7.787042618E+000,1090072436
v,3,12,8,12, 7.580639362E+000,1089639577
v,3,12,8,13, 7.531336784E+000,1089536182
v,3,12,8,14, 7.522335052E+000,1089517304
v,3,13,8,1, 6.889937401E+000,1088191070
v,3,13,8,2, 5.355480194E+000,1084973080
v,3,13,8,3, 2.830572128E+000,1077225496
v,3,13,8,4, 5.994281769E-001,1058632736
v,3,13,8,5, 3.095711231E+000,1078337570
v,3,13,8,6, 1.252392960E+001,1095262724
v,3,13,8,7, 1.502021217E+001,1097880266
v,3,13,8,8, 1.278906822E+001,1095540742
v,3,13,8,9, 1.026416016E+001,1092893184
v,3,13,8,10, 8.729702950E+000,1091284189
v,3,13,8,11, 8.075941086E+000,1090598670
v,3,13,8,12, 7.869537354E+000,1090245440
v,3,13,8,13, 7.820234776E+000,1090142045
v,3,13,8,14, 7.811233044E+000,1090123167
v,3,14,8,1, 7.175548553E+000,1088790040
v,3,14,8,2, 5.641091347E+000,1085572050
v,3,14,8,3, 3.116183281E+000,1078423436
v,3,14,8,4, 8.850393295E-001,1063424496
v,3,14,8,5, 3.381322384E+000,1079535510
v,3,14,8,6, 1.280953979E+001,1095562208
v,3,14,8,7, 1.530582333E+001,1098179751
v,3,14,8,8, 1.307467937E+001,1095840227
v,3,14,8,9, 1.054977131E+001,1093192669
v,3,14,8,10, 9.015314102E+000,1091583674
v,3,14,8,11, 8.361552238E+000,1090898155
v,3,14,8,12, 8.155148506E+000,1090681725
v,3,14,8,13, 8.105845451E+000,1090630027
v,3,14,8,14, 8.096843719E+000,1090620588
v,3,15,8,1, 7.457714081E+000,1089381784
v,3,15,8,2, 5.923256874E+000,1086163794
v,3,15,8,3, 3.398348808E+000,1079606924
v,3,15,8,4, 1.167204857E+000,1066755832
v,3,15,8,5, 3.663487911E+000,1080718998
v,3,15,8,6, 1.309170532E+001,1095858080
v,3,15,8,7, 1.558798885E+001,1098475623
v,3,15,8,8, 1.335684490E+001,1096136099
v,3,15,8,9, 1.083193684E+001,1093488541
v,3,15,8,10, 9.297479630E+000,1091879546
v,3,15,8,11, 8.643717766E+000,1091194027
v,3,15,8,12, 8.437314034E+000,1090977597
v,3,15,8,13, 8.388010979E+000,1090925899
v,3,15,8,14, 8.379009247E+000,1090916460
v,3,16,8,1, 7.736257553E+000,1089965932
v,3,16,8,2, 6.201800346E+000,1086747942
v,3,16,8,3, 3.676892281E+000,1080775220
v,3,16,8,4, 1.445748329E+000,1069092424
v,3,16,8,5, 3.942031384E+000,1081887294
v,3,16,8,6, 1.337024879E+001,1096150154
v,3,16,8,7, 1.586653233E+001,1098767697
v,3,16,8,8, 1.363538837E+001,1096428173
v,3,16,8,9, 1.111048031E+001,1093780615
v,3,16,8,10, 9.576023102E+000,1092171620
v,3,16,8,11, 8.922261238E+000,1091486101
v,3,16,8,12, 8.715857506E+000,1091269671
v,3,16,8,13, 8.666554451E+000,1091217973
v,3,16,8,14, 8.657552719E+000,1091208534
v,3,17,8,1, 8.010978699E+000,1090530552
v,3,17,8,2, 6.476521492E+000,1087324074
v,3,17,8,3, 3.951613426E+000,1081927484
v,3,17,8,4, 1.720469475E+000,1071396952
v,3,17,8,5, 4.216752529E+000,1082584995
v,3,17,8,6, 1.364496994E+001,1096438220
v,3,17,8,7, 1.614125443E+001,1098981706
v,3,17,8,8, 1.391010952E+001,1096716239
v,3,17,8,9, 1.138520145E+001,1094068681
v,3,17,8,10, 9.850744247E+000,1092459686
v,3,17,8,11, 9.196982384E+000,1091774167
v,3,17,8,12, 8.990578651E+000,1091557737
v,3,17,8,13, 8.941275597E+000,1091506039
v,3,17,8,14, 8.932273865E+000,1091496600
v,3,18,8,1, 8.281652451E+000,1090814374
v,3,18,8,2, 6.747195244E+000,1087891718
v,3,18,8,3, 4.222287178E+000,1082596602
v,3,18,8,4, 1.991143227E+000,1073667528
v,3,18,8,5, 4.487426281E+000,1083152639
v,3,18,8,6, 1.391564369E+001,1096722042
v,3,18,8,7, 1.641192627E+001,1099123616
v,3,18,8,8, 1.418078327E+001,1097000061
v,3,18,8,9, 1.165587521E+001,1094352503
v,3,18,8,10, 1.012141800E+001,1092743508
v,3,18,8,11, 9.467656136E+000,1092057989
v,3,18,8,12, 9.261252403E+000,1091841559
v,3,18,8,13, 9.211949348E+000,1091789861
v,3,18,8,14, 9.202947617E+000,1091780422
v,3,19,8,1, 8.548020363E+000,1091093681
v,3,19,8,2, 7.013563156E+000,1088450332
v,3,19,8,3, 4.488655090E+000,1083155216
v,3,19,8,4, 2.257511139E+000,1074821904
v,3,19,8,5, 4.753794193E+000,1083711253
v,3,19,8,6, 1.418201256E+001,1097001350
v,3,19,8,7, 1.667829514E+001,1099263270
v,3,19,8,8, 1.444715118E+001,1097279368
v,3,19,8,9, 1.192224312E+001,1094631810
v,3,19,8,10, 1.038778591E+001,1093022815
v,3,19,8,11, 9.734024048E+000,1092337296
v,3,19,8,12, 9.527620316E+000,1092120866
v,3,19,8,13, 9.478317261E+000,1092069168
v,3,19,8,14, 9.469315529E+000,1092059729
v,3,20,8,1, 8.809782982E+000,1091368159
v,3,20,8,2, 7.275325775E+000,1088999288
v,3,20,8,3, 4.750417709E+000,1083704172
v,3,20,8,4, 2.519273758E+000,1075919816
v,3,20,8,5, 5.015556812E+000,1084260209
v,3,20,8,6, 1.444377518E+001,1097275828
v,3,20,8,7, 1.694005775E+001,1099400509
v,3,20,8,8, 1.470891380E+001,1097553846
v,3,20,8,9, 1.218400574E+001,1094906288
v,3,20,8,10, 1.064954853E+001,1093297293
v,3,20,8,11, 9.995786667E+000,1092611774
v,3,20,8,12, 9.789382935E+000,1092395344
v,3,20,8,13, 9.740079880E+000,1092343646
v,3,20,8,14, 9.731078148E+000,1092334207
v,3,21,8,1, 9.066591263E+000,1091637442
v,3,21,8,2, 7.532134056E+000,1089537854
v,3,21,8,3, 5.007225990E+000,1084242738
v,3,21,8,4, 2.776082039E+000,1076996948
v,3,21,8,5, 5.272365093E+000,1084798775
v,3,21,8,6, 1.470058250E+001,1097545110
v,3,21,8,7, 1.719686508E+001,1099535150
v,3,21,8,8, 1.496572208E+001,1097823129
v,3,21,8,9, 1.244081402E+001,1095175571
v,3,21,8,10, 1.090635681E+001,1093566576
v,3,21,8,11, 1.025259495E+001,1092881057
v,3,21,8,12, 1.004619122E+001,1092664627
v,3,21,8,13, 9.996888161E+000,1092612929
v,3,21,8,14, 9.987886429E+000,1092603490
v,3,22,8,1, 9.318029404E+000,1091901094
v,3,22,8,2, 7.783572197E+000,1090065158
v,3,22,8,3, 5.258664131E+000,1084770042
v,3,22,8,4, 3.027520180E+000,1078051556
v,3,22,8,5, 5.523803234E+000,1085326079
v,3,22,8,6, 1.495202065E+001,1097808762
v,3,22,8,7, 1.744830322E+001,1099666976
v,3,22,8,8, 1.521716022E+001,1098086781
v,3,22,8,9, 1.269225216E+001,1095439223
v,3,22,8,10, 1.115779495E+001,1093830228
v,3,22,8,11, 1.050403309E+001,1093144709
v,3,22,8,12, 1.029762936E+001,1092928279
v,3,22,8,13, 1.024832630E+001,1092876581
v,3,22,8,14, 1.023932457E+001,1092867142
v,3,23,8,1, 9.563591957E+000,1092158585
v,3,23,8,2, 8.029134750E+000,1090549590
v,3,23,8,3, 5.504226685E+000,1085285024
v,3,23,8,4, 3.273082733E+000,1079081520
v,3,23,8,5, 5.769365788E+000,1085841061
v,3,23,8,6, 1.519758415E+001,1098066254
v,3,23,8,7, 1.769386673E+001,1099795722
v,3,23,8,8, 1.546272278E+001,1098344272
v,3,23,8,9, 1.293781471E+001,1095696714
v,3,23,8,10, 1.140335751E+001,1094087719
v,3,23,8,11, 1.074959564E+001,1093402200
v,3,23,8,12, 1.054319191E+001,1093185770
v,3,23,8,13, 1.049388885E+001,1093134072
v,3,23,8,14, 1.048488712E+001,1093124633
v,3,24,8,1, 9.802652359E+000,1092409258
v,3,24,8,2, 8.268195152E+000,1090800263
v,3,24,8,3, 5.743287086E+000,1085786370
v,3,24,8,4, 3.512143135E+000,1080084212
v,3,24,8,5, 6.008426189E+000,1086342407
v,3,24,8,6, 1.543664360E+001,1098316926
v,3,24,8,7, 1.793292618E+001,1099921058
v,3,24,8,8, 1.570178318E+001,1098594945
v,3,24,8,9, 1.317687511E+001,1095947387
v,3,24,8,10, 1.164241791E+001,1094338392
v,3,24,8,11, 1.098865604E+001,1093652873
v,3,24,8,12, 1.078225231E+001,1093436443
v,3,24,8,13, 1.073294926E+001,1093384745
v,3,24,8,14, 1.072394753E+001,1093375306
v,3,25,8,1, 1.003440857E+001,1092652272
v,3,25,8,2, 8.499951363E+000,1091043277
v,3,25,8,3, 5.975043297E+000,1086272398
v,3,25,8,4, 3.743899345E+000,1081056268
v,3,25,8,5, 6.240182400E+000,1086828435
v,3,25,8,6, 1.566839981E+001,1098559940
v,3,25,8,7, 1.816468430E+001,1100042566
v,3,25,8,8, 1.593353939E+001,1098837959
v,3,25,8,9, 1.340863132E+001,1096190401
v,3,25,8,10, 1.187417412E+001,1094581406
v,3,25,8,11, 1.122041225E+001,1093895887
v,3,25,8,12, 1.101400852E+001,1093679457
v,3,25,8,13, 1.096470547E+001,1093627759
v,3,25,8,14, 1.095570374E+001,1093618320
v,3,26,8,1, 1.025779247E+001,1092886507
v,3,26,8,2, 8.723335266E+000,1091277512
v,3,26,8,3, 6.198427200E+000,1086740868
v,3,26,8,4, 3.967283249E+000,1081993208
v,3,26,8,5, 6.463566303E+000,1087296905
v,3,26,8,6, 1.589178467E+001,1098794176
v,3,26,8,7, 1.838806725E+001,1100159683
v,3,26,8,8, 1.615692329E+001,1098989921
v,3,26,8,9, 1.363201523E+001,1096424636
v,3,26,8,10, 1.209755802E+001,1094815641
v,3,26,8,11, 1.144379616E+001,1094130122
v,3,26,8,12, 1.123739243E+001,1093913692
v,3,26,8,13, 1.118808937E+001,1093861994
v,3,26,8,14, 1.117908764E+001,1093852555
v,3,27,8,1, 1.047129440E+001,1093110380
v,3,27,8,2, 8.936837196E+000,1091501385
v,3,27,8,3, 6.411929131E+000,1087188614
v,3,27,8,4, 4.180785179E+000,1082509566
v,3,27,8,5, 6.677068233E+000,1087744651
v,3,27,8,6, 1.610528564E+001,1098962848
v,3,27,8,7, 1.860157013E+001,1100271620
v,3,27,8,8, 1.637042618E+001,1099101858
v,3,27,8,9, 1.384551716E+001,1096648509
v,3,27,8,10, 1.231105995E+001,1095039514
v,3,27,8,11, 1.165729809E+001,1094353995
v,3,27,8,12, 1.145089436E+001,1094137565
v,3,27,8,13, 1.140159130E+001,1094085867
v,3,27,8,14, 1.139258957E+001,1094076428
v,3,28,8,1, 1.067258549E+001,1093321449
v,3,28,8,2, 9.138128281E+000,1091712454
v,3,28,8,3, 6.613220215E+000,1087610752
v,3,28,8,4, 4.382076263E+000,1082931704
v,3,28,8,5, 6.878359318E+000,1088166789
v,3,28,8,6, 1.630657768E+001,1099068383
v,3,28,8,7, 1.880286026E+001,1100377154
v,3,28,8,8, 1.657171631E+001,1099207392
v,3,28,8,9, 1.404680824E+001,1096859578
v,3,28,8,10, 1.251235104E+001,1095250583
v,3,28,8,11, 1.185858917E+001,1094565064
v,3,28,8,12, 1.165218544E+001,1094348634
v,3,28,8,13, 1.160288239E+001,1094296936
v,3,28,8,14, 1.159388065E+001,1094287497
v,3,29,8,1, 1.085743427E+001,1093515277
v,3,29,8,2, 9.322977066E+000,1091906282
v,3,29,8,3, 6.798069000E+000,1087998408
v,3,29,8,4, 4.566925049E+000,1083319360
v,3,29,8,5, 7.063208103E+000,1088554445
v,3,29,8,6, 1.649142647E+001,1099165297
v,3,29,8,7, 1.898770905E+001,1100474068
v,3,29,8,8, 1.675656509E+001,1099304306
v,3,29,8,9, 1.423165703E+001,1097053406
v,3,29,8,10, 1.269719982E+001,1095444411
v,3,29,8,11, 1.204343796E+001,1094758892
v,3,29,8,12, 1.183703423E+001,1094542462
v,3,29,8,13, 1.178773117E+001,1094490764
v,3,29,8,14, 1.177872944E+001,1094481325
v,3,30,8,1, 1.101258469E+001,1093677964
