field,step,k,j,i,value,bits
phb,0,20,5,5, 1.236635703E+005,1207011273
phb,0,20,5,6, 1.239641953E+005,1207049753
phb,0,20,5,7, 1.240612812E+005,1207062180
phb,0,20,5,8, 1.237936562E+005,1207027924
phb,0,20,5,9, 1.236056016E+005,1207003853
phb,0,20,5,10, 1.238093047E+005,1207029927
phb,0,20,5,11, 1.240665859E+005,1207062859
phb,0,20,5,12, 1.239503516E+005,1207047981
phb,0,20,5,13, 1.236535625E+005,1207009992
phb,0,20,5,14, 1.236688906E+005,1207011954
phb,0,21,5,1, 1.295054453E+005,1207759033
phb,0,21,5,2, 1.297396719E+005,1207789014
phb,0,21,5,3, 1.296444688E+005,1207776828
phb,0,21,5,4, 1.293779062E+005,1207742708
phb,0,21,5,5, 1.293824688E+005,1207743292
phb,0,21,5,6, 1.296505938E+005,1207777612
phb,0,21,5,7, 1.297371875E+005,1207788696
phb,0,21,5,8, 1.294984922E+005,1207758143
phb,0,21,5,9, 1.293307500E+005,1207736672
phb,0,21,5,10, 1.295124531E+005,1207759930
phb,0,21,5,11, 1.297419297E+005,1207789303
phb,0,21,5,12, 1.296382422E+005,1207776031
phb,0,21,5,13, 1.293735391E+005,1207742149
phb,0,21,5,14, 1.293872109E+005,1207743899
phb,0,22,5,1, 1.350963281E+005,1208217109
phb,0,22,5,2, 1.353027188E+005,1208230318
phb,0,22,5,3, 1.352188438E+005,1208224950
phb,0,22,5,4, 1.349839219E+005,1208209915
phb,0,22,5,5, 1.349879531E+005,1208210173
phb,0,22,5,6, 1.352242344E+005,1208225295
phb,0,22,5,7, 1.353005469E+005,1208230179
phb,0,22,5,8, 1.350902031E+005,1208216717
phb,0,22,5,9, 1.349423750E+005,1208207256
phb,0,22,5,10, 1.351025000E+005,1208217504
phb,0,22,5,11, 1.353047188E+005,1208230446
phb,0,22,5,12, 1.352133594E+005,1208224599
phb,0,22,5,13, 1.349800781E+005,1208209669
phb,0,22,5,14, 1.349921250E+005,1208210440
phb,0,23,5,1, 1.405641094E+005,1208567047
phb,0,23,5,2, 1.407433125E+005,1208578516
phb,0,23,5,3, 1.406704688E+005,1208573854
phb,0,23,5,4, 1.404665312E+005,1208560802
phb,0,23,5,5, 1.404700156E+005,1208561025
phb,0,23,5,6, 1.406751562E+005,1208574154
phb,0,23,5,7, 1.407414062E+005,1208578394
phb,0,23,5,8, 1.405587812E+005,1208566706
phb,0,23,5,9, 1.404304531E+005,1208558493
phb,0,23,5,10, 1.405694688E+005,1208567390
phb,0,23,5,11, 1.407450312E+005,1208578626
phb,0,23,5,12, 1.406657188E+005,1208573550
phb,0,23,5,13, 1.404631875E+005,1208560588
phb,0,23,5,14, 1.404736562E+005,1208561258
phb,0,24,5,1, 1.458965938E+005,1208908326
phb,0,24,5,2, 1.460492500E+005,1208918096
phb,0,24,5,3, 1.459872031E+005,1208914125
phb,0,24,5,4, 1.458134375E+005,1208903004
phb,0,24,5,5, 1.458164219E+005,1208903195
phb,0,24,5,6, 1.459911875E+005,1208914380
phb,0,24,5,7, 1.460476406E+005,1208917993
phb,0,24,5,8, 1.458920469E+005,1208908035
phb,0,24,5,9, 1.457827188E+005,1208901038
phb,0,24,5,10, 1.459011406E+005,1208908617
phb,0,24,5,11, 1.460507188E+005,1208918190
phb,0,24,5,12, 1.459831406E+005,1208913865
phb,0,24,5,13, 1.458106094E+005,1208902823
phb,0,24,5,14, 1.458195156E+005,1208903393
phb,0,25,5,1, 1.510783906E+005,1209239961
phb,0,25,5,2, 1.512052656E+005,1209248081
phb,0,25,5,3, 1.511536875E+005,1209244780
phb,0,25,5,4, 1.510092969E+005,1209235539
phb,0,25,5,5, 1.510117656E+005,1209235697
phb,0,25,5,6, 1.511570156E+005,1209244993
phb,0,25,5,7, 1.512039375E+005,1209247996
phb,0,25,5,8, 1.510746250E+005,1209239720
phb,0,25,5,9, 1.509837500E+005,1209233904
phb,0,25,5,10, 1.510821875E+005,1209240204
phb,0,25,5,11, 1.512065000E+005,1209248160
phb,0,25,5,12, 1.511503281E+005,1209244565
phb,0,25,5,13, 1.510069219E+005,1209235387
phb,0,25,5,14, 1.510143281E+005,1209235861
phb,0,26,5,1, 1.560896250E+005,1209560680
phb,0,26,5,2, 1.561915625E+005,1209567204
phb,0,26,5,3, 1.561501250E+005,1209564552
phb,0,26,5,4, 1.560341094E+005,1209557127
phb,0,26,5,5, 1.560360781E+005,1209557253
phb,0,26,5,6, 1.561527969E+005,1209564723
phb,0,26,5,7, 1.561905000E+005,1209567136
phb,0,26,5,8, 1.560865938E+005,1209560486
phb,0,26,5,9, 1.560135781E+005,1209555813
phb,0,26,5,10, 1.560926719E+005,1209560875
phb,0,26,5,11, 1.561925469E+005,1209567267
phb,0,26,5,12, 1.561474219E+005,1209564379
phb,0,26,5,13, 1.560322031E+005,1209557005
phb,0,26,5,14, 1.560381562E+005,1209557386
phb,0,27,5,1, 1.609031875E+005,1209868748
phb,0,27,5,2, 1.609811875E+005,1209873740
phb,0,27,5,3, 1.609494844E+005,1209871711
phb,0,27,5,4, 1.608607031E+005,1209866029
phb,0,27,5,5, 1.608622188E+005,1209866126
phb,0,27,5,6, 1.609515312E+005,1209871842
phb,0,27,5,7, 1.609803438E+005,1209873686
phb,0,27,5,8, 1.609008750E+005,1209868600
phb,0,27,5,9, 1.608450000E+005,1209865024
phb,0,27,5,10, 1.609055000E+005,1209868896
phb,0,27,5,11, 1.609819219E+005,1209873787
phb,0,27,5,12, 1.609474062E+005,1209871578
phb,0,27,5,13, 1.608592500E+005,1209865936
phb,0,27,5,14, 1.608637969E+005,1209866227
phb,0,28,5,1, 1.654797812E+005,1210161650
phb,0,28,5,2, 1.655350000E+005,1210165184
phb,0,28,5,3, 1.655125625E+005,1210163748
phb,0,28,5,4, 1.654497031E+005,1210159725
phb,0,28,5,5, 1.654507656E+005,1210159793
phb,0,28,5,6, 1.655140000E+005,1210163840
phb,0,28,5,7, 1.655344219E+005,1210165147
phb,0,28,5,8, 1.654781406E+005,1210161545
phb,0,28,5,9, 1.654385938E+005,1210159014
phb,0,28,5,10, 1.654814219E+005,1210161755
phb,0,28,5,11, 1.655355312E+005,1210165218
phb,0,28,5,12, 1.655110938E+005,1210163654
phb,0,28,5,13, 1.654486719E+005,1210159659
phb,0,28,5,14, 1.654519062E+005,1210159866
phb,0,29,5,1, 1.697562656E+005,1210435345
phb,0,29,5,2, 1.697902188E+005,1210437518
phb,0,29,5,3, 1.697764219E+005,1210436635
phb,0,29,5,4, 1.697377812E+005,1210434162
phb,0,29,5,5, 1.697384531E+005,1210434205
phb,0,29,5,6, 1.697773125E+005,1210436692
phb,0,29,5,7, 1.697898594E+005,1210437495
phb,0,29,5,8, 1.697552500E+005,1210435280
phb,0,29,5,9, 1.697309531E+005,1210433725
phb,0,29,5,10, 1.697572812E+005,1210435410
phb,0,29,5,11, 1.697905469E+005,1210437539
phb,0,29,5,12, 1.697755312E+005,1210436578
phb,0,29,5,13, 1.697371562E+005,1210434122
phb,0,29,5,14, 1.697391406E+005,1210434249
phb,0,30,5,1, 1.736097969E+005,1210681971
phb,0,30,5,2, 1.736245781E+005,1210682917
phb,0,30,5,3, 1.736185781E+005,1210682533
phb,0,30,5,4, 1.736017500E+005,1210681456
phb,0,30,5,5, 1.736020469E+005,1210681475
phb,0,30,5,6, 1.736189531E+005,1210682557
phb,0,30,5,7, 1.736244219E+005,1210682907
phb,0,30,5,8, 1.736093594E+005,1210681943
phb,0,30,5,9, 1.735987812E+005,1210681266
phb,0,30,5,10, 1.736102344E+005,1210681999
phb,0,30,5,11, 1.736247188E+005,1210682926
phb,0,30,5,12, 1.736181719E+005,1210682507
phb,0,30,5,13, 1.736014844E+005,1210681439
phb,0,30,5,14, 1.736023438E+005,1210681494
phb,0,31,5,1, 1.765800000E+005,1210872064
phb,0,31,5,2, 1.765800000E+005,1210872064
phb,0,31,5,3, 1.765800000E+005,1210872064
phb,0,31,5,4, 1.765800000E+005,1210872064
phb,0,31,5,5, 1.765800000E+005,1210872064
phb,0,31,5,6, 1.765800000E+005,1210872064
phb,0,31,5,7, 1.765800000E+005,1210872064
phb,0,31,5,8, 1.765800000E+005,1210872064
phb,0,31,5,9, 1.765800000E+005,1210872064
phb,0,31,5,10, 1.765800000E+005,1210872064
phb,0,31,5,11, 1.765800000E+005,1210872064
phb,0,31,5,12, 1.765800000E+005,1210872064
phb,0,31,5,13, 1.765800000E+005,1210872064
phb,0,31,5,14, 1.765800000E+005,1210872064
phb,0,1,6,1, 9.975578613E+002,1148806068
phb,0,1,6,2, 2.334219971E+003,1158800261
phb,0,1,6,3, 1.791039673E+003,1155522885
phb,0,1,6,4, 2.697316284E+002,1132912038
phb,0,1,6,5, 2.957675171E+002,1133765182
phb,0,1,6,6, 1.825925293E+003,1155808668
phb,0,1,6,7, 2.320042969E+003,1158742192
phb,0,1,6,8, 9.578525391E+002,1148155536
phb,0,1,6,9, 6.795088053E-001,1059976266
phb,0,1,6,10, 1.037494629E+003,1149349844
phb,0,1,6,11, 2.347116211E+003,1158853084
phb,0,1,6,12, 1.755487549E+003,1155231642
phb,0,1,6,13, 2.447504578E+002,1131724830
phb,0,1,6,14, 3.228284302E+002,1134651914
phb,0,2,6,1, 7.997239258E+003,1174006250
phb,0,2,6,2, 9.280613281E+003,1175519860
phb,0,2,6,3, 8.759088867E+003,1174985819
phb,0,2,6,4, 7.298427734E+003,1172575084
phb,0,2,6,5, 7.323425781E+003,1172626280
phb,0,2,6,6, 8.792583008E+003,1175020117
phb,0,2,6,7, 9.267001953E+003,1175505922
phb,0,2,6,8, 7.959116699E+003,1173928175
phb,0,2,6,9, 7.040102051E+003,1172046033
phb,0,2,6,10, 8.035583008E+003,1174084778
phb,0,2,6,11, 9.292996094E+003,1175532540
phb,0,2,6,12, 8.724953125E+003,1174950864
phb,0,2,6,13, 7.274442871E+003,1172525963
phb,0,2,6,14, 7.349407715E+003,1172679491
phb,0,3,6,1, 1.494878906E+004,1181324072
phb,0,3,6,2, 1.617924414E+004,1182584058
phb,0,3,6,3, 1.567922363E+004,1182072037
phb,0,3,6,4, 1.427879297E+004,1180637996
phb,0,3,6,5, 1.430275879E+004,1180662537
phb,0,3,6,6, 1.571133594E+004,1182104920
phb,0,3,6,7, 1.616619336E+004,1182570694
phb,0,3,6,8, 1.491223730E+004,1181286643
phb,0,3,6,9, 1.403111914E+004,1180384378
phb,0,3,6,10, 1.498555176E+004,1181361717
phb,0,3,6,11, 1.619111426E+004,1182596213
phb,0,3,6,12, 1.564649609E+004,1182038524
phb,0,3,6,13, 1.425579785E+004,1180614449
phb,0,3,6,14, 1.432767090E+004,1180688047
phb,0,4,6,1, 2.185086914E+004,1185592765
phb,0,4,6,2, 2.302877930E+004,1186195855
phb,0,4,6,3, 2.255011133E+004,1185950777
phb,0,4,6,4, 2.120948438E+004,1185264376
phb,0,4,6,5, 2.123242578E+004,1185276122
phb,0,4,6,6, 2.258085352E+004,1185966517
phb,0,4,6,7, 2.301628711E+004,1186189459
phb,0,4,6,8, 2.181587891E+004,1185574850
phb,0,4,6,9, 2.097238672E+004,1185142982
phb,0,4,6,10, 2.188606055E+004,1185610783
phb,0,4,6,11, 2.304014453E+004,1186201674
phb,0,4,6,12, 2.251878125E+004,1185934736
phb,0,4,6,13, 2.118746875E+004,1185253104
phb,0,4,6,14, 2.125627539E+004,1185288333
phb,0,5,6,1, 2.870199219E+004,1189100540
phb,0,5,6,2, 2.982774609E+004,1189676926
phb,0,5,6,3, 2.937027148E+004,1189442699
phb,0,5,6,4, 2.808900586E+004,1188786691
phb,0,5,6,5, 2.811093164E+004,1188797917
phb,0,5,6,6, 2.939965430E+004,1189457743
phb,0,5,6,7, 2.981580859E+004,1189670814
phb,0,5,6,8, 2.866855078E+004,1189083418
phb,0,5,6,9, 2.786240820E+004,1188670673
phb,0,5,6,10, 2.873562500E+004,1189117760
phb,0,5,6,11, 2.983860742E+004,1189682487
phb,0,5,6,12, 2.934033008E+004,1189427369
phb,0,5,6,13, 2.806796484E+004,1188775918
phb,0,5,6,14, 2.813372656E+004,1188809588
phb,0,6,6,1, 3.550060547E+004,1191881883
phb,0,6,6,2, 3.657460938E+004,1192156828
phb,0,6,6,3, 3.613816797E+004,1192045099
phb,0,6,6,4, 3.491580469E+004,1191732174
phb,0,6,6,5, 3.493672266E+004,1191737529
phb,0,6,6,6, 3.616619531E+004,1192052274
phb,0,6,6,7, 3.656321875E+004,1192153912
phb,0,6,6,8, 3.546870703E+004,1191873717
phb,0,6,6,9, 3.469962500E+004,1191676832
phb,0,6,6,10, 3.553269531E+004,1191890098
phb,0,6,6,11, 3.658497266E+004,1192159481
phb,0,6,6,12, 3.610959766E+004,1192037785
phb,0,6,6,13, 3.489573047E+004,1191727035
phb,0,6,6,14, 3.495846875E+004,1191743096
phb,0,7,6,1, 4.224503906E+004,1193608458
phb,0,7,6,2, 4.326769141E+004,1193870257
phb,0,7,6,3, 4.285211328E+004,1193763869
phb,0,7,6,4, 4.168818750E+004,1193465904
phb,0,7,6,5, 4.170810156E+004,1193471002
phb,0,7,6,6, 4.287880469E+004,1193770702
phb,0,7,6,7, 4.325684375E+004,1193867480
phb,0,7,6,8, 4.221466016E+004,1193600681
phb,0,7,6,9, 4.148234375E+004,1193413208
phb,0,7,6,10, 4.227558984E+004,1193616279
phb,0,7,6,11, 4.327755469E+004,1193872782
phb,0,7,6,12, 4.282491016E+004,1193756905
phb,0,7,6,13, 4.166907812E+004,1193461012
phb,0,7,6,14, 4.172881641E+004,1193476305
phb,0,8,6,1, 4.893348438E+004,1195320700
phb,0,8,6,2, 4.990521875E+004,1195569464
phb,0,8,6,3, 4.951033594E+004,1195468374
phb,0,8,6,4, 4.840435938E+004,1195185244
phb,0,8,6,5, 4.842328125E+004,1195190088
phb,0,8,6,6, 4.953569922E+004,1195474867
phb,0,8,6,7, 4.989491406E+004,1195566826
phb,0,8,6,8, 4.890462109E+004,1195313311
phb,0,8,6,9, 4.820876562E+004,1195135172
phb,0,8,6,10, 4.896251172E+004,1195328131
phb,0,8,6,11, 4.991459375E+004,1195571864
phb,0,8,6,12, 4.948448828E+004,1195461757
phb,0,8,6,13, 4.838619922E+004,1195180595
phb,0,8,6,14, 4.844296094E+004,1195195126
phb,0,9,6,1, 5.556400391E+004,1197018113
phb,0,9,6,2, 5.648526562E+004,1197253956
phb,0,9,6,3, 5.611089453E+004,1197158117
phb,0,9,6,4, 5.506236328E+004,1196889693
phb,0,9,6,5, 5.508030859E+004,1196894287
phb,0,9,6,6, 5.613493359E+004,1197164271
phb,0,9,6,7, 5.647549219E+004,1197251454
phb,0,9,6,8, 5.553664062E+004,1197011108
phb,0,9,6,9, 5.487692969E+004,1196842222
phb,0,9,6,10, 5.559152344E+004,1197025158
phb,0,9,6,11, 5.649414844E+004,1197256230
phb,0,9,6,12, 5.608638281E+004,1197151842
phb,0,9,6,13, 5.504514844E+004,1196885286
phb,0,9,6,14, 5.509896094E+004,1196899062
phb,0,10,6,1, 6.213450781E+004,1198700162
phb,0,10,6,2, 6.300574219E+004,1198923198
phb,0,10,6,3, 6.265169531E+004,1198832562
phb,0,10,6,4, 6.166010156E+004,1198578714
phb,0,10,6,5, 6.167706641E+004,1198583057
phb,0,10,6,6, 6.267443359E+004,1198838383
phb,0,10,6,7, 6.299650391E+004,1198920833
phb,0,10,6,8, 6.210862109E+004,1198693535
phb,0,10,6,9, 6.148473828E+004,1198533821
phb,0,10,6,10, 6.216053125E+004,1198706824
phb,0,10,6,11, 6.301414844E+004,1198925350
phb,0,10,6,12, 6.262852344E+004,1198826630
phb,0,10,6,13, 6.164382031E+004,1198574546
phb,0,10,6,14, 6.169471094E+004,1198587574
phb,0,11,6,1, 6.864269531E+004,1199968601
phb,0,11,6,2, 6.946439062E+004,1200073778
phb,0,11,6,3, 6.913047656E+004,1200031037
phb,0,11,6,4, 6.819526562E+004,1199911330
phb,0,11,6,5, 6.821127344E+004,1199913379
phb,0,11,6,6, 6.915192188E+004,1200033782
phb,0,11,6,7, 6.945567188E+004,1200072662
phb,0,11,6,8, 6.861828125E+004,1199965476
phb,0,11,6,9, 6.802987500E+004,1199890160
phb,0,11,6,10, 6.866724219E+004,1199971743
phb,0,11,6,11, 6.947231250E+004,1200074792
phb,0,11,6,12, 6.910861719E+004,1200028239
phb,0,11,6,13, 6.817990625E+004,1199909364
phb,0,11,6,14, 6.822791406E+004,1199915509
phb,0,12,6,1, 7.508612500E+004,1200793360
phb,0,12,6,2, 7.585875781E+004,1200892257
phb,0,12,6,3, 7.554478906E+004,1200852069
phb,0,12,6,4, 7.466540625E+004,1200739508
phb,0,12,6,5, 7.468044531E+004,1200741433
phb,0,12,6,6, 7.556494531E+004,1200854649
phb,0,12,6,7, 7.585056250E+004,1200891208
phb,0,12,6,8, 7.506316406E+004,1200790421
phb,0,12,6,9, 7.450988281E+004,1200719601
phb,0,12,6,10, 7.510920312E+004,1200796314
phb,0,12,6,11, 7.586621875E+004,1200893212
phb,0,12,6,12, 7.552423438E+004,1200849438
phb,0,12,6,13, 7.465096875E+004,1200737660
phb,0,12,6,14, 7.469609375E+004,1200743436
phb,0,13,6,1, 8.146203125E+004,1201609476
phb,0,13,6,2, 8.218614062E+004,1201702162
phb,0,13,6,3, 8.189189062E+004,1201664498
phb,0,13,6,4, 8.106774219E+004,1201559007
phb,0,13,6,5, 8.108184375E+004,1201560812
phb,0,13,6,6, 8.191078125E+004,1201666916
phb,0,13,6,7, 8.217846094E+004,1201701179
phb,0,13,6,8, 8.144052344E+004,1201606723
phb,0,13,6,9, 8.092200000E+004,1201540352
phb,0,13,6,10, 8.148366406E+004,1201612245
phb,0,13,6,11, 8.219312500E+004,1201703056
phb,0,13,6,12, 8.187262500E+004,1201662032
phb,0,13,6,13, 8.105421875E+004,1201557276
phb,0,13,6,14, 8.109651562E+004,1201562690
phb,0,14,6,1, 8.776746875E+004,1202416572
phb,0,14,6,2, 8.844357812E+004,1202503114
phb,0,14,6,3, 8.816883594E+004,1202467947
phb,0,14,6,4, 8.739931250E+004,1202369448
phb,0,14,6,5, 8.741248438E+004,1202371134
phb,0,14,6,6, 8.818646875E+004,1202470204
phb,0,14,6,7, 8.843640625E+004,1202502196
phb,0,14,6,8, 8.774739062E+004,1202414002
phb,0,14,6,9, 8.726324219E+004,1202352031
phb,0,14,6,10, 8.778767188E+004,1202419158
phb,0,14,6,11, 8.845010938E+004,1202503950
phb,0,14,6,12, 8.815084375E+004,1202465644
phb,0,14,6,13, 8.738668750E+004,1202367832
phb,0,14,6,14, 8.742618750E+004,1202372888
phb,0,15,6,1, 9.399910938E+004,1203214222
phb,0,15,6,2, 9.462778125E+004,1203294692
phb,0,15,6,3, 9.437231250E+004,1203261992
phb,0,15,6,4, 9.365678125E+004,1203170404
phb,0,15,6,5, 9.366903906E+004,1203171973
phb,0,15,6,6, 9.438871094E+004,1203264091
phb,0,15,6,7, 9.462111719E+004,1203293839
phb,0,15,6,8, 9.398043750E+004,1203211832
phb,0,15,6,9, 9.353025781E+004,1203154209
phb,0,15,6,10, 9.401788281E+004,1203216625
phb,0,15,6,11, 9.463384375E+004,1203295468
phb,0,15,6,12, 9.435558594E+004,1203259851
phb,0,15,6,13, 9.364504688E+004,1203168902
phb,0,15,6,14, 9.368176562E+004,1203173602
phb,0,16,6,1, 1.001533125E+005,1204001960
phb,0,16,6,2, 1.007351328E+005,1204076433
phb,0,16,6,3, 1.004987031E+005,1204046170
phb,0,16,6,4, 9.983650000E+004,1203961408
phb,0,16,6,5, 9.984783594E+004,1203962859
phb,0,16,6,6, 1.005138750E+005,1204048112
phb,0,16,6,7, 1.007289609E+005,1204075643
phb,0,16,6,8, 1.001360312E+005,1203999748
phb,0,16,6,9, 9.971939844E+004,1203946419
phb,0,16,6,10, 1.001706875E+005,1204004184
phb,0,16,6,11, 1.007407422E+005,1204077151
phb,0,16,6,12, 1.004832188E+005,1204044188
phb,0,16,6,13, 9.982563281E+004,1203960017
phb,0,16,6,14, 9.985961719E+004,1203964367
phb,0,17,6,1, 1.062259297E+005,1204779255
phb,0,17,6,2, 1.067615234E+005,1204847811
phb,0,17,6,3, 1.065438828E+005,1204819953
phb,0,17,6,4, 1.059342969E+005,1204741926
phb,0,17,6,5, 1.059447266E+005,1204743261
phb,0,17,6,6, 1.065578516E+005,1204821741
phb,0,17,6,7, 1.067558438E+005,1204847084
phb,0,17,6,8, 1.062100312E+005,1204777220
phb,0,17,6,9, 1.058265000E+005,1204728128
phb,0,17,6,10, 1.062419297E+005,1204781303
phb,0,17,6,11, 1.067666875E+005,1204848472
phb,0,17,6,12, 1.065296328E+005,1204818129
phb,0,17,6,13, 1.059242969E+005,1204740646
phb,0,17,6,14, 1.059555859E+005,1204744651
phb,0,18,6,1, 1.122123594E+005,1205545518
phb,0,18,6,2, 1.127023828E+005,1205608241
phb,0,18,6,3, 1.125032578E+005,1205582753
phb,0,18,6,4, 1.119455391E+005,1205511365
phb,0,18,6,5, 1.119550859E+005,1205512587
phb,0,18,6,6, 1.125160391E+005,1205584389
phb,0,18,6,7, 1.126971797E+005,1205607575
phb,0,18,6,8, 1.121978047E+005,1205543655
phb,0,18,6,9, 1.118469219E+005,1205498742
phb,0,18,6,10, 1.122270000E+005,1205547392
phb,0,18,6,11, 1.127071016E+005,1205608845
phb,0,18,6,12, 1.124902188E+005,1205581084
phb,0,18,6,13, 1.119363906E+005,1205510194
phb,0,18,6,14, 1.119650156E+005,1205513858
phb,0,19,6,1, 1.181073203E+005,1206300073
phb,0,19,6,2, 1.185524531E+005,1206357050
phb,0,19,6,3, 1.183715625E+005,1206333896
phb,0,19,6,4, 1.178649219E+005,1206269046
phb,0,19,6,5, 1.178735938E+005,1206270156
phb,0,19,6,6, 1.183831797E+005,1206335383
phb,0,19,6,7, 1.185477344E+005,1206356446
phb,0,19,6,8, 1.180940938E+005,1206298380
phb,0,19,6,9, 1.177753359E+005,1206257579
phb,0,19,6,10, 1.181206094E+005,1206301774
phb,0,19,6,11, 1.185567500E+005,1206357600
phb,0,19,6,12, 1.183597266E+005,1206332381
phb,0,19,6,13, 1.178566172E+005,1206267983
phb,0,19,6,14, 1.178826172E+005,1206271311
phb,0,20,6,1, 1.239047344E+005,1207042142
phb,0,20,6,2, 1.243057422E+005,1207093471
phb,0,20,6,3, 1.241427969E+005,1207072614
phb,0,20,6,4, 1.236863828E+005,1207014193
phb,0,20,6,5, 1.236941875E+005,1207015192
phb,0,20,6,6, 1.241532500E+005,1207073952
phb,0,20,6,7, 1.243014922E+005,1207092927
phb,0,20,6,8, 1.238928203E+005,1207040617
phb,0,20,6,9, 1.236056797E+005,1207003863
phb,0,20,6,10, 1.239167031E+005,1207043674
phb,0,20,6,11, 1.243096016E+005,1207093965
phb,0,20,6,12, 1.241321250E+005,1207071248
phb,0,20,6,13, 1.236788906E+005,1207013234
phb,0,20,6,14, 1.237023125E+005,1207016232
phb,0,21,6,1, 1.295975703E+005,1207770825
phb,0,21,6,2, 1.299552344E+005,1207816606
phb,0,21,6,3, 1.298098906E+005,1207798002
phb,0,21,6,4, 1.294028047E+005,1207745895
phb,0,21,6,5, 1.294097734E+005,1207746787
phb,0,21,6,6, 1.298192266E+005,1207799197
phb,0,21,6,7, 1.299514375E+005,1207816120
phb,0,21,6,8, 1.295869453E+005,1207769465
phb,0,21,6,9, 1.293308281E+005,1207736682
phb,0,21,6,10, 1.296082422E+005,1207772191
phb,0,21,6,11, 1.299586797E+005,1207817047
phb,0,21,6,12, 1.298003750E+005,1207796784
phb,0,21,6,13, 1.293961250E+005,1207745040
phb,0,21,6,14, 1.294170234E+005,1207747715
phb,0,22,6,1, 1.351775000E+005,1208222304
phb,0,22,6,2, 1.354926875E+005,1208242476
phb,0,22,6,3, 1.353646094E+005,1208234279
phb,0,22,6,4, 1.350058750E+005,1208211320
phb,0,22,6,5, 1.350120156E+005,1208211713
phb,0,22,6,6, 1.353728281E+005,1208234805
phb,0,22,6,7, 1.354893438E+005,1208242262
phb,0,22,6,8, 1.351681406E+005,1208221705
phb,0,22,6,9, 1.349424531E+005,1208207261
phb,0,22,6,10, 1.351869062E+005,1208222906
phb,0,22,6,11, 1.354957344E+005,1208242671
phb,0,22,6,12, 1.353562344E+005,1208233743
phb,0,22,6,13, 1.350000000E+005,1208210944
phb,0,22,6,14, 1.350183906E+005,1208212121
phb,0,23,6,1, 1.406345781E+005,1208571557
phb,0,23,6,2, 1.409082344E+005,1208589071
phb,0,23,6,3, 1.407970312E+005,1208581954
phb,0,23,6,4, 1.404855781E+005,1208562021
phb,0,23,6,5, 1.404909062E+005,1208562362
phb,0,23,6,6, 1.408041719E+005,1208582411
phb,0,23,6,7, 1.409053281E+005,1208588885
phb,0,23,6,8, 1.406264688E+005,1208571038
phb,0,23,6,9, 1.404305156E+005,1208558497
phb,0,23,6,10, 1.406427500E+005,1208572080
phb,0,23,6,11, 1.409108750E+005,1208589240
phb,0,23,6,12, 1.407897500E+005,1208581488
phb,0,23,6,13, 1.404804688E+005,1208561694
phb,0,23,6,14, 1.404964531E+005,1208562717
phb,0,24,6,1, 1.459566250E+005,1208912168
phb,0,24,6,2, 1.461897500E+005,1208927088
phb,0,24,6,3, 1.460950156E+005,1208921025
phb,0,24,6,4, 1.458296719E+005,1208904043
phb,0,24,6,5, 1.458342188E+005,1208904334
phb,0,24,6,6, 1.461011094E+005,1208921415
phb,0,24,6,7, 1.461872812E+005,1208926930
phb,0,24,6,8, 1.459497031E+005,1208911725
phb,0,24,6,9, 1.457827656E+005,1208901041
phb,0,24,6,10, 1.459635781E+005,1208912613
phb,0,24,6,11, 1.461920000E+005,1208927232
phb,0,24,6,12, 1.460888125E+005,1208920628
phb,0,24,6,13, 1.458253281E+005,1208903765
phb,0,24,6,14, 1.458389375E+005,1208904636
phb,0,25,6,1, 1.511282812E+005,1209243154
phb,0,25,6,2, 1.513220469E+005,1209255555
phb,0,25,6,3, 1.512433125E+005,1209250516
phb,0,25,6,4, 1.510227812E+005,1209236402
phb,0,25,6,5, 1.510265625E+005,1209236644
phb,0,25,6,6, 1.512483594E+005,1209250839
phb,0,25,6,7, 1.513200000E+005,1209255424
phb,0,25,6,8, 1.511225469E+005,1209242787
phb,0,25,6,9, 1.509837969E+005,1209233907
phb,0,25,6,10, 1.511340781E+005,1209243525
phb,0,25,6,11, 1.513239062E+005,1209255674
phb,0,25,6,12, 1.512381562E+005,1209250186
phb,0,25,6,13, 1.510191719E+005,1209236171
phb,0,25,6,14, 1.510304844E+005,1209236895
phb,0,26,6,1, 1.561297031E+005,1209563245
phb,0,26,6,2, 1.562853906E+005,1209573209
phb,0,26,6,3, 1.562221406E+005,1209569161
phb,0,26,6,4, 1.560449375E+005,1209557820
phb,0,26,6,5, 1.560479688E+005,1209558014
phb,0,26,6,6, 1.562261875E+005,1209569420
phb,0,26,6,7, 1.562837500E+005,1209573104
phb,0,26,6,8, 1.561250938E+005,1209562950
phb,0,26,6,9, 1.560136250E+005,1209555816
phb,0,26,6,10, 1.561343594E+005,1209563543
phb,0,26,6,11, 1.562869062E+005,1209573306
phb,0,26,6,12, 1.562179844E+005,1209568895
phb,0,26,6,13, 1.560420312E+005,1209557634
phb,0,26,6,14, 1.560511250E+005,1209558216
phb,0,27,6,1, 1.609338594E+005,1209870711
phb,0,27,6,2, 1.610529688E+005,1209878334
phb,0,27,6,3, 1.610045625E+005,1209875236
phb,0,27,6,4, 1.608689844E+005,1209866559
