i,zet,phim,phih
682, 1.4049999237060547E+001, 7.0958819389343262E+000, 6.1593723297119141E+000
683, 1.4099998474121094E+001, 7.0959181785583496E+000, 6.1599049568176270E+000
684, 1.4150001525878906E+001, 7.0959548950195312E+000, 6.1604337692260742E+000
685, 1.4200000762939453E+001, 7.0959897041320801E+000, 6.1609592437744141E+000
686, 1.4250000000000000E+001, 7.0960245132446289E+000, 6.1614804267883301E+000
687, 1.4299999237060547E+001, 7.0960593223571777E+000, 6.1619977951049805E+000
688, 1.4349998474121094E+001, 7.0960931777954102E+000, 6.1625118255615234E+000
689, 1.4400001525878906E+001, 7.0961275100708008E+000, 6.1630225181579590E+000
690, 1.4450000762939453E+001, 7.0961604118347168E+000, 6.1635284423828125E+000
691, 1.4500000000000000E+001, 7.0961937904357910E+000, 6.1640319824218750E+000
692, 1.4549999237060547E+001, 7.0962257385253906E+000, 6.1645317077636719E+000
693, 1.4599998474121094E+001, 7.0962581634521484E+000, 6.1650271415710449E+000
694, 1.4650001525878906E+001, 7.0962901115417480E+000, 6.1655201911926270E+000
695, 1.4700000762939453E+001, 7.0963211059570312E+000, 6.1660089492797852E+000
696, 1.4750000000000000E+001, 7.0963525772094727E+000, 6.1664953231811523E+000
697, 1.4799999237060547E+001, 7.0963835716247559E+000, 6.1669778823852539E+000
698, 1.4849998474121094E+001, 7.0964136123657227E+000, 6.1674571037292480E+000
699, 1.4900001525878906E+001, 7.0964436531066895E+000, 6.1679334640502930E+000
700, 1.4950000762939453E+001, 7.0964732170104980E+000, 6.1684055328369141E+000
701, 1.5000000000000000E+001, 7.0965027809143066E+000, 6.1688756942749023E+000
702, 1.5049999237060547E+001, 7.0965313911437988E+000, 6.1693410873413086E+000
703, 1.5099998474121094E+001, 7.0965600013732910E+000, 6.1698045730590820E+000
704, 1.5150001525878906E+001, 7.0965881347656250E+000, 6.1702647209167480E+000
705, 1.5200000762939453E+001, 7.0966162681579590E+000, 6.1707215309143066E+000
706, 1.5250000000000000E+001, 7.0966444015502930E+000, 6.1711754798889160E+000
707, 1.5299999237060547E+001, 7.0966711044311523E+000, 6.1716265678405762E+000
708, 1.5349998474121094E+001, 7.0966982841491699E+000, 6.1720743179321289E+000
709, 1.5400001525878906E+001, 7.0967245101928711E+000, 6.1725192070007324E+000
710, 1.5450000762939453E+001, 7.0967512130737305E+000, 6.1729612350463867E+000
711, 1.5500000000000000E+001, 7.0967774391174316E+000, 6.1733994483947754E+000
712, 1.5549999237060547E+001, 7.0968027114868164E+000, 6.1738362312316895E+000
713, 1.5599998474121094E+001, 7.0968284606933594E+000, 6.1742687225341797E+000
714, 1.5650001525878906E+001, 7.0968542098999023E+000, 6.1746997833251953E+000
715, 1.5700000762939453E+001, 7.0968794822692871E+000, 6.1751279830932617E+000
716, 1.5750000000000000E+001, 7.0969038009643555E+000, 6.1755528450012207E+000
717, 1.5799999237060547E+001, 7.0969281196594238E+000, 6.1759748458862305E+000
718, 1.5849998474121094E+001, 7.0969519615173340E+000, 6.1763939857482910E+000
719, 1.5900001525878906E+001, 7.0969762802124023E+000, 6.1768107414245605E+000
720, 1.5950000762939453E+001, 7.0969996452331543E+000, 6.1772246360778809E+000
721, 1.6000000000000000E+001, 7.0970234870910645E+000, 6.1776361465454102E+000
722, 1.6049999237060547E+001, 7.0970468521118164E+000, 6.1780447959899902E+000
723, 1.6099998474121094E+001, 7.0970692634582520E+000, 6.1784505844116211E+000
724, 1.6150001525878906E+001, 7.0970911979675293E+000, 6.1788544654846191E+000
725, 1.6200000762939453E+001, 7.0971140861511230E+000, 6.1792554855346680E+000
726, 1.6250000000000000E+001, 7.0971364974975586E+000, 6.1796541213989258E+000
727, 1.6299999237060547E+001, 7.0971579551696777E+000, 6.1800494194030762E+000
728, 1.6349998474121094E+001, 7.0971798896789551E+000, 6.1804432868957520E+000
729, 1.6400001525878906E+001, 7.0972013473510742E+000, 6.1808347702026367E+000
730, 1.6450000762939453E+001, 7.0972218513488770E+000, 6.1812233924865723E+000
731, 1.6500000000000000E+001, 7.0972428321838379E+000, 6.1816091537475586E+000
732, 1.6549999237060547E+001, 7.0972633361816406E+000, 6.1819939613342285E+000
733, 1.6599998474121094E+001, 7.0972843170166016E+000, 6.1823744773864746E+000
734, 1.6650001525878906E+001, 7.0973043441772461E+000, 6.1827545166015625E+000
735, 1.6700000762939453E+001, 7.0973253250122070E+000, 6.1831307411193848E+000
736, 1.6750000000000000E+001, 7.0973448753356934E+000, 6.1835045814514160E+000
737, 1.6799999237060547E+001, 7.0973649024963379E+000, 6.1838774681091309E+000
738, 1.6849998474121094E+001, 7.0973839759826660E+000, 6.1842474937438965E+000
739, 1.6900001525878906E+001, 7.0974025726318359E+000, 6.1846156120300293E+000
740, 1.6950000762939453E+001, 7.0974230766296387E+000, 6.1849813461303711E+000
741, 1.7000000000000000E+001, 7.0974416732788086E+000, 6.1853442192077637E+000
742, 1.7049999237060547E+001, 7.0974597930908203E+000, 6.1857056617736816E+000
743, 1.7099998474121094E+001, 7.0974783897399902E+000, 6.1860642433166504E+000
744, 1.7150001525878906E+001, 7.0974969863891602E+000, 6.1864204406738281E+000
745, 1.7200000762939453E+001, 7.0975151062011719E+000, 6.1867756843566895E+000
746, 1.7250000000000000E+001, 7.0975327491760254E+000, 6.1871280670166016E+000
747, 1.7299999237060547E+001, 7.0975508689880371E+000, 6.1874780654907227E+000
748, 1.7349998474121094E+001, 7.0975680351257324E+000, 6.1878280639648438E+000
749, 1.7400001525878906E+001, 7.0975861549377441E+000, 6.1881742477416992E+000
750, 1.7450000762939453E+001, 7.0976028442382812E+000, 6.1885175704956055E+000
751, 1.7500000000000000E+001, 7.0976204872131348E+000, 6.1888604164123535E+000
752, 1.7549999237060547E+001, 7.0976366996765137E+000, 6.1892008781433105E+000
753, 1.7599998474121094E+001, 7.0976538658142090E+000, 6.1895394325256348E+000
754, 1.7650001525878906E+001, 7.0976705551147461E+000, 6.1898756027221680E+000
755, 1.7700000762939453E+001, 7.0976867675781250E+000, 6.1902103424072266E+000
756, 1.7750000000000000E+001, 7.0977029800415039E+000, 6.1905422210693359E+000
757, 1.7799999237060547E+001, 7.0977187156677246E+000, 6.1908726692199707E+000
758, 1.7849998474121094E+001, 7.0977349281311035E+000, 6.1912016868591309E+000
759, 1.7900001525878906E+001, 7.0977506637573242E+000, 6.1915287971496582E+000
760, 1.7950000762939453E+001, 7.0977663993835449E+000, 6.1918535232543945E+000
761, 1.8000000000000000E+001, 7.0977811813354492E+000, 6.1921763420104980E+000
762, 1.8049999237060547E+001, 7.0977964401245117E+000, 6.1924977302551270E+000
763, 1.8099998474121094E+001, 7.0978116989135742E+000, 6.1928172111511230E+000
764, 1.8150001525878906E+001, 7.0978269577026367E+000, 6.1931347846984863E+000
765, 1.8200000762939453E+001, 7.0978422164916992E+000, 6.1934509277343750E+000
766, 1.8250000000000000E+001, 7.0978565216064453E+000, 6.1937642097473145E+000
767, 1.8299999237060547E+001, 7.0978708267211914E+000, 6.1940765380859375E+000
768, 1.8349998474121094E+001, 7.0978860855102539E+000, 6.1943869590759277E+000
769, 1.8400001525878906E+001, 7.0979003906250000E+000, 6.1946964263916016E+000
770, 1.8450000762939453E+001, 7.0979146957397461E+000, 6.1950039863586426E+000
771, 1.8500000000000000E+001, 7.0979280471801758E+000, 6.1953086853027344E+000
772, 1.8549999237060547E+001, 7.0979428291320801E+000, 6.1956129074096680E+000
773, 1.8599998474121094E+001, 7.0979566574096680E+000, 6.1959147453308105E+000
774, 1.8650001525878906E+001, 7.0979695320129395E+000, 6.1962146759033203E+000
775, 1.8700000762939453E+001, 7.0979838371276855E+000, 6.1965141296386719E+000
776, 1.8750000000000000E+001, 7.0979962348937988E+000, 6.1968107223510742E+000
777, 1.8799999237060547E+001, 7.0980100631713867E+000, 6.1971063613891602E+000
778, 1.8849998474121094E+001, 7.0980234146118164E+000, 6.1974000930786133E+000
779, 1.8900001525878906E+001, 7.0980362892150879E+000, 6.1976923942565918E+000
780, 1.8950000762939453E+001, 7.0980496406555176E+000, 6.1979827880859375E+000
781, 1.9000000000000000E+001, 7.0980625152587891E+000, 6.1982717514038086E+000
782, 1.9049999237060547E+001, 7.0980753898620605E+000, 6.1985597610473633E+000
783, 1.9099998474121094E+001, 7.0980873107910156E+000, 6.1988463401794434E+000
784, 1.9150001525878906E+001, 7.0980997085571289E+000, 6.1991310119628906E+000
785, 1.9200000762939453E+001, 7.0981121063232422E+000, 6.1994128227233887E+000
786, 1.9250000000000000E+001, 7.0981240272521973E+000, 6.1996951103210449E+000
787, 1.9299999237060547E+001, 7.0981369018554688E+000, 6.1999740600585938E+000
788, 1.9349998474121094E+001, 7.0981478691101074E+000, 6.2002530097961426E+000
789, 1.9400001525878906E+001, 7.0981597900390625E+000, 6.2005295753479004E+000
790, 1.9450000762939453E+001, 7.0981721878051758E+000, 6.2008061408996582E+000
791, 1.9500000000000000E+001, 7.0981836318969727E+000, 6.2010807991027832E+000
792, 1.9549999237060547E+001, 7.0981955528259277E+000, 6.2013521194458008E+000
793, 1.9599998474121094E+001, 7.0982069969177246E+000, 6.2016234397888184E+000
794, 1.9650001525878906E+001, 7.0982174873352051E+000, 6.2018928527832031E+000
795, 1.9700000762939453E+001, 7.0982294082641602E+000, 6.2021617889404297E+000
796, 1.9750000000000000E+001, 7.0982403755187988E+000, 6.2024283409118652E+000
797, 1.9799999237060547E+001, 7.0982518196105957E+000, 6.2026939392089844E+000
798, 1.9849998474121094E+001, 7.0982623100280762E+000, 6.2029581069946289E+000
799, 1.9900001525878906E+001, 7.0982732772827148E+000, 6.2032213211059570E+000
800, 1.9950000762939453E+001, 7.0982837677001953E+000, 6.2034831047058105E+000
801, 2.0000000000000000E+001, 7.0982952117919922E+000, 6.2037429809570312E+000
802, 0.0000000000000000E+000, 1.0000000000000000E+000, 1.0000000000000000E+000
803,-1.0000000116860974E-007, 9.9999964237213135E-001, 9.9999928474426270E-001
804, 1.0000000116860974E-007, 1.0000005960464478E+000, 1.0000005960464478E+000
805,-9.9999997473787516E-005, 9.9960047006607056E-001, 9.9920099973678589E-001
806, 9.9999997473787516E-005, 1.0006099939346313E+000, 1.0007408857345581E+000
807,-5.0000000000000000E-001, 5.7565832138061523E-001, 3.2596385478973389E-001
808, 5.0000000000000000E-001, 3.5700600147247314E+000, 3.6289346218109131E+000
809,-1.0000000000000000E+000, 4.6468877792358398E-001, 2.6711666584014893E-001
810, 1.0000000000000000E+000, 5.3649339675903320E+000, 4.5708227157592773E+000
811,-2.0000000000000000E+001, 1.7000770568847656E-001, 1.1453187465667725E-001
812, 2.0000000000000000E+001, 7.0982952117919922E+000, 6.2037429809570312E+000
813,-1.0000000031710769E-030, 1.0000000000000000E+000, 1.0000000000000000E+000
814, 1.0000000031710769E-030, 1.0000000000000000E+000, 1.0000000000000000E+000
